RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED,COUNTRY
1,1.0,Rory McIlroy,51,11.62,592.39,-247.86,521.8,
2,2.0,Adam Scott,42,9.07,380.75,-223.69,211.01,
3,3.0,Sergio Garcia,49,7.79,381.81,-164.49,281.0,
4,4.0,Henrik Stenson,52,7.7,400.37,-229.49,156.06,
5,7.0,Jim Furyk,47,7.6,357.28,-141.09,280.17,
6,5.0,Justin Rose,51,7.31,372.72,-225.43,225.65,
7,6.0,Bubba Watson,48,7.11,341.35,-142.69,321.71,
8,8.0,Jason Day,42,6.87,288.61,-134.37,190.33,
9,9.0,Matt Kuchar,52,6.61,343.72,-199.9,224.33,
10,11.0,Rickie Fowler,52,5.94,308.76,-92.21,267.89,
11,10.0,Phil Mickelson,48,5.78,277.28,-205.86,137.21,
12,12.0,Martin Kaymer,52,5.29,274.93,-91.89,231.51,
13,13.0,Jordan Spieth,52,5.2,270.52,-100.31,204.77,
14,23.0,Billy Horschel,52,5.12,266.18,-78.92,209.42,
15,14.0,Tiger Woods,40,4.99,199.71,-286.34,6.57,
16,15.0,Zach Johnson,52,4.88,253.58,-167.8,138.21,
17,16.0,Dustin Johnson,46,4.72,217.31,-150.48,137.25,
18,17.0,Graeme McDowell,48,4.7,225.6,-162.45,127.73,
19,18.0,Jimmy Walker,52,4.4,228.99,-97.23,197.19,
20,19.0,Hideki Matsuyama,49,4.27,209.12,-84.33,138.43,
21,20.0,Hunter Mahan,52,4.17,216.96,-110.88,160.42,
22,24.0,Chris Kirk,52,4.16,216.13,-71.08,180.16,
23,22.0,Victor Dubuisson,42,4.12,172.97,-70.94,111.71,
24,21.0,Charl Schwartzel,52,4.03,209.62,-147.84,110.04,
25,25.0,Steve Stricker,40,3.79,151.67,-134.51,57.24,
26,26.0,Keegan Bradley,52,3.79,197.1,-151.14,126.86,
27,28.0,Patrick Reed,52,3.77,195.9,-62.75,183.43,
28,27.0,Jamie Donaldson,51,3.74,190.8,-106.32,117.79,
29,31.0,Bill Haas,52,3.61,187.85,-108.34,124.7,
30,29.0,Thomas Bjørn,52,3.56,184.89,-94.26,87.21,
31,30.0,Jason Dufner,49,3.5,171.7,-163.42,76.29,
32,32.0,Luke Donald,50,3.46,172.76,-160.32,99.6,
33,33.0,Webb Simpson,52,3.44,179.0,-135.64,95.69,
34,34.0,Stephen Gallacher,52,3.32,172.85,-75.68,149.75,
35,36.0,Kevin Na,41,3.28,134.54,-37.44,139.34,
36,35.0,Miguel Angel Jiménez,45,3.22,144.99,-76.97,91.0,
37,37.0,Ian Poulter,48,3.19,153.02,-149.64,45.99,
38,38.0,Brandt Snedeker,51,3.1,158.02,-174.74,78.87,
39,39.0,Graham DeLaet,51,3.09,157.79,-87.74,96.89,
40,44.0,Ryan Palmer,49,3.01,147.31,-55.88,138.28,
41,40.0,Lee Westwood,52,2.99,155.26,-132.59,95.8,
42,41.0,Thongchai Jaidee,52,2.97,154.32,-82.18,104.19,
43,43.0,Marc Leishman,52,2.94,152.9,-67.51,125.82,
44,42.0,Ryan Moore,49,2.94,144.01,-96.99,80.04,
45,46.0,Brendon Todd,52,2.86,148.79,-31.41,131.77,
46,49.0,Gary Woodland,52,2.78,144.65,-59.53,91.07,
47,45.0,Kevin Streelman,52,2.76,143.52,-79.62,88.64,
48,51.0,Joost Luiten,51,2.69,137.01,-69.1,86.02,
49,47.0,Francesco Molinari,52,2.68,139.51,-94.01,89.06,
50,50.0,John Senden,52,2.66,138.48,-62.06,122.87,
51,48.0,Ernie Els,52,2.65,137.59,-129.84,83.55,
52,52.0,Mikko Ilonen,46,2.61,120.26,-49.65,95.8,
53,53.0,Russell Henley,52,2.52,130.84,-67.97,125.19,
54,54.0,Kevin Stadler,52,2.51,130.4,-59.79,116.19,
55,55.0,Jonas Blixt,52,2.43,126.2,-83.99,76.12,
56,56.0,Ángel Cabrera,51,2.43,123.74,-52.78,81.78,
57,57.0,Harris English,52,2.36,122.89,-70.66,76.29,
58,58.0,Matt Every,52,2.36,122.68,-54.48,110.74,
59,59.0,Matt Jones,52,2.35,122.29,-49.41,92.69,
60,60.0,J.B. Holmes,40,2.32,92.8,-20.2,99.83,
61,61.0,Louis Oosthuizen,49,2.25,110.11,-135.17,91.21,
62,88.0,Paul Casey,52,2.19,113.88,-45.76,79.97,
63,62.0,Shane Lowry,50,2.19,109.35,-58.65,78.35,
64,63.0,Koumei Oda,48,2.13,102.27,-50.8,54.64,
65,70.0,Pablo Larrazabal,52,2.05,106.81,-60.63,87.85,
66,64.0,Bernd Wiesberger,52,2.04,106.27,-72.27,59.85,
67,68.0,Brooks Koepka,50,2.04,101.99,-39.2,76.5,
68,66.0,Brian Harman,52,2.03,105.3,-39.62,93.01,
69,72.0,Cameron Tringale,52,2.02,105.1,-36.13,95.8,
