RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,1,Jerry Kelly,84,73.0,814,1115
2,2,Heath Slocum,93,71.69,851,1187
3,3,Tim Clark,60,71.6,600,838
4,4,Jim Furyk,85,70.71,828,1171
5,6,Graeme McDowell,55,70.11,530,756
6,7,David Toms,60,69.75,565,810
7,5,Ben Curtis,62,69.7,566,812
8,9,Chris DiMarco,83,69.24,761,1099
9,8,Gary Christian,91,68.95,817,1185
10,12,Richard Lee,71,68.72,624,908
11,11,John Huh,99,68.69,950,1383
12,13,Mark Wilson,84,68.62,748,1090
13,10,Chez Reavie,83,68.57,792,1155
14,14,Zach Johnson,95,68.53,897,1309
15,17,Colt Knost,79,68.0,731,1075
16,15,John Mallinger,74,67.93,661,973
17,16,Hunter Mahan,88,67.74,777,1147
18,18,Brian Davis,91,67.24,815,1212
19,20,Jeff Maggert,83,67.16,777,1157
20,22,Russell Knox,72,67.03,618,922
21,19,Jason Dufner,83,66.9,764,1142
22,21,Billy Horschel,63,66.58,512,769
23,35,Tom Gillis,75,66.09,690,1044
24,T23,John Senden,81,65.93,716,1086
25,25,Kevin Na,80,65.91,727,1103
26,26,Kris Blanks,65,65.84,586,890
27,T23,Blake Adams,107,65.83,946,1437
28,27,Justin Rose,69,65.82,624,948
29,28,Ryan Moore,89,65.75,816,1241
30,42,Ken Duke,104,65.69,915,1393
31,33,Chris Couch,61,65.49,537,820
32,34,Stuart Appleby,75,65.45,648,990
33,30,Brian Harman,101,65.44,922,1409
T34,32,Roberto Castro,92,65.36,785,1201
T34,37,Will Claxton,99,65.36,866,1325
36,36,Billy Mayfair,90,65.2,783,1201
37,38,Luke Donald,63,65.16,563,864
38,T40,Boo Weekley,74,65.15,600,921
39,39,Ian Poulter,57,65.13,510,783
40,T40,Kevin Stadler,85,65.09,701,1077
41,46,Gavin Coles,72,65.08,600,922
42,43,Matt Kuchar,86,65.06,743,1142
43,29,Jason Bohn,81,65.0,678,1043
44,45,Bo Van Pelt,84,64.79,749,1156
T45,44,D.A. Points,88,64.66,796,1231
T45,31,Scott Dunlap,57,64.66,461,713
47,47,John Merrick,83,64.46,711,1103
48,48,Rickie Fowler,84,64.43,748,1161
49,54,Cameron Tringale,88,64.41,789,1225
50,49,Ben Crane,73,64.36,650,1010
51,50,John Rollins,81,64.25,690,1074
52,51,"Ted Potter, Jr.",77,64.18,654,1019
53,,Henrik Stenson,51,64.13,422,658
54,52,K.J. Choi,71,64.08,628,980
55,53,Tiger Woods,69,63.93,599,937
56,55,Bill Haas,79,63.62,696,1094
57,56,Alexandre Rocha,62,63.47,497,783
58,57,Brendan Steele,77,63.44,649,1023
59,59,Brendon de Jonge,115,63.42,983,1550
60,62,Nick O'Hern,78,63.34,653,1031
61,58,Steve Stricker,73,63.31,623,984
62,61,David Mathis,83,63.22,679,1074
63,60,J.J. Henry,93,63.18,748,1184
64,63,Rod Pampling,88,62.72,700,1116
65,70,Kyle Thompson,51,62.65,411,656
66,66,Brandt Jobe,57,62.48,463,741
67,67,Louis Oosthuizen,65,62.41,548,878
68,65,Steve Wheatcroft,56,62.37,436,699
69,68,Pat Perez,81,62.33,685,1099
70,69,Johnson Wagner,88,62.32,769,1234
71,75,Chris Stroud,86,62.31,749,1202
72,71,David Hearn,95,62.25,826,1327
73,72,Charley Hoffman,88,62.23,763,1226
74,64,Rocco Mediate,70,62.22,555,892
75,94,Roland Thatcher,55,62.19,426,685
76,73,Lee Westwood,60,62.17,470,756
77,T79,Brian Gay,91,62.1,752,1211
T78,76,Geoff Ogilvy,73,62.01,622,1003
T78,81,Camilo Villegas,79,62.01,666,1074
80,77,Greg Chalmers,88,62.0,752,1213
81,T79,Daniel Summerhays,81,61.93,667,1077
82,78,Jeff Overton,101,61.91,837,1352
83,82,Stephen Ames,54,61.88,448,724
84,84,Hunter Haas,69,61.82,544,880
85,74,Kyle Reifers,86,61.7,704,1141
86,86,Cameron Beckman,81,61.67,663,1075
T87,96,Charlie Wi,86,61.65,738,1197
T87,87,Keegan Bradley,90,61.65,762,1236
89,T89,Kevin Streelman,89,61.63,747,1212
90,88,Vijay Singh,99,61.62,851,1381
91,T89,Bryce Molder,83,61.59,680,1104
92,91,Webb Simpson,77,61.47,654,1064
93,92,Charl Schwartzel,56,61.41,463,754
94,98,Dicky Pride,62,61.38,464,756
95,85,D.J. Trahan,73,61.33,590,962
96,93,Josh Teater,97,61.3,795,1297
97,103,Tom Pernice Jr.,62,61.26,495,808
98,97,Sergio Garcia,57,61.15,477,780
99,T99,George McNeill,85,61.14,689,1127
100,95,Arjun Atwal,79,61.12,621,1016
101,83,Kevin Kisner,69,61.1,520,851
102,T99,Y.E. Yang,64,61.06,530,868
103,102,Rory Sabbatini,84,61.04,716,1173
104,110,Matt Every,80,60.89,646,1061
105,105,Bob Estes,78,60.72,660,1087
106,T114,Vaughn Taylor,81,60.59,635,1048
107,113,William McGirt,96,60.58,776,1281
108,104,Billy Hurley III,70,60.56,559,923
109,106,Brandt Snedeker,81,60.5,657,1086
110,107,Graham DeLaet,79,60.36,632,1047
111,101,Justin Leonard,79,60.34,630,1044
112,T108,Bud Cauley,99,60.33,832,1379
113,T108,Scott Brown,65,60.22,495,822
114,116,Chad Campbell,84,60.19,706,1173
115,111,Greg Owen,90,60.16,755,1255
116,126,Patrick Sheehan,58,60.11,437,727
117,112,Garth Mulroy,59,60.1,479,797
118,T119,Sean O'Hair,84,59.98,706,1177
119,T114,Tim Herron,88,59.93,736,1228
