RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
120,118,Padraig Harrington,67,59.86,525,877
T121,T119,Trevor Immelman,76,59.7,634,1062
T121,129,Chris Kirk,93,59.7,745,1248
123,121,Adam Scott,59,59.61,484,812
124,122,Kyle Stanley,86,59.49,699,1175
125,117,Harris English,98,59.47,813,1367
126,123,Michael Thompson,80,59.43,662,1114
T127,125,Seung-Yul Noh,105,59.34,804,1355
T127,127,Robert Allenby,76,59.34,629,1060
129,128,Martin Laird,77,59.16,604,1021
130,133,Davis Love III,64,59.11,529,895
131,136,Bill Lunde,83,59.1,617,1044
132,134,Nathan Green,73,58.97,536,909
133,130,Jonas Blixt,72,58.9,576,978
134,131,Nick Watney,97,58.86,774,1315
135,132,Bubba Watson,68,58.84,546,928
136,124,Brendon Todd,78,58.77,573,975
137,135,Bobby Gates,87,58.6,678,1157
138,137,Erik Compton,81,58.33,595,1020
139,140,Charlie Beljan,61,58.19,430,739
T140,139,Scott Stallings,78,58.1,635,1093
T140,141,Ricky Barnes,92,58.1,714,1229
142,142,Sangmoon Bae,81,58.08,622,1071
143,145,Freddie Jacobson,61,57.98,487,840
144,144,Ryan Palmer,81,57.95,656,1132
T145,146,Jonathan Byrd,69,57.88,551,952
T145,138,Miguel Angel Carballo,73,57.88,525,907
147,143,Mathew Goggin,65,57.86,493,852
148,147,Carl Pettersson,92,57.63,740,1284
149,148,Sung Kang,75,57.53,569,989
150,153,Danny Lee,74,57.44,529,921
151,150,Spencer Levin,81,57.3,632,1103
152,149,Tommy Biershenk,74,57.22,543,949
153,151,Ángel Cabrera,54,57.02,398,698
154,152,Kevin Chappell,91,56.73,687,1211
155,154,Ernie Els,80,56.71,617,1088
156,155,Rory McIlroy,60,56.61,428,756
157,159,Robert Garrigus,89,56.58,701,1239
158,156,Dustin Johnson,70,56.3,527,936
159,161,Ryuji Imada,78,56.13,595,1060
160,162,J.J. Killeen,101,56.09,728,1298
161,157,Scott Piercy,95,56.06,745,1329
162,164,Marco Dawson,60,56.04,422,753
163,163,Edward Loar,59,56.01,415,741
164,160,John Daly,50,55.78,357,640
165,165,Tommy Gainey,98,55.63,761,1368
166,167,Matt Jones,53,55.49,379,683
167,158,Robert Karlsson,54,55.22,402,728
168,166,Marc Leishman,84,55.2,647,1172
169,169,Andres Romero,68,54.9,459,836
170,170,Harrison Frazar,56,54.68,415,759
171,175,Charles Howell III,98,54.6,748,1370
172,168,Gary Woodland,70,54.55,527,966
173,171,J.B. Holmes,90,54.4,624,1147
174,173,Phil Mickelson,79,54.31,599,1103
175,174,Aaron Baddeley,73,54.3,549,1011
176,172,Jason Kokrak,79,53.92,564,1046
177,176,Martin Flores,95,53.58,696,1299
178,180,Stewart Cink,71,53.43,499,934
179,177,Ryo Ishikawa,54,53.28,357,670
180,178,Jhonattan Vegas,77,53.09,558,1051
181,179,Jimmy Walker,101,52.74,742,1407
182,184,Troy Matteson,100,52.67,690,1310
183,181,Troy Kelly,68,52.6,455,865
184,183,Jason Day,57,52.48,402,766
185,185,Matt Bettencourt,80,52.29,525,1004
186,188,Mark Anderson,75,52.23,504,965
187,186,Derek Lamely,64,52.08,450,864
188,182,Michael Bradley,63,51.88,428,825
189,187,James Driscoll,83,51.32,564,1099
190,189,Stephen Gangluff,57,49.93,356,713
191,190,Daniel Chopra,55,47.27,337,713
