RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
106,113,Josh Teater,97,70.953,6592,6.611,93
107,111,Jerry Kelly,84,70.955,5948,12.192,84
108,116,Boo Weekley,74,70.966,4976,- 8.391,70
109,107,Chris Couch,61,70.977,4182,5.631,59
110,109,Martin Laird,77,70.989,5212,- 29.837,73
111,102,Nathan Green,73,70.991,4880,18.358,69
112,114,Y.E. Yang,64,71.005,4449,- 46.665,62
113,101,George McNeill,85,71.011,6058,- 22.027,85
114,106,Cameron Tringale,88,71.023,6266,- 15.961,88
115,115,Bryce Molder,83,71.028,5614,- 2.783,79
116,110,Rod Pampling,88,71.038,5984,- 16.832,84
117,119,Vaughn Taylor,81,71.059,5607,6.699,79
T118,112,Bill Lunde,83,71.062,5605,8.881,79
T118,108,Danny Lee,74,71.062,4958,16.341,70
120,118,Brandt Jobe,57,71.064,4077,- 26.356,57
121,121,Camilo Villegas,79,71.079,5456,17.115,77
122,120,Stuart Appleby,75,71.095,5029,18.778,71
123,123,Aaron Baddeley,73,71.113,5152,- 31.895,72
124,117,Rory Sabbatini,84,71.125,5988,- 13.505,84
125,125,Charley Hoffman,88,71.139,6276,- 15.750,88
126,122,Kyle Reifers,86,71.16,6110,9.778,86
127,129,Ricky Barnes,92,71.163,6280,- 17.686,88
128,130,Garth Mulroy,59,71.192,4054,3.920,57
129,131,Kris Blanks,65,71.201,4652,- 23.917,65
130,T132,Hunter Haas,69,71.205,4653,- 24.670,65
131,127,Bobby Gates,87,71.208,6054,- 1.325,85
132,126,Rocco Mediate,70,71.218,4821,21.850,68
133,T132,James Driscoll,83,71.246,5914,- .601,83
134,128,Troy Matteson,100,71.247,6998,- 15.754,98
135,124,Jason Bohn,81,71.248,5491,- 4.913,77
136,135,David Mathis,83,71.333,5792,- 14.044,81
137,134,Chez Reavie,83,71.334,5935,- 14.288,83
138,137,Kevin Kisner,69,71.342,4618,19.227,65
139,138,Robert Allenby,76,71.355,5458,- 34.995,76
140,145,Matt Jones,53,71.367,3771,11.425,53
141,139,Trevor Immelman,76,71.37,5466,- 41.891,76
142,140,Mark Wilson,84,71.375,5585,- 17.727,78
143,143,Gavin Coles,72,71.397,4971,26.764,70
144,162,Charlie Beljan,61,71.401,4046,23.848,57
145,146,Jhonattan Vegas,77,71.44,5507,- 6.133,77
146,142,Jason Kokrak,79,71.445,5340,18.397,75
147,136,Mathew Goggin,65,71.449,4482,19.285,63
148,151,Robert Karlsson,54,71.453,3735,- 19.463,52
149,149,Stewart Cink,71,71.483,4827,- 37.619,67
150,141,Chris DiMarco,83,71.488,5792,- 1.432,81
151,157,Scott Stallings,78,71.49,5573,3.247,78
152,144,Erik Compton,81,71.499,5502,3.402,77
153,147,J.J. Killeen,101,71.502,6943,- 7.318,97
154,152,Stephen Ames,54,71.511,3882,- 20.403,54
155,153,Troy Kelly,68,71.531,4566,11.965,64
156,156,Tommy Gainey,98,71.54,7014,- 3.084,98
157,154,Andres Romero,68,71.543,4606,- 27.268,64
158,148,Gary Woodland,70,71.552,4969,- 31.940,69
159,160,D.J. Trahan,73,71.563,4929,8.841,69
160,161,Nick O'Hern,78,71.579,5303,- 6.141,74
161,158,Ángel Cabrera,54,71.581,3890,- 24.631,54
162,159,Justin Leonard,79,71.583,5377,- 8.286,75
163,150,Steve Wheatcroft,56,71.584,3712,10.348,52
164,163,Sangmoon Bae,81,71.629,5550,- 34.556,77
165,155,Arjun Atwal,79,71.634,5357,15.565,75
166,165,Roland Thatcher,55,71.646,3776,21.242,53
167,167,Scott Dunlap,57,71.653,3783,14.610,53
168,170,Mark Anderson,75,71.692,5224,9.488,73
169,164,"Ted Potter, Jr.",77,71.71,5530,- 8.310,77
170,171,Cameron Beckman,81,71.726,5520,2.874,77
171,166,Harrison Frazar,56,71.739,3883,- 9.088,54
172,172,Colt Knost,79,71.798,5541,- 12.570,77
173,169,Scott Brown,65,71.835,4503,22.589,63
174,179,Daniel Chopra,55,71.872,3808,1.208,53
175,168,Brendon Todd,78,71.873,5306,12.575,74
176,175,Derek Lamely,64,71.876,4590,10.055,64
177,174,Brendan Steele,77,71.887,5251,- 3.237,73
178,176,Miguel Angel Carballo,73,71.918,4947,15.362,69
179,177,Edward Loar,59,71.922,4097,2.559,57
180,173,Patrick Sheehan,58,71.95,4017,12.181,56
181,182,Ryuji Imada,78,71.978,5462,8.320,76
182,180,Alexandre Rocha,62,72.039,4160,18.273,58
183,178,Michael Bradley,63,72.059,4517,22.729,63
184,181,Billy Hurley III,70,72.116,4919,- 15.102,68
185,183,Tom Pernice Jr.,62,72.137,4165,18.955,58
186,184,Matt Bettencourt,80,72.182,5487,- 1.154,76
187,185,Kyle Thompson,51,72.296,3535,7.498,49
188,186,Marco Dawson,60,72.304,4170,23.648,58
189,187,Tommy Biershenk,74,72.494,5213,6.545,72
190,188,Sung Kang,75,72.571,5304,- 6.294,73
191,189,Stephen Gangluff,57,72.995,4001,13.707,55
