RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,1,Fred Funk,112,77.86,1185,1522
2,2,Glen Hnatiuk,92,77.74,964,1240
3,4,Hal Sutton,81,75.76,844,1114
4,3,Jim Furyk,104,75.65,1072,1417
5,5,Robert Damron,96,74.93,1001,1336
6,6,Mike Grob,83,74.62,841,1127
7,7,Jeff Maggert,81,74.2,837,1128
8,8,Skip Kendall,110,74.19,1124,1515
9,9,Peter Jacobsen,75,74.06,771,1041
T10,T10,Joe Durant,96,73.95,988,1336
T10,T10,Tim Clark,79,73.95,795,1075
12,12,Hidemichi Tanaka,112,73.83,1154,1563
13,13,Tom Byrum,97,73.79,988,1339
14,14,Olin Browne,113,73.66,1116,1515
15,15,Heath Slocum,101,73.63,1005,1365
16,16,Gavin Coles,69,73.56,676,919
17,17,Loren Roberts,87,73.27,869,1186
18,18,Notah Begay III,92,73.1,916,1253
19,19,Kirk Triplett,92,72.9,904,1240
20,20,Corey Pavin,88,72.34,855,1182
21,21,Rocco Mediate,80,72.32,768,1062
22,22,Carl Paulson,101,72.28,1017,1407
23,27,Scott Verplank,97,72.21,969,1342
24,23,John Riegger,55,72.13,515,714
25,24,José Coceres,62,72.11,623,864
26,25,Donnie Hammond,92,72.07,911,1264
27,26,Richard Johnson,89,72.02,883,1226
28,28,Pat Bates,111,71.66,1067,1489
29,29,Paul Goydos,86,71.65,829,1157
30,30,Tom Gillis,71,71.41,677,948
31,31,Glen Day,103,71.4,996,1395
32,32,Billy Mayfair,105,71.36,1044,1463
33,33,David Peoples,96,71.29,941,1320
34,34,Jeff Klein,60,71.18,568,798
35,36,Jerry Kelly,108,71.17,1022,1436
36,35,Kent Jones,74,70.97,682,961
37,37,Jay Williamson,93,70.56,894,1267
38,38,Doug Barron,90,70.51,863,1224
39,39,John Senden,111,70.41,1040,1477
40,40,Luke Donald,88,70.05,863,1232
41,41,Garrett Willis,97,69.96,927,1325
42,42,Kenny Perry,98,69.87,932,1334
43,43,Mike Heinen,89,69.78,845,1211
44,44,Jeff Brehaut,110,69.51,1026,1476
45,45,Jeff Sluman,106,69.49,1009,1452
46,46,Cliff Kresge,102,69.46,969,1395
47,47,Steven Alker,87,69.32,811,1170
48,48,John Maginnes,87,69.29,828,1195
49,49,Aaron Barber,94,69.27,897,1295
50,50,John Huston,76,68.97,720,1044
51,52,Arron Oberholser,80,68.94,759,1101
52,55,Chad Campbell,105,68.92,980,1422
53,53,Spike McRoy,103,68.87,971,1410
54,54,Frank Lickliter II,94,68.85,862,1252
55,56,Tommy Armour III,66,68.72,602,876
56,57,Bob Estes,92,68.68,875,1274
57,58,Gene Sauers,87,68.66,815,1187
58,59,Kenneth Staton,59,68.47,543,793
59,60,Bob Burns,88,68.45,805,1176
60,61,Briny Baird,113,68.42,1040,1520
61,62,Joey Sindelar,93,68.25,864,1266
62,51,Justin Leonard,80,68.23,715,1048
63,63,Chris Anderson,96,68.13,902,1324
64,64,David Gossett,92,68.11,863,1267
T65,T65,Matt Kuchar,63,68.01,574,844
T65,T65,Mark Wilson,82,68.01,757,1113
T65,T65,Alex Cejka,98,68.01,863,1269
68,68,Darron Stiles,93,67.94,833,1226
69,69,Esteban Toledo,109,67.88,1004,1479
70,70,Dan Forsman,98,67.86,927,1366
71,71,Mark Brooks,90,67.84,812,1197
72,72,Jim Carter,95,67.78,869,1282
73,78,Robert Allenby,87,67.77,759,1120
74,73,Duffy Waldorf,90,67.7,811,1198
75,74,J.P. Hayes,79,67.69,748,1105
76,75,Tim Petrovic,108,67.67,971,1435
77,76,Dicky Pride,73,67.66,678,1002
78,77,Rod Pampling,87,67.63,775,1146
79,79,Chris DiMarco,98,67.56,881,1304
T80,T80,Brad Elder,51,67.54,462,684
T80,T80,Cameron Yancey,58,67.54,518,767
82,82,Matt Gogel,77,67.53,680,1007
83,83,Akio Sadakata,83,67.5,754,1117
84,84,Ben Curtis,69,67.33,639,949
T85,88,Nick Price,65,67.32,587,872
T85,T85,Tom Lehman,87,67.32,760,1129
87,87,Dean Wilson,82,67.29,761,1131
88,89,Brent Schwarzrock,60,67.25,536,797
