RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
1,1,Tiger Woods,74,68.415,4718,- 65.794,68
2,2,Vijay Singh,106,68.649,7049,- 46.769,102
3,3,Mike Weir,80,68.969,5242,- 69.343,75
4,4,Ernie Els,65,68.991,4194,- 54.549,60
5,5,Jim Furyk,104,69.102,6997,- 17.712,101
6,6,Retief Goosen,69,69.201,4463,- 34.116,64
7,7,Davis Love III,85,69.41,5513,- 29.585,79
8,8,Kenny Perry,98,69.573,6792,- 43.371,97
9,11,Chad Campbell,105,69.68,7131,- 23.682,102
10,9,Robert Allenby,87,69.751,5609,- 28.899,80
11,14,Fred Couples,71,69.809,4737,- 59.770,67
12,12,David Toms,90,69.862,5688,- 29.152,81
13,15,Scott Verplank,97,69.876,6713,- 4.939,96
14,13,Darren Clarke,61,69.906,3826,- 51.076,54
15,10,Jay Haas,89,69.911,5835,- 32.390,83
16,17,Loren Roberts,87,69.965,6059,- 42.041,86
17,20,Bob Estes,92,70.062,6389,- 13.331,91
18,22,Stewart Cink,104,70.081,7003,5.052,100
19,21,Fred Funk,112,70.082,7663,- 24.068,109
T20,18,Brad Faxon,97,70.119,6722,- 60.721,95
T20,24,Briny Baird,113,70.119,7620,23.024,109
22,16,Nick Price,65,70.12,4371,- 23.552,62
23,19,Stuart Appleby,90,70.157,5995,- 31.674,85
24,23,Justin Leonard,80,70.173,5272,- 9.051,75
25,28,Charles Howell III,120,70.208,8084,- 10.042,115
26,27,Phil Mickelson,87,70.249,5651,- 31.059,80
27,33,Chris Riley,96,70.259,6328,- 4.673,90
28,29,Tim Petrovic,108,70.286,7302,7.710,104
29,26,Chris DiMarco,98,70.292,6512,25.126,93
30,30,Peter Lonard,96,70.293,6395,- 68.609,90
31,31,Jeff Sluman,106,70.302,7307,4.439,104
32,34,Adam Scott,52,70.33,3294,- 58.823,46
33,35,Mark Calcavecchia,84,70.334,5914,- 5.978,84
T34,36,Dan Forsman,98,70.35,6863,31.278,98
T34,32,K.J. Choi,112,70.35,7506,- 48.882,106
36,38,Jonathan Kaye,91,70.36,6228,- 36.337,88
37,25,Tim Herron,102,70.366,7031,5.646,100
38,39,Robert Gamez,114,70.386,7998,26.058,114
39,37,Kirk Triplett,92,70.411,6340,- 3.000,90
40,40,Tom Lehman,87,70.42,5778,- 3.529,82
41,41,Stephen Ames,91,70.422,6232,35.535,89
42,42,Rod Pampling,87,70.44,5826,20.541,83
43,44,Rocco Mediate,80,70.469,5511,- 14.456,78
44,43,Bob Tway,89,70.479,5976,14.706,85
45,45,Jerry Kelly,108,70.5,7328,4.010,104
46,47,Steve Flesch,110,70.518,7607,8.956,108
