RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,TOP 10,1ST,2ND,3RD
T41,T41,Hal Sutton,4,,,1.0
T41,T41,Stephen Ames,4,,,
T41,T41,Joe Durant,4,,1.0,
T41,T41,Woody Austin,4,,1.0,
T41,T41,Shaun Micheel,4,1.0,,
T41,T41,Harrison Frazar,4,,,1.0
T41,T41,Freddie Jacobson,4,,,1.0
T41,T41,Hidemichi Tanaka,4,,,
T41,T41,Alex Cejka,4,,1.0,
T41,T41,Justin Leonard,4,1.0,1.0,
T41,T41,Shigeki Maruyama,4,1.0,,1.0
T41,T41,Paul Stankowski,4,,,
T41,T41,Hank Kuehne,4,,1.0,1.0
T58,T58,Ben Crane,3,1.0,,
T58,T58,Tim Clark,3,,,1.0
T58,T58,Aaron Baddeley,3,,1.0,
T58,T58,John Morgan,3,,,
T58,T58,Glen Day,3,,,
T58,T58,Matt Gogel,3,,,1.0
T58,T58,Cliff Kresge,3,,,
T58,T58,Frank Lickliter II,3,1.0,1.0,
T58,T58,Craig Barlow,3,,,
T58,T58,Peter Lonard,3,,,
T58,T58,Padraig Harrington,3,,1.0,
T58,T58,Kevin Sutherland,3,,,
T58,T58,Duffy Waldorf,3,,1.0,
T58,T58,Jeff Sluman,3,,,1.0
T58,T58,Loren Roberts,3,,1.0,
T58,T58,Peter Jacobsen,3,1.0,,
T58,T58,Billy Andrade,3,,,
T58,T58,Mark Calcavecchia,3,,1.0,
T58,T58,Billy Mayfair,3,,,
T58,T58,Andrew Magee,3,,,
T78,T78,Jeff Maggert,2,,,
T78,T78,Len Mattiace,2,,1.0,
T78,T78,Scott Hoch,2,1.0,,
T78,T78,John Huston,2,1.0,1.0,
T78,T78,Steve Lowery,2,,1.0,1.0
T78,T78,Dennis Paulson,2,,,1.0
T78,T78,Lee Janzen,2,,1.0,
T78,T78,Skip Kendall,2,,,
T78,T78,Bernhard Langer,2,,,
T78,T78,Tom Lehman,2,,1.0,
T78,T78,David Frost,2,,,
T78,T78,Robert Gamez,2,,1.0,1.0
T78,T78,Marco Dawson,2,,,
T78,T78,Paul Goydos,2,,,
T78,T78,Mike Grob,2,,,
T78,T78,José María Olazábal,2,,,
T78,T78,Sergio Garcia,2,,,
T78,T78,Steve Allan,2,,1.0,
T78,T78,Niclas Fasth,2,,,
T78,T78,Arron Oberholser,2,,,
T78,T78,Heath Slocum,2,,1.0,
T78,T78,Stephen Leaney,2,,1.0,
T78,T78,Notah Begay III,2,,,
T78,T78,Todd Fischer,2,,,1.0
T78,T78,Robert Damron,2,,,
T78,T78,Dean Wilson,2,,,
T78,T78,Brett Quigley,2,,,
T78,T78,Scott McCarron,2,,1.0,
T78,T78,Jeff Brehaut,2,,,
T78,T78,Glen Hnatiuk,2,,,
T78,T78,Richard Johnson,2,,,1.0
T78,T78,Paul Casey,2,,,
T78,T78,Justin Rose,2,,,1.0
T78,T78,David Gossett,2,,,1.0
T78,T78,Rich Beem,2,,1.0,
T78,T78,Luke Donald,2,,,
T78,T78,Pat Perez,2,,,
T78,T78,Adam Scott,2,1.0,,1.0
T116,T116,J.J. Henry,1,,,
T116,T116,Chris Anderson,1,,,
T116,T116,Ben Curtis,1,1.0,,
T116,T116,Trevor Immelman,1,,,
T116,T116,Hennie Otto,1,,,
T116,T116,Ty Tryon,1,,,
T116,T116,Carl Pettersson,1,,1.0,
T116,T116,Nick Watney,1,,,
T116,T116,John Maginnes,1,,,
T116,T116,Per-Ulrik Johansson,1,,,
T116,T116,Tom Gillis,1,,,
T116,T116,Spike McRoy,1,,,
T116,T116,J.P. Hayes,1,,,
T116,T116,Jay Williamson,1,,,1.0
T116,T116,Dicky Pride,1,,,
T116,T116,Brent Geiberger,1,,1.0,
T116,T116,Cameron Beckman,1,,,
T116,T116,Jesper Parnevik,1,,,
T116,T116,Thomas Levet,1,,,
T116,T116,Phil Tataurangi,1,,,
T116,T116,Thomas Bjørn,1,,1.0,
T116,T116,Mike Sposa,1,,,
T116,T116,Toshi Izawa,1,,,
T116,T116,Carlos Franco,1,,,
T116,T116,Michael Clark II,1,,,
T116,T116,Paul Lawrie,1,,,
T116,T116,Gary Evans,1,,,
T116,T116,José Coceres,1,,,
T116,T116,Brian Gay,1,,,
T116,T116,Ignacio Garrido,1,,,
T116,T116,Phillip Price,1,,,
T116,T116,Paul Gow,1,,,
T116,T116,Mark Wilson,1,,,
T116,T116,Aaron Barber,1,,,
T116,T116,Brian Davis,1,,,
T116,T116,Greg Chalmers,1,,,
T116,T116,Scott Laycock,1,,,
T116,T116,Neal Lancaster,1,,,
T116,T116,Brandt Jobe,1,,,
T116,T116,Dudley Hart,1,,,
T116,T116,David Sutherland,1,,,
T116,T116,Pat Bates,1,,,
T116,T116,Jeff Gallagher,1,,,
T116,T116,Esteban Toledo,1,,,
T116,T116,Guy Boros,1,,,
T116,T116,Gene Sauers,1,,,
T116,T116,Joey Sindelar,1,,,1.0
T116,T116,Chris Smith,1,,,
T116,T116,Craig Stadler,1,1.0,,
T116,T116,Russ Cochran,1,,,
T116,T116,Tommy Armour III,1,1.0,,
T116,T116,John Daly,1,,,
T116,T116,Nick Faldo,1,,,
T116,T116,David Peoples,1,,,
T116,T116,Mark O'Meara,1,,,
T116,T116,Steve Pate,1,,,
