RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,PAR OR BETTER,MISSED GIR
120,123,Gonzalo Fernandez-Castaño,81,57.8,289,500
121,124,Sam Saunders,83,57.79,293,507
122,125,Daniel Summerhays,101,57.76,361,625
123,126,Whee Kim,71,57.72,228,395
124,137,Jimmy Walker,89,57.71,303,525
125,127,Chesson Hadley,101,57.7,382,662
126,128,Billy Horschel,99,57.61,299,519
127,129,Luke Guthrie,84,57.57,308,535
128,130,Bill Lunde,50,57.53,149,259
129,131,Derek Fathauer,81,57.46,308,536
130,132,Russell Henley,87,57.43,286,498
131,133,David Hearn,97,57.42,321,559
132,134,Greg Chalmers,58,57.39,202,352
133,135,Graham DeLaet,65,57.34,207,361
134,136,John Merrick,78,57.31,247,431
135,138,Derek Ernst,75,57.24,245,428
136,139,Davis Love III,51,57.19,171,299
137,140,Padraig Harrington,60,57.01,240,421
138,141,Heath Slocum,57,56.9,202,355
139,142,Andrew Putnam,68,56.71,262,462
140,143,Andres Romero,69,56.7,258,455
141,144,Marc Leishman,74,56.67,242,427
142,145,Gary Woodland,81,56.66,251,443
143,150,Brooks Koepka,84,56.63,252,445
144,146,Ernie Els,57,56.59,206,364
145,147,Patrick Rodgers,57,56.47,179,317
146,148,Shawn Stefani,94,56.44,298,528
147,149,Oscar Fraustro,58,56.42,202,358
148,151,Cameron Percy,72,56.16,228,406
149,152,Tony Finau,106,56.15,347,618
150,154,Paul Casey,87,56.13,229,408
151,153,Charles Howell III,105,56.06,333,594
152,155,Chez Reavie,56,55.88,171,306
153,156,Matt Every,73,55.87,295,528
154,157,Bo Van Pelt,81,55.84,263,471
155,159,Scott Pinckney,88,55.75,286,513
156,160,Brice Garnett,81,55.65,251,451
157,161,Andres Gonzales,90,55.62,287,516
158,162,Carlos Ortiz,100,55.5,318,573
159,163,Ryo Ishikawa,90,55.45,295,532
160,164,Hudson Swafford,97,55.39,298,538
161,165,Michael Thompson,83,55.36,279,504
162,166,Jason Dufner,76,55.28,225,407
163,167,John Senden,80,55.2,244,442
164,168,Lucas Glover,79,55.0,231,420
165,169,Jim Renner,68,54.96,227,413
166,170,Seung-Yul Noh,65,54.89,219,399
167,171,Jason Gore,76,54.87,231,421
168,172,Charl Schwartzel,67,54.66,217,397
169,173,Roberto Castro,54,54.43,166,305
170,174,J.J. Henry,94,54.3,265,488
171,175,Scott Stallings,60,54.23,205,378
172,176,Byron Smith,59,54.22,167,308
173,177,Adam Scott,51,54.09,139,257
174,178,Ben Martin,93,54.04,274,507
175,179,Roger Sloan,56,53.62,185,345
176,180,Robert Garrigus,70,53.04,227,428
177,181,Alex Prugh,84,53.02,228,430
178,183,Lee Westwood,56,52.23,164,314
179,184,Nicholas Thompson,90,52.06,253,486
180,185,Robert Allenby,63,51.69,183,354
181,186,Geoff Ogilvy,50,51.56,149,289
182,187,Andrew Svoboda,80,51.08,261,511
183,188,Ángel Cabrera,53,50.45,169,335
184,190,Charlie Beljan,76,48.77,218,447
