RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,TOP 10,1ST,2ND,3RD
T56,T56,Scott Pinckney,3,,1.0,
T56,T56,Harris English,3,,1.0,1.0
T56,T56,Shawn Stefani,3,,1.0,
T56,T56,Cameron Tringale,3,,1.0,
T86,T86,Kevin Chappell,2,,,
T86,T86,James Hahn,2,1.0,,
T86,T86,Morgan Hoffmann,2,,,
T86,T86,Tom Hoge,2,,,
T86,T86,Patrick Rodgers,2,,1.0,1.0
T86,T86,Whee Kim,2,,,1.0
T86,T86,Austin Cook,2,,,
T86,T86,Cameron Smith,2,,,
T86,T86,Zac Blair,2,,,
T86,T86,Danny Willett,2,,,1.0
T86,T86,Emiliano Grillo,2,,1.0,
T86,T86,Jim Herman,2,,,
T86,T86,Kyle Reifers,2,,1.0,
T86,T86,Jason Kokrak,2,,,
T86,T86,Alex Prugh,2,,,
T86,T86,Ryo Ishikawa,2,,,
T86,T86,Chris Stroud,2,,,
T86,T86,Fabián Gómez,2,1.0,,
T86,T86,Billy Horschel,2,,,1.0
T86,T86,Kevin Streelman,2,,1.0,
T86,T86,Francesco Molinari,2,,,1.0
T86,T86,Steven Bowditch,2,1.0,1.0,
T86,T86,Jamie Donaldson,2,,,
T86,T86,Steve Wheatcroft,2,,1.0,
T86,T86,Jason Dufner,2,,,
T86,T86,Andres Romero,2,,,
T86,T86,Bryce Molder,2,,,1.0
T86,T86,Luke Donald,2,,,
T86,T86,Bo Van Pelt,2,,,
T86,T86,Vaughn Taylor,2,,,
T86,T86,Pat Perez,2,,,
T86,T86,David Toms,2,,,
T86,T86,Greg Owen,2,,1.0,
T86,T86,Davis Love III,2,1.0,,
T86,T86,Chad Campbell,2,,,
T86,T86,Brian Davis,2,,,
T86,T86,Jason Gore,2,,1.0,
T123,T123,John Rollins,1,,,
T123,T123,Geoff Ogilvy,1,,,
T123,T123,Cameron Percy,1,,,
T123,T123,Aaron Baddeley,1,,,
T123,T123,Robert Allenby,1,,,
T123,T123,Padraig Harrington,1,1.0,,
T123,T123,Freddie Jacobson,1,,,
T123,T123,Vijay Singh,1,,,
T123,T123,Steve Flesch,1,,,
T123,T123,Tom Gillis,1,,1.0,
T123,T123,Tiger Woods,1,,,
T123,T123,Tim Petrovic,1,,1.0,
T123,T123,Chris Smith,1,,,
T123,T123,John Daly,1,,,
T123,T123,Fred Funk,1,,,
T123,T123,Stewart Cink,1,,,
T123,T123,Lee Westwood,1,,,
T123,T123,Mark Hensby,1,,,
T123,T123,Alex Cejka,1,1.0,,
T123,T123,Rod Pampling,1,,,
T123,T123,George McNeill,1,,,
T123,T123,Erik Compton,1,,,
T123,T123,Ricky Barnes,1,,,1.0
T123,T123,Prom Meesawat,1,,,
T123,T123,J.J. Henry,1,1.0,,
T123,T123,Tim Clark,1,,1.0,
T123,T123,Graeme McDowell,1,,,1.0
T123,T123,Chad Collins,1,,,
T123,T123,Nick Taylor,1,1.0,,
T123,T123,Martin Kaymer,1,,,
T123,T123,Spencer Levin,1,,,
T123,T123,Angelo Que,1,,,
T123,T123,Rafa Cabrera Bello,1,,,
T123,T123,Andrew Svoboda,1,,,
T123,T123,Nicholas Thompson,1,,,
T123,T123,George Coetzee,1,,,
T123,T123,Billy Hurley III,1,,,
T123,T123,Sam Saunders,1,,1.0,
T123,T123,Seung-Yul Noh,1,,,1.0
T123,T123,Hiroshi Iwata,1,,,1.0
T123,T123,Jonas Blixt,1,,,
T123,T123,Matt Every,1,1.0,,
T123,T123,Jeff Overton,1,,,
T123,T123,Tommy Fleetwood,1,,,
T123,T123,Oscar Fraustro,1,,,
T123,T123,Kiradech Aphibarnrat,1,,,
T123,T123,William McGirt,1,,,
T123,T123,Scott Stallings,1,,1.0,
T123,T123,Peter Uihlein,1,,,
T123,T123,Brice Garnett,1,,,
T123,T123,Garrett Osborn,1,,,
T123,T123,Brian Stuard,1,,,
T123,T123,Derek Fathauer,1,,,
T123,T123,Anirban Lahiri,1,,,
T123,T123,Michael Thompson,1,,,1.0
T123,T123,Charlie Beljan,1,,,1.0
T123,T123,Jordan Niebrugge,1,,,
T123,T123,Robby Shelton,1,,,1.0
T123,T123,Jon Rahm,1,,,
T123,T123,Max Homa,1,,,
T123,T123,Luke Guthrie,1,,,
T123,T123,Andrew Loupe,1,,,
T123,T123,Carlos Ortiz,1,,,
T123,T123,Thorbjørn Olesen,1,,,
T123,T123,Sung Joon Park,1,,1.0,
T123,T123,Carlos Sainz Jr,1,,,
T123,T123,Hudson Swafford,1,,,
