RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,TOP 10,1ST,2ND,3RD
1,1,Jordan Spieth,15,5.0,4.0,1.0
T2,T2,Jason Day,11,5.0,,1.0
T2,T2,Dustin Johnson,11,1.0,2.0,
T4,T4,Zach Johnson,10,1.0,,1.0
T4,T4,Bubba Watson,10,2.0,3.0,2.0
T6,T4,Hideki Matsuyama,9,,1.0,2.0
T6,T4,Robert Streb,9,1.0,1.0,
T8,T8,Brooks Koepka,8,1.0,,1.0
T8,T10,Danny Lee,8,1.0,1.0,2.0
T8,T8,Brandt Snedeker,8,1.0,1.0,
T8,T10,Paul Casey,8,,2.0,2.0
T8,T10,Henrik Stenson,8,,4.0,
T8,T10,Justin Rose,8,1.0,3.0,1.0
T14,T10,Jim Furyk,7,1.0,,1.0
T14,T10,Charley Hoffman,7,1.0,2.0,1.0
T14,T10,Kevin Na,7,,1.0,
T14,T20,Matt Kuchar,7,,1.0,1.0
T14,T10,Rory McIlroy,7,2.0,,
T14,T20,J.B. Holmes,7,1.0,2.0,
T14,T10,Rickie Fowler,7,2.0,1.0,1.0
T14,T10,Justin Thomas,7,,,
T22,T20,Daniel Berger,6,,2.0,
T22,T20,Kevin Kisner,6,,3.0,
T22,T20,Boo Weekley,6,,1.0,1.0
T22,T20,Louis Oosthuizen,6,,2.0,
T22,T20,Jason Bohn,6,,2.0,
T22,T20,Jimmy Walker,6,2.0,2.0,
T28,T28,Scott Piercy,5,1.0,1.0,1.0
T28,T28,Daniel Summerhays,5,,,
T28,T28,Bill Haas,5,1.0,,
T28,T28,Ryan Palmer,5,,1.0,
T28,T28,Sangmoon Bae,5,1.0,,
T28,T28,Webb Simpson,5,,1.0,
T28,T28,Tony Finau,5,,,
T28,T28,Ben Martin,5,1.0,,
T28,T28,Jon Curran,5,,1.0,
T37,T37,Will Wilcox,4,,1.0,
T37,T37,Patrick Reed,4,1.0,1.0,
T37,T37,David Lingmerth,4,1.0,,1.0
T37,T37,Russell Henley,4,,,1.0
T37,T37,Blayne Barber,4,,,
T37,T37,Gary Woodland,4,,2.0,1.0
T37,T37,Brendan Steele,4,,1.0,
T37,T37,Branden Grace,4,,,1.0
T37,T37,Colt Knost,4,,,
T37,T37,Brendon Todd,4,,,
T37,T37,Ryan Moore,4,1.0,,
T37,T37,David Hearn,4,,1.0,1.0
T37,T37,Marc Leishman,4,,1.0,
T37,T37,Matt Jones,4,,,2.0
T37,T37,Rory Sabbatini,4,,,
T37,T37,Hunter Mahan,4,,,1.0
T37,T37,Ian Poulter,4,,,1.0
T37,T37,Jerry Kelly,4,,,
T37,T37,Sergio Garcia,4,,2.0,
T56,T56,Mark Wilson,3,,,
T56,T56,Charles Howell III,3,,,
T56,T56,John Senden,3,,,
T56,T56,Phil Mickelson,3,,1.0,1.0
T56,T56,Ken Duke,3,,,
T56,T56,Retief Goosen,3,,,1.0
T56,T56,Sean O'Hair,3,,1.0,
T56,T56,Brendon de Jonge,3,,1.0,
T56,T56,Adam Scott,3,,,
T56,T56,Will MacKenzie,3,,1.0,
T56,T56,Graham DeLaet,3,,,
T56,T56,Carl Pettersson,3,,,
T56,T56,Brian Harman,3,,,1.0
T56,T56,Johnson Wagner,3,,1.0,
T56,T56,Nick Watney,3,,1.0,
T56,T56,Charl Schwartzel,3,,,1.0
T56,T56,Martin Laird,3,,,1.0
T56,T56,Andres Gonzales,3,,,1.0
T56,T56,Scott Brown,3,,,1.0
T56,T56,Chris Kirk,3,1.0,,
T56,T56,Russell Knox,3,,,2.0
T56,T56,Keegan Bradley,3,,,
T56,T56,Shane Lowry,3,1.0,,
T56,T56,Adam Hadwin,3,,,
T56,T56,Troy Merritt,3,1.0,,1.0
T56,T56,Chesson Hadley,3,,,
