RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
77,78,Tim Wilkinson,73,63.09,624,989
78,79,Robert Allenby,63,63.06,519,823
79,80,Steve Wheatcroft,87,63.03,728,1155
80,82,Jordan Spieth,91,62.91,775,1232
81,83,Troy Merritt,91,62.83,796,1267
82,84,Scott Brown,97,62.77,848,1351
83,85,Charlie Beljan,76,62.61,628,1003
84,86,Kevin Na,98,62.51,832,1331
85,87,Greg Chalmers,58,62.17,470,756
86,88,Johnson Wagner,68,62.11,590,950
87,81,Rickie Fowler,76,62.08,622,1002
88,90,Shawn Stefani,94,62.06,813,1310
89,91,Alex Prugh,84,62.03,691,1114
90,92,Chris Kirk,76,61.97,634,1023
91,93,Scott Langley,94,61.9,793,1281
92,94,Daniel Summerhays,101,61.79,870,1408
93,95,Oscar Fraustro,58,61.78,464,751
94,96,Kyle Reifers,96,61.59,789,1281
95,97,Michael Putnam,87,61.47,726,1181
96,98,Brice Garnett,81,61.25,675,1102
97,99,Brendan Steele,88,61.13,717,1173
98,100,Nick Watney,91,61.08,772,1264
99,101,Brandt Snedeker,98,60.98,808,1325
100,102,Gonzalo Fernandez-Castaño,81,60.97,653,1071
101,103,Scott Pinckney,88,60.95,746,1224
102,104,Fabián Gómez,83,60.88,705,1158
103,105,Charl Schwartzel,67,60.81,540,888
T104,106,Sean O'Hair,86,60.74,727,1197
T104,110,Daniel Berger,97,60.74,823,1355
106,107,Bo Van Pelt,81,60.73,668,1100
107,108,Adam Scott,51,60.69,403,664
108,109,Whee Kim,71,60.4,581,962
109,111,Cameron Percy,72,60.31,588,975
110,112,Rory Sabbatini,81,60.3,679,1126
111,113,J.J. Henry,94,60.29,756,1254
112,114,Jonas Blixt,78,60.26,614,1019
113,115,Jamie Donaldson,50,60.09,399,664
114,116,Vijay Singh,78,60.06,651,1084
115,118,Sangmoon Bae,98,60.03,823,1371
116,117,James Hahn,94,59.89,787,1314
T117,T119,Carlos Ortiz,100,59.84,800,1337
T117,T119,Louis Oosthuizen,68,59.84,523,874
T119,T121,Matt Jones,89,59.7,714,1196
T119,T121,Lee Westwood,56,59.7,437,732
121,123,Greg Owen,58,59.63,486,815
122,124,Geoff Ogilvy,50,59.59,407,683
T123,126,Sergio Garcia,59,59.47,471,792
T123,129,Robert Streb,110,59.47,923,1552
125,128,Roger Sloan,56,59.45,431,725
126,130,Andrew Svoboda,80,59.32,646,1089
127,131,Erik Compton,86,59.31,710,1197
128,125,Scott Piercy,90,59.3,746,1258
129,133,Luke Donald,71,59.28,591,997
130,134,Carl Pettersson,106,59.05,874,1480
131,136,Hunter Mahan,88,58.91,681,1156
132,137,Jeff Overton,94,58.87,753,1279
133,138,Luke Guthrie,84,58.86,671,1140
134,139,Tom Hoge,83,58.84,649,1103
135,141,Martin Laird,77,58.54,627,1071
136,132,Harris English,105,58.51,835,1427
T137,T143,Justin Thomas,106,58.24,859,1475
T137,T143,Michael Thompson,83,58.24,657,1128
139,146,Byron Smith,59,58.15,446,767
140,147,Andres Gonzales,90,58.06,695,1197
141,145,Charley Hoffman,97,58.01,764,1317
142,148,Scott Stallings,60,57.74,485,840
143,150,Jim Renner,68,57.44,529,921
144,151,Stewart Cink,77,57.35,620,1081
145,149,Brooks Koepka,84,57.33,653,1139
146,152,Patrick Rodgers,57,56.97,421,739
147,153,Chesson Hadley,101,56.87,803,1412
148,154,Martin Flores,95,56.83,720,1267
149,155,Ernie Els,57,56.79,456,803
150,157,Robert Garrigus,70,56.72,519,915
T151,T158,Ryan Palmer,80,56.57,603,1066
T151,T158,Retief Goosen,81,56.57,611,1080
153,156,Bubba Watson,71,56.55,535,946
154,160,Max Homa,78,56.45,582,1031
155,161,Jason Kokrak,88,56.41,691,1225
156,T162,Ryo Ishikawa,90,56.39,693,1229
157,164,D.A. Points,72,56.37,549,974
158,165,Gary Woodland,81,56.21,584,1039
159,166,Nick Taylor,91,56.05,713,1272
160,167,Jhonattan Vegas,90,56.01,671,1198
161,168,Phil Mickelson,70,55.98,552,986
162,T162,Jason Day,75,55.94,570,1019
163,169,Ángel Cabrera,53,55.9,417,746
164,170,Eric Axley,57,55.54,426,767
165,174,Dustin Johnson,75,55.53,562,1012
166,171,Jonathan Randolph,72,55.19,537,973
167,172,Marc Leishman,74,54.99,534,971
168,173,Andrew Putnam,68,54.98,491,893
169,175,Seung-Yul Noh,65,54.87,501,913
170,T176,Morgan Hoffmann,85,54.83,653,1191
171,T176,Patrick Reed,103,54.78,762,1391
172,179,Tony Finau,106,54.3,802,1477
173,180,Camilo Villegas,83,54.12,631,1166
174,181,Ricky Barnes,82,54.1,587,1085
175,178,J.B. Holmes,89,54.05,647,1197
176,182,Steven Bowditch,103,54.04,782,1447
177,183,Tyrone Van Aswegen,58,53.39,402,753
178,184,Andres Romero,69,52.67,484,919
179,185,Charles Howell III,105,52.43,767,1463
180,186,Jimmy Walker,89,52.23,633,1212
181,187,Padraig Harrington,60,51.72,437,845
182,188,Derek Fathauer,81,51.63,554,1073
183,189,Matt Every,73,51.52,508,986
184,190,Aaron Baddeley,76,50.29,520,1034
