RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
77,80,Charley Hoffman,63,0.215,-0.032,0.28,-0.034,48
78,81,Seamus Power,36,0.2,0.124,-0.358,0.433,21
79,73,Kevin Kisner,73,0.199,0.058,0.234,-0.093,56
80,83,Scott Stallings,71,0.189,-0.191,0.309,0.072,53
81,84,Matt Fitzpatrick,54,0.187,0.206,0.094,-0.113,44
82,85,Adam Schenk,78,0.185,0.279,0.001,-0.095,55
83,86,Tyler Duncan,83,0.174,0.075,0.3,-0.202,70
84,87,Xinjun Zhang,77,0.173,0.104,0.005,0.063,59
85,88,Matthew NeSmith,72,0.159,-0.156,0.473,-0.158,54
86,90,Nick Watney,46,0.145,-0.433,0.416,0.162,36
T87,T91,Cameron Percy,49,0.14,-0.078,0.482,-0.264,33
T87,T91,Max Homa,70,0.14,0.272,0.115,-0.248,57
89,94,Brian Stuard,83,0.138,-0.245,0.083,0.3,64
90,95,Jordan Spieth,62,0.134,-0.279,0.082,0.33,47
91,96,Rob Oppenheim,65,0.131,-0.282,-0.123,0.536,45
92,97,Tommy Fleetwood,40,0.119,0.389,-0.378,0.107,28
T93,T98,Nick Taylor,59,0.116,0.094,0.052,-0.03,50
T93,T98,Sepp Straka,70,0.116,0.285,0.119,-0.288,62
T95,T100,Aaron Wise,49,0.11,0.016,0.104,-0.01,34
T95,T100,Talor Gooch,83,0.11,-0.019,0.113,0.016,75
97,102,Danny Lee,69,0.107,0.165,0.238,-0.296,55
98,103,Brice Garnett,58,0.106,0.193,-0.114,0.027,45
99,104,Zach Johnson,61,0.097,-0.092,0.287,-0.098,54
100,105,Mark Hubbard,86,0.095,-0.044,0.204,-0.065,73
101,106,Rory Sabbatini,66,0.086,0.005,-0.278,0.359,50
102,107,Grayson Murray,36,0.08,0.164,-0.167,0.083,31
103,108,Scott Piercy,66,0.043,0.263,0.134,-0.355,50
104,109,Robby Shelton,75,0.031,0.057,0.127,-0.153,57
105,110,Tyler McCumber,57,0.026,0.215,0.014,-0.203,38
106,111,Sam Ryder,74,0.022,-0.033,0.154,-0.099,56
T107,112,Tim Wilkinson,50,0.021,-0.112,-0.101,0.234,32
T107,82,Marc Leishman,61,0.021,-0.202,0.366,-0.143,52
109,113,Pat Perez,59,0.019,-0.163,0.252,-0.069,40
110,115,Josh Teater,43,0.007,-0.08,0.095,-0.009,27
111,116,Bill Haas,46,0.005,-0.133,-0.128,0.265,34
T112,T117,Matt Wallace,44,0.004,0.158,-0.554,0.401,40
T112,T117,Kramer Hickok,51,0.004,0.195,-0.384,0.193,36
114,119,Ian Poulter,48,0.002,-0.188,0.137,0.053,38
115,121,Richy Werenski,60,-0.001,-0.13,0.038,0.091,49
116,89,Kevin Na,71,-0.002,-0.41,0.267,0.14,59
117,122,Hank Lebioda,57,-0.006,-0.062,-0.053,0.109,41
118,123,Matt Kuchar,56,-0.01,-0.039,0.014,0.015,49
119,124,Stewart Cink,51,-0.019,-0.118,0.219,-0.12,45
120,125,Michael Gligic,52,-0.033,0.136,-0.089,-0.08,34
121,126,Charles Howell III,69,-0.04,-0.132,-0.3,0.392,50
T122,T129,K.H. Lee,76,-0.08,0.066,-0.274,0.129,54
T122,T129,Sam Burns,60,-0.08,0.493,-0.179,-0.394,55
124,131,C.T. Pan,56,-0.085,-0.258,0.277,-0.104,43
125,132,Scott Brown,64,-0.088,0.215,-0.307,0.004,50
126,133,Bronson Burgoon,55,-0.095,-0.067,0.055,-0.083,45
127,127,Brendon Todd,86,-0.101,-0.073,-0.119,0.092,75
128,134,Mark Anderson,51,-0.102,-0.123,0.192,-0.171,37
129,135,Chase Seiffert,56,-0.103,0.087,0.043,-0.233,36
130,136,D.J. Trahan,49,-0.123,-0.027,-0.191,0.095,33
131,137,Zack Sucher,38,-0.128,0.127,-0.403,0.148,24
132,128,Cameron Smith,64,-0.134,-0.245,0.02,0.091,55
133,138,J.T. Poston,78,-0.141,0.13,-0.366,0.095,63
134,139,Joseph Bramlett,57,-0.144,-0.072,0.015,-0.086,39
135,140,Brandt Snedeker,53,-0.155,-0.333,-0.336,0.514,50
136,141,Matt Jones,76,-0.19,0.159,-0.438,0.089,64
137,142,Andrew Landry,63,-0.194,0.189,-0.169,-0.215,56
138,143,Doug Ghim,44,-0.199,-0.074,-0.244,0.12,28
139,144,Harry Higgs,83,-0.202,0.307,-0.361,-0.148,69
140,146,Sung Kang,73,-0.225,0.006,0.0,-0.231,62
141,147,Fabián Gómez,59,-0.259,-0.251,-0.137,0.129,39
142,148,Austin Cook,64,-0.265,0.276,-0.492,-0.049,48
143,149,Patrick Rodgers,95,-0.271,0.211,-0.465,-0.018,75
T144,T150,Ryan Brehm,52,-0.273,0.346,-0.327,-0.293,32
T144,T150,Ben Martin,38,-0.273,-0.029,0.016,-0.259,22
146,145,Mackenzie Hughes,70,-0.289,-0.352,-0.39,0.454,62
147,152,Louis Oosthuizen,48,-0.318,0.075,-0.126,-0.268,40
148,153,Aaron Baddeley,49,-0.337,-0.736,-0.122,0.52,37
149,154,Vaughn Taylor,61,-0.352,-0.043,-0.155,-0.155,44
150,155,Michael Thompson,62,-0.354,-0.187,-0.127,-0.04,56
151,156,David Hearn,55,-0.402,-0.22,-0.229,0.047,36
152,157,"Ted Potter, Jr.",46,-0.415,-0.378,0.11,-0.148,34
153,158,Maverick McNealy,80,-0.419,0.025,-0.391,-0.053,58
154,159,Scott Harrington,68,-0.432,0.234,-0.579,-0.087,54
155,160,Anirban Lahiri,35,-0.453,0.05,-0.56,0.057,23
T156,T161,Bo Hoag,71,-0.454,-0.143,-0.295,-0.015,49
T156,T161,Arjun Atwal,35,-0.454,-0.315,-0.377,0.238,20
158,163,Brandon Hagy,50,-0.472,-0.059,-0.561,0.149,36
159,164,Keith Mitchell,64,-0.478,0.412,-0.431,-0.459,50
160,165,Jimmy Walker,46,-0.496,-0.909,0.444,-0.031,41
161,166,Peter Uihlein,47,-0.517,-0.724,-0.083,0.29,33
162,167,Denny McCarthy,81,-0.518,-0.139,-0.243,-0.137,65
163,168,Nate Lashley,52,-0.522,-0.276,-0.353,0.106,45
164,169,Danny Willett,40,-0.528,-0.004,-0.336,-0.188,32
165,170,J.J. Spaun,62,-0.537,-0.057,-0.266,-0.214,48
166,171,Roger Sloan,55,-0.54,-0.198,-0.384,0.042,38
167,172,Wes Roach,42,-0.551,-0.175,-0.449,0.073,22
168,173,Kevin Chappell,41,-0.562,-0.099,-0.304,-0.158,32
169,174,Graeme McDowell,48,-0.566,-0.586,0.122,-0.103,37
170,175,Robert Streb,54,-0.582,-0.117,-0.221,-0.244,32
171,176,Ben Taylor,44,-0.583,-0.337,-0.054,-0.192,28
172,177,Rafa Cabrera Bello,53,-0.591,-0.096,-0.166,-0.328,39
173,178,Chris Stroud,48,-0.635,-0.39,-0.194,-0.051,36
174,179,Troy Merritt,72,-0.636,-0.074,-0.323,-0.238,55
175,180,Jim Herman,60,-0.66,0.21,-0.438,-0.431,52
176,181,Kevin Tway,52,-0.664,-0.422,-0.35,0.107,35
177,182,Brian Gay,67,-0.707,-0.353,-0.293,-0.061,50
178,183,Michael Gellerman,46,-0.72,-0.404,0.088,-0.403,30
179,186,Kris Ventura,48,-0.808,0.172,-0.314,-0.665,28
180,187,Peter Malnati,61,-0.825,-0.461,-0.431,0.067,47
181,188,Wyndham Clark,65,-0.859,-0.398,-0.57,0.11,46
182,189,Zac Blair,70,-0.912,-0.405,-0.443,-0.065,50
183,190,Beau Hossler,71,-0.955,-0.16,-0.71,-0.085,49
184,191,Vincent Whaley,40,-1.022,-0.002,-0.761,-0.259,28
185,192,Patton Kizzire,55,-1.06,-0.661,-0.368,-0.031,47
186,193,Matt Every,47,-1.13,-0.335,-0.4,-0.395,41
187,194,Sebastian Cappelen,55,-1.145,-0.293,-0.862,0.01,35
188,195,Rhein Gibson,54,-1.303,-0.888,-0.757,0.342,34
189,196,Dominic Bozzelli,38,-1.463,-0.839,-0.393,-0.23,24
190,197,Bo Van Pelt,45,-1.676,-0.568,-1.06,-0.048,31
191,198,Nelson Ledesma,42,-1.773,-0.704,-0.645,-0.424,24
192,199,Andrew Putnam,46,-1.862,-1.121,-0.495,-0.246,32
193,201,Martin Trainer,48,-3.129,-0.76,-2.115,-0.253,39
