RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
105,109,Kyle Stanley,57,71.008,3717,46.418,53
106,110,Phil Mickelson,51,71.009,3599,22.481,51
107,111,Chez Reavie,77,71.043,5428,42.307,77
108,112,Luke List,69,71.048,4860,42.338,69
109,113,Xinjun Zhang,77,71.058,5436,35.452,77
110,114,Charley Hoffman,63,71.06,4149,43.531,59
111,115,Michael Thompson,62,71.061,4371,34.753,62
112,116,Cameron Percy,49,71.073,3162,36.263,45
113,117,Sam Ryder,74,71.091,4922,54.379,70
114,118,Ryan Armour,60,71.092,4068,55.344,58
115,119,Mark Anderson,51,71.095,3319,22.480,47
116,120,Sepp Straka,70,71.102,4943,34.132,70
117,121,Branden Grace,43,71.108,2880,35.423,41
118,122,Lucas Glover,67,71.12,4724,41.051,67
119,124,Jason Dufner,62,71.159,4390,21.855,62
120,125,Troy Merritt,72,71.165,4791,48.244,68
121,126,Chris Baker,53,71.17,3454,33.312,49
122,127,Chase Seiffert,56,71.175,3806,37.468,54
123,123,Marc Leishman,61,71.186,4343,- .672,61
124,128,Stewart Cink,51,71.189,3621,9.639,51
125,129,Bo Hoag,71,71.193,4718,51.923,67
126,130,Matt Wallace,44,71.206,3129,4.052,44
T127,T131,Chesson Hadley,62,71.228,4078,53.208,58
T127,T131,Andrew Landry,63,71.228,4453,34.367,63
129,133,Peter Uihlein,47,71.235,3016,47.101,43
130,134,Wyndham Clark,65,71.243,4323,22.808,61
131,135,Fabián Gómez,59,71.252,3870,48.862,55
132,136,Si Woo Kim,78,71.254,5221,51.763,74
133,137,Ben Martin,38,71.259,2532,33.325,36
134,138,David Hearn,55,71.266,3592,42.581,51
T135,T139,Rafa Cabrera Bello,53,71.285,3749,29.098,53
T135,T139,James Hahn,36,71.285,2538,28.272,36
137,141,Aaron Baddeley,49,71.291,3309,41.664,47
138,142,Keith Mitchell,64,71.298,4554,9.084,64
T139,T143,Brandon Hagy,50,71.3,3242,37.785,46
T139,T143,Rob Oppenheim,65,71.3,4317,32.295,61
141,145,Scott Piercy,66,71.306,4673,33.226,66
142,146,D.J. Trahan,49,71.307,3318,33.438,47
143,147,Josh Teater,43,71.335,2882,42.723,41
144,148,K.H. Lee,76,71.339,5087,49.383,72
145,149,Martin Laird,39,71.344,2746,36.426,39
146,150,Robby Shelton,75,71.358,5028,38.412,71
147,151,Joseph Bramlett,57,71.367,3751,31.473,53
148,152,Nate Lashley,52,71.384,3676,35.992,52
149,153,Beau Hossler,71,71.387,4743,39.928,67
150,154,Doug Ghim,44,71.402,2826,30.096,40
151,155,Brian Gay,67,71.407,4461,37.671,63
152,156,Patton Kizzire,55,71.444,3882,47.442,55
153,157,Kramer Hickok,51,71.472,3464,38.152,49
154,158,Vincent Whaley,40,71.478,2687,29.158,38
155,160,Sung Kang,73,71.489,5198,20.664,73
156,161,Austin Cook,64,71.522,4236,55.303,60
157,162,Kris Ventura,48,71.567,3099,49.938,44
158,163,Scott Brown,64,71.572,4541,39.617,64
159,164,Kevin Chappell,41,71.573,2907,27.509,41
160,165,Peter Malnati,61,71.574,4036,43.690,57
161,166,Hank Lebioda,57,71.578,3894,42.770,55
162,167,Scott Harrington,68,71.583,4841,26.659,68
163,168,Roger Sloan,55,71.586,3608,42.905,51
164,169,Anirban Lahiri,35,71.601,2475,31.027,35
165,170,Wes Roach,42,71.602,2831,33.096,40
166,171,Tyler McCumber,57,71.636,3761,35.686,53
167,172,C.T. Pan,56,71.637,3988,23.696,56
168,173,Zac Blair,70,71.705,4698,34.501,66
169,174,Michael Gligic,52,71.72,3403,39.546,48
170,175,Chris Stroud,48,71.733,3256,43.735,46
171,176,Ryan Brehm,52,71.798,3543,46.878,50
172,177,Danny Willett,40,71.805,2867,5.189,40
173,178,Grayson Murray,36,71.81,2559,26.161,36
174,179,Ben Taylor,44,71.823,2976,40.583,42
175,180,Robert Streb,54,71.836,3554,37.795,50
176,181,Graeme McDowell,48,71.866,3439,10.563,48
177,182,Arjun Atwal,35,71.867,2196,31.869,31
178,183,Andrew Putnam,46,71.871,3278,28.061,46
179,184,"Ted Potter, Jr.",46,71.877,3127,35.592,44
180,186,Jimmy Walker,46,71.927,3314,- 5.343,46
181,187,Kevin Tway,52,71.992,3434,21.639,48
182,188,Zack Sucher,38,72.006,2557,35.202,36
183,189,Jim Herman,60,72.022,4309,12.345,60
184,190,Michael Gellerman,46,72.048,2983,42.996,42
185,191,Bill Haas,46,72.06,3121,49.628,44
186,192,J.J. Spaun,62,72.066,4134,45.844,58
187,193,Rhein Gibson,54,72.087,3559,45.364,50
188,194,Sebastian Cappelen,55,72.106,3777,44.603,53
189,195,Dominic Bozzelli,38,72.277,2568,33.988,36
190,196,Nelson Ledesma,42,72.579,2866,37.145,40
191,197,Matt Every,47,72.589,3234,32.485,45
192,199,Bo Van Pelt,45,73.586,3125,39.191,43
193,200,Martin Trainer,48,74.865,3416,27.774,46
