,name,owgr_points_current_avg,driving_dist_avg,next_years_rank,top_tens,gir_pct,sg_p_avg,driving_acc_pct,scrambling_pct,adj_scoring_avg,sg_ott_avg,sg_apr_avg,sg_arg_avg,rounds,year
1263,Tag Ridings,0.5,303.0,413,2.0,63.95,-0.04,58.08,56.39,71.316,0.106,-0.03,-0.137,81.0,2008
1264,Scott Sterling,0.49,284.1,457,2.0,67.87,-0.102,66.0,61.25,71.07,-0.072,0.246,-0.088,74.0,2008
1265,Justin Bolli,0.47,284.1,283,1.0,66.88,-0.372,65.74,52.83,72.11,-0.181,0.117,-0.393,73.0,2008
1266,Marco Dawson,0.45,286.1,637,2.0,60.91,-0.042,60.1,55.58,71.29,-0.478,-0.14,0.254,54.0,2008
1267,J.P. Hayes,0.44,284.2,489,1.0,61.03,-0.062,63.24,58.09,71.875,-0.122,-0.747,0.043,63.0,2008
1268,Lee Janzen,0.44,283.9,247,1.0,64.39,0.094,62.91,57.52,71.429,-0.591,0.062,0.144,75.0,2008
1269,Chris Stroud,0.43,287.4,344,2.0,67.63,-0.413,66.38,54.0,71.73,0.132,-0.224,-0.052,66.0,2008
1270,Nick Flanagan,0.42,291.8,843,1.0,63.99,-0.291,62.66,53.18,71.789,0.152,-0.159,-0.498,80.0,2008
1271,Brenden Pappas,0.41,294.9,796,1.0,65.28,0.335,57.49,58.93,70.977,-0.291,-0.292,0.214,56.0,2008
1272,Harrison Frazar,0.39,299.9,327,1.0,70.34,-0.912,60.11,53.31,71.606,0.454,0.097,-0.184,62.0,2008
1273,Y.E. Yang,0.37,286.9,30,1.0,65.96,-0.097,63.43,55.72,71.476,-0.17,0.239,-0.369,80.0,2008
1274,John Huston,0.36,291.5,586,1.0,70.3,0.189,65.88,57.91,70.807,0.394,0.233,-0.17,49.0,2008
1275,Brad Elder,0.34,289.8,881,1.0,64.94,0.267,61.67,60.0,71.547,-0.216,-0.641,0.185,54.0,2008
1276,Tom Scherrer,0.33,287.7,706,1.0,65.78,-0.077,63.36,56.17,71.985,-0.485,-0.073,-0.081,44.0,2008
1277,Glen Day,0.33,274.9,458,1.0,64.37,0.051,69.02,62.37,70.623,-0.156,0.079,0.37,56.0,2008
1278,Doug LaBelle II,0.33,281.6,774,1.0,64.66,0.407,68.06,58.27,71.105,-0.261,-0.431,-0.004,51.0,2008
1279,Jeff Gove,0.3,286.4,396,1.0,67.87,-0.555,72.43,57.89,71.457,0.26,-0.075,0.228,44.0,2008
1280,Ted Purdy,0.22,292.8,315,1.0,66.85,-0.558,61.14,56.22,71.614,0.102,-0.051,-0.084,59.0,2008
1281,Bob Sowards,0.17,287.9,945,1.0,63.43,0.101,60.89,55.25,71.967,-0.394,-0.483,-0.072,52.0,2008
1282,Tiger Woods,21.59,306.4,1,11.0,74.15,0.461,60.71,62.81,68.115,0.803,2.072,0.107,37.0,2006
1283,Jim Furyk,9.15,281.9,3,13.0,70.71,0.743,73.85,64.66,68.865,0.475,1.085,0.245,68.0,2006
1284,Phil Mickelson,8.36,300.7,2,8.0,68.28,0.268,58.61,55.84,69.5,0.569,0.983,0.136,47.0,2006
1285,Adam Scott,7.73,301.1,6,10.0,69.12,-0.13,62.0,57.94,68.946,0.955,1.115,0.16,51.0,2006
1286,Vijay Singh,6.43,293.7,10,13.0,67.83,0.055,59.4,60.28,69.619,0.447,0.809,0.414,84.0,2006
1287,Retief Goosen,6.4,297.6,22,6.0,65.46,0.129,57.28,57.37,70.291,0.229,0.574,0.213,46.0,2006
1288,Luke Donald,5.99,283.7,17,10.0,66.05,0.532,66.86,65.45,69.166,0.074,0.931,0.509,43.0,2006
1289,Ernie Els,5.9,295.1,4,8.0,63.72,-0.007,57.62,59.33,69.756,0.344,0.408,0.619,47.0,2006
1290,Sergio Garcia,5.76,292.7,12,5.0,67.47,-0.123,61.11,52.8,70.567,0.383,0.719,0.02,39.0,2006
1291,Geoff Ogilvy,5.54,295.3,13,5.0,62.94,0.473,61.89,58.89,70.295,0.137,0.127,0.188,52.0,2006
1292,Padraig Harrington,5.11,294.7,8,3.0,65.22,-0.092,66.14,60.38,70.334,0.233,0.744,0.074,38.0,2006
1293,Trevor Immelman,4.65,294.9,19,8.0,69.06,0.058,62.08,60.54,69.507,0.544,0.764,0.337,73.0,2006
1294,David Howell,4.59,289.1,122,1.0,63.21,0.637,62.38,53.69,70.885,0.185,-0.018,-0.093,30.0,2006
1295,David Toms,4.2,285.4,32,6.0,66.18,0.338,69.18,59.29,70.089,0.293,0.453,0.164,62.0,2006
1296,Davis Love III,4.18,301.9,57,4.0,66.59,0.266,59.89,55.14,70.785,0.446,0.488,-0.347,57.0,2006
1297,José María Olazábal,3.84,287.2,58,4.0,65.52,0.375,59.68,57.78,70.183,-0.122,0.449,0.51,39.0,2006
1298,Chris DiMarco,3.81,279.3,67,2.0,66.45,0.033,64.34,59.02,70.787,-0.345,0.477,-0.06,61.0,2006
1299,Tim Clark,3.49,276.7,25,4.0,65.96,0.22,67.27,59.09,70.577,-0.164,0.867,-0.151,58.0,2006
1300,Stewart Cink,3.42,292.0,21,7.0,64.9,0.789,59.72,60.61,69.66,-0.139,0.759,-0.063,73.0,2006
1301,Chad Campbell,3.34,290.9,78,5.0,67.43,-0.086,59.77,57.84,70.585,-0.169,0.454,0.211,67.0,2006
1302,Stuart Appleby,3.33,289.7,38,6.0,63.53,0.22,59.62,59.18,70.251,0.33,0.222,0.591,64.0,2006
1303,Rod Pampling,3.31,288.2,49,6.0,62.5,0.759,60.46,58.2,70.443,0.046,-0.317,0.435,65.0,2006
1304,K.J. Choi,3.22,287.0,11,4.0,68.12,0.255,65.03,58.9,70.213,0.253,0.277,0.094,79.0,2006
1305,Ian Poulter,3.07,287.9,28,4.0,66.03,0.194,70.19,60.38,70.208,0.456,0.345,0.207,42.0,2006
1306,Joe Durant,3.04,289.1,74,7.0,69.75,-0.401,78.43,56.0,70.773,0.75,0.486,-0.244,96.0,2006
1307,Carl Pettersson,3.01,286.6,55,6.0,62.31,0.361,61.01,58.95,70.654,0.115,0.003,0.309,75.0,2006
1308,Rory Sabbatini,2.98,290.4,9,5.0,64.52,-0.144,56.49,59.43,70.292,0.258,0.323,0.313,64.0,2006
1309,Arron Oberholser,2.92,285.0,27,4.0,69.27,0.167,62.53,57.67,69.858,0.095,0.589,0.243,62.0,2006
1310,Ben Crane,2.91,285.8,163,3.0,62.01,0.849,63.51,56.49,70.834,-0.233,-0.408,0.272,61.0,2006
1311,Stephen Ames,2.89,289.8,30,3.0,66.49,0.462,62.98,59.09,70.436,0.06,0.763,-0.079,44.0,2006
1312,Mike Weir,2.87,281.2,33,6.0,66.47,-0.035,64.1,58.67,70.255,0.142,0.422,0.235,63.0,2006
1313,Brett Wetterich,2.87,307.8,31,6.0,67.82,-0.161,61.46,53.47,70.725,0.801,0.079,-0.092,73.0,2006
1314,Robert Allenby,2.85,293.9,48,3.0,67.89,0.188,69.33,56.18,69.99,0.524,0.481,-0.103,60.0,2006
1315,Lucas Glover,2.78,299.4,70,9.0,67.33,0.138,63.69,56.23,70.263,0.724,0.51,-0.109,86.0,2006
1316,Bart Bryant,2.78,282.2,117,2.0,68.67,-0.138,72.76,55.46,70.745,0.299,0.379,-0.145,71.0,2006
1317,Scott Verplank,2.62,276.1,24,4.0,66.02,0.081,75.23,62.55,70.67,0.069,0.332,0.171,68.0,2006
1318,Zach Johnson,2.62,283.7,15,4.0,66.86,0.045,69.63,57.52,70.42,0.418,0.254,0.089,77.0,2006
1319,Tom Lehman,2.48,286.6,90,4.0,65.93,-0.109,60.96,54.89,70.797,0.306,0.308,0.065,47.0,2006
1320,Fred Couples,2.37,301.5,412,2.0,65.33,-0.214,54.36,55.13,70.789,0.543,0.08,-0.072,32.0,2006
1321,Shaun Micheel,2.35,288.4,89,2.0,67.62,0.133,61.79,56.27,70.636,-0.153,0.637,0.056,78.0,2006
1322,Tim Herron,2.27,294.8,140,2.0,62.62,-0.579,58.28,55.23,71.269,0.115,0.18,0.175,62.0,2006
1323,Steve Stricker,2.26,285.3,5,7.0,68.01,0.614,66.98,65.55,69.372,0.006,0.398,0.472,52.0,2006
1324,Brett Quigley,2.26,289.6,107,10.0,67.83,0.642,58.85,61.84,70.025,0.025,0.372,0.209,94.0,2006
1325,Tom Pernice Jr.,2.24,283.9,126,7.0,64.53,0.541,65.28,58.58,70.321,0.068,0.045,0.293,87.0,2006
1326,Sean O'Hair,2.18,292.7,64,2.0,64.74,-0.17,63.7,55.79,71.238,0.234,-0.021,-0.057,76.0,2006
1327,J.J. Henry,2.15,295.9,91,5.0,68.16,0.196,60.03,54.78,70.528,0.223,0.37,0.039,77.0,2006
1328,Dean Wilson,2.14,282.9,97,6.0,65.27,0.661,63.47,59.37,70.67,-0.344,-0.007,0.182,93.0,2006
1329,Vaughn Taylor,2.14,286.6,83,6.0,64.08,0.366,63.31,55.36,70.457,-0.039,0.524,0.208,77.0,2006
1330,Ben Curtis,2.05,278.8,100,2.0,65.25,0.077,66.61,56.88,71.192,-0.118,0.065,-0.09,67.0,2006
1331,Fred Funk,1.98,272.8,123,3.0,66.35,0.096,78.01,60.06,70.556,0.159,0.357,0.09,85.0,2006
1332,Ryan Moore,1.97,292.2,69,4.0,63.25,0.297,66.96,59.77,71.011,0.313,-0.274,-0.122,58.0,2006
1333,Jason Bohn,1.94,289.0,157,3.0,65.87,-0.074,66.78,61.97,70.557,0.262,0.428,0.285,89.0,2006
1334,Justin Rose,1.93,291.4,7,5.0,67.89,-0.021,64.0,58.29,70.401,0.052,0.616,0.078,86.0,2006
1335,Charles Howell III,1.9,295.4,36,3.0,65.89,0.11,56.39,56.92,70.946,0.262,0.165,0.114,79.0,2006
1336,Greg Owen,1.79,295.1,268,2.0,68.54,-0.348,67.13,62.61,70.98,0.636,0.505,0.053,62.0,2006
1337,Billy Mayfair,1.79,282.3,99,4.0,66.55,0.103,70.14,60.42,70.762,0.192,0.077,0.101,77.0,2006
1338,Troy Matteson,1.76,298.7,85,5.0,66.34,-0.014,59.45,57.68,71.335,0.135,-0.082,-0.231,88.0,2006
1339,Ted Purdy,1.71,287.8,229,3.0,67.05,0.145,65.86,54.09,71.227,0.119,0.439,-0.147,80.0,2006
1340,Jerry Kelly,1.67,278.1,61,5.0,67.11,0.01,70.26,60.98,70.853,-0.012,0.212,0.268,84.0,2006
1341,Brandt Jobe,1.65,297.2,462,2.0,67.23,0.125,61.12,54.91,70.876,0.2,0.265,-0.244,70.0,2006
1342,Bo Van Pelt,1.64,297.4,110,4.0,66.45,0.047,60.72,57.63,70.577,0.437,0.118,0.127,90.0,2006
1343,J.B. Holmes,1.63,318.8,184,2.0,65.3,-0.374,54.13,51.98,71.224,0.758,-0.28,-0.151,63.0,2006
1344,Jonathan Byrd,1.62,298.1,58,5.0,69.61,0.221,64.15,60.94,70.19,0.543,0.247,0.153,54.0,2006
1345,Jesper Parnevik,1.59,290.5,159,4.0,64.42,0.699,61.37,60.59,70.639,0.259,0.006,0.086,73.0,2006
1346,Aaron Baddeley,1.56,288.3,18,2.0,58.26,0.595,60.73,59.37,71.197,-0.106,-0.607,0.196,68.0,2006
1347,Jeff Sluman,1.54,279.8,257,4.0,65.24,0.138,64.81,58.86,70.852,-0.258,0.457,0.183,83.0,2006
1348,Shigeki Maruyama,1.53,286.3,226,4.0,63.59,0.162,61.37,60.86,70.651,-0.207,0.025,0.249,80.0,2006
1349,Richard Johnson,1.5,283.4,118,3.0,66.02,0.725,67.99,59.83,70.732,-0.024,-0.038,-0.055,85.0,2006
1350,Richard Johnson,1.5,283.4,306,3.0,66.02,0.725,67.99,59.83,70.732,-0.024,-0.038,-0.055,85.0,2006
1351,Richard Johnson,0.28,283.4,118,3.0,66.02,0.725,67.99,59.83,70.732,-0.024,-0.038,-0.055,85.0,2006
1352,Richard Johnson,0.28,283.4,306,3.0,66.02,0.725,67.99,59.83,70.732,-0.024,-0.038,-0.055,85.0,2006
1353,Heath Slocum,1.5,281.2,72,3.0,67.8,-0.299,74.67,55.66,71.06,0.333,0.328,-0.192,84.0,2006
1354,John Senden,1.49,296.2,51,3.0,71.15,-0.053,64.95,58.18,70.478,0.524,0.387,0.026,79.0,2006
1355,Corey Pavin,1.48,265.9,196,1.0,63.57,0.226,67.66,66.45,70.683,-0.861,0.653,0.439,57.0,2006
1356,Justin Leonard,1.46,282.3,92,2.0,63.36,-0.051,67.24,58.73,70.807,-0.154,0.111,0.441,65.0,2006
1357,Peter Lonard,1.44,280.6,102,3.0,63.16,-0.442,64.19,58.13,71.117,0.095,0.067,0.234,66.0,2006
1358,Camilo Villegas,1.41,302.1,56,4.0,65.29,-0.278,58.06,56.45,70.749,0.629,0.249,0.045,82.0,2006
1359,Frank Lickliter II,1.4,286.1,172,6.0,67.98,0.14,66.62,61.0,70.528,0.14,0.406,0.143,85.0,2006
1360,Jason Gore,1.4,299.6,175,4.0,63.03,0.065,59.95,53.85,72.051,0.191,-0.159,-0.398,72.0,2006
1361,Olin Browne,1.39,276.6,334,2.0,64.32,0.248,73.56,55.09,71.117,-0.02,0.072,-0.048,86.0,2006
1362,Nathan Green,1.36,282.0,95,6.0,63.03,0.577,63.1,60.98,70.871,-0.239,-0.05,0.134,94.0,2006
1363,Craig Barlow,1.36,294.1,382,2.0,65.75,-0.292,58.04,54.67,71.171,-0.075,0.032,0.376,58.0,2006
