RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
34,38,Aaron Wise,90,70.247,6165,16.744,88
35,33,Marc Leishman,93,70.26,6312,11.401,90
36,39,Brian Gay,103,70.28,7062,36.311,101
37,34,Kevin Na,91,70.288,6011,33.755,86
38,36,Keegan Bradley,98,70.303,6525,13.174,93
39,40,Chesson Hadley,103,70.311,6941,19.784,99
40,41,Daniel Berger,81,70.32,5353,- 8.669,76
41,42,Jim Furyk,50,70.342,3388,- 11.594,48
42,43,Brandt Snedeker,84,70.379,5753,18.061,82
43,35,Bubba Watson,90,70.384,5536,24.311,79
44,50,Kyle Stanley,93,70.404,6183,12.547,88
45,44,Chris Kirk,108,70.411,7411,52.535,106
46,45,Branden Grace,67,70.412,4515,- 8.632,64
47,46,Adam Scott,78,70.42,5504,- 11.240,78
48,47,Chez Reavie,93,70.432,6036,21.164,86
49,48,Kevin Streelman,94,70.436,6449,31.091,92
50,49,Stewart Cink,87,70.44,6113,15.276,87
51,51,Jason Kokrak,99,70.444,6927,46.955,99
52,52,C.T. Pan,104,70.457,6866,38.777,98
53,53,Matt Kuchar,88,70.461,5626,10.903,80
54,54,Austin Cook,107,70.469,7503,37.137,107
55,60,Xander Schauffele,96,70.486,6549,6.172,93
56,55,Russell Henley,77,70.489,5224,- 7.800,74
57,T57,Cameron Smith,85,70.517,5493,7.351,78
58,56,Charley Hoffman,87,70.521,5651,- 9.353,80
59,T57,J.J. Spaun,85,70.525,5537,34.488,79
60,59,Brian Harman,94,70.536,6341,7.258,90
61,61,Russell Knox,94,70.568,6338,13.097,90
62,62,Beau Hossler,104,70.574,7302,37.683,104
T63,T63,Joel Dahmen,93,70.578,5953,46.108,85
T63,T63,Peter Uihlein,83,70.578,5495,10.113,78
65,65,Andrew Putnam,97,70.579,6239,42.501,89
66,66,Ian Poulter,73,70.593,4519,- 1.050,64
67,67,Pat Perez,82,70.594,5295,- .465,75
68,68,Kiradech Aphibarnrat,51,70.629,3277,- 28.069,46
69,69,Ollie Schniederjans,91,70.641,6143,2.736,87
70,70,Abraham Ancer,98,70.659,6745,38.301,96
71,71,Anirban Lahiri,82,70.66,5794,.125,82
72,72,Alex Cejka,77,70.675,4852,24.586,69
73,73,Vaughn Taylor,83,70.692,5554,30.631,79
74,74,Rory Sabbatini,91,70.693,6250,41.673,89
75,75,Bronson Burgoon,69,70.701,4845,33.336,69
76,76,John Huh,94,70.718,6329,35.607,90
77,77,Scott Stallings,96,70.719,6348,16.749,90
78,78,Brandon Harkins,101,70.721,6688,30.493,95
79,79,Kevin Kisner,89,70.729,5491,25.890,78
80,80,Patrick Rodgers,97,70.731,6572,5.976,93
81,81,Jamie Lovemark,92,70.734,6201,23.597,88
82,82,Scott Piercy,84,70.736,5634,24.879,80
83,83,Corey Conners,97,70.743,6543,36.067,93
84,84,Adam Hadwin,92,70.75,6280,16.754,89
85,85,Shane Lowry,64,70.754,3973,- 10.782,56
T86,T86,Johnson Wagner,75,70.758,4826,56.333,69
T86,T86,Ryan Armour,109,70.758,7515,56.143,107
88,88,Jimmy Walker,81,70.786,5456,- 5.503,77
89,89,J.B. Holmes,77,70.789,5306,3.206,75
90,90,William McGirt,84,70.791,5494,27.689,78
91,91,Sam Saunders,80,70.794,5208,30.754,74
92,92,Kevin Tway,110,70.8,7323,40.238,104
93,93,Trey Mullinax,75,70.815,4872,14.211,69
94,94,Blayne Barber,69,70.835,4699,46.914,67
T95,T95,Kevin Chappell,77,70.839,5243,- .914,74
T95,T95,Martin Laird,73,70.839,4576,28.535,65
T97,99,Patton Kizzire,92,70.841,6263,41.848,89
T97,97,Peter Malnati,87,70.841,5848,31.766,83
99,98,Aaron Baddeley,84,70.85,5518,8.336,78
100,100,Denny McCarthy,71,70.861,4432,32.262,63
101,101,Nick Watney,94,70.862,6346,31.574,90
102,102,Seamus Power,86,70.869,5490,37.782,78
103,103,Troy Merritt,89,70.888,5993,32.512,85
104,104,James Hahn,85,70.896,5779,34.491,82
105,105,Cameron Percy,56,70.909,3503,42.468,50
106,106,Sam Ryder,82,70.914,5612,61.082,80
107,107,J.T. Poston,73,70.915,4999,35.990,71
108,108,Keith Mitchell,99,70.92,6819,60.269,97
109,109,Michael Thompson,62,70.924,4085,28.611,58
110,110,Tom Hoge,101,70.945,6568,29.869,93
111,111,Harold Varner III,91,70.971,6303,13.422,89
112,112,Ben Martin,64,70.974,4533,9.367,64
113,113,Ryan Blaum,81,70.993,5502,35.485,78
114,114,Nate Lashley,51,70.999,3318,18.976,47
115,115,Graeme McDowell,67,71.001,4196,- 6.967,59
116,116,Brice Garnett,99,71.018,6716,30.748,95
117,117,Fabián Gómez,88,71.02,5929,36.713,84
118,118,Brendan Steele,74,71.021,4754,4.383,67
119,119,"Ted Potter, Jr.",87,71.024,6171,8.084,87
120,120,Bill Haas,76,71.028,5244,12.044,74
121,121,Ryan Palmer,69,71.031,4444,30.976,63
122,122,Brian Stuard,103,71.038,6855,35.723,97
123,123,Tyler Duncan,97,71.04,6582,24.711,93
124,124,David Lingmerth,82,71.043,5511,30.321,78
125,125,Andrew Landry,82,71.059,5657,27.705,80
126,126,Lucas Glover,65,71.066,4345,- 9.950,61
127,127,Ben Crane,65,71.097,4164,30.701,59
128,128,Matt Jones,70,71.112,4381,27.928,62
129,129,Hunter Mahan,67,71.135,4439,42.517,63
130,130,Lanto Griffin,80,71.145,5228,36.754,74
131,131,Talor Gooch,78,71.149,5112,10.704,72
132,132,Harris English,84,71.162,5522,28.660,78
133,133,Dominic Bozzelli,65,71.179,4603,23.641,65
134,134,Richy Werenski,98,71.185,6512,37.051,92
135,135,Brett Stegmaier,67,71.191,4301,41.639,61
136,136,Shawn Stefani,76,71.192,5229,39.207,74
137,137,Danny Lee,88,71.196,6077,45.891,86
138,138,Zac Blair,64,71.215,4089,41.454,58
139,139,Tyrone Van Aswegen,101,71.243,6595,30.593,93
140,140,Tom Lovelady,87,71.252,5739,32.448,81
141,141,Nick Taylor,94,71.269,6373,41.219,90
142,142,Jhonattan Vegas,92,71.275,6339,4.444,89
143,143,Ben Silverman,90,71.281,5956,31.616,84
144,144,Mackenzie Hughes,80,71.282,5387,30.431,76
145,145,Jason Dufner,71,71.323,4564,.668,64
146,146,David Hearn,66,71.325,4238,41.495,60
147,147,Scott Brown,102,71.329,6954,36.272,98
148,148,Kelly Kraft,94,71.333,6547,15.595,92
149,149,Nicholas Lindheim,77,71.344,4876,46.770,69
150,150,Charl Schwartzel,65,71.349,4160,- 21.741,58
T151,T151,Bud Cauley,55,71.356,3775,6.864,53
T151,T151,Stephan Jaeger,81,71.356,5316,35.665,75
153,153,Si Woo Kim,108,71.367,7394,28.185,104
154,154,Adam Schenk,86,71.37,5683,26.596,80
155,155,J.J. Henry,81,71.372,5321,31.897,75
156,156,Jonathan Byrd,70,71.398,4382,44.656,62
157,157,Retief Goosen,60,71.409,3721,- 7.724,52
158,158,Robert Garrigus,80,71.457,5391,39.695,76
159,159,Martin Flores,92,71.458,6112,33.354,86
160,160,Conrad Shindler,60,71.465,3952,50.046,56
161,161,Whee Kim,93,71.477,6318,43.497,89
162,162,Sean O'Hair,67,71.479,4490,13.153,63
163,163,Xinjun Zhang,81,71.486,5330,31.417,75
164,164,Rob Oppenheim,74,71.532,4830,34.144,68
165,165,Wesley Bryan,69,71.552,4770,23.961,67
166,166,Hudson Swafford,73,71.619,4760,38.504,67
167,167,Chris Stroud,81,71.628,5195,33.841,73
168,168,Steve Wheatcroft,60,71.631,4111,43.622,58
169,169,Michael Kim,74,71.662,5005,11.309,70
170,170,Ricky Barnes,65,71.663,4179,49.109,59
171,171,Chad Campbell,87,71.683,5632,30.969,79
172,172,Billy Hurley III,70,71.715,4565,24.746,64
173,173,Roberto Díaz,72,71.731,4847,30.729,68
174,174,Derek Fathauer,84,71.827,5722,24.143,80
175,175,Robert Streb,78,71.905,5301,19.934,74
176,176,Martin Piller,79,71.929,5509,29.551,77
177,177,Jonathan Randolph,71,71.945,4652,24.435,65
178,178,Sung Kang,89,71.954,6101,15.059,85
179,179,Ethan Tracy,72,72.038,4857,41.576,68
180,180,Matt Every,79,72.044,5379,24.265,75
181,181,Grayson Murray,72,72.091,5176,14.578,72
182,182,Cody Gribble,71,72.112,4667,20.290,65
183,183,Jonas Blixt,67,72.134,4383,17.156,61
184,184,Cameron Tringale,67,72.146,4525,20.201,63
185,185,Satoshi Kodaira,51,72.182,3467,- 2.278,48
186,186,Matt Atkins,56,72.251,3716,41.045,52
187,187,Rod Pampling,62,72.445,4184,17.806,58
188,188,Greg Chalmers,56,72.531,3767,4.591,52
189,189,Kyle Thompson,50,72.673,3311,31.976,46
190,190,Zecheng Dou,53,72.773,3546,19.892,49
191,191,D.A. Points,63,73.019,4414,40.174,61
192,192,Daniel Summerhays,51,73.177,3261,31.956,45
193,193,Andrew Yun,51,73.624,3284,29.069,45
