RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
140,141,Tom Hoge,101,291.4,54199,186
141,142,Conrad Shindler,60,291.3,32621,112
T142,T143,Andrew Landry,82,291.1,46569,160
T142,T143,Fabián Gómez,88,291.1,48903,168
T144,T145,Pat Perez,82,290.9,36659,126
T144,T145,Peter Malnati,87,290.9,48282,166
T146,T147,Si Woo Kim,108,290.8,53512,184
T146,T147,Kevin Kisner,89,290.8,45369,156
T148,T149,Danny Lee,88,290.6,45333,156
T148,T149,Ricky Barnes,65,290.6,34295,118
T148,T149,Andrew Yun,51,290.6,26153,90
151,152,Tyrone Van Aswegen,101,290.3,53713,185
152,153,Ben Silverman,90,290.2,48754,168
153,T154,Michael Kim,74,289.9,38265,132
T154,T156,Chris Kirk,108,289.8,59123,204
T154,T156,Zach Johnson,94,289.8,50427,174
T154,T156,Chris Stroud,81,289.8,37675,130
T157,T154,Kevin Na,91,289.6,45175,156
T157,159,Ben Martin,64,289.6,37069,128
T159,T160,Adam Hadwin,92,289.4,44574,154
T159,T160,Jonathan Randolph,71,289.4,37625,130
T161,T162,Cameron Tringale,67,289.3,36450,126
T161,T162,William McGirt,84,289.3,45130,156
163,164,Ryan Moore,78,289.2,45109,156
164,165,Derek Fathauer,84,289.1,46256,160
165,166,Ryan Blaum,81,289.0,45079,156
166,167,Steve Wheatcroft,60,288.9,33515,116
167,168,Kelly Kraft,94,288.6,48478,168
168,169,Rod Pampling,62,288.4,28842,100
169,170,Matt Kuchar,88,288.0,43781,152
T170,T171,Daniel Summerhays,51,287.1,25836,90
T170,T171,John Huh,94,287.1,51686,180
172,173,Alex Cejka,77,286.7,39567,138
T173,T174,Chad Campbell,87,286.5,40684,142
T173,T174,Chez Reavie,93,286.5,42402,148
175,176,Roberto Díaz,72,286.3,38935,136
T176,T177,Johnson Wagner,75,286.1,39487,138
T176,T177,Vaughn Taylor,83,286.1,45208,158
178,179,"Ted Potter, Jr.",87,286.0,49759,174
179,180,Whee Kim,93,285.8,46299,162
180,181,David Lingmerth,82,285.4,44515,156
181,182,Kyle Thompson,50,285.3,26249,92
182,183,Rob Oppenheim,74,285.2,38787,136
183,184,David Hearn,66,285.1,34210,120
184,185,Billy Hurley III,70,284.0,36354,128
185,186,Ryan Armour,109,283.5,60663,214
186,187,Brian Gay,103,282.9,57155,202
187,188,Greg Chalmers,56,282.8,29413,104
188,189,Ben Crane,65,281.1,30921,110
189,190,D.A. Points,63,280.8,32015,114
190,191,Jim Furyk,50,280.5,26930,96
191,192,Wesley Bryan,69,280.4,30844,110
192,193,Zac Blair,64,279.5,32427,116
193,194,Brian Stuard,103,278.9,54106,194
