RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
60,63,Robert Garrigus,80,0.382,0.362,0.156,-0.136,73
61,64,Andrew Svoboda,77,0.37,0.111,0.323,-0.064,66
62,65,Martin Flores,85,0.362,-0.001,0.391,-0.029,68
63,49,Martin Kaymer,65,0.355,0.279,0.37,-0.294,48
64,66,John Peterson,62,0.34,0.415,0.539,-0.614,55
65,51,John Senden,99,0.328,0.224,0.127,-0.023,81
66,67,Heath Slocum,71,0.327,0.203,0.083,0.041,62
67,68,Robert Streb,75,0.319,0.461,-0.259,0.117,64
68,69,Brandt Snedeker,89,0.318,-0.043,0.143,0.217,66
69,70,Camilo Villegas,95,0.316,-0.159,0.413,0.061,84
T70,71,Jhonattan Vegas,77,0.314,0.628,-0.439,0.125,64
T70,54,Hunter Mahan,88,0.314,0.687,-0.221,-0.153,72
72,72,Graeme McDowell,66,0.289,-0.034,0.379,-0.055,46
73,73,Jerry Kelly,80,0.288,-0.089,0.218,0.16,66
74,74,Bud Cauley,56,0.284,-0.073,-0.109,0.467,46
75,75,Billy Hurley III,86,0.27,-0.103,0.25,0.123,72
76,76,Robert Allenby,83,0.269,-0.05,0.552,-0.234,70
77,77,Brendon de Jonge,109,0.256,0.339,-0.012,-0.071,92
78,79,Stewart Cink,91,0.243,-0.007,0.442,-0.192,72
79,80,Chris Stroud,88,0.236,-0.174,0.132,0.278,72
80,81,Jamie Lovemark,64,0.235,0.374,-0.321,0.181,47
81,82,Ryo Ishikawa,75,0.231,-0.259,0.395,0.095,62
82,83,Ken Duke,80,0.23,-0.092,0.329,-0.006,66
83,84,Louis Oosthuizen,50,0.212,0.724,-0.145,-0.367,30
84,85,Ángel Cabrera,69,0.198,0.554,0.078,-0.434,61
85,86,Daniel Summerhays,98,0.184,0.04,0.138,0.005,88
86,87,Luke Donald,57,0.173,-0.493,0.315,0.351,44
87,89,Trevor Immelman,84,0.157,-0.006,-0.013,0.176,67
88,90,Ricky Barnes,92,0.145,-0.267,0.396,0.015,78
89,91,David Hearn,97,0.136,-0.118,0.146,0.108,82
90,92,Scott Brown,100,0.134,0.277,-0.139,-0.005,83
91,93,Ben Martin,80,0.13,0.213,-0.097,0.015,63
92,78,Brendon Todd,108,0.129,0.015,-0.174,0.289,91
93,94,"Ted Potter, Jr.",68,0.125,0.134,0.096,-0.104,60
94,95,Brad Fritsch,50,0.11,-0.048,0.098,0.06,39
95,96,Luke Guthrie,85,0.109,-0.231,0.113,0.228,76
96,97,Nicholas Thompson,85,0.105,0.174,0.301,-0.371,70
97,99,Roberto Castro,76,0.084,-0.122,-0.159,0.365,59
98,88,Patrick Reed,92,0.081,0.04,-0.352,0.393,74
99,100,Josh Teater,90,0.076,0.239,-0.091,-0.072,75
T100,T101,Will MacKenzie,82,0.07,0.044,-0.041,0.067,73
T100,T101,James Hahn,82,0.07,0.162,0.009,-0.102,73
102,103,Kevin Streelman,79,0.068,0.471,-0.242,-0.162,60
103,104,Tim Clark,75,0.061,-0.286,0.253,0.094,62
104,105,John Merrick,87,0.051,0.129,0.252,-0.329,72
105,106,Jeff Overton,80,0.044,0.056,-0.059,0.047,66
106,107,Brian Stuard,91,0.042,-0.034,0.195,-0.119,74
107,108,Martin Laird,66,0.038,0.238,-0.205,0.004,55
108,109,Scott Langley,95,0.016,-0.395,0.15,0.262,79
109,110,Kevin Kisner,85,0.009,0.049,0.076,-0.116,70
110,111,Justin Hicks,103,-0.003,0.456,0.172,-0.631,90
111,112,John Huh,87,-0.01,-0.059,0.016,0.033,70
112,113,Retief Goosen,94,-0.024,-0.443,0.151,0.269,78
113,114,Jonathan Byrd,76,-0.027,0.079,-0.265,0.159,65
114,115,Matt Jones,83,-0.029,0.236,-0.421,0.157,60
T115,116,J.J. Henry,91,-0.032,0.192,-0.119,-0.105,78
T115,98,Geoff Ogilvy,84,-0.032,-0.02,0.038,-0.05,73
117,117,K.J. Choi,80,-0.039,-0.339,0.049,0.251,67
118,118,Davis Love III,74,-0.056,0.176,0.053,-0.285,63
119,119,Charlie Beljan,76,-0.058,0.523,-0.128,-0.453,67
120,120,Tim Wilkinson,86,-0.078,-0.145,-0.287,0.354,71
121,121,Brian Davis,93,-0.085,-0.064,-0.419,0.399,81
122,122,Gonzalo Fernandez-Castaño,83,-0.092,-0.262,-0.07,0.24,69
123,123,Jeff Maggert,54,-0.096,-0.135,0.2,-0.161,44
124,124,Ian Poulter,57,-0.106,0.042,-0.176,0.028,41
125,125,Hudson Swafford,75,-0.116,0.305,0.015,-0.436,58
T126,T126,Troy Merritt,62,-0.123,-0.213,0.261,-0.171,55
T126,T126,Danny Lee,84,-0.123,0.157,-0.007,-0.272,69
128,128,Stuart Appleby,92,-0.126,-0.311,-0.16,0.345,84
129,129,Chesson Hadley,84,-0.18,-0.319,0.242,-0.102,71
130,130,Sangmoon Bae,76,-0.202,0.179,-0.299,-0.081,65
131,131,Andres Romero,81,-0.207,0.05,-0.381,0.124,72
132,132,David Lingmerth,80,-0.22,0.094,-0.171,-0.142,67
T133,T133,Charlie Wi,72,-0.221,-0.35,-0.253,0.383,65
T133,T133,Jim Renner,61,-0.221,-0.339,0.367,-0.248,52
135,135,Spencer Levin,59,-0.23,-0.224,-0.113,0.107,50
136,136,William McGirt,96,-0.235,0.002,-0.202,-0.035,84
137,137,Matt Every,85,-0.236,-0.234,0.029,-0.031,65
138,138,Rory Sabbatini,82,-0.245,-0.065,0.021,-0.201,65
139,139,Jason Bohn,81,-0.253,-0.475,0.185,0.038,73
T140,T140,Pat Perez,84,-0.255,-0.28,0.063,-0.039,75
T140,T140,Brice Garnett,92,-0.255,-0.056,-0.197,-0.002,78
142,142,Erik Compton,88,-0.259,-0.089,0.066,-0.235,75
143,143,Tyrone Van Aswegen,79,-0.263,-0.735,0.291,0.181,65
144,144,Mark Wilson,69,-0.265,-0.232,-0.112,0.079,57
145,145,Ben Crane,81,-0.29,-0.297,-0.009,0.017,78
146,146,Freddie Jacobson,91,-0.293,-0.162,-0.199,0.068,81
147,147,Michael Thompson,74,-0.317,-0.211,-0.046,-0.06,60
148,148,Sean O'Hair,77,-0.327,0.121,-0.473,0.026,67
149,150,Scott Stallings,77,-0.369,0.135,-0.221,-0.283,63
150,151,John Rollins,84,-0.395,-0.204,0.002,-0.193,67
151,152,Briny Baird,50,-0.419,-0.249,-0.183,0.013,45
152,153,Bronson La'Cassie,51,-0.431,-0.04,-0.535,0.145,36
153,159,Russell Henley,92,-0.438,0.205,-0.371,-0.272,75
154,154,Y.E. Yang,79,-0.463,-0.097,-0.586,0.22,61
155,149,Morgan Hoffmann,103,-0.472,-0.172,-0.425,0.125,90
156,155,Bryce Molder,77,-0.482,-0.763,0.006,0.275,64
157,156,Andrew Loupe,65,-0.485,0.22,-0.509,-0.196,50
158,157,Jim Herman,62,-0.488,0.302,-0.238,-0.551,48
159,158,Jonas Blixt,64,-0.512,-0.434,-0.299,0.221,43
160,160,Tommy Gainey,73,-0.54,0.257,-0.057,-0.74,60
161,161,Wes Roach,67,-0.554,-0.149,-0.107,-0.298,50
T162,T163,Johnson Wagner,69,-0.616,-0.209,-0.254,-0.152,58
T162,T163,Ben Curtis,77,-0.616,-0.257,-0.416,0.057,64
T164,T165,Justin Leonard,75,-0.677,-0.752,-0.497,0.571,62
T164,T165,Kevin Tway,64,-0.677,0.048,-0.623,-0.102,47
166,167,Woody Austin,63,-0.696,-0.318,-0.169,-0.21,57
167,168,Brian Gay,81,-0.733,-0.508,-0.501,0.276,63
168,169,D.A. Points,75,-0.753,-0.424,-0.308,-0.021,55
169,170,Derek Ernst,80,-0.798,0.312,-0.694,-0.415,63
170,171,D.H. Lee,54,-0.82,-0.332,-0.591,0.103,45
171,172,Aaron Baddeley,74,-0.828,-0.589,-0.291,0.051,59
172,173,Richard Lee,80,-0.878,-0.15,-0.75,0.021,61
173,174,Mike Weir,69,-0.882,-1.582,0.257,0.443,53
174,175,Chad Collins,78,-0.884,-0.635,-0.522,0.273,61
175,176,Troy Matteson,62,-0.914,-0.264,-0.417,-0.233,49
176,178,James Driscoll,71,-0.958,-0.661,-0.146,-0.151,58
177,179,Greg Chalmers,85,-0.989,-0.503,-0.636,0.151,73
