RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR
T137,T136,Mark Wilson,69,63.25,740,1170,-0.19
140,140,Scott Stallings,77,63.16,864,1368,-0.24
141,141,Andrew Loupe,65,63.11,693,1098,-0.26
142,142,Erik Compton,88,63.07,999,1584,-0.27
143,143,Chesson Hadley,84,63.03,953,1512,-0.27
144,T144,Luke Donald,57,63.0,635,1008,-0.26
145,146,Stuart Appleby,92,62.96,1020,1620,-0.27
146,147,Sangmoon Bae,76,62.94,861,1368,-0.29
147,148,Morgan Hoffmann,103,62.74,1118,1782,-0.29
T148,T149,Jim Renner,61,62.71,666,1062,-0.22
T148,T149,D.A. Points,75,62.71,824,1314,-0.22
150,151,Ben Curtis,77,62.63,823,1314,-0.24
151,152,Freddie Jacobson,91,62.58,1025,1638,-0.28
152,T144,Jordan Spieth,102,62.47,1102,1764,-0.31
153,153,Ian Poulter,57,62.4,629,1008,-0.28
154,154,K.J. Choi,80,62.08,894,1440,-0.28
155,155,Troy Matteson,62,61.97,647,1044,-0.23
156,159,Russell Henley,92,61.84,1024,1656,-0.28
157,156,Tim Wilkinson,86,61.72,911,1476,-0.26
158,157,Y.E. Yang,79,61.68,866,1404,-0.25
159,158,Ernie Els,85,61.6,876,1422,-0.26
160,160,Brian Davis,93,61.47,1029,1674,-0.26
161,161,Bronson La'Cassie,51,61.35,519,846,-0.23
162,162,Jonas Blixt,64,61.11,682,1116,-0.28
163,164,J.B. Holmes,86,60.92,943,1548,-0.29
164,165,James Driscoll,71,60.88,778,1278,-0.27
165,166,Charlie Wi,72,60.87,767,1260,-0.24
166,167,Gonzalo Fernandez-Castaño,83,60.84,898,1476,-0.25
167,168,Woody Austin,63,60.83,646,1062,-0.24
168,169,Andres Romero,81,60.53,839,1386,-0.28
169,170,Roberto Castro,76,60.44,805,1332,-0.25
170,172,Chad Collins,78,59.98,799,1332,-0.25
171,173,Richard Lee,80,59.97,842,1404,-0.26
172,174,D.H. Lee,54,59.89,539,900,-0.2
173,175,Greg Chalmers,85,59.88,873,1458,-0.27
174,176,Aaron Baddeley,74,59.8,775,1296,-0.29
175,178,Brian Gay,81,59.21,842,1422,-0.24
176,179,Justin Leonard,75,57.78,780,1350,-0.25
177,180,Mike Weir,69,57.44,672,1170,-0.24
