RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,TOP 10,1ST,2ND,3RD
1,T1,Rory McIlroy,12,3.0,2.0,
T2,T3,Jim Furyk,11,,4.0,
T2,T1,Matt Kuchar,11,1.0,1.0,
T4,T5,Adam Scott,10,1.0,,1.0
T4,T5,Sergio Garcia,10,,3.0,2.0
T4,T3,Jimmy Walker,10,3.0,,
T4,T5,Rickie Fowler,10,,2.0,2.0
8,T5,Webb Simpson,9,1.0,,3.0
T9,T9,Graeme McDowell,8,,,1.0
T9,T9,Bubba Watson,8,2.0,3.0,1.0
T9,T12,Justin Rose,8,1.0,,
T9,T12,Ryan Palmer,8,,2.0,
T9,T9,Jordan Spieth,8,,2.0,
T14,T12,Harris English,7,1.0,,
T14,T12,Ryan Moore,7,1.0,,
T14,T12,Graham DeLaet,7,,2.0,
T14,T12,Brendon Todd,7,1.0,,
T14,T12,Dustin Johnson,7,1.0,2.0,
T19,T19,Keegan Bradley,6,,1.0,
T19,T19,Brian Harman,6,1.0,,1.0
T19,T26,Jason Day,6,1.0,2.0,
T19,T19,Matt Every,6,1.0,,1.0
T19,T19,Marc Leishman,6,,1.0,2.0
T19,T19,Hunter Mahan,6,1.0,,
T19,T19,Kevin Na,6,,2.0,1.0
T19,T19,Charles Howell III,6,,,1.0
T27,T26,John Senden,5,1.0,,
T27,T26,Charley Hoffman,5,,,1.0
T27,T26,Will MacKenzie,5,,1.0,
T27,T26,Bill Haas,5,,1.0,
T27,T26,Zach Johnson,5,1.0,1.0,1.0
T27,T26,Charl Schwartzel,5,,,
T27,T33,Chris Kirk,5,2.0,1.0,
T27,T33,Gary Woodland,5,,1.0,
T27,T33,Billy Horschel,5,2.0,1.0,
T36,T33,Billy Hurley III,4,,,
T36,T33,Scott Brown,4,,,1.0
T36,T33,Brendan Steele,4,,,
T36,T33,Brian Stuard,4,,1.0,
T36,T33,Hideki Matsuyama,4,1.0,,1.0
T36,T33,Martin Kaymer,4,2.0,,
T36,T33,Chris Stroud,4,,,2.0
T36,T33,Jason Dufner,4,,1.0,
T36,T33,George McNeill,4,,1.0,
T36,T33,Carl Pettersson,4,,,1.0
T36,T33,Jerry Kelly,4,,,2.0
T36,T33,Freddie Jacobson,4,,1.0,1.0
T36,T33,William McGirt,4,,,
T36,T33,Patrick Reed,4,2.0,,
T36,T33,Chesson Hadley,4,1.0,,
T51,T51,Russell Henley,3,1.0,1.0,
T51,T51,Cameron Tringale,3,,1.0,
T51,T51,Henrik Stenson,3,,,1.0
T51,T51,Stuart Appleby,3,,1.0,
T51,T51,Ernie Els,3,,,
T51,T51,Tim Wilkinson,3,,,
T51,T51,Justin Hicks,3,,1.0,1.0
T51,T51,Erik Compton,3,,1.0,
T51,T51,Jason Bohn,3,,1.0,1.0
T51,T51,Pat Perez,3,,1.0,
T51,T51,Rory Sabbatini,3,,,1.0
T51,T51,Tim Clark,3,1.0,1.0,
T51,T51,Luke Donald,3,,1.0,
T51,T51,Kevin Stadler,3,1.0,,
T51,T51,David Hearn,3,,,
T51,T51,Brandt Snedeker,3,,,
T51,T51,Victor Dubuisson,3,,1.0,
T51,T51,Jeff Overton,3,,,
T51,T51,Russell Knox,3,,1.0,
T51,T51,Ben Martin,3,,,3.0
T51,T51,Kevin Kisner,3,,,
T51,T51,Ryo Ishikawa,3,,1.0,
T51,T51,Seung-Yul Noh,3,1.0,,
T51,T51,Brad Fritsch,3,,,
T75,T75,Andrew Svoboda,2,,1.0,
T75,T75,Jason Kokrak,2,,,
T75,T75,Shawn Stefani,2,,1.0,
T75,T75,James Hahn,2,,,
T75,T75,Jhonattan Vegas,2,,,1.0
T75,T75,Nick Watney,2,,,
T75,T75,J.B. Holmes,2,1.0,,
T75,T75,Kevin Streelman,2,1.0,,1.0
T75,T75,Daniel Summerhays,2,,1.0,
T75,T75,Jason Allred,2,,,1.0
T75,T75,Ben Crane,2,1.0,,
T75,T75,K.J. Choi,2,,2.0,
T75,T75,Robert Garrigus,2,,,
T75,T75,Ian Poulter,2,,1.0,
T75,T75,Brendon de Jonge,2,,,
T75,T75,Bryce Molder,2,,,
T75,T75,Jamie Donaldson,2,,1.0,
T75,T75,Ricky Barnes,2,,,
T75,T75,Francesco Molinari,2,,,
T75,T75,Steve Stricker,2,,,
T75,T75,David Toms,2,,,
T75,T75,Robert Karlsson,2,,,
T75,T75,Justin Leonard,2,,,1.0
T75,T75,Retief Goosen,2,,,
T75,T75,Lee Westwood,2,,,
T75,T75,Geoff Ogilvy,2,1.0,1.0,
T75,T75,Aaron Baddeley,2,,,
T75,T75,Morgan Hoffmann,2,,,1.0
T75,T75,John Huh,2,,,2.0
T75,T75,Will Wilcox,2,,,
T75,T75,Richard Lee,2,,,
T75,T75,David Lingmerth,2,,,
T75,T75,Robert Streb,2,,1.0,
T75,T75,Luke Guthrie,2,,,
T75,T75,Brooks Koepka,2,,,1.0
T110,T110,Max Homa,1,,,
T110,T110,Wes Roach,1,,,
T110,T110,Andrew Loupe,1,,,
T110,T110,Scott Langley,1,,,1.0
T110,T110,Hudson Swafford,1,,,
T110,T110,Thorbjørn Olesen,1,,,
T110,T110,Bud Cauley,1,,,
T110,T110,Justin Thomas,1,,,
T110,T110,Trevor Immelman,1,,,
T110,T110,Heath Slocum,1,,,
T110,T110,Hideto Tanihara,1,,,
T110,T110,Briny Baird,1,,1.0,
T110,T110,Rod Pampling,1,,,
T110,T110,Greg Chalmers,1,,,
T110,T110,Stephen Gallacher,1,,,
T110,T110,Ángel Cabrera,1,1.0,,
T110,T110,Thomas Bjørn,1,,,
T110,T110,Chad Campbell,1,,,
T110,T110,Brian Gay,1,,,
T110,T110,Miguel Angel Jiménez,1,,,
T110,T110,Vijay Singh,1,,1.0,
T110,T110,Dicky Pride,1,,,
T110,T110,Mike Weir,1,,1.0,
T110,T110,Bob Estes,1,,,
T110,T110,Bernhard Langer,1,,,
T110,T110,Jeff Maggert,1,,,
T110,T110,Phil Mickelson,1,,1.0,
T110,T110,Steven Bowditch,1,1.0,,
T110,T110,Andres Romero,1,,,
T110,T110,Thongchai Jaidee,1,,,
T110,T110,Jonathan Byrd,1,,,1.0
T110,T110,Mikko Ilonen,1,,,
T110,T110,Gonzalo Fernandez-Castaño,1,,,
T110,T110,Edoardo Molinari,1,,,
T110,T110,Sean O'Hair,1,,,
T110,T110,Richard Sterne,1,,,
T110,T110,Bo Van Pelt,1,,,
T110,T110,Ben Curtis,1,,,
T110,T110,Jason Gore,1,,,
T110,T110,Boo Weekley,1,,,
T110,T110,Matt Jones,1,1.0,,
T110,T110,Louis Oosthuizen,1,,,
T110,T110,Chad Collins,1,,,
T110,T110,Troy Matteson,1,,,
T110,T110,Johnson Wagner,1,,,
T110,T110,Michael Putnam,1,,,
T110,T110,Martin Flores,1,,,1.0
T110,T110,Nicholas Thompson,1,,,1.0
T110,T110,George Coetzee,1,,,
T110,T110,Camilo Villegas,1,1.0,,
T110,T110,Jonas Blixt,1,,1.0,
T110,T110,Martin Laird,1,,,
T110,T110,Troy Merritt,1,,1.0,
T110,T110,Matteo Manassero,1,,,
T110,T110,Shane Lowry,1,,,
T110,T110,Michael Thompson,1,,,
T110,T110,Roberto Castro,1,,,
T110,T110,Charlie Beljan,1,,,
T110,T110,Kevin Chappell,1,,,
T110,T110,Kiradech Aphibarnrat,1,,,1.0
T110,T110,Jim Renner,1,,1.0,
T110,T110,Brice Garnett,1,,,
T110,T110,Danny Lee,1,,1.0,
T110,T110,Kyle Stanley,1,,,
T110,T110,Scott Stallings,1,1.0,,
T110,T110,Tommy Gainey,1,,,
