RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
1,1,Bubba Watson,76,314.3,40863,130
2,3,Dustin Johnson,58,311.0,32970,106
3,2,Rory McIlroy,66,310.5,37261,120
T4,T4,J.B. Holmes,86,308.0,52979,172
T4,T4,Andrew Loupe,65,308.0,37576,122
6,6,Brooks Koepka,56,307.0,34389,112
7,7,Robert Garrigus,80,306.1,48974,160
8,8,Jhonattan Vegas,77,304.8,45726,150
T9,T9,Gary Woodland,93,304.1,53218,175
T9,T9,Charles Howell III,106,304.1,62028,204
11,11,Charlie Beljan,76,303.8,43741,144
12,12,Ángel Cabrera,69,303.7,41915,138
13,T13,Adam Scott,68,303.5,41275,136
T14,T13,Jason Kokrak,65,303.4,39447,130
T14,T13,Graham DeLaet,80,303.4,42781,141
16,16,Jamie Lovemark,64,302.4,36292,120
17,17,Keegan Bradley,89,302.2,48344,160
18,19,Jason Day,54,301.2,28914,96
19,18,Jimmy Walker,98,301.0,52978,176
20,20,Lucas Glover,68,300.6,37276,124
T21,T21,Louis Oosthuizen,50,300.5,25240,84
T21,T21,Sean O'Hair,77,300.5,46271,154
T23,24,Ryan Palmer,85,300.4,48665,162
T23,23,Scott Stallings,77,300.4,43257,144
25,25,Robert Streb,75,300.0,42598,142
T26,T26,Harris English,95,299.2,52660,176
T26,T26,Charley Hoffman,93,299.2,53254,178
28,28,Brendan Steele,89,298.9,48417,162
29,29,Steven Bowditch,93,298.1,55447,186
30,30,Charl Schwartzel,64,297.8,36930,124
31,31,Shawn Stefani,60,297.7,35723,120
32,32,Marc Leishman,81,297.6,45239,152
T33,T33,Kyle Stanley,87,297.5,47008,158
T33,T37,Rickie Fowler,91,297.5,45808,154
T33,T33,Hudson Swafford,75,297.5,42248,142
36,35,Will Wilcox,51,297.3,29133,98
37,36,Martin Laird,66,297.2,34477,116
38,T37,Derek Ernst,80,297.0,42770,144
39,39,Troy Matteson,62,296.7,34422,116
40,40,Seung-Yul Noh,92,296.5,54555,184
T41,T41,Matt Jones,83,296.3,46823,158
T41,T41,Davis Love III,74,296.3,42664,144
43,43,Kevin Chappell,100,296.2,54493,184
44,44,Martin Flores,85,296.0,47957,162
T45,T45,Nick Watney,80,295.8,39636,134
T45,T45,Hunter Mahan,88,295.8,50294,170
47,T47,Carl Pettersson,91,295.5,53784,182
48,T47,Morgan Hoffmann,103,295.4,58486,198
49,T49,Justin Rose,70,295.1,37779,128
50,T49,Martin Kaymer,65,294.9,35391,120
51,T49,Hideki Matsuyama,82,294.8,44217,150
52,52,Jim Herman,62,294.7,34181,116
T53,T53,Josh Teater,90,294.6,49496,168
T53,T53,Andres Romero,81,294.6,45363,154
55,55,Kevin Tway,64,294.5,35342,120
