RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
56,56,Brad Fritsch,50,294.4,28267,96
57,61,Sergio Garcia,61,294.3,29425,100
58,57,Rory Sabbatini,82,294.2,43537,148
59,58,Tommy Gainey,73,294.0,40569,138
60,59,Aaron Baddeley,74,293.8,39950,136
T61,60,Stewart Cink,91,293.7,51111,174
T61,T62,Russell Henley,92,293.7,51688,176
63,T62,Bud Cauley,56,293.4,32856,112
64,64,Henrik Stenson,56,293.2,29322,100
T65,T65,Paul Casey,56,293.0,30475,104
T65,T65,Michael Putnam,106,293.0,59769,204
T65,T65,Wes Roach,67,293.0,36919,126
T68,T69,Camilo Villegas,95,292.5,53231,182
T68,T69,Geoff Ogilvy,84,292.5,46799,160
70,71,Phil Mickelson,71,292.4,36840,126
T71,72,Lee Westwood,57,292.3,30397,104
T71,68,Patrick Reed,92,292.3,50267,172
73,73,Bill Haas,107,291.9,56626,194
74,74,Trevor Immelman,84,291.8,46685,160
75,75,Ben Martin,80,291.7,46668,160
T76,76,Kevin Stadler,90,291.6,49281,169
T76,77,Billy Horschel,92,291.6,47828,164
78,78,Bo Van Pelt,83,291.3,43695,150
79,79,Ernie Els,85,291.2,41354,142
T80,80,Ryo Ishikawa,75,291.0,41328,142
T80,81,Chris Kirk,105,291.0,58203,200
T82,T82,J.J. Henry,91,290.7,50590,174
T82,T82,Ricky Barnes,92,290.7,51170,176
T84,T84,Will MacKenzie,82,290.6,47666,164
T84,T84,Chesson Hadley,84,290.6,48814,168
86,86,John Rollins,84,290.1,44101,152
87,T87,Tyrone Van Aswegen,79,290.0,45234,156
88,89,David Lingmerth,80,289.8,41729,144
T89,T87,Jordan Spieth,102,289.7,54470,188
T89,90,Vijay Singh,83,289.7,48093,166
91,91,James Hahn,82,289.6,46337,160
92,92,Brice Garnett,92,289.3,50915,176
93,93,Michael Thompson,74,289.2,38172,132
94,95,Brian Harman,111,289.0,64149,222
95,94,John Senden,99,288.9,57207,198
96,96,Retief Goosen,94,288.8,49665,172
97,98,Kevin Streelman,79,288.6,40121,139
T98,97,Webb Simpson,87,288.5,48462,168
T98,99,Sangmoon Bae,76,288.5,41549,144
100,100,Boo Weekley,73,288.3,36614,127
101,101,Jim Renner,61,288.2,34013,118
T102,T102,Ian Poulter,57,288.1,29963,104
T102,T102,Jonathan Byrd,76,288.1,41481,144
T102,T102,Gonzalo Fernandez-Castaño,83,288.1,44938,156
T102,T102,John Peterson,62,288.1,34574,120
106,107,Brendon de Jonge,109,287.9,59893,208
T107,T108,Chad Campbell,57,287.8,30510,106
T107,T108,Kevin Kisner,85,287.8,48933,170
109,110,Luke Guthrie,85,287.6,48889,170
110,111,Jeff Overton,80,287.5,41396,144
111,112,Andrew Svoboda,77,287.4,44261,154
112,113,Scott Brown,100,287.2,55140,192
113,114,Johnson Wagner,69,287.1,37322,130
114,115,Nicholas Thompson,85,287.0,44203,154
115,116,Pat Perez,84,286.4,48114,168
116,117,Matt Every,85,286.3,46373,162
T117,T118,Jonas Blixt,64,286.1,30899,108
T117,T118,George McNeill,79,286.1,45200,158
119,120,Chris Stroud,88,285.8,48020,168
120,121,Russell Knox,92,285.7,52566,184
121,122,Brandt Snedeker,89,285.6,47126,165
T122,T123,John Merrick,87,285.3,42797,150
T122,T123,Jason Dufner,57,285.3,28526,100
124,125,Troy Merritt,62,285.2,35359,124
T125,T126,Justin Hicks,103,285.1,56456,198
T125,T126,Richard Lee,80,285.1,42188,148
T127,T128,Bronson La'Cassie,51,284.9,26779,94
T127,T128,Robert Allenby,83,284.9,46157,162
129,130,Ryan Moore,86,284.7,43280,152
130,131,Freddie Jacobson,91,284.6,51797,182
131,132,D.A. Points,75,284.5,36982,130
T132,T133,James Driscoll,71,284.2,40353,142
T132,T133,Danny Lee,84,284.2,45471,160
T134,T135,John Huh,87,283.9,44849,158
T134,T135,Roberto Castro,76,283.9,39746,140
136,137,Matt Kuchar,91,283.8,49943,176
137,138,Brian Stuard,91,283.4,49310,174
138,139,Erik Compton,88,283.3,49864,176
139,140,Cameron Tringale,111,282.9,60534,214
140,141,Tim Wilkinson,86,282.4,46321,164
T141,T142,Zach Johnson,97,282.2,54182,192
T141,T142,Daniel Summerhays,98,282.2,53054,188
143,144,Y.E. Yang,79,281.9,43973,156
144,145,Briny Baird,50,281.6,28159,100
145,146,Scott Langley,95,281.3,52320,186
146,147,Charlie Wi,72,281.0,39335,140
147,148,Greg Chalmers,85,280.7,45469,162
T148,150,Kevin Na,94,280.3,52700,188
T148,149,Brendon Todd,108,280.3,60260,215
150,151,Spencer Levin,59,280.1,33051,118
151,152,Jason Bohn,81,280.0,45363,162
152,153,K.J. Choi,80,279.8,42535,152
153,154,Mark Wilson,69,279.6,36346,130
154,155,Ben Curtis,77,279.5,40811,146
155,156,Jim Furyk,84,279.3,44681,160
156,157,David Hearn,97,279.1,51918,186
157,158,Ben Crane,81,279.0,45204,162
158,159,Bryce Molder,77,278.7,38458,138
159,160,Stuart Appleby,92,278.6,50148,180
T160,T161,Woody Austin,63,278.5,32861,118
T160,T161,William McGirt,96,278.5,53472,192
162,163,"Ted Potter, Jr.",68,278.4,37864,136
163,164,Brian Davis,93,278.2,49511,178
164,165,Luke Donald,57,278.1,28926,104
165,166,Graeme McDowell,66,278.0,32253,116
166,167,Heath Slocum,71,277.8,38340,138
167,168,Jerry Kelly,80,277.5,42183,152
168,170,Billy Hurley III,86,276.7,47597,172
169,171,Jeff Maggert,54,276.6,29877,108
170,172,D.H. Lee,54,276.2,27616,100
171,173,Ken Duke,80,275.5,40775,148
172,174,Chad Collins,78,275.4,40764,148
173,176,David Toms,64,275.1,34110,124
174,177,Tim Clark,75,272.2,38655,142
175,178,Brian Gay,81,271.6,38570,142
176,179,Mike Weir,69,271.2,35252,130
177,180,Justin Leonard,75,270.3,40539,150
