RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,TOP 10,1ST,2ND,3RD
1,1,Tiger Woods,14,6.0,3.0,
T2,T2,Jim Furyk,11,,2.0,1.0
T2,T2,Steve Stricker,11,3.0,2.0,1.0
T4,T6,Zach Johnson,9,2.0,1.0,1.0
T4,T4,Sean O'Hair,9,1.0,1.0,1.0
T4,T4,Kevin Na,9,,,2.0
7,T6,Kenny Perry,8,2.0,1.0,
T8,T8,Phil Mickelson,7,3.0,1.0,
T8,T8,David Toms,7,,3.0,
T8,T8,Ernie Els,7,,1.0,
T8,T8,John Senden,7,,1.0,
T12,T12,Padraig Harrington,6,,2.0,
T12,T22,Justin Leonard,6,,1.0,
T12,T12,Mike Weir,6,,1.0,1.0
T12,T12,Jerry Kelly,6,1.0,,1.0
T12,T12,Scott Verplank,6,,1.0,
T12,T12,Tim Petrovic,6,,,1.0
T12,T12,Jason Dufner,6,,1.0,1.0
T12,T12,Lucas Glover,6,1.0,1.0,1.0
T12,T12,Luke Donald,6,,1.0,
T12,T12,Hunter Mahan,6,,1.0,
T12,T12,Ryan Moore,6,1.0,,
T23,T22,Brandt Snedeker,5,,1.0,
T23,T22,Steve Marino,5,,1.0,
T23,T22,Dustin Johnson,5,1.0,,
T23,T22,Ian Poulter,5,,1.0,
T23,T22,Bo Van Pelt,5,1.0,,
T23,T22,Geoff Ogilvy,5,2.0,,
T23,T22,Matt Kuchar,5,1.0,,
T23,T22,Tim Clark,5,,1.0,
T23,T32,Stephen Ames,5,1.0,,
T23,T22,Retief Goosen,5,1.0,1.0,1.0
T33,T32,Stewart Cink,4,1.0,,1.0
T33,T32,Henrik Stenson,4,1.0,,1.0
T33,T50,Brian Davis,4,,1.0,
T33,T32,Charley Hoffman,4,,1.0,
T33,T32,Brian Gay,4,2.0,,
T33,T32,Paul Goydos,4,,1.0,1.0
T33,T32,Fred Couples,4,,,2.0
T33,T32,John Rollins,4,1.0,2.0,
T33,T32,Heath Slocum,4,1.0,,1.0
T33,T32,Ben Crane,4,,,1.0
T33,T32,Rory Sabbatini,4,1.0,1.0,
T33,T50,D.A. Points,4,,,1.0
T33,T32,Bill Haas,4,,,1.0
T33,T32,Y.E. Yang,4,2.0,,
T33,T32,Webb Simpson,4,,,
T33,T32,John Merrick,4,,1.0,
T33,T32,Camilo Villegas,4,,,1.0
T33,T32,John Mallinger,4,,1.0,1.0
T33,T32,Nick Watney,4,1.0,1.0,
T52,T50,Marc Leishman,3,,1.0,
T52,T50,Anthony Kim,3,,1.0,2.0
T52,T50,Rory McIlroy,3,,,1.0
T52,T50,Jeff Overton,3,,,
T52,T50,Jeff Klauk,3,,,
T52,T79,George McNeill,3,,2.0,
T52,T50,Paul Casey,3,1.0,1.0,
T52,T50,D.J. Trahan,3,,,
T52,T50,Bryce Molder,3,,1.0,
T52,T50,J.J. Henry,3,,1.0,
T52,T50,Sergio Garcia,3,,,
T52,T50,Mark Wilson,3,1.0,,1.0
T52,T50,Charles Howell III,3,,2.0,
T52,T50,Mark Calcavecchia,3,,,
T52,T50,Brett Quigley,3,,3.0,
T52,T50,Woody Austin,3,,,
