RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
1,1,Tiger Woods,64,68.052,4268,- 48.780,62
2,2,Steve Stricker,81,69.286,5491,- 17.378,79
3,3,Jim Furyk,86,69.477,5812,- 45.439,83
4,4,Zach Johnson,94,69.601,6423,- 19.726,92
5,6,Tim Clark,81,69.658,5435,- 1.690,78
6,7,Hunter Mahan,94,69.691,6450,- 38.440,92
7,5,David Toms,98,69.73,6836,- 2.507,98
8,8,Kenny Perry,92,69.789,6383,- 32.207,91
9,9,Steve Marino,98,69.903,6869,- 18.506,98
10,10,Sean O'Hair,80,69.947,5354,- 38.029,76
11,11,Retief Goosen,74,69.961,5162,- 54.826,73
12,12,Lucas Glover,93,69.97,6542,- 34.776,93
13,13,Luke Donald,79,70.012,5356,- 35.103,76
14,14,Scott Verplank,88,70.037,6159,4.290,88
15,15,Sergio Garcia,59,70.056,4096,- 32.725,58
16,16,John Senden,100,70.057,7018,- 12.341,100
17,17,Robert Allenby,71,70.067,4957,- 52.290,70
18,18,Nick Watney,86,70.071,6053,- 26.896,86
19,24,Justin Leonard,95,70.094,6362,16.583,91
20,19,Ian Poulter,59,70.101,3967,- 41.367,56
21,20,Matt Kuchar,82,70.112,5748,1.222,82
22,21,Jerry Kelly,90,70.119,6301,9.748,90
23,22,Kevin Na,91,70.128,6389,- 7.330,91
24,23,Jason Day,61,70.132,4275,3.069,61
25,25,Ángel Cabrera,55,70.175,3842,- 52.536,54
26,26,Bryce Molder,69,70.208,4838,6.336,69
27,27,Ernie Els,70,70.212,4670,- 36.006,66
28,28,Phil Mickelson,66,70.218,4462,- 38.258,63
T29,29,Mike Weir,85,70.228,5915,- 15.882,84
T29,34,George McNeill,82,70.228,5774,- 15.337,82
31,30,Padraig Harrington,66,70.229,4618,- 53.110,65
32,37,Stephen Ames,77,70.248,5264,4.598,75
33,31,Camilo Villegas,76,70.29,5170,- 38.845,73
34,33,Jason Dufner,90,70.307,6343,- 15.387,90
35,35,Mark Wilson,99,70.313,6951,10.025,99
36,36,Geoff Ogilvy,78,70.316,5089,- 26.223,72
37,32,Bo Van Pelt,100,70.357,7012,23.705,100
38,40,J.J. Henry,97,70.362,6833,- 7.894,97
39,38,Ben Crane,93,70.376,6542,3.011,93
40,51,Justin Rose,71,70.389,4955,- 27.767,70
41,39,Brian Gay,96,70.4,6753,5.381,96
42,42,Dustin Johnson,85,70.414,5920,- 5.202,84
43,43,Boo Weekley,79,70.427,5458,- 35.131,77
44,52,Nick O'Hern,90,70.429,6335,3.591,90
45,T44,Chad Campbell,90,70.43,6328,10.671,90
46,46,Charley Hoffman,97,70.438,6821,11.500,97
47,T44,Charles Howell III,99,70.459,6991,- 15.605,99
48,48,Y.E. Yang,83,70.46,5870,- 21.819,83
49,50,Stewart Cink,79,70.465,5190,- 46.076,73
50,41,Brandt Snedeker,81,70.474,5716,- 7.591,81
T51,T54,Anthony Kim,76,70.507,5226,- 8.492,74
T51,T54,Greg Chalmers,85,70.507,5949,44.061,85
53,58,Woody Austin,84,70.527,5937,- 12.698,84
54,61,Bill Haas,91,70.53,6403,15.235,91
55,47,Chris Riley,77,70.535,5400,31.193,77
56,49,Harrison Frazar,93,70.538,6528,32.011,93
57,60,Rory Sabbatini,81,70.544,5649,- 5.518,80
58,53,Davis Love III,89,70.55,6150,- 12.162,87
59,62,Kevin Sutherland,96,70.561,6717,- 13.698,95
60,63,Bob Estes,78,70.568,5498,6.301,78
61,65,Marc Leishman,91,70.587,6425,- 1.596,91
62,59,Kevin Streelman,97,70.591,6839,8.311,97
63,67,Ryan Moore,89,70.598,6271,12.200,89
64,68,Rod Pampling,72,70.607,5030,- 16.933,71
65,69,Bubba Watson,73,70.61,5170,- 15.474,73
66,64,Heath Slocum,95,70.612,6700,8.128,95
67,56,Freddie Jacobson,83,70.617,5864,- 2.772,83
68,70,Bill Lunde,83,70.623,5846,15.707,83
69,73,James Nitties,86,70.637,6078,- 3.209,86
70,57,Briny Baird,89,70.641,6267,20.071,89
71,66,Charlie Wi,92,70.657,6482,18.454,92
72,79,Tom Lehman,55,70.661,3928,- 41.639,55
T73,76,Vijay Singh,71,70.662,4908,- 32.301,69
T73,81,Jonathan Byrd,89,70.662,6258,30.928,89
75,78,Fred Couples,54,70.664,3815,.858,54
T76,80,Scott Sterling,51,70.683,3596,8.839,51
T76,72,Paul Goydos,79,70.683,5612,- 28.019,79
T78,83,Chris DiMarco,97,70.688,6837,19.781,97
T78,90,Brian Davis,103,70.688,7265,15.817,103
80,82,Tag Ridings,50,70.696,3516,18.808,50
81,71,Michael Letzig,96,70.708,6769,18.972,96
82,89,Greg Owen,97,70.711,6821,38.002,97
83,92,Jeff Overton,92,70.72,6541,- 34.782,92
84,74,John Mallinger,90,70.73,6369,- 3.304,90
T85,91,Kevin Stadler,65,70.732,4578,19.569,65
T85,75,Tim Petrovic,97,70.732,6831,29.993,97
87,93,Chris Stroud,88,70.748,6206,19.848,88
88,94,Scott McCarron,91,70.753,6421,17.490,91
89,95,Troy Matteson,95,70.762,6704,18.378,95
90,87,Jeff Klauk,97,70.777,6845,20.392,97
91,88,Matt Jones,56,70.811,3938,27.406,56
92,98,Spencer Levin,75,70.813,5283,27.968,75
93,84,Robert Garrigus,83,70.814,5845,32.567,83
94,77,Michael Allen,73,70.815,5164,5.524,73
95,101,Vaughn Taylor,88,70.818,6204,27.941,88
96,105,Matt Weibring,65,70.825,4575,28.647,65
97,85,Ted Purdy,101,70.827,7139,14.498,101
98,96,Brett Quigley,92,70.833,6503,13.635,92
99,104,Mathew Goggin,76,70.834,5259,- 17.289,74
100,86,Corey Pavin,73,70.84,5152,19.297,73
101,99,Jason Bohn,88,70.847,6196,38.505,88
102,100,Tim Herron,87,70.86,6141,23.807,87
103,107,Pat Perez,74,70.864,5099,3.190,72
104,103,Cameron Beckman,87,70.868,6149,16.479,87
105,106,Webb Simpson,94,70.875,6647,15.287,94
106,102,D.J. Trahan,96,70.877,6768,36.175,96
107,97,Lee Janzen,74,70.902,5233,13.760,74
108,108,Patrick Sheehan,51,70.903,3595,21.032,51
109,117,D.A. Points,99,70.931,7002,20.174,99
110,110,John Merrick,91,70.936,6446,9.137,91
111,109,Scott Piercy,85,70.957,6009,22.319,85
112,111,Cliff Kresge,78,70.961,5527,7.951,78
113,113,Ben Curtis,63,70.978,4441,- 40.378,62
114,114,Alex Cejka,82,70.98,5806,14.332,82
115,119,Joe Ogilvie,85,70.992,6000,34.360,85
116,122,Rich Beem,77,71.035,5447,22.675,77
117,115,Steve Flesch,77,71.055,5470,1.263,77
118,121,Bob Heintz,59,71.07,4157,36.135,59
119,112,Rocco Mediate,79,71.093,5629,- 12.644,79
120,118,Charles Warren,63,71.097,4465,14.109,63
121,126,Ryuji Imada,85,71.107,6049,- 4.888,85
122,125,Dean Wilson,81,71.117,5726,34.487,81
123,120,Steve Elkington,70,71.119,4948,30.345,70
124,123,Tom Pernice Jr.,82,71.127,5805,27.431,82
125,124,Richard Johnson,85,71.139,6025,21.803,85
126,127,Aaron Baddeley,66,71.153,4635,- 10.077,65
127,134,Jeff Maggert,79,71.169,5596,26.342,79
128,129,Bart Bryant,58,71.177,4137,- 8.712,58
129,131,Nathan Green,104,71.185,7389,14.253,104
130,135,K.J. Choi,65,71.205,4577,- 19.882,64
131,133,Brendon de Jonge,90,71.225,6384,26.233,90
132,128,Tommy Armour III,58,71.227,4123,8.170,58
133,136,Martin Laird,72,71.232,5108,20.698,72
134,140,John Rollins,92,71.243,6548,6.399,92
135,132,Joe Durant,62,71.25,4388,29.512,62
136,141,David Mathis,82,71.304,5828,18.919,82
137,145,Johnson Wagner,81,71.312,5745,31.241,81
138,139,Aron Price,89,71.329,6323,25.246,89
139,150,Nicholas Thompson,96,71.336,6822,26.212,96
140,147,Chez Reavie,81,71.361,5746,34.247,81
141,142,Ricky Barnes,67,71.371,4778,3.828,67
142,149,Daniel Chopra,89,71.372,6322,30.115,89
143,155,Jimmy Walker,74,71.379,5250,32.049,74
144,143,Matt Bettencourt,98,71.38,6980,15.211,98
145,152,Jeff Quinney,78,71.415,5539,31.377,78
146,144,Jarrod Lyle,65,71.423,4623,19.518,65
147,154,Stuart Appleby,79,71.43,5599,- 27.467,78
148,148,Glen Day,79,71.449,5608,36.437,79
149,151,Mark Calcavecchia,72,71.455,5122,22.724,72
150,146,Kris Blanks,60,71.457,4242,45.395,60
151,156,Jay Williamson,69,71.458,4897,33.591,69
152,157,Andres Romero,58,71.462,4071,2.333,57
153,164,Kent Jones,73,71.489,5198,20.684,73
154,158,Ryan Palmer,78,71.491,5546,30.316,78
155,163,Todd Hamilton,83,71.505,5938,- 3.080,83
156,160,Casey Wittenberg,71,71.52,5044,33.934,71
157,161,J.B. Holmes,74,71.523,5327,- 34.283,74
158,167,Carl Pettersson,86,71.544,6150,2.775,86
159,162,Steve Lowery,83,71.564,5908,31.786,83
160,165,Kirk Triplett,60,71.565,4266,27.885,60
161,153,Brad Adamonis,70,71.574,4989,21.194,70
162,159,Ken Duke,87,71.596,6205,23.813,87
163,166,Mark Brooks,55,71.606,3911,27.349,55
164,168,Colt Knost,71,71.67,5055,33.549,71
165,169,Jason Gore,74,71.693,5273,32.313,74
166,172,Adam Scott,53,71.72,3747,- 17.554,52
167,176,Will MacKenzie,69,71.742,4937,13.189,69
168,170,Peter Lonard,86,71.766,6150,21.889,86
169,171,Brian Vranesh,51,71.782,3643,17.864,51
170,175,Gary Woodland,53,71.839,3812,- 4.508,53
171,173,Darron Stiles,52,71.853,3719,17.366,52
172,174,Billy Mayfair,83,71.952,5967,5.012,83
173,177,Marc Turnesa,77,72.177,5562,- 4.334,77
174,178,Peter Tomasulo,61,72.261,4391,16.901,61
175,180,Brian Bateman,55,72.298,3949,27.388,55
176,179,David Duval,56,72.303,4045,3.954,56
177,181,Parker McLachlin,71,72.431,5129,13.611,71
178,182,Derek Fathauer,63,72.439,4538,25.662,63
179,184,Rick Price,54,72.515,3892,23.825,54
180,183,Leif Olson,51,72.52,3684,14.522,51
181,186,Greg Kraft,51,72.654,3711,- 5.649,51
182,185,Brendon Todd,53,72.758,3855,1.197,53
183,187,Brad Faxon,59,72.961,4290,14.721,59
184,188,Eric Axley,71,73.114,5178,13.111,71
