RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED,COUNTRY
1,2.0,Lee Westwood,47,8.7,409.07,-253.94,319.91,
2,1.0,Tiger Woods,40,8.25,330.15,-366.56,110.02,
3,3.0,Martin Kaymer,49,7.81,382.77,-191.46,341.21,
4,4.0,Phil Mickelson,43,7.61,327.44,-283.45,247.69,
5,5.0,Steve Stricker,42,6.94,291.61,-224.02,215.46,
6,6.0,Jim Furyk,45,6.87,309.34,-207.86,240.77,
7,7.0,Paul Casey,43,6.16,265.03,-205.05,234.44,
8,8.0,Luke Donald,54,5.9,318.57,-120.66,309.26,
9,13.0,Graeme McDowell,52,5.57,289.56,-118.97,267.25,
10,9.0,Rory McIlroy,55,5.53,304.22,-202.45,229.52,
11,10.0,Matt Kuchar,51,5.22,266.29,-96.86,254.96,
12,11.0,Ernie Els,58,5.14,298.05,-193.48,272.69,
13,12.0,Dustin Johnson,49,4.97,243.56,-113.97,235.57,
14,16.0,Ian Poulter,47,4.57,214.58,-184.37,163.0,
15,30.0,Francesco Molinari,55,4.5,247.32,-108.14,211.26,
16,15.0,Hunter Mahan,52,4.33,225.14,-132.45,194.78,
17,14.0,Edoardo Molinari,53,4.32,229.18,-79.24,191.64,
18,17.0,Retief Goosen,58,4.28,248.33,-176.39,196.74,
19,18.0,Zach Johnson,52,3.99,207.65,-144.95,163.74,
20,40.0,Adam Scott,50,3.97,198.36,-90.24,158.69,
21,19.0,Padraig Harrington,54,3.96,213.85,-217.14,136.68,
22,22.0,Robert Allenby,58,3.85,223.39,-173.09,166.08,
23,20.0,Louis Oosthuizen,52,3.78,196.81,-87.18,201.32,
24,21.0,Anthony Kim,45,3.76,169.33,-167.4,154.45,
25,32.0,Rickie Fowler,40,3.72,148.67,-36.28,157.32,
26,23.0,Bubba Watson,46,3.65,167.79,-72.56,162.88,
27,25.0,Miguel Angel Jiménez,57,3.62,206.11,-118.28,194.03,
28,24.0,Justin Rose,54,3.6,194.49,-95.17,187.68,
29,28.0,Ross Fisher,49,3.51,172.18,-145.08,111.64,
30,26.0,Nick Watney,52,3.48,181.02,-124.49,147.29,
31,27.0,Camilo Villegas,52,3.4,177.06,-176.54,170.68,
32,31.0,Tim Clark,55,3.33,182.89,-133.19,167.67,
33,34.0,Jason Day,42,3.3,138.77,-45.04,130.23,
34,33.0,Charl Schwartzel,54,3.29,177.55,-116.0,178.79,
35,52.0,Ben Crane,53,3.28,173.9,-79.46,177.9,
36,29.0,Sean O'Hair,50,3.21,160.64,-154.76,104.55,
37,37.0,Y.E. Yang,54,3.18,171.71,-124.95,119.97,
38,51.0,Ryo Ishikawa,58,3.17,184.01,-108.87,129.14,
39,35.0,Robert Karlsson,42,3.16,132.59,-136.91,137.76,
40,48.0,K.T. Kim,53,3.12,165.23,-43.0,140.89,
41,36.0,Geoff Ogilvy,51,3.1,157.96,-185.24,120.7,
42,42.0,Peter Hanson,48,3.07,147.23,-95.16,125.72,
43,41.0,Ryan Moore,53,3.0,158.94,-81.43,123.07,
44,38.0,Bo Van Pelt,58,2.97,172.33,-63.17,167.78,
45,39.0,Stewart Cink,47,2.91,136.77,-141.07,80.53,
46,43.0,K.J. Choi,53,2.88,152.49,-84.61,159.48,
47,55.0,Martin Laird,55,2.76,151.98,-55.23,126.33,
48,47.0,Henrik Stenson,48,2.72,130.56,-187.45,67.57,
49,50.0,Jeff Overton,54,2.69,145.26,-53.63,141.7,
50,46.0,Charley Hoffman,51,2.69,136.96,-57.95,120.44,
51,44.0,Lucas Glover,51,2.67,136.36,-139.59,72.3,
52,45.0,Ángel Cabrera,45,2.64,118.98,-124.08,68.37,
53,49.0,Alvaro Quiros,53,2.58,136.6,-119.38,132.3,
54,54.0,Heath Slocum,58,2.51,145.48,-80.08,114.79,
55,53.0,Yuta Ikeda,54,2.5,134.9,-68.37,88.48,
56,57.0,Ryan Palmer,55,2.39,131.26,-48.18,146.01,
57,59.0,Bill Haas,56,2.36,132.29,-54.05,133.56,
58,58.0,Kevin Na,54,2.28,122.87,-86.96,101.8,
59,62.0,Hiroyuki Fujita,56,2.24,125.28,-73.46,98.83,
60,56.0,Kenny Perry,47,2.22,104.48,-189.19,48.19,
61,67.0,Richard Green,47,2.22,104.47,-50.48,94.49,
62,73.0,Brendan Jones,40,2.21,88.57,-55.52,67.63,
63,64.0,WC Liang,45,2.19,98.62,-56.22,74.28,
64,60.0,Scott Verplank,46,2.17,99.64,-76.9,74.27,
65,63.0,J.B. Holmes,53,2.12,112.42,-70.9,118.16,
66,61.0,Rhys Davies,58,2.12,122.68,-59.9,118.7,
67,70.0,Seung-Yul Noh,42,2.04,85.85,-33.38,89.89,
68,65.0,David Toms,52,2.02,104.79,-86.98,71.81,
69,75.0,Fredrik Andersson Hed,47,2.01,94.39,-25.1,93.49,
70,66.0,Danny Willett,48,2.0,96.0,-38.28,86.96,
71,83.0,Toru Taniguchi,42,2.0,83.81,-36.63,71.44,
72,101.0,Stuart Appleby,58,1.98,114.55,-63.07,97.22,
73,89.0,Brian Davis,58,1.97,114.25,-62.76,105.05,
74,69.0,Sergio Garcia,49,1.97,96.44,-210.69,64.27,
75,72.0,Ricky Barnes,53,1.94,102.58,-44.84,102.51,
76,68.0,Michael Sim,47,1.91,89.59,-64.71,58.29,
77,104.0,Anders Hansen,53,1.9,100.56,-87.04,59.16,
78,71.0,Simon Dyson,58,1.88,109.13,-89.96,56.03,
79,74.0,Bryce Molder,51,1.84,93.94,-55.76,74.4,
80,95.0,Søren Kjeldsen,53,1.83,97.22,-110.34,61.14,
81,77.0,Oliver Wilson,53,1.81,95.67,-104.54,67.0,
82,78.0,Brandt Snedeker,54,1.77,95.45,-65.31,81.24,
83,80.0,Jason Dufner,54,1.76,94.88,-64.76,59.57,
84,76.0,Stephen Gallacher,42,1.75,73.61,-22.66,81.35,
85,79.0,Vijay Singh,47,1.75,82.08,-139.98,70.12,
86,88.0,Matteo Manassero,40,1.72,68.71,-7.85,66.97,
87,81.0,Thongchai Jaidee,58,1.71,98.99,-104.88,78.57,
88,87.0,Gonzalo Fernandez-Castaño,54,1.69,91.01,-82.84,64.94,
89,82.0,David Horsey,51,1.67,85.03,-45.43,87.63,
90,84.0,Rory Sabbatini,58,1.66,96.28,-90.48,77.7,
91,85.0,Tetsuji Hiratsuka,58,1.66,96.1,-45.45,85.99,
92,90.0,John Senden,58,1.65,95.76,-76.96,60.48,
93,86.0,Brian Gay,58,1.65,95.62,-109.7,63.27,
94,98.0,Shunsuke Sonoda,40,1.63,65.12,-4.09,67.96,
95,94.0,Chris Wood,50,1.59,79.67,-56.21,63.21,
96,91.0,Steve Marino,58,1.57,91.22,-88.14,73.54,
97,110.0,Raphael Jacquelin,58,1.55,89.98,-48.8,68.35,
98,96.0,Vaughn Taylor,54,1.55,83.66,-42.79,81.78,
99,97.0,Marc Leishman,58,1.54,89.05,-64.43,66.02,
100,103.0,Grégory Bourdy,53,1.53,81.32,-56.65,46.42,
101,92.0,Brendon de Jonge,58,1.53,88.52,-39.75,96.98,
102,102.0,Darren Clarke,53,1.51,80.27,-65.6,68.64,
103,100.0,Davis Love III,51,1.5,76.57,-78.18,67.44,
104,99.0,Stephen Ames,46,1.49,68.71,-76.53,45.06,
105,93.0,Justin Leonard,54,1.49,80.5,-95.24,51.09,
106,113.0,Carl Pettersson,58,1.49,86.33,-51.03,89.94,
107,105.0,Peter Lawrie,55,1.46,80.56,-47.21,66.9,
108,154.0,Joost Luiten,40,1.45,57.99,-7.62,61.56,
109,114.0,Alejandro Cañizares,51,1.45,73.87,-21.53,73.98,
110,128.0,Jamie Donaldson,51,1.44,73.33,-42.13,60.3,
111,112.0,Tom Gillis,44,1.44,63.14,-28.61,54.84,
112,115.0,Brett Rumford,53,1.42,75.49,-29.31,77.24,
113,131.0,Thomas Bjørn,48,1.42,68.23,-30.53,69.63,
114,106.0,Jonathan Byrd,51,1.42,72.43,-43.92,57.15,
115,111.0,Freddie Jacobson,49,1.42,69.4,-56.32,61.07,
116,107.0,Koumei Oda,51,1.42,72.19,-60.12,40.87,
117,108.0,Soren Hansen,55,1.41,77.32,-95.73,45.43,
118,119.0,Grégory Havret,51,1.39,70.81,-33.14,73.39,
119,118.0,Charlie Wi,56,1.37,76.45,-56.79,69.49,
120,163.0,Katsumasa Miyamoto,52,1.36,70.85,-30.77,57.89,
121,109.0,Simon Khan,54,1.36,73.57,-25.47,75.88,
122,132.0,Jamie Lovemark,40,1.36,54.31,-12.71,53.02,
123,120.0,Jason Bohn,51,1.35,69.06,-45.89,62.06,
124,116.0,Gary Boyd,45,1.35,60.66,-21.33,51.37,
125,121.0,Johan Edfors,52,1.34,69.82,-53.65,53.36,
126,126.0,Jerry Kelly,56,1.33,74.74,-73.24,49.19,
127,124.0,John Parry,55,1.33,73.19,-15.87,63.07,
128,122.0,Alex Noren,49,1.33,64.95,-72.22,29.41,
129,123.0,Shingo Katayama,52,1.32,68.78,-90.43,41.7,
130,130.0,Robert-Jan Derksen,52,1.32,68.59,-42.87,53.99,
131,138.0,Kevin Streelman,58,1.32,76.4,-45.49,70.42,
132,165.0,Gareth Maybin,52,1.31,68.04,-52.93,54.94,
133,167.0,Damian McGrane,58,1.31,75.79,-47.16,62.27,
134,139.0,D.J. Trahan,58,1.3,75.66,-57.98,75.53,
135,146.0,Arjun Atwal,40,1.29,51.79,-14.97,53.06,
136,117.0,Ross McGowan,55,1.28,70.19,-64.96,26.18,
137,125.0,Chad Campbell,54,1.27,68.81,-85.89,43.04,
138,127.0,Nicolas Colsaerts,45,1.26,56.61,-30.45,36.81,
139,133.0,Shane Lowry,48,1.26,60.24,-36.53,47.55,
140,137.0,Sangmoon Bae,40,1.25,49.93,-32.34,38.31,
141,140.0,Chris Kirk,40,1.25,49.92,-9.45,56.25,
142,135.0,John Rollins,53,1.25,66.11,-70.32,48.34,
143,145.0,Charles Howell III,57,1.24,70.96,-64.08,65.37,
144,206.0,Richie Ramsay,57,1.24,70.72,-42.33,42.81,
145,134.0,Robert Rock,57,1.24,70.47,-46.98,58.28,
146,129.0,Mike Weir,44,1.23,54.24,-108.39,26.75,
147,144.0,Michio Matsumura,50,1.23,61.28,-21.33,52.67,
148,147.0,Ignacio Garrido,58,1.22,70.94,-38.07,60.46,
149,259.0,Robert Garrigus,48,1.21,58.0,-24.66,53.4,
150,141.0,Paul Goydos,52,1.2,62.32,-61.85,48.52,
151,136.0,Bradley Dredge,53,1.19,63.14,-41.06,50.55,
152,150.0,Christian Nilsson,40,1.18,47.34,-27.15,33.56,
153,148.0,Thomas Aiken,55,1.18,64.71,-51.54,54.6,
154,142.0,Marcus Fraser,53,1.16,61.37,-37.73,60.91,
155,143.0,Ben Curtis,46,1.16,53.13,-86.01,39.84,
156,151.0,James Kingston,52,1.15,59.88,-64.73,33.34,
157,160.0,Daisuke Maruyama,55,1.15,63.26,-40.38,40.21,
158,164.0,Ryuichi Oda,50,1.14,57.23,-33.81,25.3,
159,149.0,Greg Chalmers,58,1.14,65.95,-46.0,44.24,
160,312.0,Daniel Gaunt,40,1.12,44.88,-1.7,44.83,
161,156.0,Han Lee,43,1.12,48.23,-20.15,34.58,
162,153.0,Andres Romero,45,1.11,50.09,-61.44,44.56,
163,155.0,Jbe' Kruger,42,1.1,46.36,-15.11,52.26,
164,171.0,Takashi Kanemoto,48,1.1,52.85,-19.1,42.5,
165,158.0,Tim Petrovic,58,1.1,63.73,-46.27,45.19,
166,166.0,Thaworn Wiratchant,47,1.09,51.34,-32.86,43.26,
167,162.0,Matt Jones,46,1.09,49.94,-26.71,50.08,
168,172.0,Shigeki Maruyama,55,1.08,59.67,-42.16,33.12,
169,168.0,Jacob DONOTUSE,40,1.08,43.01,-8.58,40.93,
170,177.0,Jeev Milkha Singh,58,1.08,62.36,-117.58,42.54,
171,159.0,Alex Cejka,58,1.07,62.23,-36.61,53.19,
172,152.0,James Morrison,49,1.07,52.22,-20.12,56.05,
173,157.0,Shaun Micheel,43,1.06,45.65,-13.86,48.92,
174,170.0,Jhonattan Vegas,42,1.03,43.15,-7.64,41.33,
175,175.0,Tadahiro Takayama,46,1.02,46.85,-13.83,39.4,
176,161.0,Pat Perez,50,1.02,50.84,-64.93,38.73,
177,176.0,Nick O'Hern,40,1.01,40.29,-51.76,18.97,
178,179.0,Richard Johnson,56,1.01,56.3,-31.48,50.62,
179,182.0,Andrew Dodt,46,1.0,45.91,-29.53,50.66,
180,169.0,Blake Adams,47,1.0,46.87,-30.23,35.81,
181,173.0,Corey Pavin,40,0.99,39.49,-21.12,36.57,
182,195.0,Anthony Wall,50,0.98,48.87,-69.42,26.67,
183,204.0,Ryuji Imada,56,0.97,54.43,-52.09,52.45,
184,189.0,Steve Elkington,45,0.96,43.36,-18.8,44.72,
185,178.0,Graham DeLaet,45,0.96,43.17,-29.38,39.91,
186,174.0,Derek Lamely,47,0.96,44.99,-27.3,38.86,
187,193.0,Kenichi Kuboya,54,0.95,51.35,-57.45,19.37,
188,190.0,Mark Tullo,40,0.95,38.02,-7.52,36.9,
189,212.0,Hunter Haas,49,0.95,46.57,-13.29,44.46,
190,184.0,Kevin Chappell,40,0.95,37.86,-13.36,38.84,
190,180.0,John Mallinger,58,0.95,54.89,-54.03,32.88,
192,192.0,Chad Collins,51,0.94,48.09,-34.33,32.21,
193,183.0,D.A. Points,58,0.94,54.6,-42.92,43.22,
194,181.0,Tom Watson,40,0.94,37.45,-34.12,18.75,
195,196.0,George Murray,42,0.93,39.25,-9.38,41.14,
196,188.0,Michael Allen,40,0.93,37.27,-34.46,31.0,
197,187.0,Mikko Ilonen,52,0.93,48.12,-25.95,42.14,
197,194.0,Kiradech Aphibarnrat,55,0.93,50.89,-19.18,41.83,
199,191.0,Chris Couch,40,0.92,36.95,-10.19,45.65,
200,185.0,Fred Couples,40,0.91,36.6,-46.31,26.36,
201,186.0,Yasuharu Imano,40,0.91,36.57,-43.26,7.77,
202,202.0,Gaganjeet Bhullar,40,0.9,36.19,-29.49,23.86,
203,198.0,David Duval,46,0.9,41.56,-30.97,34.73,
204,203.0,Hideto Tanihara,56,0.89,49.92,-43.18,37.66,
205,387.0,Brendan Steele,44,0.89,39.19,-7.21,37.07,
206,216.0,Mark Wilson,56,0.89,49.63,-64.13,31.28,
207,197.0,Kevin Sutherland,52,0.88,45.95,-72.43,31.03,
208,218.0,Steve Webster,50,0.88,44.04,-46.15,27.23,
209,200.0,Webb Simpson,58,0.88,50.92,-39.9,41.94,
210,217.0,Rafa Cabrera Bello,58,0.88,50.89,-51.32,27.82,
211,201.0,Fabrizio Zanotti,51,0.87,44.37,-22.46,33.69,
212,199.0,Josh Teater,57,0.86,49.26,-24.65,36.69,
213,213.0,J.J. Henry,55,0.86,47.04,-38.69,39.82,
214,214.0,J.P. Hayes,40,0.85,34.14,-17.19,39.81,
215,208.0,George McNeill,55,0.85,46.78,-50.7,29.09,
216,210.0,Peter Hedblom,52,0.85,44.21,-48.46,25.66,
217,207.0,Troy Matteson,58,0.85,49.16,-39.45,30.52,
218,209.0,Alvaro Velasco,47,0.84,39.69,-10.9,41.04,
219,205.0,Garrett Willis,47,0.84,39.51,-23.3,29.52,
220,211.0,Boo Weekley,51,0.84,42.78,-53.9,33.05,
221,237.0,Pariya Junhasavasdikul,40,0.83,33.27,-2.87,33.05,
222,220.0,David Lynn,53,0.83,43.98,-36.32,36.33,
223,219.0,Thomas Levet,48,0.82,39.52,-50.88,18.13,
224,221.0,José Manuel Lara,58,0.82,47.61,-27.0,39.31,
225,223.0,Alex Prugh,52,0.81,42.13,-27.98,44.74,
226,224.0,Rocco Mediate,48,0.81,38.87,-36.71,32.38,
227,236.0,Bernd Wiesberger,49,0.81,39.56,-7.17,39.37,
228,222.0,Chris Riley,47,0.81,37.9,-19.33,32.03,
229,230.0,Kevin Stadler,50,0.81,40.28,-28.39,35.93,
230,215.0,Graeme Storm,57,0.8,45.88,-45.07,29.69,
231,227.0,Tommy Gainey,55,0.8,44.04,-17.48,46.92,
232,228.0,Floris De Vries,40,0.8,31.97,-2.79,34.76,
233,225.0,Oscar Floren,41,0.79,32.39,-7.41,30.36,
234,235.0,Cameron Beckman,51,0.78,39.95,-40.52,40.77,
