RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
T79,T92,Sean O'Hair,98,64.71,891,1377
T79,78,K.J. Choi,87,64.71,772,1193
81,90,Boo Weekley,101,64.65,878,1358
82,80,Kenny Perry,83,64.61,745,1153
83,82,Tom Johnson,74,64.57,647,1002
84,74,Tripp Isenhour,86,64.37,737,1145
T85,86,Michael Allen,74,64.31,627,975
T85,84,Ted Purdy,102,64.31,881,1370
87,T98,Vaughn Taylor,91,64.2,780,1215
88,81,Johnson Wagner,97,64.18,869,1354
89,89,Lucas Glover,98,64.14,873,1361
90,96,Greg Owen,81,64.08,710,1108
91,91,Tom Lehman,62,64.01,555,867
T92,85,Dean Wilson,92,64.0,823,1286
T92,T98,Ryan Moore,92,64.0,823,1286
94,87,J.J. Henry,86,63.96,763,1193
95,88,Justin Rose,63,63.93,530,829
96,T92,Mike Weir,82,63.82,725,1136
97,95,Steve Stricker,81,63.73,715,1122
98,94,Jeff Overton,60,63.66,515,809
99,108,Freddie Jacobson,70,63.62,626,984
100,97,Steve Flesch,100,63.56,888,1397
101,100,Mark Hensby,81,63.45,717,1130
T102,T102,Rod Pampling,92,63.33,803,1268
T102,T102,Jason Gore,86,63.33,760,1200
T102,112,Steve Lowery,74,63.33,658,1039
105,101,Woody Austin,95,63.32,839,1325
106,106,Craig Lile,77,63.27,665,1051
107,104,Ian Poulter,63,63.23,533,843
108,105,Shigeki Maruyama,84,63.02,731,1160
109,111,Bill Haas,93,62.93,781,1241
110,107,Chad Campbell,96,62.79,793,1263
111,109,Nick O'Hern,72,62.68,598,954
112,110,Dicky Pride,71,62.65,587,937
113,113,Kevin Na,84,62.64,736,1175
114,T116,Matt Hendrix,63,62.63,533,851
115,118,Jesper Parnevik,88,62.31,729,1170
116,114,D.J. Brigman,67,62.2,548,881
117,115,Will MacKenzie,100,62.11,867,1396
118,T116,Bo Van Pelt,104,61.97,898,1449
119,124,Michael Sim,52,61.92,452,730
T120,120,Nathan Green,103,61.8,851,1377
T120,119,Chris Tidland,59,61.8,474,767
122,121,Tim Herron,98,61.78,810,1311
123,122,Arron Oberholser,69,61.7,588,953
124,123,Bubba Dickerson,51,61.68,404,655
125,125,John Merrick,92,61.41,756,1231
126,T130,J.P. Hayes,89,61.26,759,1239
127,127,Joe Ogilvie,102,61.23,834,1362
128,128,Cliff Kresge,107,61.15,913,1493
129,126,Pat Perez,84,61.13,684,1119
130,T130,Nick Watney,87,61.02,742,1216
131,139,Craig Barlow,52,60.97,442,725
132,132,Robert Allenby,90,60.85,760,1249
133,137,Jarrod Lyle,77,60.84,620,1019
134,129,Anthony Kim,93,60.79,786,1293
135,136,Jason Dufner,100,60.74,848,1396
136,138,Steve Marino,106,60.71,867,1428
137,133,Kevin Sutherland,85,60.62,719,1186
138,147,Jason Schultz,63,60.61,500,825
139,141,Bob Tway,103,60.45,836,1383
140,T134,Stuart Appleby,74,60.43,620,1026
141,T144,Kevin Stadler,95,60.27,769,1276
142,140,Camilo Villegas,82,60.23,686,1139
143,155,Tim Petrovic,106,60.22,890,1478
144,142,Steve Allan,63,60.05,493,821
145,143,Paul Stankowski,52,60.03,401,668
146,T144,Aaron Baddeley,83,60.0,675,1125
147,153,Michael Putnam,96,59.97,773,1289
148,148,Troy Matteson,87,59.92,728,1215
T149,149,George McNeill,95,59.84,757,1265
T149,150,Jonathan Byrd,73,59.84,611,1021
T149,T134,Marco Dawson,73,59.84,593,991
152,151,Tiger Woods,63,59.83,505,844
153,152,Brandt Snedeker,105,59.8,842,1408
154,146,Mathias Grönberg,95,59.7,791,1325
155,156,Vijay Singh,102,59.66,837,1403
156,154,Billy Andrade,88,59.56,729,1224
T157,157,Jeff Sluman,60,59.41,461,776
T157,158,Carl Pettersson,111,59.41,919,1547
159,164,Brendon de Jonge,76,59.2,595,1005
160,159,Adam Scott,69,59.17,568,960
161,161,Kyle Reifers,71,59.15,572,967
162,160,Rory Sabbatini,81,59.14,657,1111
163,167,Lee Janzen,66,59.06,528,894
164,162,Chris DiMarco,79,59.05,636,1077
165,163,Geoff Ogilvy,84,59.02,648,1098
166,168,Ryuji Imada,104,58.77,821,1397
167,165,Brian Bateman,55,58.74,420,715
168,172,J.B. Holmes,71,58.7,567,966
169,166,Davis Love III,66,58.58,536,915
170,174,Brett Wetterich,88,58.15,710,1221
171,169,Andrew Buckle,77,58.14,611,1051
172,170,Rich Barcelo,80,58.07,633,1090
173,171,Ryan Palmer,91,57.92,735,1269
174,173,Padraig Harrington,64,57.52,501,871
175,180,Tag Ridings,52,57.1,398,697
176,175,Charley Hoffman,97,57.08,774,1356
177,176,Todd Hamilton,76,57.06,606,1062
178,184,Parker McLachlin,83,57.01,630,1105
179,177,Ernie Els,59,56.99,465,816
180,178,Henrik Stenson,52,56.97,368,646
181,179,Phil Mickelson,73,56.94,566,994
182,181,Chris Couch,76,56.59,601,1062
183,182,Stewart Cink,91,56.47,698,1236
184,183,Sergio Garcia,68,56.28,520,924
185,185,Scott Gutschewski,67,55.96,493,881
186,186,Brett Quigley,79,55.9,611,1093
187,187,Eric Axley,107,55.88,836,1496
188,188,Bubba Watson,80,55.66,620,1114
189,190,Daniel Chopra,106,55.34,819,1480
190,189,Harrison Frazar,88,55.07,663,1204
191,191,Bryce Molder,56,54.82,415,757
192,192,Retief Goosen,50,53.55,362,676
193,193,Robert Garrigus,95,52.86,702,1328
194,194,José María Olazábal,52,50.5,353,699
195,195,Charles Howell III,89,49.54,595,1201
196,196,John Daly,59,41.86,347,829
