RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,PAR OR BETTER,MISSED GIR
1,1,Chris Riley,59,65.33,245,375
2,3,Rory Sabbatini,81,63.92,349,546
3,2,Kevin Na,84,63.65,366,575
4,6,Tim Clark,66,63.6,283,445
5,4,Matt Kuchar,85,63.41,324,511
6,5,José Coceres,50,63.17,199,315
7,9,Jeff Overton,60,62.46,203,325
8,10,Michael Sim,52,62.35,207,332
9,7,K.J. Choi,87,62.34,331,531
10,8,Gavin Coles,87,62.08,347,559
11,11,Alex Cejka,80,62.0,266,429
T12,14,Craig Bowden,78,61.88,297,480
T12,13,John Mallinger,96,61.88,396,640
14,12,Corey Pavin,81,61.71,353,572
15,15,Padraig Harrington,64,61.63,273,443
16,T34,Heath Slocum,101,61.48,375,610
17,16,Brandt Snedeker,105,61.18,394,644
18,36,Scott Verplank,82,61.15,318,520
19,20,Brian Gay,107,61.14,420,687
20,17,Tiger Woods,63,61.02,191,313
21,18,Steve Stricker,81,60.98,300,492
22,19,Nathan Green,103,60.97,414,679
23,25,Ken Duke,112,60.95,423,694
24,22,Woody Austin,95,60.85,359,590
25,21,Aaron Baddeley,83,60.6,346,571
T26,T34,Dicky Pride,71,60.59,266,439
T26,32,Tim Petrovic,106,60.59,429,708
28,23,Mark Wilson,87,60.57,318,525
29,24,Jim Furyk,84,60.53,273,451
30,28,Zach Johnson,76,60.42,290,480
31,26,Daniel Chopra,106,60.39,401,664
32,29,Steve Elkington,87,60.33,333,552
33,30,Mark Brooks,53,60.32,187,310
34,27,Doug LaBelle II,104,60.28,387,642
35,31,Bo Van Pelt,104,60.25,379,629
36,38,Sean O'Hair,98,60.17,349,580
37,33,Ernie Els,59,60.16,222,369
38,37,Craig Lile,77,60.12,300,499
39,44,Justin Leonard,95,59.97,361,602
40,50,Tom Pernice Jr.,104,59.94,428,714
41,39,Justin Rose,63,59.89,218,364
42,40,Peter Lonard,85,59.88,309,516
43,53,Jason Schultz,63,59.85,240,401
44,41,Marco Dawson,73,59.78,278,465
45,42,Briny Baird,115,59.77,367,614
46,43,Arron Oberholser,69,59.74,276,462
47,54,Brian Davis,101,59.65,380,637
T48,47,Ryuji Imada,104,59.61,400,671
T48,49,Craig Kanada,109,59.61,400,671
50,45,Stephen Leaney,82,59.44,277,466
51,46,Ian Poulter,63,59.42,246,414
52,48,Dean Wilson,92,59.31,360,607
53,51,Phil Mickelson,73,59.15,265,448
54,52,Charlie Wi,90,59.1,315,533
55,58,Steve Marino,106,59.07,368,623
T56,62,Parker McLachlin,83,59.0,331,561
T56,55,John Rollins,102,59.0,390,661
58,56,Kenny Perry,83,58.97,286,485
59,63,Bart Bryant,87,58.93,307,521
60,T66,J.P. Hayes,89,58.92,350,594
61,57,Vijay Singh,102,58.88,358,608
62,78,Glen Day,85,58.85,306,520
63,59,D.J. Trahan,99,58.74,346,589
64,60,Shigeki Maruyama,84,58.66,342,583
65,68,Cliff Kresge,107,58.62,398,679
T66,61,David Toms,80,58.57,294,502
T66,72,Lucas Glover,98,58.57,345,589
68,108,Stephen Ames,81,58.49,279,477
69,64,Jonathan Byrd,73,58.46,280,479
70,65,Mike Weir,82,58.44,315,539
71,T66,Stuart Appleby,74,58.42,295,505
72,69,Jason Gore,86,58.35,311,533
73,T82,Michael Boyd,61,58.31,221,379
T74,73,George McNeill,95,58.26,349,599
T74,81,Billy Mayfair,98,58.26,328,563
76,70,Rod Pampling,92,58.23,329,565
77,71,Jaco Van Zyl,51,58.18,185,318
78,77,Jerry Kelly,101,58.14,357,614
T79,85,Bob Heintz,85,58.1,312,537
T79,75,Anthony Kim,93,58.1,337,580
81,T99,Jarrod Lyle,77,58.06,270,465
82,76,Steve Flesch,100,58.05,357,615
83,86,Brian Bateman,55,58.03,206,355
84,79,Sergio Garcia,68,57.96,244,421
85,T82,Mark Hensby,81,57.87,309,534
86,T92,Kirk Triplett,77,57.86,276,477
87,T92,Ryan Moore,92,57.82,329,569
88,80,Bill Haas,93,57.8,315,545
89,84,Jay Williamson,50,57.76,175,303
90,89,Mathew Goggin,97,57.72,314,544
T91,74,Andrew Buckle,77,57.71,292,506
T91,T96,Nick Watney,87,57.71,303,525
93,87,Carl Pettersson,111,57.68,413,716
94,110,Tag Ridings,52,57.61,193,335
95,T96,Jeff Brehaut,59,57.54,206,358
96,106,Freddie Jacobson,70,57.51,245,426
97,88,Luke Donald,69,57.43,255,444
T98,T90,Camilo Villegas,82,57.31,290,506
T98,T90,Paul Goydos,60,57.31,247,431
100,104,Shaun Micheel,91,57.25,308,538
101,95,Kevin Sutherland,85,57.2,302,528
102,T96,Tom Byrum,50,57.14,172,301
103,102,Jesper Parnevik,88,57.11,289,506
104,109,Joe Ogilvie,102,57.1,386,676
105,94,Bob Estes,88,56.95,332,583
106,T99,Bob Tway,103,56.92,370,650
107,121,Stewart Cink,91,56.9,305,536
108,115,Boo Weekley,101,56.88,339,596
109,127,Tripp Isenhour,86,56.7,330,582
110,131,Craig Barlow,52,56.68,174,307
111,105,Geoff Ogilvy,84,56.6,296,523
112,107,John Senden,97,56.56,293,518
113,113,Bubba Watson,80,56.54,281,497
114,101,Jim Rutledge,59,56.5,200,354
T115,T111,Fred Funk,65,56.43,237,420
T115,T111,Tim Herron,98,56.43,338,599
117,119,Mark Calcavecchia,93,56.35,324,575
T118,122,Jeff Maggert,79,56.3,268,476
T118,T116,Richard Johnson,93,56.3,326,579
120,114,Nick O'Hern,72,56.26,274,487
121,T116,Troy Matteson,87,56.22,321,571
122,128,Mathias Grönberg,95,56.18,341,607
123,120,Trevor Immelman,74,56.16,237,422
124,103,Chris Stroud,66,56.15,219,390
125,150,Steve Lowery,74,56.12,252,449
126,126,Chris Tidland,59,56.11,202,360
127,132,Jason Dufner,100,55.96,352,629
128,124,Will MacKenzie,100,55.83,340,609
129,123,Kent Jones,97,55.81,322,577
130,118,Rich Barcelo,80,55.79,289,518
131,125,Tommy Armour III,81,55.74,233,418
132,129,Cameron Beckman,96,55.71,278,499
133,130,Charles Howell III,89,55.38,314,567
134,147,Bryce Molder,56,55.33,218,394
135,143,Ryan Palmer,91,55.31,328,593
136,T138,Ted Purdy,102,55.19,319,578
137,133,Anders Hansen,55,55.13,188,341
138,134,Steve Allan,63,55.08,206,374
139,135,Eric Axley,107,55.03,410,745
T140,152,Lee Janzen,66,54.99,226,411
T140,136,José María Olazábal,52,54.99,226,411
142,140,Rocco Mediate,72,54.95,250,455
T143,T148,Frank Lickliter II,95,54.87,327,596
T143,137,Jason Bohn,57,54.87,197,359
145,141,Hunter Mahan,91,54.8,297,542
T146,T138,Jeff Quinney,95,54.76,322,588
T146,145,Paul Gow,70,54.76,236,431
148,142,Steve Wheatcroft,73,54.73,243,444
149,144,Daisuke Maruyama,86,54.63,283,518
150,146,John Merrick,92,54.6,267,489
151,151,Jeff Gove,103,54.43,301,553
152,T159,Ryan Armour,107,54.4,340,625
153,157,Michael Allen,74,54.39,229,421
T154,T148,Retief Goosen,50,54.37,193,355
T154,156,Vaughn Taylor,91,54.37,305,561
156,153,Chris DiMarco,79,53.93,295,547
T157,158,Tom Johnson,74,53.91,248,460
T157,T159,Charles Warren,101,53.91,310,575
159,166,Duffy Waldorf,69,53.9,221,410
160,154,Tom Lehman,62,53.8,191,355
161,155,Paul Stankowski,52,53.77,171,318
162,163,Chris Couch,76,53.36,262,491
163,174,Robert Allenby,90,53.35,271,508
164,167,Joey Sindelar,75,53.33,240,450
T165,162,Harrison Frazar,88,53.29,300,563
T165,171,Kyle Reifers,71,53.29,235,441
167,161,Henrik Stenson,52,53.27,171,321
168,165,Pat Perez,84,53.12,264,497
169,164,Johnson Wagner,97,53.11,299,563
170,176,Rich Beem,89,53.06,303,571
171,172,Scott Gutschewski,67,52.96,224,423
172,175,Joe Durant,88,52.94,261,493
173,170,David Branshaw,83,52.75,278,527
174,168,Davis Love III,66,52.73,222,421
175,169,Charley Hoffman,97,52.71,331,628
176,177,Ben Curtis,80,52.46,298,568
177,173,Billy Andrade,88,52.35,290,554
178,186,Bubba Dickerson,51,52.03,179,344
179,179,Adam Scott,69,52.01,220,423
180,178,Darron Stiles,65,51.98,197,379
181,181,Greg Owen,81,51.88,235,453
182,187,J.B. Holmes,71,51.82,228,440
183,180,Robert Garrigus,95,51.77,292,564
184,183,J.J. Henry,86,51.76,264,510
185,182,D.J. Brigman,67,51.69,199,385
186,190,Kevin Stadler,95,51.24,289,564
187,184,Jeff Sluman,60,51.15,201,393
188,185,Chad Campbell,96,51.11,300,587
189,188,Todd Hamilton,76,50.76,299,589
190,189,Brett Quigley,79,50.75,270,532
191,192,Robert Gamez,88,50.68,262,517
192,194,Brendon de Jonge,76,50.43,233,462
193,191,Matt Hendrix,63,49.87,192,385
194,193,Michael Putnam,96,49.08,268,546
195,195,John Daly,59,48.91,201,411
196,196,Brett Wetterich,88,48.86,258,528
