RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
1,1,Tiger Woods,63,67.794,4146,- 78.353,60
2,2,Ernie Els,59,69.294,4089,- 69.954,58
3,3,Justin Rose,63,69.301,4144,- 55.268,59
4,4,Steve Stricker,81,69.394,5615,- 63.470,80
5,5,Phil Mickelson,73,69.456,4998,- 66.655,71
6,6,Jim Furyk,84,69.474,5757,- 60.147,82
7,7,Sergio Garcia,68,69.481,4650,- 64.224,66
8,8,Vijay Singh,102,69.489,7039,- 90.060,100
9,9,K.J. Choi,87,69.611,5984,- 67.028,85
10,10,Scott Verplank,82,69.693,5715,- 69.885,81
11,11,Rory Sabbatini,81,69.741,5569,- 59.486,79
12,12,Arron Oberholser,69,69.807,4831,- 84.146,68
13,13,Padraig Harrington,64,69.822,4405,- 76.044,62
14,16,Tim Clark,66,69.877,4515,- 42.873,64
15,14,David Toms,80,69.883,5458,- 77.037,77
16,15,Zach Johnson,76,69.906,5321,- 78.052,75
17,17,Heath Slocum,101,69.948,7083,- 18.219,101
18,18,Hunter Mahan,91,69.99,6441,- 71.918,91
19,19,Adam Scott,69,70.008,4825,- 64.427,68
T20,T20,Pat Perez,84,70.051,5944,- 59.679,84
T20,T20,Bo Van Pelt,104,70.051,7308,- 22.695,104
22,22,Ian Poulter,63,70.073,4281,- 76.634,60
23,23,Geoff Ogilvy,84,70.085,5551,- 84.377,78
24,24,Aaron Baddeley,83,70.088,5677,- 69.995,80
25,25,Brandt Snedeker,105,70.089,7402,- 42.660,105
26,30,Stephen Ames,81,70.09,5480,- 83.088,77
27,26,Luke Donald,69,70.118,4781,- 83.116,67
28,27,Anthony Kim,93,70.128,6574,- 52.066,93
29,28,Stewart Cink,91,70.133,6230,- 58.279,88
30,29,Mike Weir,82,70.151,5764,- 81.807,81
31,31,Camilo Villegas,82,70.163,5816,- 62.660,82
32,32,Sean O'Hair,98,70.19,6923,- 44.397,98
33,33,Freddie Jacobson,70,70.259,4921,- 2.892,70
34,36,Retief Goosen,50,70.297,3460,- 85.764,48
35,34,Boo Weekley,101,70.303,7166,- 65.446,101
36,35,Jerry Kelly,101,70.313,7179,- 77.344,101
37,38,Rod Pampling,92,70.335,6397,- 66.814,90
38,41,Jeff Overton,60,70.339,4206,14.353,60
39,40,Kenny Perry,83,70.369,5860,- 19.367,83
40,39,Lucas Glover,98,70.417,6872,- 41.536,97
T41,37,Woody Austin,95,70.419,6730,- 40.164,95
T41,T43,John Rollins,102,70.419,7168,- 55.684,101
43,46,Alex Cejka,80,70.437,5623,11.985,80
44,T43,Billy Mayfair,98,70.444,6928,- 24.522,98
45,45,Carl Pettersson,111,70.453,7807,- 57.132,110
46,42,Robert Allenby,90,70.462,6330,- 58.854,89
47,47,Stuart Appleby,74,70.477,5235,- 90.194,73
48,48,Jonathan Byrd,73,70.488,5151,- 5.369,73
49,50,J.J. Henry,86,70.506,6068,- 75.021,85
50,51,Tim Herron,98,70.509,6968,- 58.079,98
51,56,Justin Leonard,95,70.527,6750,- 49.904,95
52,52,Steve Elkington,87,70.532,6177,- 40.740,87
53,54,Fred Funk,65,70.55,4648,- 62.220,65
54,55,Dean Wilson,92,70.557,6558,- 66.754,92
55,53,Vaughn Taylor,91,70.561,6479,- 57.989,91
56,57,John Senden,97,70.566,6880,- 35.109,97
57,59,Mark Wilson,87,70.57,6183,- 43.444,87
58,49,Mark Calcavecchia,93,70.579,6613,- 49.148,93
59,T63,Peter Lonard,85,70.611,6029,- 27.049,85
60,65,Jason Bohn,57,70.614,4062,- 37.020,57
61,62,Ken Duke,112,70.628,7944,- 33.702,112
62,T63,Jesper Parnevik,88,70.629,6222,- 6.628,88
63,T67,Nick O'Hern,72,70.63,4877,- 74.129,68
64,T67,Bart Bryant,87,70.637,6091,- 16.217,86
65,70,Nathan Green,103,70.644,7293,- 16.692,103
66,60,Bill Haas,93,70.653,6587,- 16.309,93
67,71,Charles Howell III,89,70.655,6146,- 69.639,86
68,66,Tom Pernice Jr.,104,70.659,7414,- 65.478,104
69,58,Briny Baird,115,70.662,8126,.098,115
70,61,Tom Lehman,62,70.667,4407,- 25.641,62
71,72,Ryan Moore,92,70.7,6533,- 28.635,92
T72,74,Mathew Goggin,97,70.703,6891,- 32.774,97
T72,69,Matt Kuchar,85,70.703,6017,- 7.253,85
74,75,Will MacKenzie,100,70.718,7102,- 30.248,100
75,77,Trevor Immelman,74,70.731,4882,- 72.263,68
76,78,José Coceres,50,70.737,3561,- 24.159,50
77,79,Kevin Sutherland,85,70.747,6049,- 35.517,85
78,73,Cliff Kresge,107,70.76,7584,- 12.718,107
79,76,Joe Ogilvie,102,70.761,7232,- 14.377,102
80,87,Nick Watney,87,70.789,6188,- 29.322,87
81,81,Charles Warren,101,70.793,7160,- 9.885,101
82,80,Brian Davis,101,70.799,7161,- 10.271,101
83,83,Paul Goydos,60,70.807,4236,- 58.398,59
84,85,Stephen Leaney,82,70.82,5817,- 9.753,82
85,89,Cameron Beckman,96,70.845,6795,6.109,96
86,90,Anders Hansen,55,70.856,3940,- 42.897,55
T87,92,Steve Allan,63,70.873,4475,- 9.971,63
T87,84,Charlie Wi,90,70.873,6377,1.560,90
89,93,Brian Gay,107,70.877,7585,- 1.172,107
90,91,Tim Petrovic,106,70.879,7518,- 4.865,106
91,86,Kevin Na,84,70.884,5939,15.224,84
92,100,Brett Wetterich,88,70.902,6229,- 60.562,87
93,97,Chris DiMarco,79,70.913,5552,- 91.675,77
94,82,Bubba Watson,80,70.914,5699,- 25.908,80
95,101,Henrik Stenson,52,70.935,3326,- 62.999,46
96,98,Daniel Chopra,106,70.948,7509,11.467,106
97,102,Troy Matteson,87,70.951,6213,- 40.283,87
98,106,Ryuji Imada,104,70.952,7381,- 1.997,104
99,104,Steve Marino,106,70.954,7529,- 7.904,106
100,103,Steve Flesch,100,70.958,7125,- 29.177,100
101,88,Bob Estes,88,70.962,6260,- 15.366,88
102,99,Shaun Micheel,91,70.964,6299,- 54.160,88
103,105,Jason Gore,86,70.969,6108,- 4.665,86
104,107,Davis Love III,66,70.984,4681,- 67.015,65
105,95,George McNeill,95,70.991,6756,- 11.865,95
106,94,Rocco Mediate,72,70.998,5126,- 14.161,72
107,108,Chris Riley,59,71.009,4180,9.510,59
108,113,Rich Beem,89,71.036,6370,- 47.803,89
109,112,Joe Durant,88,71.038,6243,- 62.683,87
110,110,Ryan Armour,107,71.048,7617,- 14.857,107
T111,115,Craig Kanada,109,71.065,7753,- 6.909,109
T111,120,J.P. Hayes,89,71.065,6335,- 10.224,89
113,96,Jay Williamson,50,71.074,3532,21.686,50
114,116,Michael Allen,74,71.077,5263,- 3.283,74
115,117,D.J. Trahan,99,71.083,7068,- 30.754,99
116,109,John Mallinger,96,71.085,6840,- 15.794,96
117,111,Jeff Quinney,95,71.112,6767,- 11.355,95
118,123,Tommy Armour III,81,71.133,5740,21.755,81
119,114,Frank Lickliter II,95,71.137,6775,- 17.027,95
120,122,Jarrod Lyle,77,71.142,5475,2.918,77
121,118,Johnson Wagner,97,71.144,6913,- 12.041,97
122,128,Jeff Gove,103,71.146,7333,- 4.974,103
123,125,Jason Dufner,100,71.154,7145,- 29.649,100
T124,121,Kent Jones,97,71.162,6903,- .275,97
T124,130,Bob Heintz,85,71.162,6042,6.736,85
126,T126,Glen Day,85,71.172,6056,- 6.378,85
127,131,Shigeki Maruyama,84,71.175,5988,- 9.309,84
128,119,Jeff Maggert,79,71.195,5633,- 8.602,79
129,T134,Brett Quigley,79,71.212,5618,- 63.493,78
130,T134,Mathias Grönberg,95,71.214,6763,2.354,95
131,T126,Michael Putnam,96,71.215,6869,- 32.359,96
132,133,Chris Stroud,66,71.218,4704,- 3.580,66
133,132,Michael Sim,52,71.219,3689,14.412,52
134,137,Charley Hoffman,97,71.229,6939,- 29.763,97
135,129,Gavin Coles,87,71.245,6205,- 6.662,87
136,136,John Merrick,92,71.265,6537,19.414,92
137,124,Bob Tway,103,71.272,7339,2.042,103
138,139,Corey Pavin,81,71.276,5800,- 26.682,81
139,143,Chad Campbell,96,71.309,6481,- 63.162,90
140,141,Doug LaBelle II,104,71.332,7417,1.478,104
141,138,Marco Dawson,73,71.336,5198,9.523,73
142,146,Craig Barlow,52,71.343,3705,4.851,52
143,142,Robert Garrigus,95,71.358,6772,6.989,95
144,144,Ted Purdy,102,71.36,7275,3.730,102
145,151,J.B. Holmes,71,71.377,5088,- 20.251,71
146,140,Craig Lile,77,71.386,5489,7.729,77
147,148,Mark Hensby,81,71.408,5790,- 5.965,81
148,147,Brendon de Jonge,76,71.413,5430,- 2.642,76
149,150,Paul Stankowski,52,71.427,3728,- 13.820,52
150,163,Tag Ridings,52,71.435,3700,14.598,52
151,145,Andrew Buckle,77,71.443,5508,- 6.857,77
152,149,Dicky Pride,71,71.465,5068,5.982,71
153,155,D.J. Brigman,67,71.467,4803,- 14.721,67
