RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,TOP 10,1ST,2ND,3RD
1,1,Tiger Woods,12,7.0,3.0,
T2,T3,Scott Verplank,10,1.0,,1.0
T2,2,Rory Sabbatini,10,1.0,2.0,3.0
4,T3,Steve Stricker,9,1.0,2.0,1.0
T5,T5,Jim Furyk,8,1.0,2.0,2.0
T5,T5,Robert Allenby,8,,,2.0
T7,T7,Vijay Singh,7,2.0,1.0,
T7,T7,Jerry Kelly,7,,,1.0
T7,T7,Phil Mickelson,7,3.0,1.0,2.0
T7,T7,David Toms,7,,,1.0
T7,T7,K.J. Choi,7,2.0,1.0,
T7,T7,Geoff Ogilvy,7,,1.0,1.0
T7,T7,Aaron Baddeley,7,1.0,1.0,
T7,T7,Justin Rose,7,,1.0,1.0
T7,T7,Sergio Garcia,7,,2.0,1.0
T16,T16,Stewart Cink,6,,,1.0
T16,T25,Heath Slocum,6,,1.0,
T16,T25,Tim Clark,6,,3.0,
T16,T16,Pat Perez,6,,,1.0
T16,T16,Mark Calcavecchia,6,1.0,1.0,
T16,T16,Billy Mayfair,6,,1.0,1.0
T16,T16,Adam Scott,6,1.0,1.0,
T16,T16,Hunter Mahan,6,1.0,,
T16,T16,Carl Pettersson,6,,,
T16,T16,Brandt Snedeker,6,1.0,,1.0
T16,T16,Camilo Villegas,6,,1.0,1.0
T27,T25,Jeff Quinney,5,,,1.0
T27,T25,Bubba Watson,5,,1.0,
T27,T25,Boo Weekley,5,1.0,1.0,1.0
T27,T25,Ernie Els,5,,1.0,2.0
T27,T40,Justin Leonard,5,1.0,1.0,
T27,T25,Luke Donald,5,,2.0,
T27,T25,Zach Johnson,5,2.0,1.0,
T27,T25,Ian Poulter,5,,,1.0
T27,T25,Sean O'Hair,5,,,
T27,T25,Charles Howell III,5,1.0,2.0,
T27,T25,Ken Duke,5,,1.0,
T27,T25,Arron Oberholser,5,,1.0,
T27,T25,John Senden,5,,1.0,1.0
T27,T25,Freddie Jacobson,5,,1.0,
T41,T40,Alex Cejka,4,,,
T41,T40,Trevor Immelman,4,,,2.0
T41,T40,John Rollins,4,,2.0,
T41,T40,Brett Wetterich,4,,2.0,
T41,T40,Bo Van Pelt,4,,,
T41,T40,Robert Garrigus,4,,,1.0
T41,T40,Dean Wilson,4,,,
T41,T40,Mike Weir,4,1.0,,
T41,T55,Stephen Ames,4,1.0,,
T41,T40,Bernhard Langer,4,,1.0,
T41,T40,Paul Casey,4,,,
T41,T40,Jonathan Byrd,4,1.0,,
T41,T40,John Mallinger,4,,,3.0
T41,T40,Steve Marino,4,,,
T41,T40,Anthony Kim,4,,,1.0
T56,T87,Jeff Overton,3,,1.0,
T56,T87,Nick Watney,3,1.0,,
T56,T55,Troy Matteson,3,,,2.0
T56,T87,J.B. Holmes,3,,,
T56,T55,Kevin Na,3,,,
T56,T55,Will MacKenzie,3,,,
T56,T55,Bill Haas,3,,,1.0
T56,T55,Ryan Moore,3,,1.0,
T56,T55,Lucas Glover,3,,,
T56,T55,Tom Lehman,3,,,
T56,T55,Davis Love III,3,,,
T56,T55,Rocco Mediate,3,,1.0,
T56,T87,Robert Gamez,3,,,1.0
T56,T55,Bob Estes,3,,,
T56,T55,Kenny Perry,3,,,1.0
T56,T55,Shaun Micheel,3,,,
T56,T87,J.P. Hayes,3,,,
T56,T55,Steve Flesch,3,2.0,,
T56,T55,Kevin Sutherland,3,,1.0,
T56,T55,Cameron Beckman,3,,,1.0
T56,T55,Woody Austin,3,1.0,2.0,
T56,T55,Ryan Armour,3,,,
T56,T55,José Coceres,3,,2.0,
T56,T55,Stuart Appleby,3,,1.0,1.0
T56,T55,D.J. Trahan,3,,1.0,
T56,T55,Vaughn Taylor,3,,,1.0
T56,T55,Charles Warren,3,,1.0,
T56,T55,Nick O'Hern,3,,,1.0
T56,T55,Jason Gore,3,,1.0,
T56,T55,Peter Lonard,3,,,1.0
T56,T55,Niclas Fasth,3,,,
T56,T55,Brian Davis,3,,1.0,
T56,T55,Mark Wilson,3,1.0,,
T56,T55,Padraig Harrington,3,1.0,,
T56,T55,Charlie Wi,3,,1.0,
T56,T55,Daniel Chopra,3,1.0,,1.0
T92,T87,Ryuji Imada,2,,1.0,
T92,T87,Joe Ogilvie,2,1.0,,
T92,T87,Henrik Stenson,2,1.0,,
T92,T87,Harrison Frazar,2,,,
T92,T87,Gavin Coles,2,,,
T92,T87,Rod Pampling,2,,,1.0
T92,T87,Mathias Grönberg,2,,,1.0
T92,T87,Stephen Leaney,2,,,1.0
T92,T87,Ben Curtis,2,,,
T92,T87,J.J. Henry,2,,,
T92,T87,Matt Kuchar,2,,,1.0
T92,T87,Rich Beem,2,,,
T92,T87,George McNeill,2,1.0,,1.0
