RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,TOP 10,1ST,2ND,3RD
T92,T87,Brendon de Jonge,2,,,
T92,T87,Nathan Green,2,,,1.0
T92,T87,Brian Gay,2,,,
T92,T87,Shigeki Maruyama,2,,1.0,
T92,T87,Charley Hoffman,2,1.0,,
T92,T87,Kent Jones,2,,,
T92,T87,Chad Campbell,2,1.0,,
T92,T87,Bob Heintz,2,,,
T92,T87,Tom Pernice Jr.,2,,,
T92,T87,Michael Allen,2,,1.0,
T92,T87,Bart Bryant,2,,,
T92,T87,Fred Funk,2,1.0,,
T92,T87,Steve Elkington,2,,,
T92,T87,Tommy Armour III,2,,,
T92,T87,Kevin Stadler,2,,1.0,
T92,T87,Andres Romero,2,,,1.0
T92,T87,Johnson Wagner,2,,1.0,
T92,T87,Chris Stroud,2,,,
T123,T123,John Merrick,1,,,
T123,T123,B.J. Staten,1,,,
T123,T123,Jason Dufner,1,,,
T123,T123,Simon Dyson,1,,,
T123,T123,Michael Sim,1,,,
T123,T123,Andrew Buckle,1,,,
T123,T123,Olin Browne,1,,,
T123,T123,Dan Forsman,1,,,
T123,T123,Skip Kendall,1,,,
T123,T123,Steve Lowery,1,,,
T123,T123,Jeff Maggert,1,,,
T123,T123,Chris DiMarco,1,,,
T123,T123,Neal Lancaster,1,,,
T123,T123,Bob May,1,,,
T123,T123,José María Olazábal,1,,,1.0
T123,T123,Tim Petrovic,1,,1.0,
T123,T123,Jeff Sluman,1,,,
T123,T123,Larry Mize,1,,,
T123,T123,Corey Pavin,1,,,
T123,T123,Greg Kraft,1,,,
T123,T123,Marco Dawson,1,,,
T123,T123,Dicky Pride,1,,,
T123,T123,Jay Williamson,1,,1.0,
T123,T123,Tripp Isenhour,1,,,
T123,T123,Paul Goydos,1,1.0,,
T123,T123,Brian Bateman,1,1.0,,
T123,T123,Craig Bowden,1,,,
T123,T123,Craig Kanada,1,,,
T123,T123,Brett Quigley,1,,,
T123,T123,Dudley Hart,1,,,
T123,T123,Jesper Parnevik,1,,1.0,
T123,T123,Vance Veazey,1,,,
T123,T123,Tim Herron,1,,1.0,
T123,T123,Cliff Kresge,1,,,
T123,T123,Chris Tidland,1,,,
T123,T123,Robert Karlsson,1,,,
T123,T123,Nick Dougherty,1,,,
T123,T123,Parker McLachlin,1,,,
T123,,Bryce Molder,1,,,
T123,T123,Ryan Palmer,1,,,1.0
T123,,Tag Ridings,1,,,1.0
T123,T123,Rich Barcelo,1,,,
T123,T123,Doug LaBelle II,1,,,
T123,T123,Mark Hensby,1,,1.0,
T123,T123,Garrett Willis,1,,,
T123,T123,Jeff Gove,1,,,
T123,T123,Todd Fischer,1,,,
T123,T123,Retief Goosen,1,,1.0,
T123,T123,Mathew Goggin,1,,,
T123,T123,Briny Baird,1,,,
T123,T123,Richard Green,1,,,
T123,T123,Paul Gow,1,,,
T123,T123,Steve Allan,1,,,
T123,T123,David Branshaw,1,,,
T123,T123,Ted Purdy,1,,,
T123,T123,Daisuke Maruyama,1,,,
T123,T123,Ángel Cabrera,1,1.0,,
T123,T123,Greg Owen,1,,,
