RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
1,2,Rory McIlroy,72,69.057,4695,.846,68
2,1,Patrick Cantlay,77,69.306,4980,10.057,72
3,3,Webb Simpson,81,69.377,5392,19.390,78
4,4,Brooks Koepka,81,69.395,5121,14.220,74
5,5,Justin Thomas,75,69.466,4967,34.532,72
6,6,Jon Rahm,75,69.618,4720,14.042,68
7,10,Adam Scott,63,69.693,4252,- .715,61
8,8,Tommy Fleetwood,71,69.729,4472,- 9.317,64
9,13,Paul Casey,79,69.821,5225,11.580,75
10,9,Justin Rose,66,69.825,4334,- 4.841,62
11,15,Xander Schauffele,77,69.834,5154,13.704,74
12,11,Hideki Matsuyama,91,69.841,6118,28.001,88
13,7,Dustin Johnson,73,69.895,4892,.616,70
14,12,Matt Kuchar,87,69.916,5564,29.300,80
T15,17,Tony Finau,89,69.955,5859,17.185,84
T15,14,Rickie Fowler,76,69.955,5302,14.559,76
17,16,Lucas Glover,94,70.083,6270,37.447,90
18,18,Henrik Stenson,58,70.089,3520,- 15.558,50
19,19,Jim Furyk,73,70.09,4764,2.151,68
20,23,Bryson DeChambeau,75,70.177,5025,27.710,72
21,20,Patrick Reed,93,70.208,6139,39.276,88
22,21,Jason Day,69,70.212,4480,13.577,64
23,22,Gary Woodland,87,70.229,5860,39.274,84
24,26,Chez Reavie,99,70.247,6424,38.699,92
25,24,Sungjae Im,122,70.252,8210,79.697,118
26,25,Louis Oosthuizen,71,70.259,4490,6.553,64
27,27,Sergio Garcia,53,70.321,3112,- 17.895,44
28,28,Scott Piercy,90,70.333,5978,70.604,86
29,29,Rory Sabbatini,97,70.409,6494,54.080,93
30,35,Kevin Kisner,97,70.416,6024,31.780,86
31,37,Jason Kokrak,94,70.431,6298,40.811,90
32,30,Marc Leishman,76,70.434,5040,31.275,72
33,31,Daniel Berger,70,70.443,4629,20.219,66
34,32,Vaughn Taylor,93,70.45,6350,60.907,91
35,33,Jordan Spieth,82,70.453,5542,23.794,79
36,36,Byeong Hun An,80,70.48,5407,19.942,77
37,34,Charles Howell III,94,70.483,6339,74.942,91
38,39,Ian Poulter,65,70.502,4076,13.114,58
39,38,Brandt Snedeker,102,70.52,6946,35.431,99
40,40,Russell Knox,79,70.521,5058,19.524,72
41,41,Matt Fitzpatrick,54,70.525,3621,- 24.217,51
42,42,Adam Hadwin,86,70.545,5759,25.699,82
43,43,Denny McCarthy,89,70.546,5633,81.248,81
44,45,Bud Cauley,82,70.574,5726,61.040,82
45,44,Abraham Ancer,93,70.58,6160,51.033,88
46,46,Tyrrell Hatton,62,70.585,4113,- 19.091,58
47,47,Graeme McDowell,75,70.591,5000,11.943,71
48,48,Wyndham Clark,87,70.595,5934,66.594,85
49,49,Joaquin Niemann,98,70.621,6719,60.642,96
50,50,Talor Gooch,54,70.629,3773,40.952,54
51,51,J.T. Poston,100,70.633,6722,58.773,96
T52,T52,Zach Johnson,64,70.644,4512,9.213,64
T52,T52,Andrew Putnam,81,70.644,5342,26.945,76
T52,T52,Billy Horschel,99,70.644,6464,35.242,92
55,55,Michael Thompson,71,70.662,4981,35.989,71
56,56,Ryan Palmer,74,70.679,4620,44.792,66
57,57,Nate Lashley,70,70.692,4757,50.050,68
58,58,Nick Taylor,97,70.697,6513,61.776,93
59,59,Bubba Watson,65,70.71,4095,6.208,58
60,60,Harold Varner III,84,70.716,5748,50.743,82
61,61,Dylan Frittelli,83,70.737,5672,57.728,81
62,62,Aaron Wise,72,70.739,4845,35.979,69
63,63,Peter Malnati,87,70.762,5820,53.274,83
64,64,Kevin Streelman,83,70.763,5693,38.767,81
65,65,Jhonattan Vegas,75,70.765,5054,41.076,72
66,66,Corey Conners,90,70.775,6035,51.681,86
67,67,Rafa Cabrera Bello,71,70.78,4810,3.032,68
68,68,Aaron Baddeley,55,70.783,3873,20.069,55
69,69,Cameron Tringale,73,70.796,4548,53.708,65
70,70,Matt Jones,88,70.81,5889,59.077,84
T71,T71,Emiliano Grillo,85,70.814,5504,19.507,78
T71,T71,Cameron Smith,79,70.814,5224,16.257,74
73,73,Adam Schenk,102,70.817,7008,73.686,100
74,74,Danny Willett,63,70.828,4466,- 3.811,63
75,75,Johnson Wagner,64,70.847,4052,57.147,58
76,76,Keegan Bradley,89,70.849,5784,25.638,82
77,78,Martin Laird,88,70.866,5602,67.313,80
78,79,Russell Henley,78,70.874,4907,54.156,70
79,80,Jonas Blixt,82,70.875,5344,42.499,76
80,81,Ryan Armour,92,70.888,6450,71.671,92
T81,T82,Mackenzie Hughes,80,70.907,5345,43.953,76
T81,T82,Sebastián Muñoz,86,70.907,5593,79.565,80
83,84,Nick Watney,87,70.908,5824,61.402,83
84,85,Kiradech Aphibarnrat,65,70.911,4391,5.483,62
85,86,Sam Ryder,76,70.912,5034,71.670,72
86,87,Joel Dahmen,100,70.932,6760,49.474,96
87,88,Troy Merritt,69,70.95,4257,70.969,61
88,89,Shawn Stefani,80,70.958,5324,68.787,76
89,90,Scott Brown,86,70.96,5767,51.740,82
90,91,Si Woo Kim,87,70.963,5756,62.984,82
91,92,C.T. Pan,84,70.966,5786,33.189,82
T92,T93,Ryan Moore,74,70.974,5195,57.089,74
T92,T93,Francesco Molinari,61,70.974,3839,- 6.414,54
94,95,Josh Teater,73,70.983,4691,64.889,67
95,96,Cam Davis,76,70.985,5047,63.891,72
96,97,Sepp Straka,78,70.987,5058,53.036,72
97,98,Sam Burns,80,70.995,5497,40.629,78
98,99,Danny Lee,83,70.997,5713,37.729,81
99,100,Brian Stuard,98,70.999,6610,63.952,94
100,101,Hank Lebioda,76,71.002,4914,56.109,70
101,102,Brian Harman,91,71.016,6281,39.450,89
102,103,Kevin Tway,84,71.02,5628,53.576,80
103,104,Keith Mitchell,86,71.021,5847,47.732,83
104,105,Dominic Bozzelli,73,71.023,4688,70.515,67
T105,T106,J.J. Spaun,90,71.034,5754,70.779,82
T105,T106,Roger Sloan,88,71.034,5909,57.836,84
107,109,Adam Svensson,73,71.042,4702,57.840,67
108,110,Alex Noren,63,71.046,4262,.734,60
109,111,Harris English,97,71.055,6396,69.971,91
110,112,Bill Haas,77,71.056,4856,46.862,69
111,113,Pat Perez,68,71.059,4369,36.671,62
112,114,Brice Garnett,87,71.067,5958,82.723,85
113,115,Carlos Ortiz,84,71.069,5770,57.659,82
114,116,Kyle Stanley,81,71.094,5375,28.112,76
115,117,Sung Kang,86,71.101,5937,35.472,84
116,118,Richy Werenski,89,71.104,5836,65.608,83
117,119,Max Homa,82,71.11,5655,33.780,80
118,120,Roberto Castro,76,71.127,5059,62.169,72
119,121,Kevin Na,65,71.144,4254,14.660,60
120,122,Trey Mullinax,77,71.194,5153,44.152,73
T121,T123,Austin Cook,68,71.201,4507,49.892,64
T121,T123,Stephan Jaeger,77,71.201,4991,64.266,71
123,125,Roberto Díaz,73,71.207,4570,58.468,65
124,126,Luke List,66,71.223,4471,16.048,63
125,127,Wes Roach,69,71.228,4413,74.369,63
126,128,Chase Wright,75,71.233,4851,64.047,69
127,129,Kramer Hickok,79,71.243,5427,58.730,77
128,130,Jimmy Walker,74,71.262,5254,19.392,74
129,131,Andrew Landry,80,71.265,5218,55.614,74
130,132,Patton Kizzire,76,71.292,5236,39.603,74
131,133,Bronson Burgoon,59,71.295,3885,36.217,55
132,134,Ryan Blaum,90,71.302,5783,63.776,82
133,135,K.H. Lee,92,71.307,5944,45.791,84
134,136,Alex Prugh,77,71.322,5007,56.841,71
135,137,Phil Mickelson,63,71.331,4268,11.881,60
136,138,Jason Dufner,74,71.336,5092,44.168,72
137,139,Hudson Swafford,59,71.35,4030,36.966,57
138,140,Brian Gay,93,71.356,6282,68.693,89
139,141,Charley Hoffman,74,71.361,4985,10.246,70
140,142,Patrick Rodgers,55,71.365,3605,34.623,51
141,143,Beau Hossler,87,71.381,5866,58.595,83
142,144,Cameron Champ,78,71.393,5374,51.905,76
143,145,Ben Silverman,70,71.401,4810,45.268,68
144,146,José de Jesús Rodríguez,67,71.42,4580,62.284,65
145,147,Branden Grace,76,71.421,4840,16.641,68
146,148,Scott Stallings,82,71.443,5513,59.527,78
T147,T149,Julián Etulain,70,71.453,4606,38.449,65
T147,T149,Chesson Hadley,76,71.453,5257,30.540,74
149,151,Adam Long,76,71.464,5404,27.273,76
150,152,Jim Knous,57,71.483,3766,22.576,53
151,153,Fabián Gómez,62,71.484,4365,67.026,62
152,154,Jonathan Byrd,55,71.49,3456,47.023,49
153,155,Sam Saunders,78,71.493,5237,53.475,74
154,156,Peter Uihlein,84,71.512,5507,70.925,78
155,157,Brandon Harkins,91,71.519,5864,72.053,83
156,158,Kelly Kraft,87,71.529,5746,47.833,81
157,159,Ernie Els,51,71.548,3484,21.829,49
158,160,Tyler Duncan,89,71.577,5867,73.890,83
159,162,Scott Langley,78,71.605,5242,56.793,74
160,163,Tom Hoge,98,71.608,6373,71.711,90
161,164,Robert Streb,80,71.629,5096,61.302,72
162,165,Chris Stroud,70,71.644,4400,41.906,62
163,166,David Hearn,55,71.697,3324,45.765,47
164,167,Anirban Lahiri,73,71.698,4900,47.176,69
165,168,Joey Garber,63,71.713,4033,54.653,57
166,169,J.B. Holmes,78,71.735,5054,39.198,71
167,170,Jim Herman,52,71.75,3402,42.008,48
168,171,Sangmoon Bae,60,71.762,3831,44.129,54
169,172,Anders Albertson,68,71.772,4524,69.421,64
170,173,Ollie Schniederjans,77,71.873,5325,65.476,75
171,174,Brendan Steele,68,71.893,4412,45.351,62
172,175,Brady Schnell,53,71.944,3624,45.132,51
173,176,Hunter Mahan,59,71.948,4192,52.958,59
174,177,Freddie Jacobson,53,71.953,3640,29.620,51
175,178,Curtis Luck,65,72.001,4197,51.056,59
176,179,Seamus Power,80,72.026,5129,56.883,72
177,180,Alex Cejka,58,72.076,3564,39.818,50
178,181,Kyle Jones,72,72.079,4692,65.227,66
179,182,Cody Gribble,74,72.096,4716,42.344,66
180,183,J.J. Henry,58,72.135,3717,34.007,52
181,184,Seth Reeves,73,72.156,4766,68.443,67
182,185,"Ted Potter, Jr.",73,72.214,5067,60.228,71
183,186,Rod Pampling,56,72.304,3722,37.822,52
184,187,Martin Trainer,63,72.343,4381,31.917,61
185,188,Whee Kim,73,72.474,4934,66.703,69
186,189,John Chin,58,72.485,3854,60.190,54
187,191,Satoshi Kodaira,67,72.78,4613,44.913,64
188,192,Michael Kim,61,73.569,4305,35.554,59
