RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
169,172,J.B. Holmes,78,56.5,561,993
170,173,Wyndham Clark,87,56.37,668,1185
171,174,Seamus Power,80,56.26,566,1006
172,175,Curtis Luck,65,55.91,459,821
173,177,Jimmy Walker,74,55.65,576,1035
174,176,Dustin Johnson,73,55.57,544,979
175,178,Cameron Champ,78,55.3,590,1067
176,179,Kevin Tway,84,55.26,620,1122
177,180,Jim Knous,57,55.21,408,739
178,181,Julián Etulain,70,54.81,496,905
179,183,Peter Malnati,87,54.62,632,1157
180,184,Cody Gribble,74,53.64,494,921
181,185,Jordan Spieth,82,53.12,587,1105
182,186,Luke List,66,53.06,468,882
183,187,Michael Kim,61,52.96,438,827
184,188,Trey Mullinax,77,51.03,519,1017
185,189,Phil Mickelson,63,50.77,426,839
186,190,Martin Trainer,63,50.76,432,851
187,191,Peter Uihlein,84,50.55,550,1088
188,192,Ollie Schniederjans,77,48.47,508,1048
