RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,1,Colt Knost,90,73.36,881,1201
2,2,Thomas Aiken,70,72.36,665,919
3,3,Jerry Kelly,76,71.2,754,1059
4,4,Brian Stuard,66,71.07,656,923
5,6,Zac Blair,99,69.86,927,1327
6,5,Roberto Castro,97,69.37,940,1355
7,7,Jim Furyk,52,69.09,503,728
8,8,Russell Knox,92,68.51,853,1245
9,9,John Huh,86,68.3,810,1186
10,10,Chez Reavie,90,68.22,818,1199
11,11,David Toms,62,67.98,588,865
12,12,Spencer Levin,104,67.79,947,1397
13,13,Graeme McDowell,63,67.7,570,842
14,14,Jason Bohn,67,67.56,633,937
15,16,David Lingmerth,84,67.36,747,1109
16,18,Boo Weekley,83,66.98,777,1160
17,17,Emiliano Grillo,93,66.93,846,1264
18,15,Ryan Moore,86,66.52,751,1129
19,20,Mark Wilson,66,66.2,572,864
20,21,K.J. Choi,73,66.18,673,1017
21,22,David Hearn,95,65.94,875,1327
22,23,Alex Cejka,71,65.89,620,941
23,24,Dicky Pride,55,65.86,488,741
24,T28,Matt Kuchar,100,65.67,880,1340
25,T25,Jim Herman,93,65.59,852,1299
26,27,Andrew Landry,53,65.55,449,685
27,T28,Abraham Ancer,51,65.42,439,671
28,30,Billy Hurley III,66,65.36,602,921
29,T25,Kevin Na,96,65.3,847,1297
30,32,Kyle Reifers,115,65.29,1012,1550
31,19,William McGirt,98,65.28,895,1371
32,34,Zach Johnson,90,65.23,788,1208
33,33,Kevin Kisner,97,64.92,857,1320
34,35,Mark Hubbard,101,64.82,877,1353
35,36,Scott Langley,65,64.81,571,881
36,31,Paul Casey,77,64.67,670,1036
37,37,Keegan Bradley,82,64.57,740,1146
38,38,Kyle Stanley,92,64.54,801,1241
39,39,Chad Campbell,90,64.39,810,1258
T40,T40,Lucas Glover,75,64.37,674,1047
T40,T40,Kevin Streelman,82,64.37,737,1145
42,42,Jon Curran,99,64.35,890,1383
43,43,Ken Duke,58,64.18,482,751
44,44,Danny Lee,93,64.05,807,1260
45,45,Rod Pampling,54,63.95,447,699
46,46,Francesco Molinari,64,63.76,570,894
47,47,Scott Brown,88,63.65,781,1227
48,48,Jason Gore,78,63.63,656,1031
49,49,Adam Hadwin,93,63.62,827,1300
50,51,Whee Kim,82,63.48,690,1087
51,52,Brian Harman,104,63.41,922,1454
52,53,Henrik Norlander,71,63.39,594,937
53,54,Steve Stricker,53,63.23,466,737
54,55,Ben Crane,80,63.18,671,1062
55,56,Russell Henley,76,63.15,670,1061
56,58,Scott Pinckney,87,63.05,749,1188
57,50,Si Woo Kim,113,62.84,957,1523
58,57,Jason Dufner,105,62.83,894,1423
59,60,Bryce Molder,80,62.53,681,1089
60,61,Blayne Barber,84,62.37,696,1116
61,62,Tim Wilkinson,72,62.36,593,951
62,63,Bill Haas,86,62.34,715,1147
63,64,Stuart Appleby,71,62.24,600,964
64,65,Rory Sabbatini,57,62.18,467,751
65,66,Webb Simpson,70,62.17,608,978
66,67,Ben Martin,92,62.14,765,1231
67,59,Hideki Matsuyama,76,62.04,634,1022
68,68,Chris Kirk,90,62.02,738,1190
69,69,Shane Lowry,57,61.85,467,755
70,70,Sergio Garcia,54,61.76,441,714
71,71,Louis Oosthuizen,63,61.67,481,780
72,72,Vaughn Taylor,72,61.59,619,1005
73,74,Fabián Gómez,82,61.44,682,1110
74,75,Hudson Swafford,104,61.43,892,1452
75,76,Geoff Ogilvy,63,61.24,504,823
76,77,Johnson Wagner,86,61.13,736,1204
77,73,Rory McIlroy,69,61.06,530,868
T78,T78,George McNeill,51,60.99,433,710
T78,T78,Wes Roach,59,60.99,469,769
80,80,Brett Stegmaier,87,60.93,722,1185
81,82,Troy Merritt,77,60.89,657,1079
82,83,D.H. Lee,61,60.85,485,797
83,84,Will MacKenzie,84,60.81,678,1115
T84,T85,Billy Horschel,73,60.71,595,980
T84,T85,James Hahn,85,60.71,723,1191
86,87,Chris Stroud,82,60.7,678,1117
87,81,Kevin Chappell,93,60.68,787,1297
88,88,Padraig Harrington,54,60.66,458,755
89,89,Michael Thompson,71,60.57,576,951
90,90,Marc Leishman,89,60.55,729,1204
91,91,Peter Malnati,85,60.54,721,1191
92,92,Kelly Kraft,63,60.36,498,825
93,93,Steve Wheatcroft,85,60.32,681,1129
94,94,Brendan Steele,88,60.29,709,1176
95,96,Graham DeLaet,70,60.11,553,920
96,97,Derek Ernst,59,60.1,479,797
97,98,John Senden,88,60.07,722,1202
98,99,Sam Saunders,69,59.78,541,905
99,100,Cameron Tringale,81,59.57,641,1076
100,101,D.A. Points,55,59.47,424,713
101,102,Scott Piercy,87,59.41,701,1180
