RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
102,103,Sung Kang,89,59.36,720,1213
103,104,Will Wilcox,67,59.34,537,905
T104,T105,Harold Varner III,92,59.33,763,1286
T104,T105,J.J. Henry,68,59.33,550,927
106,107,Jeff Overton,69,59.25,538,908
107,108,Greg Owen,85,59.22,671,1133
108,109,Cameron Smith,73,59.21,569,961
109,110,Brendon de Jonge,83,59.19,670,1132
110,112,Freddie Jacobson,86,59.03,709,1201
111,113,Martin Piller,59,58.97,470,797
112,111,Sean O'Hair,89,58.84,732,1244
T113,115,Rickie Fowler,80,58.69,635,1082
T113,114,Brandt Snedeker,93,58.69,733,1249
115,116,Daniel Summerhays,99,58.65,810,1381
116,117,Michael Kim,100,58.64,787,1342
117,118,Brooks Koepka,75,58.6,576,983
118,120,Steve Marino,72,58.46,556,951
119,121,Jason Kokrak,89,58.41,726,1243
T120,T122,Stewart Cink,61,58.4,497,851
T120,T122,Shawn Stefani,91,58.4,709,1214
122,124,Hiroshi Iwata,85,58.34,675,1157
123,119,Jordan Spieth,80,58.14,618,1063
124,125,Ángel Cabrera,62,58.06,504,868
125,127,Brendon Todd,66,58.02,510,879
126,128,Tyler Aldridge,83,57.95,638,1101
127,129,Justin Rose,65,57.9,502,867
128,130,Ryan Palmer,86,57.88,694,1199
129,131,Morgan Hoffmann,71,57.8,541,936
130,132,Jonas Blixt,79,57.79,612,1059
131,133,Patrick Rodgers,89,57.74,686,1188
132,134,Matt Jones,83,57.55,644,1119
133,136,Robert Streb,87,57.48,676,1176
134,137,Chad Collins,73,57.41,585,1019
135,138,Jamie Lovemark,91,57.32,728,1270
136,139,Bronson Burgoon,83,57.3,632,1103
137,141,Nick Taylor,83,57.21,631,1103
138,135,Dustin Johnson,87,57.17,658,1151
139,143,Hunter Mahan,61,57.13,485,849
140,T144,Scott Stallings,74,56.95,557,978
141,147,Dawie van der Walt,72,56.89,557,979
142,126,Charl Schwartzel,73,56.86,555,976
143,148,Vijay Singh,72,56.73,569,1003
T144,149,Luke Donald,81,56.69,640,1129
T144,146,Gary Woodland,95,56.69,720,1270
146,142,Daniel Berger,92,56.68,704,1242
147,150,Chesson Hadley,81,56.58,623,1101
148,T144,Jhonattan Vegas,97,56.57,736,1301
149,151,Retief Goosen,55,56.4,432,766
150,153,Anirban Lahiri,72,56.31,544,966
151,152,Patrick Reed,105,55.96,775,1385
152,155,Tom Hoge,81,55.81,600,1075
153,156,Adam Scott,79,55.55,591,1064
154,157,Luke Guthrie,57,55.53,427,769
155,158,Aaron Baddeley,93,55.42,690,1245
156,159,Rob Oppenheim,67,55.28,487,881
157,160,Patton Kizzire,93,55.23,686,1242
T158,T161,Branden Grace,63,55.14,461,836
T158,T161,Martin Laird,82,55.14,601,1090
160,163,Bubba Watson,72,55.11,534,969
161,164,Robert Allenby,51,55.06,392,712
162,165,Harris English,97,55.01,746,1356
163,154,Phil Mickelson,75,54.82,552,1007
164,166,Charley Hoffman,91,54.8,673,1228
165,167,Andres Gonzales,80,54.55,594,1089
166,168,Ricky Barnes,97,54.27,705,1299
167,169,Justin Thomas,99,53.94,725,1344
168,170,Robert Garrigus,69,53.91,490,909
169,171,Erik Compton,65,53.64,472,880
170,172,Ernie Els,66,52.93,488,922
T171,T173,Tyrone Van Aswegen,105,52.91,754,1425
T171,T173,Smylie Kaufman,91,52.91,654,1236
173,175,Carlos Ortiz,79,52.77,552,1046
174,176,Charles Howell III,91,52.6,668,1270
175,177,Tony Finau,95,52.48,697,1328
176,178,Rhein Gibson,58,52.45,396,755
177,179,Camilo Villegas,83,52.18,575,1102
178,181,Derek Fathauer,94,52.02,683,1313
179,180,J.B. Holmes,77,51.68,537,1039
180,182,Luke List,79,50.98,548,1075
181,183,Jason Day,76,50.46,489,969
182,184,Seung-Yul Noh,85,49.12,555,1130
183,185,Jimmy Walker,85,48.31,556,1151
184,187,Andrew Loupe,75,45.56,477,1047
185,188,Steven Bowditch,71,43.02,428,995
