RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
89,90,Martin Laird,82,0.148,-0.178,0.313,0.053,71
90,91,John Huh,86,0.136,0.127,0.11,0.05,79
91,92,John Senden,88,0.13,0.318,0.199,-0.299,79
92,93,Jim Herman,93,0.111,0.364,-0.288,-0.122,71
93,94,Brett Stegmaier,87,0.109,0.128,0.133,-0.152,75
94,95,Steve Stricker,53,0.101,-0.44,-0.003,0.544,45
95,96,Johnson Wagner,86,0.096,0.03,0.219,-0.154,76
96,97,Hudson Swafford,104,0.093,0.497,0.32,-0.561,92
T97,T98,Blayne Barber,84,0.088,0.018,0.127,-0.056,74
T97,T98,Anirban Lahiri,72,0.088,0.025,0.143,-0.08,48
99,100,Nick Taylor,83,0.086,0.149,0.06,-0.123,66
100,101,Michael Thompson,71,0.079,0.015,0.16,0.051,54
101,102,Kyle Reifers,115,0.057,0.117,0.04,-0.113,97
102,103,Tyrone Van Aswegen,105,0.055,-0.393,0.571,-0.013,88
103,104,Rod Pampling,54,0.049,0.222,-0.372,0.199,37
104,105,James Hahn,85,0.043,0.1,-0.082,0.135,70
105,106,Harris English,97,0.04,-0.236,0.24,0.138,73
106,107,Henrik Norlander,71,0.024,0.023,0.031,-0.117,53
107,108,Graeme McDowell,63,0.021,-0.129,0.153,-0.003,45
108,109,Whee Kim,82,0.01,0.252,-0.39,0.148,65
109,110,Scott Brown,88,0.0,0.545,-0.038,-0.124,70
110,111,Chesson Hadley,81,-0.004,-0.031,0.16,-0.132,67
T111,T112,Matt Jones,83,-0.011,-0.039,-0.233,0.197,63
T111,T112,Adam Hadwin,93,-0.011,0.223,-0.055,-0.081,88
113,114,Bryce Molder,80,-0.013,-0.181,-0.331,0.498,67
114,T115,Stuart Appleby,71,-0.025,-0.173,-0.1,0.248,66
115,117,Ben Crane,80,-0.028,-0.063,0.101,0.173,66
116,118,Chris Stroud,82,-0.029,-0.069,0.159,-0.119,69
117,119,Patton Kizzire,93,-0.039,-0.34,0.339,-0.08,75
118,120,Will Wilcox,67,-0.062,0.04,0.159,-0.261,57
119,121,Brian Stuard,66,-0.07,-0.1,-0.11,0.14,60
120,122,Jeff Overton,69,-0.076,-0.054,-0.157,0.134,58
121,123,Colt Knost,90,-0.077,-0.294,0.228,-0.131,71
122,124,Cameron Tringale,81,-0.081,-0.443,0.257,0.104,70
123,125,Billy Hurley III,66,-0.084,-0.206,0.226,-0.104,59
124,126,Ricky Barnes,97,-0.091,-0.518,0.2,0.227,80
125,127,Tyler Aldridge,83,-0.11,-0.115,-0.031,0.036,67
126,128,Ben Martin,92,-0.117,0.079,0.081,-0.277,80
127,T115,Kevin Kisner,97,-0.124,0.348,-0.142,-0.331,73
128,129,Derek Ernst,59,-0.127,0.152,-0.291,0.012,43
129,130,K.J. Choi,73,-0.145,-0.317,0.263,0.159,67
T130,T131,Seung-Yul Noh,85,-0.149,-0.637,0.114,0.374,69
T130,T131,Kelly Kraft,63,-0.149,-0.093,-0.1,-0.103,45
132,133,Sung Kang,89,-0.182,-0.009,-0.121,-0.053,73
133,134,Bronson Burgoon,83,-0.203,0.069,0.145,-0.398,65
134,135,Ken Duke,58,-0.21,0.04,-0.202,-0.048,48
135,136,Dawie van der Walt,72,-0.213,-0.013,0.21,-0.41,56
136,137,Fabián Gómez,82,-0.249,0.009,-0.289,0.03,73
137,138,Jason Bohn,67,-0.252,-0.259,0.272,-0.265,59
138,139,Tom Hoge,81,-0.254,-0.315,0.236,-0.175,63
139,140,Rob Oppenheim,67,-0.26,-0.779,0.189,0.176,51
140,141,Scott Pinckney,87,-0.262,0.511,-0.396,-0.376,71
141,142,Sam Saunders,69,-0.293,-0.191,-0.105,0.003,51
142,143,Brian Harman,104,-0.296,0.27,-0.611,0.12,92
143,144,George McNeill,51,-0.306,-0.415,0.278,-0.168,46
144,145,Abraham Ancer,51,-0.307,-0.024,-0.34,0.057,38
145,146,Morgan Hoffmann,71,-0.324,-0.07,-0.192,-0.062,59
146,147,Aaron Baddeley,93,-0.33,-0.366,-0.362,0.402,75
147,148,Jon Curran,99,-0.354,-0.659,0.001,0.304,84
148,149,Daniel Summerhays,99,-0.356,-0.126,-0.257,0.027,79
149,150,Steve Wheatcroft,85,-0.375,0.008,-0.394,0.012,70
150,151,Andrew Loupe,75,-0.395,-0.005,-0.281,-0.172,67
151,152,Mark Wilson,66,-0.399,-0.501,-0.061,0.163,55
152,153,Freddie Jacobson,86,-0.414,-0.223,-0.059,0.05,72
153,154,Michael Kim,100,-0.423,-0.006,-0.078,-0.111,86
154,155,Ernie Els,66,-0.428,0.065,-0.48,-0.014,56
155,156,Rhein Gibson,58,-0.442,-0.067,0.0,-0.376,44
156,157,Chad Collins,73,-0.448,-0.629,-0.226,0.408,64
157,158,Jason Gore,78,-0.449,0.044,-0.097,-0.581,60
158,159,Rory Sabbatini,57,-0.459,0.115,-0.628,0.054,39
159,160,J.J. Henry,68,-0.465,-0.293,-0.257,-0.097,61
160,161,Andres Gonzales,80,-0.469,-0.222,-0.112,-0.135,64
161,163,Carlos Ortiz,79,-0.481,-0.452,0.061,-0.272,61
162,164,Mark Hubbard,101,-0.487,-0.143,-0.189,-0.155,83
163,165,Brendon de Jonge,83,-0.488,-0.229,-0.195,-0.063,65
164,166,Steve Marino,72,-0.555,0.21,-0.35,-0.263,56
165,167,Zac Blair,99,-0.565,-0.068,-0.498,0.001,81
166,168,Camilo Villegas,83,-0.572,-0.764,0.08,0.113,71
167,169,Troy Merritt,77,-0.608,-0.303,-0.138,-0.166,65
168,170,Jonas Blixt,79,-0.613,-0.093,-0.303,0.012,68
169,171,Wes Roach,59,-0.615,-0.015,-0.262,-0.338,43
170,172,Scott Langley,65,-0.639,0.105,-0.998,0.254,53
171,173,Erik Compton,65,-0.646,-0.495,-0.443,0.074,51
172,174,Andrew Landry,53,-0.694,0.594,-0.892,-0.396,33
173,175,Cameron Smith,73,-0.706,-0.357,-0.286,-0.062,46
174,176,Derek Fathauer,94,-0.791,-0.538,-0.25,-0.026,76
T175,T177,Hiroshi Iwata,85,-0.817,0.012,-0.562,-0.033,67
T175,T177,Ángel Cabrera,62,-0.817,-0.106,-0.355,-0.582,49
177,179,Luke Guthrie,57,-0.847,-0.819,-0.075,0.046,45
178,180,Dicky Pride,55,-0.974,-0.212,-0.856,0.094,41
179,181,Martin Piller,59,-0.997,-0.444,-0.549,-0.24,47
180,182,Hunter Mahan,61,-1.032,-0.118,-0.869,-0.268,50
181,183,Peter Malnati,85,-1.143,-0.538,-0.532,-0.073,74
182,184,Robert Allenby,51,-1.459,-0.631,-0.46,-0.368,41
183,186,D.H. Lee,61,-1.821,-0.51,-1.318,0.007,46
184,187,Brendon Todd,66,-2.055,-1.043,-1.424,0.412,54
185,188,Steven Bowditch,71,-3.34,-1.616,-1.68,-0.044,55
