RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,TOP 10,1ST,2ND,3RD
1,1,Dustin Johnson,15,3.0,1.0,2.0
2,2,Patrick Reed,11,1.0,2.0,
T3,T3,Jason Day,10,3.0,1.0,1.0
T3,T3,Matt Kuchar,10,,,3.0
T5,T5,Adam Scott,9,2.0,2.0,
T5,T5,Ryan Moore,9,1.0,1.0,1.0
T7,T5,Kevin Na,8,,2.0,2.0
T7,T10,Rory McIlroy,8,2.0,,1.0
T7,T5,Rickie Fowler,8,,1.0,
T7,T10,Kevin Chappell,8,,4.0,1.0
T7,T10,Hideki Matsuyama,8,1.0,,1.0
T7,T5,Jordan Spieth,8,2.0,1.0,1.0
T13,T16,Justin Thomas,7,1.0,,4.0
T13,T10,William McGirt,7,1.0,1.0,
T13,T10,Brandt Snedeker,7,1.0,1.0,2.0
T13,T16,Paul Casey,7,,2.0,
T13,T10,Brooks Koepka,7,,2.0,1.0
T18,T16,Daniel Berger,6,1.0,,
T18,T16,Bill Haas,6,,1.0,1.0
T18,T24,Jason Dufner,6,1.0,,
T18,T16,J.B. Holmes,6,,,1.0
T18,T16,Phil Mickelson,6,,3.0,1.0
T18,T16,Kevin Kisner,6,1.0,1.0,
T18,T16,Branden Grace,6,1.0,,
T25,T24,Billy Horschel,5,,,
T25,T24,Jamie Lovemark,5,,1.0,
T25,T24,Kyle Reifers,5,,,
T25,T24,Patton Kizzire,5,,1.0,
T25,T24,Bryce Molder,5,,,
T25,T24,Zach Johnson,5,,,
T25,T24,Charles Howell III,5,,,
T25,T24,Aaron Baddeley,5,1.0,,
T25,T24,Justin Rose,5,,,1.0
T25,T24,Jhonattan Vegas,5,1.0,,
T25,T37,Charl Schwartzel,5,1.0,,
T25,T24,Graeme McDowell,5,1.0,,1.0
T25,T24,Jimmy Walker,5,1.0,,1.0
T25,T37,Si Woo Kim,5,1.0,1.0,
T39,T37,Harold Varner III,4,,,
T39,T37,Smylie Kaufman,4,1.0,,
T39,T37,Andrew Loupe,4,,,1.0
T39,T37,Ricky Barnes,4,,,
T39,T52,Bubba Watson,4,1.0,1.0,
T39,T37,Alex Cejka,4,,1.0,
T39,T37,Sergio Garcia,4,1.0,1.0,
T39,T37,Henrik Stenson,4,1.0,1.0,1.0
T39,T37,Russell Henley,4,,,
T39,T37,Russell Knox,4,2.0,2.0,
T39,T52,Gary Woodland,4,,1.0,
T39,T37,Roberto Castro,4,,1.0,1.0
T39,T37,Scott Brown,4,,,
T39,T37,Jason Kokrak,4,,1.0,
T39,T37,Fabián Gómez,4,1.0,,
T54,T52,Martin Laird,3,,1.0,
T54,T52,Johnson Wagner,3,,,
T54,T52,Chris Kirk,3,,,
T54,T52,Brett Stegmaier,3,,1.0,
T54,T52,Colt Knost,3,,,2.0
T54,T52,Danny Willett,3,1.0,,2.0
T54,T52,James Hahn,3,1.0,,
T54,T80,Emiliano Grillo,3,1.0,1.0,
T54,T52,Harris English,3,,1.0,1.0
T54,T52,John Huh,3,,,
T54,T52,Jon Curran,3,,1.0,
T54,T52,Freddie Jacobson,3,,,
T54,T52,Steve Stricker,3,,1.0,
T54,T52,Jim Furyk,3,,1.0,
T54,T52,Chad Campbell,3,,,
T54,T52,Ryan Palmer,3,,,1.0
T54,T52,Jason Bohn,3,,2.0,1.0
T54,T52,Scott Piercy,3,,2.0,
T54,T52,Louis Oosthuizen,3,,1.0,
T54,T52,Rafa Cabrera Bello,3,,,1.0
T54,T52,Graham DeLaet,3,,,
T54,T52,Robert Garrigus,3,,,
T54,T52,Francesco Molinari,3,,,
T54,T52,Patrick Rodgers,3,,,1.0
T54,T52,Bud Cauley,3,,,
T54,T52,Peter Malnati,3,1.0,,
T54,T52,Jon Rahm,3,,1.0,1.0
T81,T80,Whee Kim,2,,,1.0
T81,T80,Zac Blair,2,,,1.0
T81,T80,Matt Fitzpatrick,2,,,
T81,T80,Tyrrell Hatton,2,,,
T81,T80,David Lingmerth,2,,1.0,
T81,T80,Will Wilcox,2,,,
T81,T80,Tom Hoge,2,,,
T81,T80,Spencer Levin,2,,,
T81,T80,Brian Harman,2,,,
T81,T80,Kevin Streelman,2,,,1.0
T81,T80,Luke List,2,,,
T81,T80,David Hearn,2,,,
T81,T80,Marc Leishman,2,,,
T81,T80,Chez Reavie,2,,,
T81,T80,Daniel Summerhays,2,,,1.0
T81,T80,Steve Wheatcroft,2,,,
T81,T80,Lucas Glover,2,,,
T81,T80,Boo Weekley,2,,,
T81,T80,Sean O'Hair,2,,1.0,
T81,T80,K.J. Choi,2,,1.0,
T81,T80,Luke Donald,2,,2.0,
T81,T80,Søren Kjeldsen,2,,,
T81,T80,Vijay Singh,2,,1.0,
T81,T80,Jerry Kelly,2,,1.0,
T81,T80,Ken Duke,2,,,1.0
T81,T80,Byeong Hun An,2,,1.0,
T81,T80,Keegan Bradley,2,,,
T81,T80,Shane Lowry,2,,1.0,
T81,T80,Adam Hadwin,2,,,
T81,T80,Ben Martin,2,,1.0,
T81,T80,Jim Herman,2,1.0,,
T81,T80,Martin Piller,2,,,
T81,T80,Brendan Steele,2,,,1.0
T81,T80,Brice Garnett,2,,,
T81,T80,Tony Finau,2,1.0,,
T81,T80,Danny Lee,2,,,
T81,T80,Sung Kang,2,,,
T81,T80,Jonas Blixt,2,,,1.0
T81,T80,Webb Simpson,2,,,1.0
T81,T80,Billy Hurley III,2,1.0,,
T81,T80,Sam Saunders,2,,,
T81,T80,Tyrone Van Aswegen,2,,,1.0
T81,T80,Steve Marino,2,,1.0,
T124,T124,Miguel Angel Carballo,1,,,
T124,T124,Seung-Yul Noh,1,,,
T124,T124,Ross Fisher,1,,,1.0
T124,T124,Hiroshi Iwata,1,,,
T124,T124,Rob Oppenheim,1,,,
T124,T124,Chris Stroud,1,,,
T124,T124,Scott Stallings,1,,,
T124,T124,Kiradech Aphibarnrat,1,,,
T124,T124,Andres Gonzales,1,,,
T124,T124,Jeff Overton,1,,,
T124,T124,Troy Merritt,1,,,1.0
T124,T124,Michael Thompson,1,,,
T124,T124,Brian Stuard,1,1.0,,
T124,T124,Rafael Campos,1,,,
T124,T124,Derek Fathauer,1,,,
T124,T124,Anirban Lahiri,1,,,
T124,T124,Shawn Stefani,1,,,
T124,T124,Cameron Tringale,1,,1.0,
T124,T124,Morgan Hoffmann,1,,,1.0
T124,T124,Andrew Landry,1,,,
T124,T124,Hudson Swafford,1,,,
T124,T124,Andrew Johnston,1,,,
T124,T124,Lee Westwood,1,,1.0,
T124,T124,Greg Chalmers,1,1.0,,
T124,T124,John Senden,1,,,
T124,T124,Greg Owen,1,,,
T124,T124,Padraig Harrington,1,,,
T124,T124,David Toms,1,,1.0,
T124,T124,Ernie Els,1,,,
T124,T124,Charley Hoffman,1,1.0,,
T124,T124,Tim Herron,1,,,
T124,T124,Brian Gay,1,,,
T124,T124,Geoff Ogilvy,1,,,
T124,T124,Vaughn Taylor,1,1.0,,
T124,T124,Ben Crane,1,,,
T124,T124,D.J. Trahan,1,,,
T124,T124,Ian Poulter,1,,,1.0
T124,T124,Martin Kaymer,1,,,
T124,T124,Steven Bowditch,1,,,
T124,T124,Tim Wilkinson,1,,,
T124,T124,Will MacKenzie,1,,,
T124,T124,Chad Collins,1,,,1.0
T124,T124,Justin Hicks,1,,,
T124,T124,Nick Taylor,1,,,
T124,T124,Andres Romero,1,,,
T124,T124,Luke Guthrie,1,,,
T124,T124,Blayne Barber,1,,,1.0
T124,T124,Kelly Kraft,1,,,
T124,T124,Robert Streb,1,,,
T124,T124,Michael Johnson,1,,,1.0
T124,T124,Richard Lee,1,,,
T124,T124,Haotong Li,1,,,
T124,T124,Rodolfo Cazaubòn,1,,,1.0
T124,T124,Hunter Stewart,1,,,
T124,T124,Bobby Wyatt,1,,,
T124,T124,Bryson DeChambeau,1,,,
T124,T124,Lee McCoy,1,,,
T124,T124,Wesley Bryan,1,,,
T124,T124,Jared du Toit,1,,,
