RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED,COUNTRY
1,1.0,Tiger Woods,42,21.59,906.62,-540.85,692.28,
2,2.0,Jim Furyk,52,9.15,476.03,-194.67,432.9,
3,3.0,Phil Mickelson,42,8.36,351.28,-306.79,291.82,
4,4.0,Adam Scott,52,7.73,402.07,-188.94,356.82,
5,5.0,Vijay Singh,62,6.43,398.83,-495.89,278.79,
6,6.0,Retief Goosen,57,6.4,364.76,-300.85,236.26,
7,8.0,Luke Donald,50,5.99,299.57,-190.07,255.71,
8,7.0,Ernie Els,47,5.9,277.31,-326.53,226.42,
9,9.0,Sergio Garcia,48,5.76,276.61,-235.39,179.59,
10,10.0,Geoff Ogilvy,50,5.54,276.83,-129.33,278.43,
11,11.0,Padraig Harrington,54,5.11,275.91,-163.62,231.47,
12,12.0,Henrik Stenson,50,4.7,234.95,-130.8,218.71,
13,13.0,Trevor Immelman,52,4.65,241.86,-105.3,238.01,
14,14.0,David Howell,53,4.59,243.47,-156.28,166.23,
15,15.0,Paul Casey,51,4.27,217.65,-88.78,191.2,
16,17.0,David Toms,48,4.2,201.83,-175.29,166.33,
17,16.0,Davis Love III,48,4.18,200.6,-135.99,150.07,
18,18.0,Colin Montgomerie,56,4.03,225.62,-166.9,125.08,
19,20.0,José María Olazábal,52,3.84,199.6,-139.01,159.69,
20,19.0,Chris DiMarco,52,3.81,198.08,-186.32,150.58,
21,22.0,Ángel Cabrera,48,3.55,170.6,-128.38,112.35,
22,21.0,Tim Clark,57,3.49,198.7,-164.05,148.93,
23,23.0,Stewart Cink,54,3.42,184.5,-156.83,166.05,
24,25.0,Michael Campbell,51,3.37,172.12,-126.98,77.12,
25,24.0,Chad Campbell,53,3.34,176.91,-136.67,167.23,
26,27.0,Stuart Appleby,55,3.33,183.13,-153.58,169.89,
27,26.0,Rod Pampling,55,3.31,181.94,-118.09,165.19,
28,28.0,K.J. Choi,61,3.22,196.5,-126.99,147.58,
29,29.0,Darren Clarke,43,3.19,137.35,-155.05,90.77,
30,32.0,Nick O'Hern,49,3.11,152.61,-126.37,93.15,
31,30.0,Ian Poulter,61,3.07,187.54,-106.52,170.72,
32,43.0,Joe Durant,53,3.04,161.24,-52.72,147.92,
33,31.0,Carl Pettersson,65,3.01,195.62,-108.39,167.3,
34,33.0,Robert Karlsson,57,2.99,170.46,-41.38,172.97,
35,34.0,Rory Sabbatini,51,2.98,151.76,-106.52,169.24,
36,35.0,Shingo Katayama,54,2.94,158.91,-94.69,115.51,
37,40.0,Arron Oberholser,44,2.92,128.51,-72.14,137.64,
38,39.0,Ben Crane,47,2.91,136.84,-82.98,85.35,
39,38.0,Stephen Ames,46,2.89,132.84,-120.41,139.13,
40,36.0,Thomas Bjørn,53,2.89,153.0,-121.88,97.74,
41,41.0,Mike Weir,49,2.87,140.72,-104.11,136.82,
42,42.0,Brett Wetterich,55,2.87,157.67,-34.64,163.22,
43,37.0,Robert Allenby,62,2.85,176.97,-117.43,111.47,
44,46.0,Lucas Glover,59,2.78,164.07,-91.24,144.58,
45,44.0,Bart Bryant,52,2.78,144.38,-102.0,69.88,
46,45.0,Niclas Fasth,49,2.76,135.06,-78.89,105.14,
47,47.0,Scott Verplank,51,2.62,133.82,-126.17,106.3,
48,48.0,Zach Johnson,58,2.62,151.81,-114.69,138.2,
49,49.0,Kenny Perry,46,2.61,120.22,-127.36,47.54,
50,50.0,Johan Edfors,48,2.6,124.66,-28.6,137.93,
51,51.0,Bradley Dredge,46,2.52,115.71,-53.72,85.07,
52,52.0,Lee Westwood,53,2.5,132.45,-112.44,108.53,
53,53.0,Tom Lehman,44,2.48,109.3,-94.22,98.32,
54,54.0,Fred Couples,42,2.37,99.7,-102.5,65.1,
55,55.0,Shaun Micheel,60,2.35,141.28,-34.36,136.03,
56,56.0,Paul McGinley,51,2.27,115.8,-113.11,43.3,
57,57.0,Tim Herron,55,2.27,124.57,-92.16,92.15,
58,58.0,Steve Stricker,40,2.26,90.37,-24.36,94.45,
59,60.0,Brett Quigley,64,2.26,144.4,-57.78,142.22,
60,63.0,Tom Pernice Jr.,65,2.24,145.91,-85.95,122.44,
61,59.0,Sean O'Hair,60,2.18,131.05,-65.72,87.63,
62,62.0,Paul Broadhurst,53,2.16,114.41,-76.82,105.04,
63,64.0,J.J. Henry,60,2.15,129.01,-52.33,130.79,
64,66.0,Dean Wilson,61,2.14,130.75,-38.23,125.03,
65,61.0,Vaughn Taylor,58,2.14,124.11,-79.31,103.44,
66,65.0,Anthony Wall,52,2.11,109.7,-32.59,110.98,
67,67.0,Miguel Angel Jiménez,54,2.06,111.31,-128.49,94.39,
68,68.0,Ben Curtis,53,2.05,108.66,-35.75,102.23,
69,72.0,Fred Funk,60,1.98,118.55,-112.62,86.37,
70,69.0,Ryan Moore,40,1.97,78.91,-25.98,61.06,
71,71.0,Charl Schwartzel,59,1.96,115.49,-58.66,107.44,
72,70.0,Richard Green,50,1.95,97.59,-83.69,86.56,
73,77.0,Jeev Milkha Singh,73,1.94,141.71,-32.54,151.24,
74,73.0,Jason Bohn,57,1.94,110.45,-63.39,82.96,
75,74.0,Justin Rose,59,1.93,114.01,-70.73,90.36,
76,75.0,Charles Howell III,59,1.9,111.93,-94.99,79.33,
77,76.0,Y.E. Yang,50,1.89,94.6,-51.97,72.74,
78,80.0,Greg Owen,53,1.79,95.12,-55.76,85.25,
79,81.0,Billy Mayfair,60,1.79,107.54,-78.18,79.27,
80,79.0,Simon Dyson,63,1.79,112.76,-40.39,109.8,
81,82.0,Stephen Dodd,48,1.77,84.85,-58.4,59.22,
82,84.0,Troy Matteson,59,1.76,103.74,-16.78,97.17,
83,83.0,Simon Khan,49,1.75,85.67,-48.83,73.53,
84,85.0,S.K. Ho,52,1.74,90.38,-55.97,71.58,
85,86.0,Ted Purdy,67,1.71,114.35,-89.71,70.89,
86,89.0,Jerry Kelly,63,1.67,105.17,-94.65,89.42,
87,90.0,Brandt Jobe,55,1.65,90.73,-62.39,52.25,
88,87.0,Bo Van Pelt,61,1.64,100.16,-76.68,76.35,
89,78.0,J.B. Holmes,40,1.63,65.37,-27.9,93.27,
90,91.0,Jonathan Byrd,51,1.62,82.48,-50.55,77.53,
91,88.0,Jesper Parnevik,50,1.59,79.69,-68.12,78.16,
92,92.0,Paul Sheehan,61,1.58,96.64,-56.22,72.04,
93,94.0,Taichi Teshima,56,1.56,87.59,-30.32,65.07,
94,98.0,Aaron Baddeley,55,1.56,85.99,-45.14,80.58,
95,96.0,Jeff Sluman,57,1.54,87.59,-57.39,76.06,
96,100.0,Hidemasa Hoshino,51,1.53,78.24,-30.34,60.48,
97,97.0,Shigeki Maruyama,60,1.53,91.61,-102.4,53.99,
98,95.0,Anders Hansen,49,1.53,74.73,-56.82,67.6,
99,102.0,Richard Johnson,51,1.5,76.39,-35.98,76.42,
100,103.0,Heath Slocum,59,1.5,88.36,-51.91,57.74,
101,99.0,John Senden,63,1.49,93.72,-59.34,72.45,
102,104.0,Corey Pavin,50,1.48,74.09,-43.84,65.94,
103,105.0,Jyoti Randhawa,47,1.48,69.4,-45.26,53.46,
104,107.0,Kevin Stadler,61,1.47,89.9,-30.82,90.68,
105,93.0,Justin Leonard,51,1.46,74.59,-108.53,42.66,
106,109.0,Peter Lonard,58,1.44,83.23,-109.18,43.84,
107,108.0,Raphael Jacquelin,48,1.43,68.68,-58.57,49.77,
108,111.0,Thongchai Jaidee,52,1.42,73.82,-52.23,55.49,
109,101.0,Nick Dougherty,60,1.42,85.0,-77.05,52.48,
110,106.0,Camilo Villegas,65,1.41,91.69,-37.97,107.68,
111,117.0,Frank Lickliter II,62,1.4,86.99,-28.88,84.37,
112,113.0,David Lynn,49,1.4,68.73,-58.39,48.52,
113,110.0,Kenneth Ferrie,53,1.4,74.17,-60.91,33.82,
114,112.0,Jason Gore,49,1.4,68.54,-37.44,36.34,
115,116.0,Olin Browne,59,1.39,81.88,-57.59,40.0,
116,114.0,Steve Elkington,40,1.39,55.45,-46.42,13.41,
117,115.0,Hideto Tanihara,54,1.38,74.55,-34.19,69.98,
118,118.0,Graeme McDowell,55,1.38,75.9,-97.26,48.47,
119,120.0,Toru Taniguchi,57,1.37,78.23,-65.13,58.0,
120,124.0,Nathan Green,63,1.36,85.5,-32.49,94.35,
121,121.0,Craig Barlow,48,1.36,65.11,-38.07,60.61,
122,130.0,Billy Andrade,50,1.35,67.59,-44.18,57.58,
122,124.0,Freddie Jacobson,44,1.35,59.48,-53.69,50.97,
124,126.0,Bob Estes,52,1.35,70.0,-53.68,59.57,
125,119.0,John Rollins,59,1.34,79.29,-52.04,79.45,
126,129.0,Mark Calcavecchia,55,1.34,73.89,-64.94,34.97,
127,127.0,Steve Flesch,64,1.34,85.93,-70.15,69.07,
128,128.0,John Bickerton,56,1.33,74.75,-32.82,70.79,
129,134.0,Mathew Goggin,55,1.33,73.08,-25.75,61.44,
130,132.0,José Manuel Lara,56,1.33,74.3,-43.3,60.02,
131,135.0,Tetsuji Hiratsuka,57,1.33,75.55,-35.73,61.05,
132,123.0,Woody Austin,61,1.32,80.5,-53.21,65.26,
132,133.0,Andres Romero,46,1.32,60.7,-15.07,62.69,
134,122.0,Joe Ogilvie,59,1.3,76.96,-80.29,56.91,
135,131.0,Andrew Buckle,51,1.29,65.72,-24.02,68.02,
136,137.0,Paul Goydos,40,1.27,50.84,-12.87,43.99,
137,142.0,Brad Faxon,49,1.26,61.66,-60.5,30.29,
138,143.0,Ricardo Gonzalez,40,1.26,50.25,-32.77,50.19,
139,136.0,Mark Hensby,46,1.26,57.77,-108.54,14.79,
140,140.0,Gary Orr,40,1.25,50.07,-21.03,43.89,
141,139.0,Ryan Palmer,64,1.23,78.76,-88.31,57.63,
142,141.0,Daniel Chopra,74,1.23,90.93,-54.49,78.42,
143,144.0,Jeff Maggert,51,1.23,62.65,-53.3,58.44,
144,145.0,John Daly,51,1.22,62.27,-99.7,10.24,
145,147.0,Bernhard Langer,49,1.21,59.26,-66.12,36.05,
146,148.0,Gonzalo Fernandez-Castaño,53,1.21,64.04,-32.09,56.97,
147,149.0,Harrison Frazar,60,1.2,72.18,-54.13,49.06,
148,146.0,Soren Hansen,54,1.2,64.57,-33.02,55.89,
149,150.0,Søren Kjeldsen,54,1.19,64.08,-31.87,53.12,
150,138.0,Steve Lowery,63,1.18,74.62,-58.09,65.7,
151,151.0,Pat Perez,47,1.18,55.63,-59.63,38.53,
152,155.0,Martin Kaymer,40,1.14,45.7,,45.7,
153,152.0,Charles Warren,58,1.13,65.82,-41.95,57.19,
154,156.0,Bubba Watson,57,1.13,64.65,-24.76,56.83,
155,153.0,WC Liang,54,1.13,61.19,-26.33,48.69,
156,157.0,Chris Couch,49,1.11,54.31,-24.83,58.51,
157,161.0,Ryuji Imada,57,1.08,61.74,-31.54,55.19,
158,162.0,Prayad Marksaeng,68,1.08,73.46,-36.58,59.93,
159,160.0,Craig Parry,46,1.08,49.64,-62.33,19.58,
160,158.0,Nick Watney,60,1.08,64.56,-29.51,60.5,
161,163.0,Peter O'Malley,49,1.07,52.53,-37.42,39.02,
162,154.0,Marc Warren,54,1.07,57.52,-15.57,52.23,
163,166.0,Tomohiro Kondo,55,1.06,58.25,-32.08,49.16,
164,164.0,Daisuke Maruyama,58,1.04,60.56,-28.1,41.3,
165,167.0,David Smail,50,1.03,51.58,-53.7,24.7,
166,159.0,Francesco Molinari,56,1.03,57.72,-19.92,58.29,
167,165.0,Peter Hanson,51,1.03,52.54,-49.59,30.73,
168,169.0,Azuma Yano,54,1.02,54.86,-15.1,39.48,
169,171.0,Steve Webster,44,1.01,44.3,-40.42,20.57,
170,177.0,Thaworn Wiratchant,60,1.0,60.23,-38.02,34.59,
171,172.0,Joey Sindelar,58,1.0,58.15,-58.98,43.35,
172,175.0,Kaname Yokoo,60,1.0,59.81,-32.37,38.33,
173,179.0,Brett Rumford,55,1.0,54.78,-41.57,46.96,
174,176.0,Ken Duke,53,0.99,52.57,-13.65,57.13,
175,174.0,Katsumasa Miyamoto,56,0.99,55.46,-29.21,39.51,
176,168.0,Maarten Lafeber,52,0.99,51.47,-50.08,27.11,
177,178.0,Edward Loar,40,0.99,39.56,-15.34,30.27,
178,173.0,Jeff Brehaut,58,0.99,57.15,-37.82,30.17,
179,180.0,Alex Noren,40,0.97,38.83,-3.76,41.2,
180,187.0,T.C. Wang,40,0.97,38.65,-13.02,35.26,
181,182.0,Markus Brier,51,0.97,49.22,-25.71,50.13,
182,181.0,D.J. Trahan,61,0.96,58.6,-26.15,46.15,
183,196.0,Hiroyuki Fujita,54,0.96,51.85,-31.42,36.01,
184,170.0,Kirk Triplett,40,0.96,38.37,-49.94,35.63,
185,183.0,Eric Axley,56,0.96,53.51,-5.82,50.18,
186,184.0,Brian Gay,64,0.95,60.56,-35.0,56.25,
187,188.0,Jean Van de Velde,40,0.93,37.32,-18.51,36.7,
