RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
43,42,Brad Faxon,75,70.57,5037,- 26.559,71
44,43,Dudley Hart,84,70.59,5925,4.530,84
45,44,Jerry Kelly,101,70.594,7028,- 39.200,99
46,49,Sean O'Hair,103,70.613,7014,- 23.318,99
47,46,Rod Pampling,89,70.634,5977,- 43.752,84
48,47,Tom Pernice Jr.,111,70.637,7592,- 33.812,107
49,48,Tom Lehman,69,70.639,4762,- 29.209,67
50,50,Lee Westwood,50,70.657,3448,- 56.487,48
51,51,Bob Tway,87,70.662,5874,- 9.021,83
52,52,Kevin Sutherland,89,70.679,6151,- 1.969,87
53,53,John Senden,101,70.688,6989,9.144,99
54,55,Olin Browne,99,70.691,6691,24.619,95
55,54,Mathias Grönberg,60,70.714,4095,6.403,58
56,56,Corey Pavin,77,70.721,5169,- 6.348,73
57,57,Woody Austin,100,70.725,7094,- 21.531,100
58,58,Brett Quigley,96,70.731,6518,- 10.718,92
59,59,Heath Slocum,103,70.733,6985,17.532,99
60,61,Jesper Parnevik,84,70.742,5829,- 28.126,82
61,62,Rory Sabbatini,81,70.748,5570,- 51.654,78
62,63,J.L. Lewis,98,70.757,6958,- 23.783,98
63,64,Vaughn Taylor,99,70.765,7005,.763,99
64,65,Robert Allenby,95,70.766,6309,- 10.859,89
65,66,Bo Van Pelt,112,70.767,7915,10.921,112
66,67,Dean Wilson,86,70.796,6080,8.493,86
67,68,Pat Perez,89,70.798,6329,- 27.981,89
68,69,Greg Owen,84,70.811,5691,- 26.085,80
69,70,J.J. Henry,102,70.815,7069,12.515,100
70,71,Ted Purdy,122,70.831,8690,- 48.671,122
71,60,Lucas Glover,88,70.833,6101,- 9.400,86
72,,Padraig Harrington,50,70.843,3433,- 32.526,48
73,72,Joe Ogilvie,103,70.852,7060,- 45.609,99
74,73,Harrison Frazar,105,70.858,7125,31.675,101
75,74,Rocco Mediate,73,70.861,5185,- 12.145,73
T76,T75,John Rollins,97,70.877,6754,- 20.682,95
T76,T75,Carl Pettersson,109,70.877,7423,19.114,105
78,77,Peter Lonard,85,70.878,5990,- 36.255,84
79,78,Briny Baird,98,70.886,6790,15.017,96
T80,T79,Jeff Brehaut,71,70.901,4726,24.390,67
T80,T79,Jeff Maggert,79,70.901,5274,- 27.300,74
82,81,Joe Durant,81,70.923,5752,- 7.201,81
83,82,Freddie Jacobson,72,70.926,5072,- 36.257,71
84,83,Tommy Armour III,103,70.968,7320,- 10.320,103
85,84,Darron Stiles,78,71.0,5371,25.009,76
86,85,Brian Davis,75,71.006,5330,- 4.532,75
87,86,Billy Andrade,83,71.011,5903,- 9.091,83
88,87,Stephen Leaney,89,71.014,6100,7.170,86
89,88,Dan Forsman,52,71.024,3529,22.210,50
90,89,Scott Gutschewski,86,71.028,5805,19.261,82
91,90,Omar Uresti,84,71.035,5952,14.911,84
92,91,Robert Gamez,91,71.05,6465,.560,91
93,92,Daniel Chopra,108,71.051,7380,9.273,104
94,93,Joey Snyder III,102,71.058,6964,- .315,98
95,94,D.J. Trahan,81,71.059,5462,9.534,77
96,95,Jeff Sluman,94,71.072,6671,9.794,94
97,96,Marco Dawson,82,71.085,5803,25.953,82
98,97,Ryuji Imada,78,71.1,5532,13.838,78
99,98,Carlos Franco,78,71.103,5401,2.864,76
100,99,Craig Barlow,81,71.118,5489,- 12.939,77
101,100,Mark Hensby,70,71.119,4882,- 45.875,68
102,101,Steve Stricker,62,71.13,4387,23.050,62
103,102,Jonathan Kaye,77,71.155,5264,1.470,74
104,103,Kirk Triplett,55,71.157,3706,- 5.814,52
105,104,Jonathan Byrd,103,71.16,7043,1.834,99
106,105,Joey Sindelar,104,71.163,7379,21.961,104
107,106,Mike Weir,71,71.169,4739,- 41.865,66
108,107,Hunter Mahan,103,71.197,7192,- 1.054,101
109,108,Michael Allen,90,71.219,6432,- 22.258,90
110,109,Kent Jones,99,71.22,6902,6.294,97
111,110,Tim Petrovic,97,71.227,6626,- 1.859,93
112,111,Charles Warren,89,71.231,6201,- 3.896,87
113,112,Brian Gay,101,71.232,7050,1.960,99
114,113,Jay Williamson,53,71.24,3787,- 11.270,53
115,114,Alex Cejka,84,71.258,5799,- 27.099,81
116,115,Aaron Baddeley,84,71.261,5834,9.392,82
117,116,Brett Wetterich,76,71.263,5255,18.425,74
118,117,Ian Poulter,62,71.264,4037,- 46.199,56
T119,T118,Ryan Palmer,101,71.265,6889,23.734,97
T119,T118,Brian Bateman,98,71.265,6703,- 4.121,94
121,120,Tom Byrum,83,71.268,5924,- 8.767,83
122,121,Kevin Na,88,71.269,6140,- 10.875,86
T123,T122,Jay Haas,54,71.281,3667,- 31.692,51
T123,T122,J.P. Hayes,63,71.281,4481,9.682,63
125,124,Tag Ridings,93,71.289,6465,22.289,91
126,125,Matt Kuchar,60,71.295,4283,- 5.273,60
127,126,Hidemichi Tanaka,106,71.31,7231,42.635,102
128,127,Phillip Price,77,71.312,5171,34.810,73
129,128,Neal Lancaster,95,71.322,6751,24.625,95
130,129,Brenden Pappas,51,71.346,3621,17.662,51
131,130,Duffy Waldorf,86,71.349,5841,9.598,82
132,131,Todd Fischer,99,71.365,6911,11.394,97
133,132,John Cook,72,71.373,4997,- .896,70
134,133,Lee Janzen,75,71.382,5224,- 13.115,73
135,134,Mario Tiziani,67,71.386,4623,17.105,65
136,135,Cameron Beckman,96,71.39,6556,11.909,92
T137,T136,Doug Barron,70,71.419,4970,29.295,70
T137,T136,John Huston,90,71.419,6117,25.026,86
139,138,Larry Mize,54,71.431,3580,- 8.463,50
140,139,Nick Watney,91,71.433,6326,31.560,89
141,140,Steve Lowery,100,71.446,6832,26.780,96
142,141,Glen Day,80,71.455,5554,19.477,78
143,142,Todd Hamilton,94,71.458,6533,- 30.345,91
144,143,Mark Wilson,74,71.473,4969,34.132,70
145,144,Scott McCarron,78,71.485,5294,- 4.107,74
146,145,Shaun Micheel,81,71.489,5666,- 18.397,79
147,146,Hunter Haas,83,71.501,5622,26.572,79
148,147,Patrick Sheehan,114,71.506,7860,5.681,110
149,148,John Daly,78,71.516,5459,- 23.804,76
150,149,Robert Damron,89,71.543,6369,- 1.683,89
151,150,Glen Hnatiuk,59,71.591,3934,3.531,55
152,151,David Hearn,68,71.592,4855,13.272,68
153,152,Matt Gogel,78,71.6,5441,.604,76
154,153,James Driscoll,73,71.601,5077,6.647,71
155,154,Frank Lickliter II,100,71.648,6866,12.223,96
156,155,Charlie Wi,67,71.656,4656,1.608,65
157,156,Steve Flesch,90,71.697,6120,- 25.732,85
158,157,Chris Smith,93,71.701,6634,34.180,93
159,158,D.A. Points,94,71.739,6423,33.465,90
160,159,Steve Jones,56,71.761,3908,- 32.910,54
161,160,Steve Allan,102,71.769,7029,4.381,98
162,161,Brendan Jones,81,71.771,5636,33.930,79
163,162,Franklin Langham,91,71.773,6249,- 4.722,87
164,163,Paul Azinger,66,71.806,4743,- 3.795,66
165,164,Andrew Magee,82,71.819,5607,- 5.124,78
166,165,Bob Heintz,67,71.844,4787,26.527,67
167,166,Michael Long,72,71.845,5020,9.150,70
168,167,Brent Geiberger,61,71.852,4223,16.273,59
169,168,Paul Gow,78,71.873,5302,16.592,74
170,169,Gavin Coles,70,71.89,5005,27.309,70
171,170,Bill Glasson,54,71.898,3739,- .303,52
172,171,Paul Claxton,79,71.907,5661,19.672,79
173,172,Roland Thatcher,75,71.908,5215,34.283,73
174,173,Kevin Stadler,96,71.915,6574,42.215,92
175,174,Will MacKenzie,75,71.927,5228,22.647,73
176,175,Tom Gillis,77,71.931,5378,16.816,75
177,176,Justin Bolli,65,71.943,4517,15.399,63
178,177,Tjaart van der Walt,56,71.957,4002,27.609,56
179,178,Thomas Levet,54,71.982,3863,- 47.933,53
180,179,D.J. Brigman,76,72.019,5194,- 8.610,72
181,180,Skip Kendall,80,72.05,5613,6.924,78
182,181,Mark O'Meara,66,72.09,4763,- 5.036,66
183,182,José Coceres,56,72.164,3888,8.877,54
184,183,Chris Riley,67,72.167,4637,- 18.296,64
185,184,Bradley Hughes,52,72.176,3746,7.130,52
186,185,Chris Anderson,66,72.187,4456,19.612,62
187,186,Jeff Hart,63,72.201,4387,17.262,61
188,187,Danny Briggs,70,72.244,4905,7.603,68
189,188,Rob Rashell,65,72.256,4704,- 7.337,65
190,189,Rich Beem,66,72.344,4484,1.307,62
191,190,Ben Curtis,65,72.393,4721,- 15.439,65
192,191,Hank Kuehne,84,72.396,5766,25.698,80
193,192,Jim Carter,62,72.399,4343,.969,60
194,193,Len Mattiace,86,72.429,6114,- 29.925,84
195,194,Scott Hend,75,72.434,5289,- 1.299,73
196,195,Mark Brooks,72,72.514,5196,24.995,72
197,196,Jason Allred,75,72.54,5295,.394,73
198,197,Dennis Paulson,63,72.564,4562,9.550,63
199,198,John Elliott,58,72.581,4065,- .452,56
200,199,Hideto Tanihara,50,72.596,3480,4.587,48
201,200,Matt Davidson,53,72.645,3836,14.201,53
202,201,Craig Perks,67,72.83,4738,- 4.051,65
