RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,PAR OR BETTER,MISSED GIR
87,79,Woody Austin,93,58.56,301,514
88,70,Aron Price,70,58.53,199,340
89,84,Jimmy Walker,82,58.46,280,479
90,91,Mathias Grönberg,61,58.36,192,329
91,T86,Craig Bowden,56,58.31,200,343
92,88,Jason Dufner,87,58.24,304,522
93,89,Cameron Beckman,68,58.21,227,390
94,98,James Nitties,92,58.19,302,519
95,T86,James Driscoll,78,58.15,271,466
96,108,Johnson Wagner,85,58.1,269,463
97,107,Matt Bettencourt,91,57.98,345,595
98,95,Bill Haas,87,57.96,273,471
99,93,Brett Quigley,96,57.93,296,511
100,99,Jerry Kelly,99,57.91,322,556
101,97,Jarrod Lyle,54,57.84,166,287
102,94,Lee Janzen,77,57.81,259,448
103,101,Zach Johnson,93,57.66,316,548
104,117,John Senden,103,57.65,294,510
105,120,Matt Every,60,57.61,212,368
106,80,Skip Kendall,58,57.57,194,337
107,104,Camilo Villegas,78,57.5,253,440
108,90,Jason Bohn,84,57.49,280,487
109,105,Bill Lunde,79,57.48,265,461
110,134,Chris Tidland,77,57.47,254,442
111,102,Vaughn Taylor,87,57.46,285,496
112,116,Blake Adams,84,57.43,282,491
113,127,Chris Stroud,90,57.4,260,453
114,109,Justin Leonard,89,57.32,317,553
115,106,Martin Laird,91,57.31,302,527
116,T121,Roland Thatcher,72,57.24,253,442
117,118,Aaron Baddeley,94,57.1,342,599
118,111,Stewart Cink,84,57.08,258,452
119,T123,Derek Lamely,81,57.0,293,514
120,112,Rocco Mediate,71,56.96,217,381
121,T121,John Merrick,109,56.93,308,541
122,125,Cameron Percy,73,56.91,206,362
123,114,Marc Leishman,87,56.9,297,522
124,110,Josh Teater,101,56.83,316,556
125,119,Jeff Overton,89,56.8,288,507
126,131,Joe Ogilvie,99,56.69,322,568
127,T123,Kevin Streelman,90,56.59,292,516
128,115,Rory Sabbatini,79,56.48,257,455
129,T129,Vijay Singh,75,56.46,236,418
130,113,Alex Cejka,81,56.42,268,475
131,128,Robert Allenby,76,56.37,239,424
132,136,Steve Marino,81,56.33,267,474
133,126,Chris Couch,66,56.28,224,398
134,132,Y.E. Yang,72,56.18,241,429
T135,133,Geoff Ogilvy,62,56.16,196,349
T135,T129,Daniel Chopra,74,56.16,287,511
137,145,Michael Letzig,84,56.08,272,485
138,135,Kevin Stadler,86,56.0,252,450
139,139,Dustin Johnson,83,55.81,264,473
140,155,Troy Matteson,84,55.79,241,432
T141,137,J.P. Hayes,79,55.77,256,459
T141,140,Jeff Maggert,76,55.77,227,407
143,138,Brenden Pappas,66,55.61,208,374
144,T147,Ryan Palmer,84,55.56,290,522
145,T147,Brendon de Jonge,114,55.52,317,571
146,142,Nick Watney,91,55.51,267,481
T147,143,Bubba Watson,77,55.5,242,436
T147,141,Billy Mayfair,78,55.5,212,382
149,146,George McNeill,79,55.49,268,483
150,163,Paul Stankowski,62,55.48,157,283
151,144,Alex Prugh,88,55.35,269,486
152,152,Garrett Willis,82,55.32,234,423
153,149,Ángel Cabrera,64,55.15,214,388
154,151,Steve Flesch,78,55.04,273,496
155,150,Paul Goydos,78,55.02,263,478
156,156,Troy Merritt,86,54.98,287,522
157,161,D.J. Trahan,92,54.83,261,476
158,153,David Lutterus,69,54.81,222,405
159,160,Scott Piercy,88,54.79,280,511
160,164,Charles Warren,64,54.58,161,295
161,154,Sergio Garcia,58,54.57,173,317
162,175,Justin Bolli,55,54.52,169,310
163,T165,Brian Stuard,81,54.45,257,472
164,168,Brent Delahoussaye,57,54.43,166,305
165,172,Davis Love III,79,54.37,230,423
166,171,Roger Tambellini,77,54.26,204,376
167,176,Mathew Goggin,85,54.21,251,463
168,157,Rich Barcelo,70,54.2,239,441
169,162,Lucas Glover,75,54.15,235,434
170,159,Kris Blanks,91,54.06,233,431
171,T165,Adam Scott,70,54.03,201,372
172,158,Martin Flores,75,54.0,243,450
173,T169,Chris Wilson,65,53.85,210,390
174,173,John Daly,63,53.53,182,340
175,177,Garth Mulroy,53,53.41,141,264
176,T169,Andrew McLardy,52,53.4,157,294
177,167,Greg Kraft,52,53.37,174,326
178,174,Cameron Tringale,55,53.23,140,263
179,178,Greg Owen,69,52.73,203,385
180,T179,Ted Purdy,86,52.44,279,532
181,T179,David Duval,71,52.26,220,421
182,185,Robert Garrigus,71,51.98,197,379
183,181,Steve Wheatcroft,74,51.84,225,434
184,182,Kevin Johnson,62,51.32,194,378
185,183,Mark Calcavecchia,50,50.96,133,261
186,184,Jerod Turner,54,50.88,173,340
187,186,Vance Veazey,58,50.72,177,349
188,187,Steve Lowery,67,50.38,197,391
189,189,Jeff Gove,57,50.36,140,278
190,190,Henrik Bjornstad,72,49.59,182,367
191,188,Nicholas Thompson,88,49.38,240,486
192,191,Brad Faxon,58,47.49,189,398
