RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,2,Omar Uresti,74,76.08,719,945
2,1,Joe Durant,67,75.94,644,848
3,3,Brian Gay,101,74.0,1016,1373
4,4,Tim Clark,88,73.72,875,1187
5,5,Craig Bowden,56,72.86,518,711
6,6,Heath Slocum,97,72.42,948,1309
7,7,David Toms,86,71.88,851,1184
8,8,Zach Johnson,93,71.24,914,1283
9,9,Ben Crane,85,71.13,818,1150
10,10,Jim Furyk,76,71.01,735,1035
11,11,Richard Johnson,90,70.92,817,1152
12,12,Paul Goydos,78,70.58,770,1091
13,15,Jerry Kelly,99,70.5,939,1332
14,14,Garrett Willis,82,70.44,765,1086
15,20,Jeff Quinney,91,70.34,849,1207
16,13,Alex Cejka,81,70.31,772,1098
17,16,Billy Mayfair,78,70.29,686,976
18,T18,Chris DiMarco,88,70.13,817,1165
19,T22,Ben Curtis,78,70.07,768,1096
20,21,Jay Williamson,76,69.87,661,946
21,T18,Skip Kendall,58,69.63,486,698
22,17,Justin Leonard,89,69.46,855,1231
23,T22,John Mallinger,78,69.34,735,1060
24,24,Jason Dufner,87,69.24,842,1216
25,25,Chad Campbell,94,69.01,895,1297
26,28,Mark Wilson,87,68.85,798,1159
27,29,Chris Riley,73,68.7,641,933
28,,Cliff Kresge,50,68.59,439,640
29,26,Tom Gillis,97,68.54,926,1351
30,27,Steve Stricker,73,68.5,696,1016
31,30,Brian Davis,101,68.35,961,1406
32,T31,Rocco Mediate,71,68.27,654,958
33,T31,Vaughn Taylor,87,68.26,828,1213
34,33,Scott Verplank,74,68.16,700,1027
35,34,Steve Elkington,74,68.01,640,941
T36,T35,Kenny Perry,69,67.99,650,956
T36,T35,Ryan Moore,80,67.99,754,1109
38,37,Hunter Mahan,85,67.94,801,1179
39,38,Matt Kuchar,97,67.89,907,1336
40,44,Jeff Maggert,76,67.55,639,946
T41,39,Tim Petrovic,105,67.37,989,1468
T41,48,Dean Wilson,54,67.37,450,668
43,42,Scott McCarron,90,67.36,842,1250
44,41,Brent Delahoussaye,57,67.28,477,709
45,45,Aron Price,70,67.23,601,894
46,49,John Senden,103,67.22,970,1443
47,46,Boo Weekley,88,67.14,750,1117
48,40,Tom Pernice Jr.,74,66.95,622,929
T49,50,Kevin Sutherland,86,66.89,798,1193
T49,43,Jason Bohn,84,66.89,782,1169
51,51,Kris Blanks,91,66.87,773,1156
52,52,Blake Adams,84,66.84,762,1140
53,53,John Merrick,109,66.71,942,1412
54,56,Woody Austin,93,66.48,823,1238
55,54,Stephen Ames,75,66.47,686,1032
56,55,Kevin Na,94,66.46,864,1300
57,57,Will MacKenzie,72,66.33,666,1004
58,47,Justin Bolli,55,66.28,452,682
59,63,Steve Flesch,78,66.02,678,1027
60,60,K.J. Choi,82,65.99,720,1091
61,T70,Charles Warren,64,65.93,534,810
62,58,Chris Couch,66,65.87,606,920
63,61,James Nitties,92,65.69,785,1195
64,62,Kevin Streelman,90,65.64,787,1199
65,66,Brendon de Jonge,114,65.51,965,1473
T66,69,Briny Baird,87,65.45,756,1155
T66,64,Rod Pampling,77,65.45,701,1071
68,59,Paul Stankowski,62,65.38,493,754
69,74,Mathew Goggin,85,65.24,775,1188
T70,65,Pat Perez,90,65.23,820,1257
T70,67,Bo Van Pelt,104,65.23,953,1461
72,68,Justin Rose,78,65.17,711,1091
73,73,Spencer Levin,110,65.12,924,1419
74,72,J.J. Henry,92,65.07,760,1168
75,T70,J.P. Hayes,79,64.91,677,1043
76,75,Retief Goosen,75,64.79,646,997
77,76,Robert Allenby,76,64.75,676,1044
T78,79,Henrik Bjornstad,72,64.74,595,919
T78,77,Graham DeLaet,88,64.74,740,1143
80,81,John Rollins,81,64.58,733,1135
81,80,D.A. Points,90,64.52,811,1257
82,82,Y.E. Yang,72,64.31,638,992
83,78,Mathias Grönberg,61,64.28,493,767
84,83,Brandt Snedeker,89,64.27,795,1237
85,93,Davis Love III,79,64.2,712,1109
T86,91,Charlie Wi,95,64.19,848,1321
T86,87,Rickie Fowler,98,64.19,882,1374
88,85,Bill Haas,87,64.17,779,1214
89,86,Steve Wheatcroft,74,64.12,588,917
90,89,Trevor Immelman,55,64.07,494,771
91,84,Nicholas Thompson,88,64.04,748,1168
T92,90,Sean O'Hair,84,63.98,739,1155
T92,92,Stewart Cink,84,63.98,723,1130
94,88,Kevin Johnson,62,63.85,498,780
95,94,Sergio Garcia,58,63.75,466,731
96,95,Cameron Beckman,68,63.72,569,893
97,96,Josh Teater,101,63.69,877,1377
98,T101,Michael Letzig,84,63.47,742,1169
T99,98,Jarrod Lyle,54,63.4,407,642
T99,T99,Michael Connell,89,63.4,717,1131
101,T99,Michael Sim,64,63.35,560,884
102,T110,Vijay Singh,75,63.28,660,1043
103,T101,Bryce Molder,84,63.16,703,1113
104,103,Ryuji Imada,90,63.11,792,1255
105,T104,Brian Stuard,81,63.09,658,1043
106,97,Chris Tidland,77,63.08,644,1021
107,T108,Chris Stroud,90,62.98,718,1140
T108,T104,Kevin Stadler,86,62.96,685,1088
T108,118,Jeff Gove,57,62.96,447,710
110,106,Adam Scott,70,62.93,601,955
111,107,Lucas Glover,75,62.84,656,1044
112,T108,Carl Pettersson,99,62.82,794,1264
113,T110,Ian Poulter,55,62.72,434,692
114,117,Shaun Micheel,70,62.67,544,868
115,112,Rory McIlroy,54,62.64,461,736
116,113,Nick Watney,91,62.63,776,1239
117,114,Johnson Wagner,85,62.59,706,1128
118,120,Roger Tambellini,77,62.57,600,959
119,125,Greg Kraft,52,62.5,400,640
120,115,Luke Donald,71,62.36,593,951
121,122,Mark Calcavecchia,50,62.18,370,595
122,119,Freddie Jacobson,83,62.16,721,1160
123,116,Matt Every,60,62.06,499,804
124,130,Steve Marino,81,61.96,707,1141
125,121,Steve Lowery,67,61.9,541,874
T126,T123,Camilo Villegas,78,61.66,624,1012
T126,T123,Jerod Turner,54,61.66,394,639
128,126,Charley Hoffman,85,61.59,712,1156
129,127,Jonathan Byrd,85,61.54,728,1183
130,128,Greg Owen,69,61.46,590,960
131,T131,Andrew McLardy,52,61.43,411,669
132,133,Bob Estes,79,61.41,673,1096
133,129,D.J. Trahan,92,61.4,789,1285
134,T131,Paul Casey,64,61.31,504,822
135,134,Nathan Green,86,61.0,732,1200
136,135,Jeev Milkha Singh,59,60.94,440,722
137,137,Bill Lunde,79,60.71,632,1041
138,136,Garth Mulroy,53,60.7,414,682
139,138,Ted Purdy,86,60.61,691,1140
140,145,Webb Simpson,98,60.47,823,1361
141,139,Michael Bradley,77,60.37,617,1022
142,T143,Troy Matteson,84,60.36,711,1178
