RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
99,T97,Rich Barcelo,70,287.6,36812,128
100,102,Jeev Milkha Singh,59,287.3,29882,104
101,T100,Chris Stroud,90,287.2,47103,164
T102,T100,Steve Wheatcroft,74,287.1,37893,132
T102,T106,Pat Perez,90,287.1,51681,180
104,105,Geoff Ogilvy,62,287.0,34437,120
T105,T106,Matt Kuchar,97,286.9,54505,190
T105,T103,Brendon de Jonge,114,286.9,60816,212
T105,T106,David Duval,71,286.9,39309,137
T105,T103,Brian Stuard,81,286.9,43037,150
109,T109,Ian Poulter,55,286.8,28104,98
T110,T112,Trevor Immelman,55,286.4,31214,109
T110,T109,Kris Blanks,91,286.4,47543,166
T112,T112,James Nitties,92,286.2,49231,172
T112,111,Steve Lowery,67,286.2,36066,126
114,114,Joe Ogilvie,99,285.9,53172,186
115,116,Cameron Beckman,68,285.7,36570,128
116,115,Joe Durant,67,285.6,34847,122
117,117,Ricky Barnes,103,285.5,58818,206
118,T118,Webb Simpson,98,285.4,55944,196
T119,121,Chad Campbell,94,285.1,53030,186
T119,T118,Jay Williamson,76,285.1,38772,136
121,T122,Aron Price,70,284.6,36433,128
122,T122,Vaughn Taylor,87,284.4,49484,174
123,120,Vance Veazey,58,284.3,29568,104
124,124,Billy Mayfair,78,284.0,39753,140
125,125,Bob Estes,79,283.9,44858,158
126,126,Rod Pampling,77,283.5,43656,154
127,127,Michael Sim,64,283.3,35698,126
T128,,Cliff Kresge,50,283.2,26053,92
T128,T128,Shaun Micheel,70,283.2,35118,124
T128,T132,Brett Quigley,96,283.2,53808,190
T131,T128,Freddie Jacobson,83,283.1,46987,166
T131,T128,K.J. Choi,82,283.1,44169,156
133,131,D.A. Points,90,283.0,50947,180
134,T132,Steve Stricker,73,282.9,40735,144
135,134,Johnson Wagner,85,282.4,45743,162
136,135,Ben Crane,85,282.3,46304,164
137,T137,Carl Pettersson,99,282.1,51340,182
T138,T139,Stephen Ames,75,282.0,41737,148
T138,T137,Briny Baird,87,282.0,46805,166
140,141,Jason Dufner,87,281.9,49051,174
141,T139,Justin Bolli,55,281.8,27618,98
142,136,Dean Wilson,54,281.6,27032,96
143,143,Michael Bradley,77,281.5,41099,146
T144,144,David Toms,86,281.3,47819,170
T144,142,Michael Connell,89,281.3,45569,162
146,150,Charlie Wi,95,281.2,53425,190
147,145,Woody Austin,93,281.1,50039,178
T148,T146,Mark Calcavecchia,50,281.0,23606,84
T148,T146,J.P. Hayes,79,281.0,42150,150
T150,149,Mark Wilson,87,280.6,46583,166
T150,151,Spencer Levin,110,280.6,57242,204
152,T146,John Mallinger,78,280.4,42627,152
153,T152,Garrett Willis,82,280.2,43714,156
154,T152,Tom Pernice Jr.,74,280.0,36954,132
155,154,Jason Bohn,84,279.8,47008,168
156,155,Zach Johnson,93,279.7,50904,182
T157,T156,Nathan Green,86,279.5,48073,172
T157,T156,Skip Kendall,58,279.5,27950,100
159,T161,Jeff Maggert,76,279.1,37963,136
T160,T163,Jerry Kelly,99,279.0,53001,190
T160,158,Chris DiMarco,88,279.0,46870,168
T160,T161,Jerod Turner,54,279.0,25666,92
T163,T163,Brian Davis,101,278.9,56341,202
T163,T159,Heath Slocum,97,278.9,51877,186
T165,165,Ryuji Imada,90,278.7,50173,180
T165,T159,Tim Petrovic,105,278.7,58536,210
T167,T166,Scott Verplank,74,278.6,40669,146
T167,T166,Kevin Na,94,278.6,51816,186
169,168,Chris Riley,73,278.3,37293,134
170,169,Rocco Mediate,71,278.1,38372,138
171,170,Bryce Molder,84,278.0,44482,160
172,171,Justin Leonard,89,277.8,48892,176
T173,172,Alex Cejka,81,277.4,43834,158
T173,174,Steve Flesch,78,277.4,41051,148
175,173,Richard Johnson,90,277.3,45474,164
176,175,Brandt Snedeker,89,277.1,49315,178
177,176,Luke Donald,71,277.0,37676,136
178,177,Kevin Johnson,62,276.5,30971,112
179,179,Jim Furyk,76,276.0,40853,148
180,180,Chad Collins,87,275.8,43575,158
181,178,Brent Delahoussaye,57,275.6,28107,102
T182,181,Ben Curtis,78,275.5,42985,156
T182,182,Greg Chalmers,93,275.5,51242,186
184,183,Mike Weir,59,273.9,31230,114
185,185,Paul Goydos,78,273.6,42682,156
186,184,Jeff Quinney,91,273.3,47553,174
187,186,Greg Kraft,52,273.2,25130,92
188,188,Tim Clark,88,272.2,46282,170
189,187,Omar Uresti,74,272.0,36987,136
190,189,Brad Faxon,58,271.4,29306,108
191,190,Craig Bowden,56,270.0,27545,102
192,191,Brian Gay,101,266.4,52220,196
