RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,TOP 10,1ST,2ND,3RD
1,1,Matt Kuchar,11,1.0,1.0,3.0
2,2,Retief Goosen,10,,,2.0
3,3,Steve Stricker,9,2.0,,2.0
T4,T4,Bo Van Pelt,8,,1.0,3.0
T4,T4,Nick Watney,8,,,
T6,T6,Camilo Villegas,7,1.0,,1.0
T6,T6,Dustin Johnson,7,2.0,,1.0
T6,T15,Rickie Fowler,7,,2.0,1.0
T6,T6,Brendon de Jonge,7,,,3.0
T6,T6,D.J. Trahan,7,,,1.0
T6,T6,Tim Clark,7,1.0,1.0,
T6,T6,Luke Donald,7,,3.0,2.0
T6,T6,Paul Casey,7,,2.0,1.0
T6,T6,Ernie Els,7,2.0,,2.0
T6,T6,Jim Furyk,7,3.0,,
T16,T15,Lee Westwood,6,1.0,2.0,
T16,T15,Phil Mickelson,6,1.0,1.0,
T16,T15,Ricky Barnes,6,,,1.0
T16,T15,Vaughn Taylor,6,,1.0,
T16,T15,Bryce Molder,6,,,
T16,T23,Charles Howell III,6,,,
T16,T15,Jeff Overton,6,,3.0,2.0
T16,T15,Ryan Moore,6,,1.0,1.0
T24,T23,Kevin Stadler,5,,,
T24,T23,Kevin Streelman,5,,,2.0
T24,T23,Rory McIlroy,5,1.0,,2.0
T24,T23,Jason Day,5,1.0,1.0,
T24,T23,Brandt Snedeker,5,,1.0,
T24,T23,Heath Slocum,5,1.0,,
T24,T23,Ben Crane,5,1.0,,1.0
T24,T23,Ryan Palmer,5,1.0,1.0,
T24,T23,Matt Jones,5,,,
T24,T23,Padraig Harrington,5,,,1.0
T24,T23,Robert Allenby,5,,2.0,1.0
T24,T23,Charley Hoffman,5,1.0,,
T36,T36,Alex Cejka,4,,,1.0
T36,T36,Charlie Wi,4,,,
T36,T36,Carl Pettersson,4,1.0,,
T36,T36,Bubba Watson,4,1.0,2.0,1.0
T36,T36,Kevin Na,4,,1.0,1.0
T36,T36,Adam Scott,4,1.0,,
T36,T36,K.J. Choi,4,,1.0,1.0
T36,T36,Bill Haas,4,2.0,1.0,
T36,T36,Jonathan Byrd,4,1.0,,
T36,T36,Justin Rose,4,2.0,,1.0
T36,T36,Ryuji Imada,4,,,
T36,T36,Alex Prugh,4,,1.0,
T36,T36,Anthony Kim,4,1.0,1.0,1.0
T36,T36,Martin Laird,4,,2.0,
T36,T51,Chris Stroud,4,,,
T36,T36,Martin Kaymer,4,1.0,,1.0
T52,T51,Graham DeLaet,3,,,1.0
T52,T82,Spencer Levin,3,,,1.0
T52,T51,J.B. Holmes,3,,1.0,1.0
T52,T51,Kris Blanks,3,,1.0,
T52,T82,Steve Marino,3,,,
T52,T51,Michael Sim,3,,1.0,2.0
T52,T51,Boo Weekley,3,,,
T52,T51,Charl Schwartzel,3,,1.0,1.0
T52,T51,Aron Price,3,,,
