RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,TOP 10,1ST,2ND,3RD
T52,T51,Arjun Atwal,3,1.0,,1.0
T52,T51,Freddie Jacobson,3,,1.0,
T52,T51,Chris Riley,3,,,
T52,T82,Charles Warren,3,,,
T52,T51,Bill Lunde,3,1.0,,
T52,T51,Rory Sabbatini,3,,1.0,
T52,T51,Sean O'Hair,3,,,
T52,T51,Hunter Mahan,3,2.0,,
T52,T82,Robert Garrigus,3,1.0,1.0,
T52,T51,Pat Perez,3,,,
T52,T51,Zach Johnson,3,1.0,,1.0
T52,T51,D.A. Points,3,,,
T52,T51,Chad Collins,3,,,
T52,T51,Lucas Glover,3,,,1.0
T52,T51,Stewart Cink,3,,,
T52,T51,Stuart Appleby,3,1.0,,
T52,T51,Cameron Beckman,3,1.0,,
T52,T51,Paul Goydos,3,,1.0,
T52,T51,Woody Austin,3,,,
T52,T51,Scott Verplank,3,,1.0,
T52,T51,Steve Elkington,3,,,
T52,T51,Davis Love III,3,,,
T52,T51,Shaun Micheel,3,,,
T52,T51,J.P. Hayes,3,,,
T52,T51,Tom Gillis,3,,,
T86,T82,Tiger Woods,2,,,
T86,T82,David Duval,2,,1.0,
T86,T82,Michael Allen,2,,1.0,
T86,T82,Joe Durant,2,,1.0,
T86,T82,Vijay Singh,2,,,
T86,T82,Jeff Maggert,2,,,1.0
T86,T82,Billy Mayfair,2,,,1.0
T86,T82,Bob Estes,2,,,
T86,T82,Tim Petrovic,2,,,
T86,T82,David Toms,2,,1.0,1.0
T86,T82,Corey Pavin,2,,1.0,
T86,T82,Paul Stankowski,2,,,
T86,T82,Chris Tidland,2,,,
T86,T82,Chris Couch,2,,,
T86,T82,Chad Campbell,2,,,
T86,T82,Brian Gay,2,,1.0,
T86,T82,Ángel Cabrera,2,,,1.0
T86,T82,Greg Chalmers,2,,,
T86,T82,John Senden,2,,,
T86,T128,Roland Thatcher,2,,1.0,
T86,T82,Scott Piercy,2,,,
T86,T82,Andres Romero,2,,,
T86,T82,Graeme McDowell,2,1.0,,
T86,T82,Jimmy Walker,2,,,1.0
T86,T82,Jason Dufner,2,,,
T86,T82,Ian Poulter,2,1.0,,
T86,T82,Jason Bohn,2,1.0,,
T86,T82,Y.E. Yang,2,,,1.0
T86,T82,Jeff Quinney,2,,,
T86,T128,Michael Connell,2,,,
T86,T82,J.J. Henry,2,,1.0,
T86,T82,John Rollins,2,,,1.0
T86,T82,Nick O'Hern,2,,,
T86,T82,Aaron Baddeley,2,,,1.0
T86,T82,Brian Davis,2,,2.0,
T86,T128,Mark Wilson,2,,,
T86,T82,Geoff Ogilvy,2,1.0,1.0,
T86,T82,Webb Simpson,2,,,
T86,T82,Blake Adams,2,,1.0,
T86,T82,Richard Johnson,2,,,
T86,T82,Louis Oosthuizen,2,1.0,,
T86,T82,Marc Leishman,2,,1.0,
T86,T82,Jarrod Lyle,2,,,
T86,T128,Johnson Wagner,2,,,1.0
T86,T82,Troy Matteson,2,,,
T86,T82,Josh Teater,2,,,1.0
T132,T128,Derek Lamely,1,1.0,,
T132,T128,John Merrick,1,,,1.0
T132,T128,Oliver Wilson,1,,,
T132,T128,Matt Every,1,,,
T132,T128,Martin Flores,1,,,
T132,T128,Garth Mulroy,1,,,
T132,T128,John Mallinger,1,,,1.0
T132,T128,Alvaro Quiros,1,,,
T132,T128,Michael Letzig,1,,,
T132,T128,Robert Rock,1,,,
T132,T128,Ryo Ishikawa,1,,,
T132,T128,Brian Stuard,1,,1.0,
T132,T128,Nicholas Thompson,1,,,
T132,T128,Troy Merritt,1,,,1.0
T132,T128,Cameron Percy,1,,1.0,
T132,T128,Henrik Stenson,1,,,1.0
T132,T128,Joe Ogilvie,1,,,
T132,T128,Ben Curtis,1,,,
T132,T128,Peter Hanson,1,,,
T132,T128,Grégory Havret,1,,1.0,
T132,T128,James Driscoll,1,,,
T132,T128,Brett Wetterich,1,,,
T132,T128,Roger Tambellini,1,,,
T132,T128,Nathan Green,1,,,
T132,T128,Edoardo Molinari,1,,1.0,
T132,T128,Francesco Molinari,1,,,
T132,T128,WC Liang,1,,,
T132,T128,Thongchai Jaidee,1,,,
T132,T128,George McNeill,1,,,
T132,T128,Alistair Presnell,1,,,
T132,T128,Will MacKenzie,1,,,
T132,T128,Steve Wheatcroft,1,,,1.0
T132,T128,James Nitties,1,,,1.0
T132,T128,Jeev Milkha Singh,1,,,
T132,T128,Sergio Garcia,1,,,
T132,T128,Briny Baird,1,,,
T132,T128,Mathew Goggin,1,,,
T132,T128,Garrett Willis,1,,,
T132,T128,Robert Karlsson,1,,1.0,
T132,T128,Matt Bettencourt,1,1.0,,
T132,T128,Ken Duke,1,,,
T132,T128,Mathias Grönberg,1,,,1.0
T132,T128,Dean Wilson,1,,1.0,
T132,T128,Craig Barlow,1,,,
T132,T128,Omar Uresti,1,,,
T132,T128,Justin Leonard,1,,,1.0
T132,T128,Jerry Kelly,1,,,1.0
T132,T128,Steve Flesch,1,,,
T132,T128,Brett Quigley,1,,,
T132,T128,Tom Pernice Jr.,1,,,
T132,T128,Kenny Perry,1,,,
T132,T128,Stephen Ames,1,,,
T132,T128,Robert Gamez,1,,,
T132,T128,Lee Janzen,1,,,
T132,T128,Skip Kendall,1,,,
T132,T128,Rocco Mediate,1,1.0,,
T132,T128,Kevin Sutherland,1,,,
T132,T128,Chris DiMarco,1,,,
T132,T128,Fred Couples,1,,,
T132,T128,Bob Heintz,1,,1.0,
T132,T128,Mike Weir,1,,,
T132,T128,Jay Williamson,1,,,
T132,T128,Scott McCarron,1,,,
T132,T128,Kent Jones,1,,,
