RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
146,147,Nathan Green,86,71.421,6130,12.194,86
147,144,Billy Mayfair,78,71.426,5536,35.198,78
148,142,Jeff Maggert,76,71.445,5403,26.797,76
149,150,Troy Merritt,86,71.486,6108,39.767,86
150,143,Michael Bradley,77,71.498,5443,62.329,77
151,146,Rod Pampling,77,71.501,5481,24.564,77
152,152,Steve Wheatcroft,74,71.53,5296,- 2.759,74
153,155,Paul Goydos,78,71.532,5565,14.508,78
154,159,Mike Weir,59,71.571,4091,- 11.454,57
155,153,Matt Bettencourt,91,71.575,6496,17.331,91
156,154,Omar Uresti,74,71.579,5264,32.817,74
157,157,Brian Stuard,81,71.595,5771,28.166,81
158,158,Cameron Tringale,55,71.598,3913,24.869,55
159,156,Mathias Grönberg,61,71.614,4353,15.473,61
160,162,Cameron Percy,73,71.622,5183,45.435,73
161,151,Skip Kendall,58,71.64,4126,29.129,58
162,163,Derek Lamely,81,71.666,5782,22.967,81
163,161,Mathew Goggin,85,71.672,6061,31.107,85
T164,T165,David Duval,71,71.688,5083,6.820,71
T164,T165,Bill Lunde,79,71.688,5638,25.374,79
166,168,John Daly,63,71.697,4486,30.914,63
167,160,Henrik Bjornstad,72,71.722,5132,31.991,72
168,167,Rich Barcelo,70,71.751,5018,4.535,70
169,169,Greg Owen,69,71.77,4930,22.105,69
170,164,Nicholas Thompson,88,71.815,6284,35.750,88
171,175,Roland Thatcher,72,71.82,5149,22.075,72
172,171,Ted Purdy,86,71.824,6161,15.855,86
173,170,Martin Flores,75,71.882,5354,37.149,75
174,176,Brenden Pappas,66,71.966,4701,48.742,66
175,173,Roger Tambellini,77,71.969,5505,36.590,77
176,172,Garth Mulroy,53,72.0,3789,26.983,53
177,174,Brent Delahoussaye,57,72.032,4078,27.847,57
178,177,Steve Flesch,78,72.041,5586,33.201,78
179,181,David Lutterus,69,72.17,4966,13.735,69
180,179,Daniel Chopra,74,72.194,5317,25.390,74
181,180,Steve Lowery,67,72.202,4815,22.552,67
182,178,Andrew McLardy,52,72.217,3736,19.267,52
183,182,Mark Calcavecchia,50,72.222,3605,6.082,50
184,183,Craig Bowden,56,72.229,4036,8.834,56
185,184,Vance Veazey,58,72.323,4189,5.736,58
186,185,Jeff Gove,57,72.401,4098,28.859,57
187,186,Jerod Turner,54,72.602,3895,25.524,54
188,187,Chris Wilson,65,72.682,4693,31.300,65
189,188,Kevin Johnson,62,72.878,4494,24.422,62
190,190,Justin Bolli,55,72.881,3982,26.460,55
191,189,Greg Kraft,52,73.07,3782,17.663,52
192,191,Brad Faxon,58,73.116,4217,23.730,58
