RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
1,1,Matt Kuchar,97,69.606,6596,16.608,95
2,2,Steve Stricker,73,69.66,5024,- 8.472,72
3,3,Retief Goosen,75,69.718,4967,- 17.013,71
4,4,Paul Casey,64,69.72,4056,- 12.228,58
5,5,Jim Furyk,76,69.828,5197,- 29.746,74
6,6,Ernie Els,72,69.843,4926,- 36.992,70
7,7,Luke Donald,71,69.85,4777,- 27.218,68
8,8,Justin Rose,78,69.885,5454,- 2.946,78
9,9,Bo Van Pelt,104,69.955,7287,- 11.638,104
10,10,Phil Mickelson,76,69.966,5346,- 28.559,76
11,11,J.B. Holmes,100,70.089,7022,- 13.115,100
12,12,K.J. Choi,82,70.099,5772,- 23.865,82
13,14,Robert Allenby,76,70.131,5219,- 29.311,74
14,15,Dustin Johnson,83,70.135,5778,- 26.926,82
15,16,Padraig Harrington,57,70.174,3964,- 34.250,56
16,13,Dean Wilson,54,70.223,3763,29.051,54
17,18,Bubba Watson,77,70.229,5406,1.613,77
18,19,Ben Crane,85,70.234,5765,- 5.845,82
19,20,Tim Clark,88,70.246,5976,- 5.084,85
20,21,Charley Hoffman,85,70.254,5944,27.579,85
21,22,Brandt Snedeker,89,70.258,6255,- 2.011,89
22,24,Jason Day,82,70.274,5775,- 12.547,82
23,17,Charlie Wi,95,70.284,6655,21.988,95
24,26,Nick Watney,91,70.291,6196,- 10.379,88
25,29,Charles Howell III,103,70.292,7206,34.121,103
26,T27,Bill Haas,87,70.308,6109,7.819,87
27,30,Kevin Na,94,70.314,6514,25.236,93
28,31,Steve Elkington,74,70.318,5182,21.508,74
29,32,David Toms,86,70.337,5965,13.666,85
30,T34,Vijay Singh,75,70.343,5231,- 25.630,74
31,T27,Brendon de Jonge,114,70.344,7996,23.250,114
32,23,Chris Riley,73,70.345,5113,22.162,73
33,33,Rory McIlroy,54,70.351,3689,- 30.723,52
34,T34,Paul Stankowski,62,70.354,4327,34.978,62
35,25,Joe Durant,67,70.365,4677,37.462,67
36,37,Freddie Jacobson,83,70.367,5825,15.462,83
37,41,Spencer Levin,110,70.385,7710,32.305,110
38,38,Bryce Molder,84,70.403,5909,4.824,84
39,36,Justin Leonard,89,70.419,6214,- 17.092,88
40,40,Camilo Villegas,78,70.425,5105,- 34.381,72
41,48,Rickie Fowler,98,70.429,6894,8.067,98
42,39,Stewart Cink,84,70.431,5644,- 9.496,80
43,42,Jonathan Byrd,85,70.437,5961,26.183,85
44,45,Adam Scott,70,70.468,4817,- 25.147,68
45,46,Ricky Barnes,103,70.47,7258,.396,103
46,47,Hunter Mahan,85,70.476,5934,- 14.043,84
47,49,Jeff Overton,89,70.497,6260,14.269,89
48,43,Shaun Micheel,70,70.499,4940,- 5.094,70
49,44,Tom Gillis,97,70.514,6802,37.822,97
50,50,Zach Johnson,93,70.527,6424,- 6.086,91
51,52,Carl Pettersson,99,70.552,6963,21.686,99
52,53,Pat Perez,90,70.593,6304,49.327,90
53,55,Chad Collins,87,70.599,6096,46.098,87
54,54,Sean O'Hair,84,70.603,5805,- 15.531,82
55,56,Kevin Sutherland,86,70.604,6034,37.959,86
56,51,Matt Jones,89,70.605,6262,21.882,89
57,T64,John Senden,103,70.618,7249,24.672,103
58,59,Ryan Moore,80,70.623,5584,- 4.778,79
59,T60,Chad Campbell,94,70.629,6553,15.481,93
60,63,Jeev Milkha Singh,59,70.631,3939,16.319,56
T61,T60,Briny Baird,87,70.639,6113,32.577,87
T61,T64,Stephen Ames,75,70.639,5218,9.298,74
63,67,Graham DeLaet,88,70.645,6169,47.748,88
64,57,D.J. Trahan,92,70.661,6474,26.784,92
65,58,Heath Slocum,97,70.673,6842,13.286,97
66,66,Webb Simpson,98,70.683,6884,42.981,98
67,69,Kevin Streelman,90,70.727,6343,22.474,90
68,62,John Rollins,81,70.728,5705,23.978,81
69,71,Greg Chalmers,93,70.732,6535,43.078,93
70,73,Ryuji Imada,90,70.753,6339,28.807,90
71,77,Brian Gay,101,70.756,6908,26.114,98
72,68,Tom Pernice Jr.,74,70.757,5212,24.050,74
73,74,Geoff Ogilvy,62,70.764,4248,- 2.169,60
74,75,Marc Leishman,87,70.769,6162,- 5.087,87
75,76,J.J. Henry,92,70.772,6484,27.042,92
76,70,Vaughn Taylor,87,70.794,6139,20.074,87
77,T82,Ryan Palmer,84,70.824,5927,22.239,84
78,T82,Jarrod Lyle,54,70.835,3818,7.068,54
79,84,Scott Verplank,74,70.838,5186,- 14.834,73
80,86,Kenny Perry,69,70.841,4820,- 2.828,68
81,90,Brett Wetterich,54,70.847,3804,21.734,54
T82,85,Jeff Quinney,91,70.851,6410,37.466,91
T82,87,Boo Weekley,88,70.851,6202,32.864,88
T84,72,Aron Price,70,70.856,4918,41.953,70
T84,80,Jason Bohn,84,70.856,5934,17.881,84
86,79,Ben Curtis,78,70.871,5536,- 8.069,78
87,98,Steve Marino,81,70.875,5750,- 9.119,81
88,89,Alex Prugh,88,70.878,6205,32.234,88
89,93,Davis Love III,79,70.888,5594,6.121,79
90,91,Michael Sim,64,70.896,4440,26.453,63
91,105,Michael Connell,89,70.9,6275,35.142,89
92,T106,Charles Warren,64,70.917,4514,24.673,64
93,78,Will MacKenzie,72,70.918,5092,14.105,72
94,97,Ángel Cabrera,64,70.919,4484,- 16.091,63
95,94,Scott McCarron,90,70.94,6348,36.588,90
96,81,Chris Couch,66,70.948,4644,38.561,66
97,102,Lucas Glover,75,70.949,5256,- 5.744,74
98,99,Michael Letzig,84,70.951,5922,37.898,84
99,103,Jimmy Walker,82,70.953,5803,15.152,82
T100,95,James Driscoll,78,70.954,5510,24.439,78
T100,104,Stuart Appleby,101,70.954,7188,- 21.628,101
T100,109,Jerry Kelly,99,70.954,7009,15.405,99
103,92,D.A. Points,90,70.958,6371,15.212,90
104,112,Chris Stroud,90,70.966,6360,26.978,90
105,100,J.P. Hayes,79,70.981,5571,36.504,79
106,88,Chris DiMarco,88,70.983,6192,54.497,88
T107,T106,Andres Romero,73,70.986,5165,17.014,73
T107,101,Matt Every,60,70.986,4241,18.183,60
109,108,Tim Petrovic,105,70.992,7426,28.143,105
110,96,Aaron Baddeley,94,70.995,6637,36.538,94
111,111,Jason Dufner,87,71.018,6196,- 17.459,87
112,113,Y.E. Yang,72,71.033,4982,- 9.691,70
113,T117,Sergio Garcia,58,71.076,3720,- 24.062,52
114,110,Blake Adams,84,71.077,5938,32.438,84
115,115,Brett Quigley,96,71.082,6786,37.824,96
116,114,Bob Estes,79,71.086,5589,26.792,79
117,130,Mark Wilson,87,71.098,6145,40.536,87
118,120,John Merrick,109,71.102,7708,42.122,109
119,133,Johnson Wagner,85,71.113,6028,16.630,85
120,T117,Josh Teater,101,71.116,7157,25.687,101
121,119,Woody Austin,93,71.121,6572,42.269,93
122,126,Kevin Stadler,86,71.149,6085,33.821,86
123,122,Richard Johnson,90,71.156,6361,43.017,90
124,T127,Martin Laird,91,71.158,6445,30.422,91
125,116,Garrett Willis,82,71.159,5797,38.020,82
126,129,Trevor Immelman,55,71.162,3925,- 11.106,55
127,123,Tim Herron,79,71.171,5602,20.537,79
128,124,Lee Janzen,77,71.194,5452,29.943,77
129,121,Scott Piercy,88,71.196,6217,48.211,88
130,T127,George McNeill,79,71.207,5609,16.318,79
131,132,Ian Poulter,55,71.211,3505,- 15.656,49
132,125,Alex Cejka,81,71.219,5776,- 7.267,81
133,135,Chris Tidland,77,71.255,5460,26.608,77
134,149,Robert Garrigus,71,71.264,5028,31.776,71
135,137,John Mallinger,78,71.27,5539,20.069,78
136,134,James Nitties,92,71.277,6516,41.452,92
137,131,Jay Williamson,76,71.29,5367,51.009,76
138,136,Joe Ogilvie,99,71.296,7025,33.271,99
139,139,Troy Matteson,84,71.31,5950,40.031,84
140,141,Rocco Mediate,71,71.341,5047,18.218,71
141,148,Rory Sabbatini,79,71.366,5551,15.542,78
142,138,Kris Blanks,91,71.371,6464,30.725,91
143,140,Brian Davis,101,71.376,7186,22.940,101
144,145,Cameron Beckman,68,71.395,4832,22.893,68
145,,Cliff Kresge,50,71.417,3552,18.836,50
