RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:PUTTING,MEASURED ROUNDS
61,50,Scott Piercy,88,0.216,17.514,81
T62,68,Steve Wheatcroft,74,0.207,12.021,58
T62,64,Ian Poulter,55,0.207,7.044,34
64,T65,Alex Prugh,88,0.204,16.31,80
65,53,Stewart Cink,84,0.199,12.947,65
66,55,Blake Adams,84,0.198,14.879,75
67,71,Richard Johnson,90,0.193,14.115,73
68,67,Chris Riley,73,0.187,11.79,63
69,70,Y.E. Yang,72,0.185,10.747,58
70,62,Justin Leonard,89,0.183,13.188,72
71,60,Tim Herron,79,0.172,11.871,69
72,72,Rich Barcelo,70,0.149,8.637,58
73,T89,Mark Wilson,87,0.143,11.307,79
74,74,Robert Allenby,76,0.142,8.646,61
75,84,Spencer Levin,110,0.131,12.789,98
76,82,Rickie Fowler,98,0.128,10.606,83
77,93,Jason Bohn,84,0.127,9.414,74
78,73,James Nitties,92,0.126,10.175,81
79,75,David Duval,71,0.119,6.668,56
80,77,Dustin Johnson,83,0.11,6.932,63
81,T78,Nick Watney,91,0.109,7.492,69
82,80,Charley Hoffman,85,0.106,8.138,77
83,81,Bo Van Pelt,104,0.101,8.809,87
84,86,Joe Ogilvie,99,0.089,7.636,86
85,T78,Brett Quigley,96,0.079,6.942,88
86,85,Trevor Immelman,55,0.078,3.339,43
87,87,Hunter Mahan,85,0.069,4.603,67
88,76,J.B. Holmes,100,0.068,5.953,88
89,107,Johnson Wagner,85,0.066,4.87,74
90,88,Chris Stroud,90,0.06,4.343,72
91,T89,K.J. Choi,82,0.057,3.475,61
92,83,John Mallinger,78,0.053,3.442,65
93,94,Jarrod Lyle,54,0.045,2.09,46
94,95,Kevin Streelman,90,0.044,3.502,80
95,T96,Scott Verplank,74,0.038,2.103,56
96,98,Jonathan Byrd,85,0.033,2.685,82
97,99,Ricky Barnes,103,0.024,1.975,83
98,100,J.P. Hayes,79,0.021,1.439,68
99,101,Derek Lamely,81,0.019,1.184,64
100,91,Aron Price,70,0.017,1.077,62
101,T96,Bob Estes,79,0.015,1.094,71
102,92,Brendon de Jonge,114,0.005,0.443,91
103,102,Jerod Turner,54,-0.002,-0.071,40
104,103,Bill Lunde,79,-0.005,-0.335,67
105,108,Tim Petrovic,105,-0.006,-0.589,94
106,105,Jason Day,82,-0.014,-1.008,71
107,104,Briny Baird,87,-0.019,-1.534,79
108,106,Mike Weir,59,-0.02,-0.808,40
109,111,Jeev Milkha Singh,59,-0.047,-2.441,52
T110,T113,Vaughn Taylor,87,-0.059,-4.647,79
T110,112,Stuart Appleby,101,-0.059,-5.15,88
T110,T109,Woody Austin,93,-0.059,-4.93,83
113,T109,Chris DiMarco,88,-0.063,-4.876,78
114,115,Bill Haas,87,-0.066,-4.976,75
115,117,Bubba Watson,77,-0.075,-5.032,67
116,116,Steve Flesch,78,-0.081,-5.248,65
T117,T113,Michael Bradley,77,-0.082,-5.573,68
T117,T127,Sean O'Hair,84,-0.082,-5.347,65
T117,T119,Michael Letzig,84,-0.082,-6.593,80
120,T119,Kevin Sutherland,86,-0.09,-7.056,78
121,123,Brenden Pappas,66,-0.094,-5.173,55
122,129,D.A. Points,90,-0.103,-8.099,79
123,122,Chad Campbell,94,-0.105,-8.535,81
124,121,Martin Flores,75,-0.107,-6.829,64
125,136,Ted Purdy,86,-0.108,-8.102,75
126,118,Vance Veazey,58,-0.115,-5.513,48
127,125,Lucas Glover,75,-0.119,-7.035,59
128,141,Brett Wetterich,54,-0.123,-6.509,53
129,130,John Merrick,109,-0.125,-11.499,92
130,124,Garrett Willis,82,-0.137,-9.745,71
131,126,John Senden,103,-0.141,-12.255,87
132,131,Marc Leishman,87,-0.145,-10.459,72
133,132,Phil Mickelson,76,-0.149,-8.519,57
134,133,Ángel Cabrera,64,-0.151,-7.724,51
135,T127,Jay Williamson,76,-0.155,-9.434,61
136,134,Paul Goydos,78,-0.156,-10.312,66
137,137,Tom Pernice Jr.,74,-0.163,-9.457,58
138,135,Andrew McLardy,52,-0.173,-7.612,44
139,151,Robert Garrigus,71,-0.179,-10.911,61
140,139,Greg Kraft,52,-0.185,-7.211,39
141,140,Mathias Grönberg,61,-0.187,-9.353,50
142,138,Rory Sabbatini,79,-0.198,-13.291,67
143,142,Henrik Bjornstad,72,-0.21,-12.385,59
144,144,John Rollins,81,-0.213,-15.954,75
145,145,Rory McIlroy,54,-0.23,-9.214,40
146,146,Kenny Perry,69,-0.244,-13.65,56
147,143,Rod Pampling,77,-0.247,-17.267,70
148,147,Brian Davis,101,-0.248,-22.045,89
149,149,Heath Slocum,97,-0.257,-18.744,73
150,148,Kevin Stadler,86,-0.276,-19.853,72
151,152,Cameron Beckman,68,-0.292,-17.235,59
152,159,Joe Durant,67,-0.294,-16.735,57
153,150,Lee Janzen,77,-0.3,-20.996,70
154,155,Martin Laird,91,-0.303,-23.921,79
155,153,Josh Teater,101,-0.315,-28.966,92
156,T161,David Lutterus,69,-0.336,-18.839,56
157,156,Kevin Johnson,62,-0.352,-17.253,49
T158,T157,Sergio Garcia,58,-0.356,-12.832,36
T158,T157,Graham DeLaet,88,-0.356,-27.036,76
160,154,Jeff Maggert,76,-0.357,-22.489,63
161,T161,Boo Weekley,88,-0.375,-27.759,74
162,164,Mathew Goggin,85,-0.379,-28.802,76
163,172,Roland Thatcher,72,-0.38,-25.859,68
164,160,Steve Lowery,67,-0.382,-21.412,56
165,165,Camilo Villegas,78,-0.396,-22.166,56
166,166,Craig Bowden,56,-0.406,-19.479,48
167,163,Charles Warren,64,-0.411,-22.628,55
168,167,Will MacKenzie,72,-0.442,-30.073,68
169,171,Troy Matteson,84,-0.445,-34.671,78
170,169,Jerry Kelly,99,-0.449,-36.836,82
171,170,Alex Cejka,81,-0.468,-31.856,68
172,173,D.J. Trahan,92,-0.469,-38.469,82
173,168,Cameron Percy,73,-0.491,-28.959,59
174,174,Davis Love III,79,-0.507,-33.449,66
175,176,Rocco Mediate,71,-0.543,-33.095,61
176,181,Justin Bolli,55,-0.557,-23.39,42
177,175,Kris Blanks,91,-0.569,-42.123,74
178,,Cliff Kresge,50,-0.572,-25.736,45
179,177,Garth Mulroy,53,-0.584,-24.513,42
180,178,Jason Dufner,87,-0.6,-41.374,69
181,179,Greg Owen,69,-0.637,-39.492,62
182,180,John Daly,63,-0.654,-30.757,47
183,183,Chris Wilson,65,-0.67,-34.821,52
184,184,Cameron Tringale,55,-0.708,-31.846,45
185,187,Vijay Singh,75,-0.74,-42.204,57
186,185,Adam Scott,70,-0.748,-38.883,52
187,182,Omar Uresti,74,-0.755,-46.08,61
188,186,Roger Tambellini,77,-0.775,-48.037,62
189,189,Mark Calcavecchia,50,-0.87,-28.705,33
190,188,Nicholas Thompson,88,-0.886,-68.234,77
191,190,Jeff Gove,57,-0.953,-41.921,44
192,191,Billy Mayfair,78,-1.01,-65.665,65
