RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
32,32,Jamie Lovemark,98,0.76,0.319,0.183,0.258,80
33,33,Stewart Cink,93,0.725,-0.019,0.793,-0.05,81
34,34,Phil Mickelson,85,0.711,-0.058,0.553,0.216,69
35,35,Robert Garrigus,78,0.709,0.422,0.477,-0.19,60
36,36,J.B. Holmes,83,0.708,0.533,0.039,0.137,61
37,37,Louis Oosthuizen,69,0.705,0.301,0.215,0.189,51
38,39,Chad Campbell,97,0.691,0.041,0.506,0.144,85
39,T43,Kevin Kisner,105,0.656,0.257,0.334,0.065,77
40,38,Jason Dufner,89,0.654,0.268,0.519,-0.133,72
41,45,Boo Weekley,75,0.63,0.634,0.425,-0.429,61
42,40,Brooks Koepka,88,0.623,0.546,0.058,0.019,67
43,42,Jason Day,71,0.58,0.311,-0.004,0.273,55
44,46,Martin Laird,83,0.576,0.235,0.139,0.203,72
45,47,Shane Lowry,52,0.536,0.582,0.231,-0.277,38
46,48,Emiliano Grillo,90,0.532,0.368,0.281,-0.116,66
47,50,Branden Grace,70,0.518,0.18,0.173,0.165,47
48,T43,Pat Perez,93,0.515,-0.147,0.222,0.44,73
49,51,Kevin Na,86,0.513,-0.406,0.631,0.288,66
50,T52,Harold Varner III,101,0.511,0.262,0.33,-0.081,86
T51,T52,Russell Henley,99,0.506,0.31,0.196,0.0,86
T51,54,Brandt Snedeker,53,0.506,-0.311,0.503,0.314,42
T51,41,Jhonattan Vegas,95,0.506,0.394,0.172,-0.06,71
54,55,Charl Schwartzel,63,0.504,-0.023,0.399,0.127,48
55,56,Jim Herman,77,0.495,0.422,0.143,-0.07,66
56,57,Rory Sabbatini,71,0.482,0.308,0.146,0.028,53
57,65,Xander Schauffele,96,0.479,0.554,0.011,-0.086,74
58,58,Graham DeLaet,82,0.477,0.486,0.427,-0.436,71
59,59,Jason Kokrak,95,0.458,0.607,0.077,-0.226,83
60,60,Kevin Streelman,90,0.45,0.292,0.197,-0.038,78
61,61,Chez Reavie,98,0.423,0.121,0.375,-0.073,83
62,62,Cameron Smith,86,0.418,-0.13,0.149,0.399,71
63,64,Ollie Schniederjans,92,0.402,0.125,0.309,-0.032,81
64,63,Patrick Reed,107,0.399,0.199,-0.049,0.25,84
65,66,Bryson DeChambeau,91,0.383,0.42,-0.02,-0.016,73
66,67,Seamus Power,86,0.364,-0.067,0.202,0.229,68
67,68,Nick Taylor,97,0.342,0.168,0.053,0.121,83
68,69,Scott Stallings,81,0.339,0.049,0.375,-0.084,68
69,70,Sung Kang,104,0.325,0.255,0.251,-0.182,82
70,71,Charles Howell III,86,0.32,0.016,0.223,0.081,68
T71,T72,Ryan Moore,82,0.319,-0.006,0.498,-0.173,65
T71,T72,Hudson Swafford,94,0.319,0.454,0.202,-0.337,76
73,74,Nick Watney,75,0.284,-0.063,0.585,-0.238,64
74,76,Bubba Watson,71,0.272,0.647,-0.175,-0.201,53
75,77,Sean O'Hair,84,0.269,0.252,0.118,-0.101,70
76,78,J.J. Henry,92,0.258,0.208,0.05,0.0,75
77,79,Scott Piercy,70,0.251,0.19,0.311,-0.25,49
78,81,James Hahn,96,0.223,0.177,0.016,0.03,81
79,82,Zach Johnson,81,0.215,-0.005,-0.007,0.226,68
80,83,Ben Martin,86,0.208,0.138,0.297,-0.227,70
81,84,Brandon Hagy,85,0.184,0.459,-0.393,0.118,69
82,85,Kevin Tway,96,0.172,0.288,-0.168,0.053,74
83,86,Russell Knox,75,0.165,0.102,0.181,-0.119,54
84,87,Anirban Lahiri,72,0.149,0.234,-0.143,0.059,59
85,88,J.T. Poston,95,0.147,0.156,0.053,-0.062,73
T86,89,Grayson Murray,94,0.146,0.353,-0.032,-0.176,85
T86,80,Brian Harman,104,0.146,0.015,-0.198,0.329,86
88,75,Adam Hadwin,98,0.143,0.003,0.183,-0.044,79
89,90,Chris Stroud,67,0.139,-0.094,0.173,0.06,48
90,91,Jimmy Walker,68,0.138,-0.258,0.518,-0.123,50
91,92,Ryan Armour,63,0.136,0.02,0.121,-0.005,49
92,93,Cameron Percy,71,0.123,-0.019,0.266,-0.123,55
93,94,Matt Jones,64,0.108,0.073,-0.468,0.503,51
94,95,Tyrone Van Aswegen,105,0.103,-0.067,0.084,0.085,80
95,96,Danny Lee,93,0.078,0.037,0.304,-0.263,76
96,97,Robert Streb,98,0.075,-0.159,-0.072,0.305,84
97,98,D.A. Points,68,0.071,-0.436,0.421,0.087,58
98,99,Trey Mullinax,88,0.063,0.427,-0.195,-0.169,70
99,100,Retief Goosen,52,0.035,-0.001,0.009,0.027,41
100,101,Michael Kim,94,0.017,-0.247,0.158,0.106,84
101,102,Shawn Stefani,72,0.014,0.01,-0.119,0.122,60
102,103,Andres Gonzales,73,-0.003,-0.104,-0.089,0.19,57
103,104,David Lingmerth,79,-0.009,-0.032,0.054,-0.031,69
104,105,Ryan Brehm,83,-0.023,0.137,-0.06,-0.099,65
105,106,John Huh,92,-0.026,-0.049,-0.02,0.043,76
106,107,Vaughn Taylor,90,-0.033,-0.001,0.135,-0.168,76
107,108,Jim Furyk,54,-0.036,-0.491,0.492,-0.036,44
108,109,Smylie Kaufman,76,-0.04,0.091,-0.059,-0.073,63
109,111,David Hearn,93,-0.044,-0.175,0.016,0.115,71
110,112,J.J. Spaun,92,-0.045,0.316,-0.122,-0.24,72
111,113,Seung-Yul Noh,91,-0.058,-0.541,0.044,0.439,75
T112,T114,Daniel Summerhays,100,-0.062,-0.05,-0.062,0.051,82
T112,T114,Tim Wilkinson,64,-0.062,-0.289,-0.31,0.538,46
T112,T114,Graeme McDowell,56,-0.062,0.085,-0.036,-0.111,50
T115,T117,Ben Crane,86,-0.068,-0.15,-0.024,0.105,69
T115,T117,Sam Saunders,76,-0.068,0.348,-0.136,-0.28,61
117,119,William McGirt,89,-0.072,0.257,-0.193,-0.137,72
118,120,C.T. Pan,88,-0.074,0.052,-0.092,-0.034,76
119,121,Zac Blair,105,-0.078,-0.155,-0.141,0.218,81
120,122,Billy Horschel,88,-0.08,0.224,0.02,-0.324,80
121,123,Alex Cejka,85,-0.093,-0.02,-0.2,0.127,62
122,124,Steven Alker,69,-0.103,-0.289,-0.212,0.398,51
123,125,Roberto Castro,70,-0.114,-0.244,0.099,0.031,54
124,126,Brad Fritsch,56,-0.122,-0.432,0.235,0.075,42
125,127,Morgan Hoffmann,92,-0.138,0.165,-0.419,0.115,82
126,128,Kyle Reifers,96,-0.143,-0.023,-0.337,0.218,74
127,129,Troy Merritt,82,-0.146,-0.118,-0.018,-0.009,70
128,130,Chris Kirk,89,-0.155,-0.315,0.101,0.059,70
129,131,Rod Pampling,71,-0.158,-0.11,-0.231,0.183,66
130,132,Brian Gay,82,-0.168,-0.417,-0.006,0.254,69
131,133,Tag Ridings,67,-0.173,0.295,-0.356,-0.111,50
132,134,Camilo Villegas,76,-0.182,-0.524,0.107,0.235,62
133,135,Sebastián Muñoz,51,-0.188,0.031,-0.077,-0.143,39
134,136,Geoff Ogilvy,80,-0.195,-0.064,-0.327,0.196,67
135,137,Aaron Baddeley,61,-0.216,-0.782,0.256,0.31,46
136,138,Richy Werenski,81,-0.223,0.203,-0.123,-0.303,61
137,139,Martin Flores,88,-0.257,-0.024,0.047,-0.28,67
138,140,Billy Hurley III,80,-0.263,-0.812,0.432,0.117,69
139,141,Cameron Tringale,89,-0.265,-0.75,0.089,0.396,65
T140,T142,Ryan Blaum,100,-0.286,-0.198,-0.032,-0.057,82
T140,T142,Ricky Barnes,100,-0.286,-0.638,0.238,0.114,77
142,144,Tom Hoge,54,-0.293,-0.352,0.235,-0.176,39
143,145,Mark Anderson,54,-0.309,-0.149,-0.241,0.082,42
144,146,Mackenzie Hughes,106,-0.32,0.021,-0.404,0.063,96
145,147,Rafa Cabrera Bello,63,-0.326,-0.223,-0.171,0.068,46
146,148,Brian Stuard,93,-0.333,-0.34,0.171,-0.164,69
147,149,Harris English,84,-0.336,-0.644,0.138,0.169,72
148,150,Wesley Bryan,95,-0.337,-0.899,0.421,0.141,77
149,151,Jonathan Randolph,68,-0.34,0.03,-0.221,-0.149,51
150,152,Scott Brown,95,-0.344,0.143,-0.225,-0.262,78
151,153,Julián Etulain,68,-0.385,-0.035,-0.292,-0.058,51
152,154,Blayne Barber,77,-0.389,0.041,-0.123,-0.306,67
153,155,Fabián Gómez,61,-0.402,0.022,-0.429,0.006,51
154,156,Dominic Bozzelli,69,-0.417,0.051,-0.342,-0.125,55
155,157,Spencer Levin,89,-0.43,-0.161,-0.195,-0.073,67
156,158,Ken Duke,77,-0.435,-0.179,-0.256,0.0,60
157,159,K.J. Choi,72,-0.439,-0.141,-0.511,0.213,54
158,160,Johnson Wagner,71,-0.456,-0.081,-0.088,-0.287,57
159,161,Patton Kizzire,84,-0.475,-0.744,0.29,-0.021,72
160,162,Mark Hubbard,81,-0.502,-0.539,0.101,-0.064,61
161,164,Kelly Kraft,75,-0.524,-0.205,0.159,-0.479,65
162,165,Chad Collins,66,-0.533,-0.573,-0.254,0.294,54
163,166,Gonzalo Fernandez-Castaño,63,-0.567,-0.375,-0.312,0.12,44
164,167,Rick Lamb,54,-0.57,0.686,-0.578,-0.678,38
165,168,Si Woo Kim,80,-0.573,-0.236,-0.447,0.11,60
166,169,Brett Drewitt,57,-0.578,-0.209,-0.314,-0.054,43
167,170,Peter Malnati,91,-0.635,-0.262,-0.563,0.19,73
168,171,Steve Wheatcroft,51,-0.641,0.259,-0.953,0.054,40
169,172,Patrick Rodgers,76,-0.65,-0.044,-0.529,-0.077,66
170,173,Whee Kim,74,-0.651,-0.665,-0.148,0.163,62
171,174,Søren Kjeldsen,58,-0.655,-0.424,-0.09,-0.142,34
172,175,Luke Donald,50,-0.657,-1.001,-0.078,0.422,43
173,176,Derek Fathauer,81,-0.74,-0.456,-0.136,-0.149,64
174,177,Brett Stegmaier,78,-0.751,-0.141,-0.117,-0.493,58
175,178,Brian Campbell,55,-0.812,0.063,-0.75,-0.126,41
176,179,Hunter Mahan,73,-0.837,0.376,-0.886,-0.326,59
177,180,Greg Chalmers,75,-0.85,-0.496,-0.529,0.175,68
178,181,Jonas Blixt,74,-0.877,-0.3,-0.614,0.037,59
179,182,Ryo Ishikawa,56,-0.928,-0.58,-0.328,-0.021,43
180,183,Cody Gribble,79,-0.985,-0.338,-0.586,-0.061,70
181,184,Jason Bohn,75,-1.007,-0.685,-0.246,-0.076,62
182,185,Michael Thompson,60,-1.013,-0.431,-0.373,-0.208,44
183,186,Miguel Angel Carballo,63,-1.038,0.139,-1.035,-0.142,43
184,187,Ernie Els,52,-1.136,-0.565,-0.504,-0.067,37
185,188,Andrew Loupe,55,-1.175,-0.348,-0.424,-0.403,47
186,189,Matt Every,76,-1.182,-0.734,-0.141,-0.306,61
187,190,Bryce Molder,74,-1.229,-1.098,-0.431,0.301,64
188,191,Carl Pettersson,63,-1.456,-1.123,-0.385,0.052,52
189,193,Nicholas Lindheim,58,-1.621,-0.733,-0.578,-0.311,44
190,194,Steven Bowditch,59,-2.739,-1.717,-1.26,0.238,45
