RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,TOP 10,1ST,2ND,3RD
T1,T1,Justin Thomas,12,5.0,1.0,
T1,T1,Jordan Spieth,12,3.0,3.0,2.0
3,T3,Jon Rahm,11,1.0,2.0,2.0
4,T3,Rickie Fowler,10,1.0,2.0,2.0
T5,T5,Matt Kuchar,9,,1.0,
T5,T5,Paul Casey,9,,,1.0
T7,T8,Justin Rose,8,,3.0,
T7,T5,Dustin Johnson,8,4.0,1.0,1.0
T7,T8,Kevin Kisner,8,1.0,2.0,1.0
T7,T8,Tony Finau,8,,,1.0
T11,T8,Brian Harman,7,1.0,1.0,1.0
T11,T8,Hideki Matsuyama,7,3.0,3.0,
T11,T8,Charley Hoffman,7,,2.0,2.0
T11,T8,Marc Leishman,7,2.0,,1.0
T11,T15,Brooks Koepka,7,1.0,2.0,
T16,T15,Daniel Berger,6,1.0,2.0,
T16,T15,Pat Perez,6,1.0,1.0,1.0
T16,T15,Graham DeLaet,6,,,
T16,T15,Rory McIlroy,6,,,
T16,T15,Webb Simpson,6,,1.0,1.0
T21,T21,Jason Day,5,,1.0,
T21,T21,Martin Laird,5,,,1.0
T21,T21,Keegan Bradley,5,,,
T21,T21,Kevin Chappell,5,1.0,,
T21,T21,Adam Hadwin,5,1.0,1.0,
T21,T21,Kyle Stanley,5,1.0,,
T21,T21,Gary Woodland,5,,2.0,
T21,T21,Kevin Na,5,,,
T21,T21,Francesco Molinari,5,,1.0,
T21,T21,Phil Mickelson,5,,,
T21,T21,Charles Howell III,5,,2.0,
T21,T21,Sean O'Hair,5,,1.0,
T21,T21,Bud Cauley,5,,,1.0
T21,T36,Russell Henley,5,1.0,,1.0
T21,T21,Ollie Schniederjans,5,,1.0,1.0
T21,T21,Wesley Bryan,5,1.0,,1.0
T37,T60,Xander Schauffele,4,2.0,,
T37,T36,Hudson Swafford,4,1.0,,
T37,T36,Patrick Reed,4,,1.0,
T37,T36,Cameron Smith,4,1.0,,
T37,T36,Patrick Cantlay,4,,1.0,1.0
T37,T36,Zach Johnson,4,,1.0,
T37,T36,Bubba Watson,4,,,
T37,T36,Scott Piercy,4,,,1.0
T37,T36,Nick Taylor,4,,,
T37,T36,Adam Scott,4,,,
T37,T36,Bill Haas,4,,,1.0
T37,T36,Jhonattan Vegas,4,1.0,,1.0
T37,T36,Lucas Glover,4,,,1.0
T37,T36,Louis Oosthuizen,4,,2.0,1.0
T37,T36,Chez Reavie,4,,,
T37,T36,Rafa Cabrera Bello,4,,,
T37,T36,Russell Knox,4,,,1.0
T37,T36,Thomas Pieters,4,,1.0,
T37,T36,James Hahn,4,,,1.0
T37,T36,Brandt Snedeker,4,,,
T37,T36,Billy Horschel,4,1.0,1.0,
T37,T36,Jamie Lovemark,4,,,1.0
