RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,TOP 10,1ST,2ND,3RD
T37,T36,Danny Lee,4,,,1.0
T37,T36,Brendan Steele,4,1.0,,
T61,T60,C.T. Pan,3,,1.0,
T61,T60,Seung-Yul Noh,3,,,
T61,T60,Ross Fisher,3,,,1.0
T61,T60,Chris Stroud,3,1.0,,
T61,T60,Sung Kang,3,,1.0,
T61,T60,Kevin Tway,3,,,2.0
T61,T60,Patton Kizzire,3,,1.0,
T61,T60,Byeong Hun An,3,,,
T61,T60,Anirban Lahiri,3,,1.0,1.0
T61,T60,Scott Stallings,3,,,1.0
T61,T60,Chris Kirk,3,,1.0,
T61,T60,Tommy Fleetwood,3,,1.0,
T61,T60,William McGirt,3,,,1.0
T61,T60,Charl Schwartzel,3,,1.0,1.0
T61,T60,Luke List,3,,1.0,1.0
T61,T60,Alex Noren,3,,,
T61,T60,Robert Garrigus,3,,,
T61,T60,Henrik Stenson,3,1.0,1.0,
T61,T60,Ryan Palmer,3,,,
T61,T91,Sergio Garcia,3,1.0,,
T61,T60,Stewart Cink,3,,,
T61,T60,Chad Campbell,3,,,
T61,T60,Brian Gay,3,,,1.0
T61,T60,Patrick Rodgers,3,,1.0,
T61,T60,Kelly Kraft,3,,1.0,1.0
T61,T60,Tyrrell Hatton,3,,,
T61,T60,Robert Streb,3,,1.0,
T61,T60,Cameron Tringale,3,,,
T61,T60,Dominic Bozzelli,3,,,1.0
T61,T60,Richy Werenski,3,,1.0,
T61,T60,J.J. Spaun,3,,,
T92,T91,Cody Gribble,2,1.0,,
T92,T91,Bryson DeChambeau,2,1.0,1.0,
T92,T91,Harris English,2,,,
T92,T91,John Huh,2,,,
T92,T91,Grayson Murray,2,1.0,,
T92,T91,Whee Kim,2,,1.0,
T92,T91,Si Woo Kim,2,1.0,,
T92,T91,Mackenzie Hughes,2,1.0,,
T92,T91,Tom Hoge,2,,,
T92,T91,Steve Stricker,2,,,
T92,T91,Greg Owen,2,,2.0,
T92,T91,J.J. Henry,2,,,
T92,T91,Aaron Baddeley,2,,,
T92,T91,Ian Poulter,2,,1.0,1.0
T92,T91,J.B. Holmes,2,,,
T92,T91,Kevin Streelman,2,,,
T92,T91,Johnson Wagner,2,,,1.0
T92,T91,Ryan Moore,2,,,1.0
T92,T91,David Hearn,2,,,
T92,T91,Jason Dufner,2,1.0,,
T92,T91,Chad Collins,2,,1.0,
T92,T91,Jim Herman,2,,,1.0
T92,T91,Emiliano Grillo,2,,,
T92,T91,Rafael Campos,2,,,
T92,T91,Derek Fathauer,2,,,1.0
T92,T91,Ben Martin,2,,,
T92,T91,Scott Hend,2,,,
T92,T91,Camilo Villegas,2,,1.0,
T92,T91,Sam Saunders,2,,,
T92,T91,Ryan Blaum,2,,,
T92,T91,Martin Flores,2,,,
T92,T91,Branden Grace,2,,,
T92,T91,Scott Brown,2,,2.0,
T125,T125,Peter Uihlein,1,,,
T125,T125,Andres Gonzales,1,,,
T125,T125,Billy Hurley III,1,,,
T125,T125,Jonas Blixt,1,1.0,,
T125,T125,Hiroshi Iwata,1,,,
T125,T125,Spencer Levin,1,,,
T125,T125,Rob Oppenheim,1,,,
T125,T125,Tyrone Van Aswegen,1,,,
T125,T125,Seamus Power,1,,,
T125,T125,Shawn Stefani,1,,,
T125,T125,Thorbjørn Olesen,1,,,
T125,T125,Morgan Hoffmann,1,,1.0,
T125,T125,Troy Merritt,1,,,
T125,T125,Shane Lowry,1,,,
T125,T125,Mark Anderson,1,,,
T125,T125,Michael Thompson,1,,,
T125,T125,Jason Kokrak,1,,,
T125,T125,Ryo Ishikawa,1,,,
T125,T125,Henrik Norlander,1,,1.0,
T125,T125,Julián Etulain,1,,,
T125,T125,D.A. Points,1,1.0,,
T125,T125,Daniel Summerhays,1,,,
T125,T125,Steve Wheatcroft,1,,,
T125,T125,Jonathan Byrd,1,,,
T125,T125,Jimmy Walker,1,,,
T125,T125,Boo Weekley,1,,,
T125,T125,Nick Watney,1,,,
T125,T125,Martin Kaymer,1,,,
T125,T125,Søren Kjeldsen,1,,,
T125,T125,Tag Ridings,1,,,1.0
T125,T125,Ben Crane,1,,,
T125,T125,Bill Lunde,1,,1.0,
T125,T125,Rory Sabbatini,1,,,
T125,T125,Luke Donald,1,,1.0,
T125,T125,Ángel Cabrera,1,,,
T125,T125,Alex Cejka,1,,,
T125,T125,Rod Pampling,1,1.0,,
T125,T125,Hideto Tanihara,1,,,
T125,T125,Geoff Ogilvy,1,,,
T125,T125,Cameron Percy,1,,,
T125,T125,Jim Furyk,1,,,
T125,T125,Davis Love III,1,,,
T125,T125,Stuart Appleby,1,,,
T125,T125,Retief Goosen,1,,1.0,
T125,T125,Ryan Armour,1,,,
T125,T125,Blayne Barber,1,,1.0,
T125,T125,Harold Varner III,1,,,
T125,T125,Curtis Luck,1,,,
T125,T125,Zac Blair,1,,,
T125,T125,Smylie Kaufman,1,,,
T125,T125,Jordan L Smith,1,,,
T125,T125,Andrew Johnston,1,,,
T125,T125,Joel Dahmen,1,,,
T125,T125,Matthew Southgate,1,,,
T125,T125,Haotong Li,1,,,1.0
T125,T125,Andrew Loupe,1,,,
T125,T125,David Lingmerth,1,,,
T125,T125,Jonathan Randolph,1,,,
T125,T125,Sebastián Muñoz,1,,,1.0
T125,T125,J.T. Poston,1,,,
T125,T125,Chase Koepka,1,,,
T125,T125,Aaron Wise,1,,,
T125,T125,Braden Thornberry,1,,,
T125,T125,Michael Kim,1,,,1.0
T125,T125,Sam Burns,1,,,
T125,T125,Brandon Hagy,1,,,
T125,T125,Trey Mullinax,1,,,
T125,T125,Rick Lamb,1,,,1.0
