RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
1,1,Jordan Spieth,85,68.846,5377,- 7.012,78
2,2,Rickie Fowler,78,69.083,5287,- 36.726,76
3,4,Justin Thomas,86,69.359,5482,- 2.600,79
4,3,Marc Leishman,94,69.468,6269,- 16.894,90
5,7,Paul Casey,94,69.469,6270,- 17.811,90
6,8,Rory McIlroy,51,69.529,3367,- 29.609,48
7,6,Dustin Johnson,77,69.549,4873,- 4.544,70
8,9,Jon Rahm,90,69.561,5780,- 6.412,83
9,10,Sergio Garcia,65,69.596,4335,- 20.062,62
10,5,Hideki Matsuyama,83,69.624,5294,- 2.569,76
11,11,Justin Rose,66,69.699,4475,- 14.249,64
12,12,Francesco Molinari,75,69.802,5049,- 23.262,72
13,13,Matt Kuchar,95,69.806,6444,- 21.885,92
14,T14,Brooks Koepka,88,69.847,5620,- 32.235,80
15,T14,Patrick Cantlay,52,69.971,3360,- 1.404,48
16,19,Tony Finau,106,69.987,7265,13.619,104
17,16,Kyle Stanley,104,69.989,6994,4.880,100
18,17,Adam Scott,58,69.996,4093,- 33.255,58
19,18,Bill Haas,92,70.011,5965,- 14.088,85
20,T20,Webb Simpson,102,70.018,6926,5.768,99
21,23,Russell Henley,99,70.027,6799,- 6.398,97
22,T20,Ian Poulter,72,70.045,4765,- 1.939,68
23,22,Brandt Snedeker,53,70.055,3501,1.772,50
24,24,Jason Day,71,70.115,4648,- 20.416,66
25,27,Daniel Berger,91,70.121,6026,4.406,86
26,26,Lucas Glover,93,70.139,6314,- 1.505,90
27,36,Xander Schauffele,96,70.163,6449,6.015,92
28,28,Phil Mickelson,85,70.168,5631,- 17.598,80
29,29,Charl Schwartzel,63,70.211,4248,- 35.326,60
30,30,Stewart Cink,93,70.213,6522,7.842,93
31,31,Louis Oosthuizen,69,70.22,4386,- 32.359,62
32,33,Chez Reavie,98,70.244,6650,23.167,95
33,35,Pat Perez,93,70.25,6322,.517,90
34,32,Jason Dufner,89,70.259,5774,- 12.731,82
35,40,Kevin Kisner,105,70.294,6891,- 2.145,98
36,34,Charley Hoffman,112,70.351,7606,- 8.072,108
37,38,Charles Howell III,86,70.371,5749,21.404,82
38,39,Graham DeLaet,82,70.376,5349,- .423,76
39,41,Jamie Lovemark,98,70.391,6748,9.581,96
40,42,Zach Johnson,81,70.393,5440,- 19.745,77
41,43,Kevin Na,86,70.399,5764,8.722,82
42,37,Brian Harman,104,70.402,7027,13.181,100
43,44,Luke List,102,70.428,6868,33.926,98
44,45,Bud Cauley,92,70.432,6189,9.054,88
45,46,Keegan Bradley,104,70.437,7167,17.524,102
46,47,Martin Laird,83,70.45,5855,- 7.623,83
47,50,Patrick Reed,107,70.453,7062,- 16.689,100
48,48,Gary Woodland,94,70.482,6273,- .102,89
49,49,Sung Kang,104,70.496,7192,- 1.452,102
50,51,Brendan Steele,89,70.503,5925,- 2.712,84
51,52,Chad Campbell,97,70.509,6795,44.334,97
52,53,Seamus Power,86,70.543,5605,38.469,80
53,54,Adam Hadwin,98,70.583,6921,- 3.830,98
54,55,Brian Gay,82,70.585,5486,19.639,78
55,56,Hudson Swafford,94,70.618,6348,7.597,90
56,57,Graeme McDowell,56,70.629,3972,- 16.789,56
57,58,J.B. Holmes,83,70.66,5405,- 34.841,76
58,59,Shane Lowry,52,70.667,3483,- 20.306,49
59,61,Nick Watney,75,70.685,4878,- .727,69
60,62,Rafa Cabrera Bello,63,70.693,4266,- 24.418,60
61,63,Robert Streb,98,70.7,6642,3.822,94
62,64,Ollie Schniederjans,92,70.704,6129,22.241,87
63,65,Michael Kim,94,70.707,6347,16.586,90
64,66,Robert Garrigus,78,70.712,5060,31.291,72
65,67,Matt Jones,64,70.719,3952,8.241,56
66,68,Ryan Moore,82,70.741,5599,- 10.433,79
67,69,David Lingmerth,79,70.755,5317,- 10.362,75
68,70,Russell Knox,75,70.765,4950,3.522,70
69,60,Kevin Chappell,95,70.779,6391,- 20.866,90
70,71,Emiliano Grillo,90,70.798,6170,- 10.598,87
71,72,Anirban Lahiri,72,70.799,5088,9.539,72
72,73,Sean O'Hair,84,70.801,5953,- 5.730,84
73,74,Scott Stallings,81,70.811,5438,14.475,77
74,75,Chris Stroud,67,70.815,4165,13.108,59
75,76,Nick Taylor,97,70.817,6710,17.579,95
76,77,Luke Donald,50,70.831,3408,- 8.103,48
77,78,Billy Horschel,88,70.832,6104,- 12.479,86
78,79,Harris English,84,70.848,5384,.485,76
79,80,John Huh,92,70.851,6210,24.875,88
80,81,Danny Lee,93,70.86,6303,3.558,89
81,82,Branden Grace,70,70.862,4476,- 11.723,63
T82,T83,Ryan Blaum,100,70.866,6768,35.162,96
T82,T83,Bryson DeChambeau,91,70.866,6294,13.084,89
84,85,Kevin Tway,96,70.868,6205,31.383,88
85,86,Kevin Streelman,90,70.873,6226,10.820,88
86,87,Brandon Hagy,85,70.875,5434,23.409,77
87,88,Camilo Villegas,76,70.881,5080,23.440,72
88,89,Rory Sabbatini,71,70.883,4568,39.389,65
89,90,Martin Flores,88,70.885,5706,35.704,81
90,91,Byeong Hun An,77,70.887,5139,- 35.159,72
91,92,Cameron Smith,86,70.909,5798,16.550,82
92,93,Sam Saunders,76,70.921,4941,23.485,70
93,94,James Hahn,96,70.925,6801,7.774,96
94,95,Jim Herman,77,70.931,5314,5.851,75
95,96,Scott Brown,95,70.932,6439,15.804,91
