RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
96,97,Tim Wilkinson,64,70.95,4093,22.127,58
97,98,Ben Martin,86,70.954,5588,17.331,79
98,99,Seung-Yul Noh,91,70.955,6149,24.054,87
99,101,Jason Kokrak,95,70.961,6757,- 15.744,95
100,102,Whee Kim,74,70.964,5096,13.411,72
101,103,Ryan Armour,63,70.965,4162,24.910,59
102,104,Harold Varner III,101,70.966,7013,12.594,99
103,105,J.T. Poston,95,70.982,6135,40.445,87
104,106,Shawn Stefani,72,70.983,4799,27.818,68
105,107,J.J. Spaun,92,70.999,6078,27.915,86
106,108,Zac Blair,105,71.007,6994,35.710,99
107,109,Trey Mullinax,88,71.027,5783,41.249,82
108,110,Cameron Percy,71,71.03,4588,28.978,65
T109,T111,Vaughn Taylor,90,71.044,5933,34.716,84
T109,T111,Mackenzie Hughes,106,71.044,7376,12.589,104
111,100,Jhonattan Vegas,95,71.054,6391,3.836,90
112,113,Geoff Ogilvy,80,71.056,5111,4.999,72
113,114,Wesley Bryan,95,71.062,6456,10.663,91
114,115,Grayson Murray,94,71.064,6394,1.776,90
115,116,Jim Furyk,54,71.071,3631,- 6.387,51
116,117,Ben Crane,86,71.091,5593,23.187,79
T117,T118,David Hearn,93,71.107,6027,17.056,85
T117,T118,Morgan Hoffmann,92,71.107,6243,14.432,88
119,120,C.T. Pan,88,71.109,6101,14.337,86
120,121,Andres Gonzales,73,71.112,4863,43.718,69
121,122,Ryan Palmer,61,71.116,3775,- 5.854,53
122,123,William McGirt,89,71.151,5904,1.563,83
123,124,Jimmy Walker,68,71.155,4650,- 24.914,65
124,125,Blayne Barber,77,71.163,5045,7.606,71
125,126,J.J. Henry,92,71.164,6097,23.122,86
126,127,Richy Werenski,81,71.171,5220,46.679,74
127,128,Bubba Watson,71,71.175,4494,- 9.958,63
T128,T129,Tag Ridings,67,71.176,4162,37.358,59
T128,T129,Billy Hurley III,80,71.176,5690,4.082,80
130,131,Ryan Brehm,83,71.178,5453,27.730,77
131,132,Tyrone Van Aswegen,105,71.181,6871,33.582,97
132,133,Daniel Summerhays,100,71.197,6693,- .456,94
133,134,Michael Thompson,60,71.207,3980,7.614,56
134,135,Ricky Barnes,100,71.221,6523,29.367,92
135,136,Scott Piercy,70,71.235,4755,17.764,67
136,137,Chris Kirk,89,71.255,5887,27.147,83
137,138,Sebastián Muñoz,51,71.263,3486,5.879,49
138,139,Jonas Blixt,74,71.283,4982,7.811,70
139,140,D.A. Points,68,71.315,4849,.419,68
140,141,Tom Hoge,54,71.326,3256,25.003,46
141,142,Julián Etulain,68,71.338,4469,25.299,63
142,143,Cameron Tringale,89,71.343,5891,30.479,83
143,144,Søren Kjeldsen,58,71.39,3520,- 21.880,49
144,146,Troy Merritt,82,71.398,5399,27.272,76
145,147,Peter Malnati,91,71.399,6029,39.903,85
146,148,Retief Goosen,52,71.425,3272,13.569,46
147,149,Johnson Wagner,71,71.429,4486,14.040,63
T148,T150,Patrick Rodgers,76,71.432,5286,- .055,74
T148,T150,Smylie Kaufman,76,71.432,5055,16.679,71
150,152,Alex Cejka,85,71.461,5477,25.481,77
151,153,Boo Weekley,75,71.476,5189,28.736,73
152,154,Aaron Baddeley,61,71.483,4070,4.531,57
153,155,Gonzalo Fernandez-Castaño,63,71.484,3972,31.117,56
154,156,Dominic Bozzelli,69,71.49,4636,10.856,65
155,157,Kelly Kraft,75,71.491,5076,- .119,71
156,158,Mark Anderson,54,71.5,3693,25.018,52
157,159,Spencer Levin,89,71.516,6040,38.883,85
158,160,Derek Fathauer,81,71.568,5352,15.596,75
159,161,Steve Wheatcroft,51,71.577,3347,17.112,47
160,162,Cody Gribble,79,71.581,5497,14.733,77
161,163,Kyle Reifers,96,71.587,6273,26.643,88
162,164,Patton Kizzire,84,71.598,5421,20.464,76
163,165,Fabián Gómez,61,71.61,4200,24.973,59
164,166,K.J. Choi,72,71.618,4696,30.802,66
165,167,Steven Alker,69,71.638,4475,38.219,63
166,168,Jonathan Randolph,68,71.642,4497,16.418,63
167,169,Brian Stuard,93,71.72,6213,26.644,87
168,170,Greg Chalmers,75,71.758,5084,10.789,71
169,171,Chad Collins,66,71.77,4420,29.768,62
170,172,Roberto Castro,70,71.808,4892,- 9.051,68
171,173,Hunter Mahan,73,71.811,5075,23.578,71
172,174,Bryce Molder,74,71.817,5296,18.473,74
173,176,Brad Fritsch,56,71.855,3716,20.480,52
174,177,Rod Pampling,71,71.861,5111,- 8.834,71
175,178,Mark Hubbard,81,71.871,5277,41.456,74
176,179,Brian Campbell,55,71.924,3638,30.138,51
177,180,Rick Lamb,54,71.978,3567,31.915,50
178,181,Ryo Ishikawa,56,71.99,4012,19.466,56
179,182,Ken Duke,77,72.078,5075,42.571,71
180,183,Brett Stegmaier,78,72.115,5448,32.774,76
181,184,Brett Drewitt,57,72.13,3793,29.896,53
182,185,Jason Bohn,75,72.133,5096,25.417,71
183,186,Ernie Els,52,72.179,3765,- 11.679,52
184,187,Nicholas Lindheim,58,72.205,4002,41.479,56
185,188,Si Woo Kim,80,72.253,5438,- 19.053,75
186,189,Miguel Angel Carballo,63,72.363,4081,43.666,57
187,190,Carl Pettersson,63,72.419,4247,25.695,59
188,191,Matt Every,76,72.671,5067,19.989,70
189,192,Andrew Loupe,55,72.803,3782,3.744,52
190,194,Steven Bowditch,59,74.4,4082,10.001,55
