RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
44,44,Keegan Bradley,104,299.8,58759,196
45,45,Bryson DeChambeau,91,299.4,53302,178
46,46,Andres Gonzales,73,299.2,41289,138
47,47,Charl Schwartzel,63,299.1,33499,112
48,53,Patrick Cantlay,52,298.9,28699,96
49,T49,Charley Hoffman,112,298.7,64521,216
T50,48,Marc Leishman,94,298.6,51354,172
T50,T49,Lucas Glover,93,298.6,53752,180
52,51,Seung-Yul Noh,91,298.5,51943,174
53,54,Seamus Power,86,298.1,47702,160
T54,52,Russell Henley,99,298.0,57811,194
T54,55,Rick Lamb,54,298.0,29798,100
56,56,Matt Every,76,297.7,41672,140
57,57,Scott Stallings,81,297.6,45832,154
T58,59,Paul Casey,94,297.5,48794,164
T58,58,Sean O'Hair,84,297.5,47604,160
60,60,Cody Gribble,79,297.2,45770,154
61,61,Anirban Lahiri,72,297.0,40391,136
T62,T62,Martin Laird,83,296.9,49291,166
T62,T62,Charles Howell III,86,296.9,46318,156
T62,66,Daniel Berger,91,296.9,46319,156
65,64,Stewart Cink,93,296.7,55185,186
66,65,Kyle Stanley,104,296.5,59304,200
T67,T67,Shane Lowry,52,296.4,26680,90
T67,T67,Sung Kang,104,296.4,58094,196
69,69,Louis Oosthuizen,69,296.3,34376,116
T70,T70,Brian Campbell,55,296.0,30188,102
T70,T70,Sebastián Muñoz,51,296.0,29004,98
T72,T72,Bud Cauley,92,295.9,52083,176
T72,T72,Scott Piercy,70,295.9,34911,118
74,74,Jimmy Walker,68,295.7,36073,122
T75,75,Jordan Spieth,85,295.6,46114,156
T75,T76,Patrick Reed,107,295.6,54383,184
77,T76,J.T. Poston,95,295.5,51412,174
78,T80,Jason Dufner,89,294.6,48311,164
79,78,Hunter Mahan,73,294.5,41814,142
80,79,Dominic Bozzelli,69,294.4,38278,130
T81,T80,Robert Streb,98,294.3,52980,180
T81,T80,Mackenzie Hughes,106,294.3,61211,208
83,83,J.J. Henry,92,294.1,50585,172
T84,T84,Kevin Streelman,90,294.0,51736,176
T84,T84,Shawn Stefani,72,294.0,39985,136
T86,T86,Morgan Hoffmann,92,293.9,51728,176
T86,T86,James Hahn,96,293.9,54083,184
88,88,Sam Saunders,76,293.6,41097,140
T89,T89,Julián Etulain,68,293.5,36978,126
T89,T89,Phil Mickelson,85,293.5,46956,160
91,91,Emiliano Grillo,90,293.3,46342,158
T92,T92,Patton Kizzire,84,293.0,44531,152
T92,T92,Bill Haas,92,293.0,47460,162
T94,T94,Aaron Baddeley,61,292.6,31014,106
T94,T94,Cameron Smith,86,292.6,47989,164
T96,T96,Cameron Percy,71,292.5,38027,130
T96,T96,Jim Herman,77,292.5,41536,142
98,98,Francesco Molinari,75,292.4,39762,136
99,99,Gonzalo Fernandez-Castaño,63,292.1,32720,112
100,100,Branden Grace,70,292.0,32115,110
101,101,Kelly Kraft,75,291.9,41453,142
102,T102,Retief Goosen,52,291.8,26843,92
T103,T104,Rafa Cabrera Bello,63,291.7,30341,104
T103,T104,Ben Martin,86,291.7,46087,158
T105,T107,Nick Taylor,97,291.6,55408,190
T105,T107,Rory Sabbatini,71,291.6,37911,130
107,109,J.J. Spaun,92,291.5,50146,172
108,T104,Adam Hadwin,98,291.3,54762,188
T109,T110,Blayne Barber,77,291.2,41355,142
T109,T110,Richy Werenski,81,291.2,43102,148
111,113,Danny Lee,93,291.1,49486,170
112,T110,Pat Perez,93,290.9,50036,172
113,114,David Lingmerth,79,290.6,41269,142
114,115,Troy Merritt,82,290.2,44111,152
115,116,Whee Kim,74,290.0,41767,144
T116,T119,Brian Harman,104,289.9,55653,192
T116,T117,Boo Weekley,75,289.9,42332,146
118,T119,Si Woo Kim,80,289.8,38827,134
119,121,Michael Kim,94,289.6,52130,180
120,122,Kevin Kisner,105,289.5,52101,180
121,123,Scott Brown,95,289.0,52591,182
T122,T124,Jonas Blixt,74,288.8,40435,140
T122,T124,Ryo Ishikawa,56,288.8,30035,104
T124,T126,Camilo Villegas,76,288.7,41579,144
T124,T126,Brett Stegmaier,78,288.7,41573,144
126,128,Russell Knox,75,288.6,35784,124
127,129,Brad Fritsch,56,288.3,29988,104
T128,T130,Miguel Angel Carballo,63,288.1,32849,114
T128,T130,Johnson Wagner,71,288.1,36299,126
130,132,Ryan Moore,82,288.0,40894,142
131,133,Rod Pampling,71,287.8,40864,142
132,134,Jonathan Randolph,68,287.7,36252,126
133,135,Steven Bowditch,59,287.3,31608,110
T134,T136,Tyrone Van Aswegen,105,287.2,53412,186
T134,T136,C.T. Pan,88,287.2,49405,172
T136,T138,Daniel Summerhays,100,287.1,51675,180
T136,T138,John Huh,92,287.1,48229,168
T136,T138,Nicholas Lindheim,58,287.1,32151,112
139,141,Chris Kirk,89,287.0,47637,166
140,142,Zach Johnson,81,286.9,44178,154
141,143,Chris Stroud,67,286.8,33847,118
T142,144,Webb Simpson,102,286.5,56735,198
T142,T145,Derek Fathauer,81,286.5,40684,142
T142,T145,Geoff Ogilvy,80,286.5,41261,144
145,147,Brett Drewitt,57,286.4,30356,106
146,148,Kyle Reifers,96,286.1,48062,168
147,149,Chad Campbell,97,285.6,53121,186
148,154,Matt Kuchar,95,285.4,50231,176
T149,T150,Chez Reavie,98,285.2,51905,182
T149,T150,William McGirt,89,285.2,47349,166
T151,T152,Fabián Gómez,61,285.1,33638,118
T151,T152,Tom Hoge,54,285.1,26226,92
153,155,Ricky Barnes,100,284.9,50148,176
154,156,Michael Thompson,60,284.8,31903,112
155,157,Ernie Els,52,284.7,27329,96
156,158,Ryan Blaum,100,284.1,54539,192
157,159,Mark Anderson,54,283.8,29512,104
158,160,Kevin Na,86,283.7,41991,148
159,161,Ian Poulter,72,283.5,36282,128
160,162,Mark Hubbard,81,282.7,39581,140
161,164,Vaughn Taylor,90,282.4,47446,168
162,165,Peter Malnati,91,282.3,45737,162
163,166,K.J. Choi,72,282.2,34993,124
164,167,Alex Cejka,85,282.1,41184,146
165,168,Brandt Snedeker,53,281.6,28156,100
166,169,Chad Collins,66,281.4,34898,124
167,171,David Hearn,93,281.0,45517,162
168,172,Cameron Tringale,89,280.9,44390,158
T169,T173,Roberto Castro,70,280.5,35906,128
T169,T173,Steve Wheatcroft,51,280.5,26370,94
171,175,Carl Pettersson,63,280.2,33066,118
172,176,Wesley Bryan,95,279.8,50917,182
T173,T177,Tim Wilkinson,64,279.5,32427,116
T173,T177,Graeme McDowell,56,279.5,31307,112
175,179,Spencer Levin,89,279.0,45191,162
176,180,Ryan Armour,63,278.8,32898,118
177,181,Brian Gay,82,278.7,43483,156
T178,T182,Ben Crane,86,278.5,44000,158
T178,T182,Luke Donald,50,278.5,26732,96
180,184,D.A. Points,68,278.1,37816,136
181,185,Greg Chalmers,75,278.0,39470,142
182,186,Bryce Molder,74,277.0,40994,148
T183,T187,Steven Alker,69,276.9,34884,126
T183,T187,Billy Hurley III,80,276.9,42083,152
185,189,Jason Bohn,75,275.9,39180,142
186,190,Ken Duke,77,274.2,38939,142
187,191,Søren Kjeldsen,58,273.6,24621,90
188,192,Zac Blair,105,272.7,51820,190
189,193,Brian Stuard,93,272.6,45246,166
190,194,Jim Furyk,54,271.4,27687,102
