RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,PAR OR BETTER,MISSED GIR
1,1,Ian Poulter,72,67.36,293,435
2,3,Zac Blair,105,65.5,412,629
3,4,Matt Kuchar,95,65.34,360,551
4,2,Webb Simpson,102,65.2,401,615
5,7,Chad Campbell,97,64.63,349,540
6,8,Gonzalo Fernandez-Castaño,63,64.3,245,381
7,6,Paul Casey,94,64.12,311,485
8,5,Rickie Fowler,78,63.86,288,451
9,9,Bill Haas,92,63.75,313,491
10,10,John Huh,92,63.65,345,542
11,11,Steve Wheatcroft,51,63.64,210,330
12,12,Seamus Power,86,63.43,314,495
T13,13,Chez Reavie,98,63.33,354,559
T13,14,Jon Rahm,90,63.33,297,469
15,26,Brian Harman,104,63.19,412,652
16,16,Brandt Snedeker,53,63.18,187,296
17,17,Matt Jones,64,63.17,235,372
T18,18,Louis Oosthuizen,69,63.14,245,388
T18,24,Pat Perez,93,63.14,346,548
20,19,Chad Collins,66,63.07,275,436
21,15,Adam Hadwin,98,62.82,387,616
22,21,Tim Wilkinson,64,62.77,236,376
23,20,Dustin Johnson,77,62.76,241,384
24,22,Francesco Molinari,75,62.74,266,424
25,23,Charles Howell III,86,62.63,305,487
26,28,Camilo Villegas,76,62.35,308,494
27,29,Brian Gay,82,62.3,319,512
28,30,Rory McIlroy,51,62.29,185,297
29,31,Whee Kim,74,62.27,302,485
30,33,Kevin Kisner,105,62.06,368,593
T31,T34,Andres Gonzales,73,61.85,248,401
T31,T34,David Hearn,93,61.85,334,540
33,36,Nick Taylor,97,61.83,358,579
34,40,Jordan Spieth,85,61.76,260,421
35,32,Sergio Garcia,65,61.65,209,339
36,27,Daniel Berger,91,61.63,318,516
37,25,Hideki Matsuyama,83,61.56,261,424
38,38,Peter Malnati,91,61.5,353,574
T39,39,Branden Grace,70,61.42,234,381
T39,37,Marc Leishman,94,61.42,328,534
41,54,Patrick Reed,107,61.23,417,681
42,41,Mark Anderson,54,61.18,197,322
T43,T43,Spencer Levin,89,61.1,322,527
T43,T43,Kevin Na,86,61.1,311,509
45,45,Alex Cejka,85,61.08,284,465
46,46,Martin Laird,83,60.98,311,510
47,47,Geoff Ogilvy,80,60.85,272,447
48,48,Richy Werenski,81,60.6,263,434
49,49,Wesley Bryan,95,60.59,392,647
50,50,James Hahn,96,60.58,355,586
51,51,C.T. Pan,88,60.55,307,507
52,52,Vaughn Taylor,90,60.52,305,504
53,53,Jim Furyk,54,60.45,188,311
54,56,Justin Thomas,86,60.39,282,467
55,55,K.J. Choi,72,60.36,265,439
56,57,Cameron Percy,71,60.23,212,352
57,58,Retief Goosen,52,60.2,180,299
T58,T59,Lucas Glover,93,60.16,293,487
T58,T59,Brandon Hagy,85,60.16,296,492
60,42,Patrick Cantlay,52,60.15,160,266
T61,T61,Tom Hoge,54,60.14,169,281
T61,T61,Morgan Hoffmann,92,60.14,347,577
63,63,Ricky Barnes,100,60.1,363,604
64,64,Jamie Lovemark,98,60.07,352,586
65,65,Charl Schwartzel,63,60.05,248,413
66,66,Kevin Streelman,90,60.04,317,528
T67,T67,Ryan Blaum,100,60.0,360,600
T67,T67,Phil Mickelson,85,60.0,321,535
69,70,Aaron Baddeley,61,59.9,230,384
T70,T71,Luke Donald,50,59.88,197,329
T70,T71,Zach Johnson,81,59.88,297,496
72,73,Rafa Cabrera Bello,63,59.8,241,403
73,74,Steven Alker,69,59.75,236,395
74,75,Roberto Castro,70,59.68,265,444
75,76,Shawn Stefani,72,59.55,237,398
76,77,David Lingmerth,79,59.44,296,498
77,78,Harris English,84,59.43,293,493
78,80,Tony Finau,106,59.38,345,581
79,79,Chris Stroud,67,59.33,213,359
80,81,Greg Chalmers,75,59.26,304,513
81,82,Brett Drewitt,57,59.23,199,336
82,83,Seung-Yul Noh,91,59.18,319,539
T83,T84,Bryce Molder,74,59.14,301,509
T83,T84,J.J. Spaun,92,59.14,301,509
85,86,Scott Brown,95,59.08,345,584
86,87,J.T. Poston,95,59.07,319,540
T87,T88,Kevin Tway,96,59.03,330,559
T87,T88,Keegan Bradley,104,59.03,340,576
89,90,Ben Crane,86,59.02,288,488
T90,T91,Nick Watney,75,58.99,246,417
T90,T91,Brendan Steele,89,58.99,292,495
92,93,Justin Rose,66,58.97,217,368
93,94,Tyrone Van Aswegen,105,58.94,346,587
94,95,Robert Streb,98,58.91,347,589
95,96,Cameron Tringale,89,58.83,313,532
96,98,Michael Kim,94,58.81,327,556
97,T99,Billy Hurley III,80,58.78,308,524
98,101,Michael Thompson,60,58.74,215,366
99,102,Fabián Gómez,61,58.67,220,375
100,103,Ollie Schniederjans,92,58.65,312,532
T101,T104,Mackenzie Hughes,106,58.64,387,660
T101,T104,Cameron Smith,86,58.64,319,544
103,106,Julián Etulain,68,58.62,221,377
104,107,Mark Hubbard,81,58.57,270,461
105,108,Jonas Blixt,74,58.56,284,485
106,109,Ben Martin,86,58.53,278,475
107,110,Sam Saunders,76,58.45,256,438
108,111,Kyle Reifers,96,58.44,315,539
109,112,Adam Scott,58,58.43,201,344
110,113,Bud Cauley,92,58.41,302,517
111,114,Rory Sabbatini,71,58.38,223,382
112,T99,Kyle Stanley,104,58.35,311,533
113,115,Ryan Armour,63,58.31,186,319
114,128,Gary Woodland,94,58.28,285,489
115,117,Troy Merritt,82,58.21,280,481
