RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,TOP 10,1ST,2ND,3RD
T125,T125,Bill Haas,1,,,
T125,T125,Thongchai Jaidee,1,,,
T125,T125,Paul Casey,1,,,
T125,T125,Andres Romero,1,,,
T125,T125,B.J. Staten,1,,,
T125,T125,Nicholas Thompson,1,,,
T125,T125,Anthony Kim,1,,1.0,
T125,T125,D.A. Points,1,,,
T125,T125,Henrik Bjornstad,1,,,
T125,T125,Patrick Sheehan,1,,,
T125,T125,Tag Ridings,1,,,
T125,T125,Rich Beem,1,,,
T125,T125,Mark Wilson,1,,,
T125,T125,Ryuji Imada,1,,,
T125,T125,Arjun Atwal,1,,,
T125,T125,Kenneth Ferrie,1,,,
T125,T125,Hideto Tanihara,1,,,
T125,T125,Henrik Stenson,1,,,1.0
T125,T125,Michael Campbell,1,,,
T125,T125,David Howell,1,,,
T125,T125,Tjaart van der Walt,1,,,
T125,T125,Chris Riley,1,,,
T125,T125,Shingo Katayama,1,,,
T125,T125,Mathias Grönberg,1,,,
T125,T125,Darren Clarke,1,,,1.0
T125,T125,Carlos Franco,1,,,
T125,T125,Robert Damron,1,,,
T125,T125,Ron Whittaker,1,,,
T125,T125,Notah Begay III,1,,,
T125,T125,Jonathan Kaye,1,,,
T125,T125,Skip Kendall,1,,,
T125,T125,Bernhard Langer,1,,,
T125,T125,J.L. Lewis,1,,,
T125,T125,Mark Calcavecchia,1,,,
T125,T125,Paul Azinger,1,,,
T125,T125,Jay Delsing,1,,,
T125,T125,Todd Hamilton,1,,,
T125,T125,John Huston,1,,,
T125,T125,Bob May,1,,1.0,
T125,T125,Marco Dawson,1,,,
T125,T125,Duffy Waldorf,1,,,1.0
T125,T125,Jerry Smith,1,,,
T125,T125,Kirk Triplett,1,1.0,,
T125,T125,John Riegger,1,,,
T125,T125,Larry Mize,1,,,
T125,T125,Corey Pavin,1,1.0,,
T125,T125,Shane Bertsch,1,,,
T125,T125,Ian Leggatt,1,,,
T125,T125,Danny Ellis,1,,,
T125,T125,Brent Geiberger,1,,,
T125,T125,Cameron Beckman,1,,,
T125,T125,Chris Couch,1,1.0,,
T125,T125,Colin Montgomerie,1,,1.0,
T125,T125,Kris Cox,1,,,1.0
T125,T125,Glen Day,1,,,
T125,T125,Matt Gogel,1,,,
T125,T125,Dicky Pride,1,,,
T125,T125,Brian Bateman,1,,,1.0
