RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
1,1,Bubba Watson,83,319.6,50490,158
2,2,J.B. Holmes,81,318.8,49098,154
3,3,Robert Garrigus,85,309.8,51426,166
4,4,Brett Wetterich,82,307.8,50472,164
5,5,John Daly,51,307.1,30099,98
6,6,Tiger Woods,55,306.4,31865,104
7,7,Ryan Hietala,61,305.9,36096,118
8,8,Tag Ridings,103,305.3,61054,200
9,9,Harrison Frazar,95,304.6,55439,182
10,10,Charley Hoffman,100,304.4,59657,196
11,11,Scott Gutschewski,53,303.3,30933,102
12,12,Alex Aragon,63,302.6,36914,122
13,14,Camilo Villegas,95,302.1,56183,186
14,13,Davis Love III,85,301.9,45884,152
15,16,Fred Couples,52,301.5,30150,100
16,15,Adam Scott,70,301.1,40949,136
17,17,Phil Mickelson,74,300.7,41498,138
18,18,Nick Watney,97,300.6,57113,190
19,19,Matt Hansen,68,300.5,39670,132
20,20,Charles Warren,93,300.1,54018,180
21,21,Chris Couch,75,299.7,44959,150
22,22,Jason Gore,86,299.6,50333,168
23,26,Lucas Glover,105,299.4,60477,202
T24,T23,Roger Tambellini,64,299.2,36501,122
T24,T23,Chris Smith,67,299.2,40095,134
26,25,Jeff Overton,95,299.1,55629,186
27,27,Bubba Dickerson,98,298.8,57369,192
28,28,Troy Matteson,101,298.7,60346,202
29,29,Daniel Chopra,110,298.5,63885,214
T30,T30,Kris Cox,83,298.4,48348,162
T30,T30,Pat Perez,50,298.4,29844,100
32,33,Jon Mills,68,298.2,39362,132
33,34,Jonathan Byrd,66,298.1,39350,132
34,32,Retief Goosen,68,297.6,35711,120
T35,T35,David Duval,71,297.4,41035,138
T35,T35,Bo Van Pelt,102,297.4,60663,204
37,37,Brandt Jobe,91,297.2,52303,176
38,38,Jimmy Walker,60,296.9,34441,116
39,39,Henrik Bjornstad,97,296.8,56392,190
T40,T40,Will MacKenzie,91,296.7,52226,176
T40,T40,Bill Haas,99,296.7,56973,192
T40,T40,Brian Bateman,69,296.7,38573,130
43,43,James Driscoll,80,296.4,47418,160
44,T44,John Senden,96,296.2,55096,186
45,46,Mathew Goggin,72,296.0,41438,140
46,T44,J.J. Henry,96,295.9,55032,186
47,47,Ryan Palmer,101,295.8,58568,198
T48,T48,Rich Beem,85,295.6,49077,166
T48,T48,Nicholas Thompson,96,295.6,54984,186
50,50,John Rollins,93,295.5,53786,182
T51,T51,Charles Howell III,96,295.4,54939,186
T51,T51,Paul Stankowski,70,295.4,41360,140
53,53,Geoff Ogilvy,76,295.3,41336,140
T54,T55,Greg Owen,79,295.1,45441,154
T54,T55,Mathias Grönberg,92,295.1,52528,178
T54,T57,Ernie Els,69,295.1,37768,128
57,T57,Hunter Mahan,98,295.0,57812,196
58,54,Trevor Immelman,86,294.9,50715,172
59,59,Tim Herron,82,294.8,47753,162
60,60,Padraig Harrington,54,294.7,29466,100
T61,T61,Jonathan Kaye,95,294.6,54199,184
T61,T61,Eric Axley,91,294.6,52441,178
63,63,Craig Barlow,77,294.1,42936,146
64,T64,Robert Allenby,79,293.9,45253,154
65,T64,Vijay Singh,103,293.7,58748,200
66,66,Danny Ellis,68,293.6,37587,128
67,67,Kevin Sutherland,100,293.5,56347,192
68,68,Carlos Franco,86,293.4,50472,172
T69,T69,Jason Schultz,77,293.1,43970,150
T69,T69,Kenny Perry,73,293.1,42206,144
T71,T71,Bob May,65,292.7,36291,124
T71,T71,Sergio Garcia,59,292.7,32198,110
T71,T71,Sean O'Hair,100,292.7,57378,196
74,75,Ryan Moore,68,292.2,37988,130
T75,74,Stewart Cink,93,292.0,51399,176
T75,T76,John Huston,74,292.0,42055,144
T77,T78,Marco Dawson,87,291.9,50793,174
T77,T78,Ian Leggatt,80,291.9,44375,152
79,80,Michael Allen,84,291.8,49016,168
80,81,"Wes Short, Jr.",96,291.6,54814,188
81,82,D.J. Trahan,92,291.5,52473,180
82,83,Justin Rose,98,291.4,55367,190
83,T76,Chad Campbell,91,290.9,50610,174
84,86,Freddie Jacobson,56,290.7,32554,112
85,87,Len Mattiace,59,290.6,34294,118
86,88,Jesper Parnevik,84,290.5,48806,168
87,85,Rory Sabbatini,84,290.4,48207,166
T88,T90,Jeff Gove,91,289.8,50417,174
T88,T90,Stephen Ames,63,289.8,35941,124
90,89,Stuart Appleby,83,289.7,45186,156
91,92,Brett Quigley,109,289.6,60808,210
92,94,D.A. Points,82,289.4,46310,160
T93,93,Joe Durant,101,289.1,58408,202
T93,96,David Howell,52,289.1,26018,90
95,97,Jason Bohn,104,289.0,60106,208
96,98,Alex Cejka,93,288.8,52565,182
97,100,Shaun Micheel,96,288.4,53647,186
98,101,Aaron Baddeley,78,288.3,43819,152
99,99,Rod Pampling,89,288.2,48421,168
100,102,Ian Poulter,53,287.9,29941,104
101,103,Ted Purdy,103,287.8,58137,202
T102,T104,David Branshaw,98,287.7,56391,196
T102,T104,Arjun Atwal,97,287.7,54659,190
T102,T104,Woody Austin,107,287.7,61562,214
105,107,Patrick Sheehan,104,287.5,57207,199
106,108,"John Engler, Jr.",69,287.4,38513,134
107,T109,Joe Ogilvie,95,287.3,52287,182
T108,T111,J.P. Hayes,55,287.2,31590,110
T108,T111,José María Olazábal,62,287.2,33316,116
T110,T113,Steve Lowery,99,287.1,55689,194
T110,T113,Kent Jones,103,287.1,58001,202
