RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
112,T113,K.J. Choi,93,287.0,52813,184
T113,T116,Thomas Levet,53,286.9,29268,102
T113,T116,Brent Geiberger,99,286.9,55668,194
T115,T119,Brian Davis,92,286.6,51591,180
T115,T119,Tom Lehman,70,286.6,34386,120
T115,T119,Duffy Waldorf,96,286.6,52737,184
T115,T119,Vaughn Taylor,88,286.6,50449,176
T115,118,Carl Pettersson,95,286.6,53305,186
T120,T123,Bob Estes,85,286.4,48689,170
T120,T123,Greg Chalmers,71,286.4,38376,134
T122,T125,Shigeki Maruyama,94,286.3,52679,184
T122,T125,Dudley Hart,83,286.3,47527,166
124,127,Steve Flesch,119,286.2,65835,230
T125,T128,Jeff Brehaut,100,286.1,54929,192
T125,T128,Frank Lickliter II,99,286.1,55501,194
T127,T131,Vance Veazey,59,285.8,33724,118
T127,T131,Steve Elkington,52,285.8,29156,102
T127,T131,Paul Azinger,87,285.8,49727,174
T127,T131,Bernhard Langer,77,285.8,41154,144
T127,T131,Ben Crane,85,285.8,45726,160
132,137,Billy Andrade,78,285.6,42274,148
133,136,David Toms,76,285.4,39390,138
134,139,Steve Stricker,64,285.3,35372,124
135,140,Briny Baird,81,285.1,43913,154
136,130,Arron Oberholser,82,285.0,45032,158
137,141,Ryuji Imada,105,284.9,58122,204
138,142,Mike Sposa,68,284.8,37025,130
T139,T144,Chris Riley,86,284.5,46660,164
T139,T144,Daisuke Maruyama,83,284.5,44946,158
T139,T144,Bob Tway,81,284.5,44389,156
142,148,David McKenzie,82,284.4,45510,160
143,149,Joey Sindelar,90,284.2,51158,180
144,T144,Tom Pernice Jr.,108,283.9,59051,208
T145,150,Luke Donald,66,283.7,35748,126
T145,143,Zach Johnson,98,283.7,49929,176
147,151,Todd Hamilton,72,283.6,40834,144
148,T152,Richard Johnson,94,283.4,53272,188
149,T152,Dean Wilson,115,282.9,62810,222
T150,T154,Tjaart van der Walt,60,282.7,32226,114
T150,T154,Lee Janzen,79,282.7,44665,158
T152,T156,Tommy Armour III,65,282.4,36712,130
T152,T156,Mark Calcavecchia,94,282.4,52524,186
T154,T158,Billy Mayfair,94,282.3,53073,188
T154,T158,Justin Leonard,83,282.3,44601,158
156,T160,Bart Bryant,87,282.2,48540,172
T157,T162,Mark Wilson,79,282.0,42863,152
T157,T162,Nathan Green,108,282.0,58372,207
T159,164,Michael Connell,51,281.9,27059,96
T159,T160,Jim Furyk,89,281.9,49621,176
161,165,Ron Whittaker,81,281.8,44526,158
T162,T166,Robert Damron,91,281.7,51261,182
T162,T166,Hidemichi Tanaka,74,281.7,41129,146
164,168,Jeff Maggert,81,281.5,45606,162
T165,T169,Skip Kendall,72,281.2,40495,144
T165,T169,Heath Slocum,96,281.2,52301,186
T165,T169,Mike Weir,88,281.2,47809,170
T168,T172,Tim Petrovic,95,281.0,51138,182
T168,T172,Kirk Triplett,58,281.0,31473,112
170,174,Peter Lonard,77,280.6,42652,152
171,175,Omar Uresti,61,280.5,33094,118
172,176,Jeff Sluman,101,279.8,56515,202
173,177,J.L. Lewis,57,279.6,31880,114
174,T178,Robert Gamez,94,279.5,52541,188
175,180,Chris DiMarco,83,279.3,43573,156
176,181,Shane Bertsch,104,279.1,56937,204
177,T178,Ben Curtis,86,278.8,47947,172
178,182,Larry Mize,53,278.3,28386,102
179,183,Jerry Kelly,100,278.1,55620,200
180,184,Jerry Smith,94,277.9,51134,184
181,185,Steve Jones,83,277.1,45437,164
182,186,John Cook,67,277.0,37121,134
183,187,Tim Clark,80,276.7,43717,158
184,188,Olin Browne,108,276.6,57523,208
185,189,Stephen Leaney,84,276.4,46439,168
186,190,Scott Verplank,88,276.1,47497,172
187,191,Greg Kraft,79,275.8,41376,150
188,192,Doug Barron,74,275.5,40221,146
189,193,Brian Gay,107,274.8,58804,214
190,194,Todd Fischer,101,274.6,54374,198
191,195,Mark O'Meara,52,274.4,27443,100
T192,T196,Mark Brooks,90,274.3,48832,178
T192,T196,Paul Goydos,72,274.3,39505,144
194,198,Fred Funk,106,272.8,57280,210
195,199,Brad Faxon,78,270.3,42161,156
196,200,Corey Pavin,74,265.9,37227,140
