RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR
42,41,Brandt Jobe,91,67.23,1065,1584,-0.25
43,T42,Skip Kendall,72,67.21,871,1296,-0.24
44,45,Mathew Goggin,72,67.14,846,1260,-0.23
45,46,Stephen Leaney,84,67.13,1015,1512,-0.25
46,47,Jerry Kelly,100,67.11,1208,1800,-0.25
47,48,Ted Purdy,103,67.05,1219,1818,-0.25
48,49,Matt Hansen,68,66.92,795,1188,-0.2
49,50,Zach Johnson,98,66.86,1059,1584,-0.25
50,51,Bubba Watson,83,66.74,949,1422,-0.29
51,52,Bob Estes,85,66.73,1021,1530,-0.26
52,53,Scott Gutschewski,53,66.67,612,918,-0.28
53,54,Charley Hoffman,100,66.61,1175,1764,-0.3
54,T42,Davis Love III,85,66.59,911,1368,-0.3
T55,T55,Billy Mayfair,94,66.55,1126,1692,-0.24
T55,T55,Jerry Smith,94,66.55,1102,1656,-0.24
57,57,Mathias Grönberg,92,66.54,1066,1602,-0.26
58,58,Stephen Ames,63,66.49,742,1116,-0.29
59,59,Mike Weir,88,66.47,1017,1530,-0.28
T60,T60,Chris DiMarco,83,66.45,933,1404,-0.26
T60,T60,Bo Van Pelt,102,66.45,1220,1836,-0.28
62,62,Billy Andrade,78,66.44,885,1332,-0.24
63,63,Kris Cox,83,66.39,968,1458,-0.26
64,64,Omar Uresti,61,66.38,705,1062,-0.22
65,65,Fred Funk,106,66.35,1254,1890,-0.24
66,66,Troy Matteson,101,66.34,1206,1818,-0.25
67,67,John Cook,67,66.33,800,1206,-0.23
T68,T68,Duffy Waldorf,96,66.24,1097,1656,-0.25
T68,T68,Daisuke Maruyama,83,66.24,942,1422,-0.26
70,71,Rich Beem,85,66.2,989,1494,-0.26
71,T68,David Toms,76,66.18,822,1242,-0.28
72,72,Chris Couch,75,66.15,893,1350,-0.27
73,73,John Rollins,93,66.12,1083,1638,-0.29
74,79,Luke Donald,66,66.05,749,1134,-0.29
T75,T75,Ian Poulter,53,66.03,618,936,-0.27
T75,T75,Ron Whittaker,81,66.03,939,1422,-0.23
T77,T77,Scott Verplank,88,66.02,1022,1548,-0.27
T77,T77,Richard Johnson,94,66.02,1117,1692,-0.26
79,80,Steve Flesch,119,65.99,1366,2070,-0.26
80,81,Tim Clark,80,65.96,938,1422,-0.27
81,82,Tom Lehman,70,65.93,712,1080,-0.21
82,83,Thomas Levet,53,65.9,605,918,-0.18
83,84,Charles Howell III,96,65.89,1103,1674,-0.23
T84,T85,Paul Stankowski,70,65.87,830,1260,-0.24
T84,T85,Jason Bohn,104,65.87,1233,1872,-0.24
86,87,David McKenzie,82,65.83,948,1440,-0.26
87,88,Craig Barlow,77,65.75,864,1314,-0.28
88,T89,Eric Axley,91,65.73,1053,1602,-0.3
89,92,Bernhard Langer,77,65.66,851,1296,-0.26
90,93,Bubba Dickerson,98,65.63,1134,1728,-0.27
91,95,José María Olazábal,62,65.52,684,1044,-0.27
T92,T96,Steve Lowery,99,65.46,1143,1746,-0.26
T92,117,Retief Goosen,68,65.46,707,1080,-0.28
T92,T96,Kent Jones,103,65.46,1190,1818,-0.27
95,98,Roger Tambellini,64,65.39,718,1098,-0.21
96,99,Nick Watney,97,65.38,1118,1710,-0.28
97,100,Brian Davis,92,65.37,1059,1620,-0.25
98,101,Jeff Maggert,81,65.36,953,1458,-0.24
99,102,Nicholas Thompson,96,65.35,1094,1674,-0.22
100,103,Fred Couples,52,65.33,588,900,-0.23
101,104,J.B. Holmes,81,65.3,905,1386,-0.28
T102,T105,Camilo Villegas,95,65.29,1093,1674,-0.27
T102,T105,Jeff Overton,95,65.29,1093,1674,-0.25
T104,T107,Kirk Triplett,58,65.28,658,1008,-0.26
T104,T107,Paul Goydos,72,65.28,846,1296,-0.23
106,T89,Dean Wilson,115,65.27,1304,1998,-0.27
107,94,Ben Curtis,86,65.25,1010,1548,-0.23
108,109,Jeff Sluman,101,65.24,1186,1818,-0.26
109,110,Padraig Harrington,54,65.22,587,900,-0.29
110,111,Carlos Franco,86,65.18,1009,1548,-0.23
111,112,Joe Ogilvie,95,65.08,1066,1638,-0.28
112,113,Brent Geiberger,99,64.95,1134,1746,-0.25
113,114,Marco Dawson,87,64.94,1017,1566,-0.29
114,91,Stewart Cink,93,64.9,1028,1584,-0.28
115,115,Robert Gamez,94,64.83,1097,1692,-0.24
116,116,Ryuji Imada,105,64.81,1190,1836,-0.26
117,118,Sean O'Hair,100,64.74,1142,1764,-0.26
118,120,Pat Perez,50,64.67,582,900,-0.27
119,121,Robert Garrigus,85,64.66,966,1494,-0.28
T120,125,Tom Pernice Jr.,108,64.53,1208,1872,-0.29
T120,122,Brian Bateman,69,64.53,755,1170,-0.22
T122,123,Tjaart van der Walt,60,64.52,662,1026,-0.22
T122,119,Rory Sabbatini,84,64.52,964,1494,-0.27
124,126,Jesper Parnevik,84,64.42,974,1512,-0.31
125,127,Henrik Bjornstad,97,64.39,1101,1710,-0.24
126,128,Olin Browne,108,64.32,1204,1872,-0.26
T127,T129,J.P. Hayes,55,64.24,636,990,-0.27
T127,T129,Bill Haas,99,64.24,1110,1728,-0.27
129,131,Ryan Palmer,101,64.2,1144,1782,-0.28
130,132,"Wes Short, Jr.",96,64.18,1086,1692,-0.25
131,T133,Bob Tway,81,64.17,901,1404,-0.26
132,135,Larry Mize,53,64.16,589,918,-0.21
133,136,Michael Connell,51,64.12,554,864,-0.21
134,137,Vaughn Taylor,88,64.08,1015,1584,-0.31
T135,T138,Arjun Atwal,97,64.04,1095,1710,-0.27
T135,T138,Harrison Frazar,95,64.04,1049,1638,-0.31
137,140,D.J. Trahan,92,64.01,1037,1620,-0.27
138,141,Freddie Jacobson,56,63.99,645,1008,-0.27
T139,T142,Patrick Sheehan,104,63.89,1150,1800,-0.24
T139,T142,Shane Bertsch,104,63.89,1173,1836,-0.27
141,144,Dudley Hart,83,63.79,953,1494,-0.25
142,145,Tommy Armour III,65,63.76,746,1170,-0.28
143,T133,Ernie Els,69,63.72,734,1152,-0.29
144,146,Shigeki Maruyama,94,63.59,1053,1656,-0.28
145,147,Corey Pavin,74,63.57,801,1260,-0.2
146,148,Robert Damron,91,63.55,1041,1638,-0.24
147,149,Stuart Appleby,83,63.53,892,1404,-0.3
148,150,Daniel Chopra,110,63.5,1223,1926,-0.34
149,151,Justin Leonard,83,63.36,901,1422,-0.25
150,152,Ryan Moore,68,63.25,740,1170,-0.28
151,153,Ian Leggatt,80,63.23,865,1368,-0.25
152,155,David Howell,52,63.21,512,810,-0.29
T153,T156,Jason Schultz,77,63.19,853,1350,-0.24
T153,T156,Brian Gay,107,63.19,1217,1926,-0.3
T155,T158,Mike Sposa,68,63.16,739,1170,-0.21
T155,T158,Peter Lonard,77,63.16,864,1368,-0.2
157,160,Lee Janzen,79,63.08,897,1422,-0.26
T158,T161,Jason Gore,86,63.03,953,1512,-0.26
T158,T161,Nathan Green,108,63.03,1180,1872,-0.28
160,154,Geoff Ogilvy,76,62.94,793,1260,-0.29
T161,T163,Mark Brooks,90,62.92,1008,1602,-0.21
T161,T163,D.A. Points,82,62.92,906,1440,-0.27
163,165,Steve Jones,83,62.8,927,1476,-0.22
164,166,Greg Kraft,79,62.74,847,1350,-0.24
165,167,Jon Mills,68,62.71,745,1188,-0.22
166,168,Michael Allen,84,62.7,948,1512,-0.3
T167,T169,Woody Austin,107,62.67,1207,1926,-0.26
T167,T169,J.L. Lewis,57,62.67,643,1026,-0.22
169,171,Tim Herron,82,62.62,913,1458,-0.24
170,172,Danny Ellis,68,62.59,721,1152,-0.26
171,173,John Huston,74,62.58,811,1296,-0.26
172,178,Rod Pampling,89,62.5,945,1512,-0.29
173,176,Chris Riley,86,62.47,922,1476,-0.27
174,177,Paul Azinger,87,62.39,977,1566,-0.26
175,175,Carl Pettersson,95,62.31,1043,1674,-0.26
176,179,Todd Fischer,101,62.23,1109,1782,-0.27
177,180,Mark Calcavecchia,94,62.07,1039,1674,-0.25
178,181,Ben Crane,85,62.01,893,1440,-0.31
179,182,Jimmy Walker,60,61.97,647,1044,-0.27
180,183,Vance Veazey,59,61.58,654,1062,-0.29
181,184,James Driscoll,80,61.32,883,1440,-0.23
182,185,Tim Petrovic,95,61.29,1004,1638,-0.24
183,186,Tag Ridings,103,61.22,1102,1800,-0.29
184,187,John Daly,51,60.88,537,882,-0.27
185,188,Doug Barron,74,60.43,794,1314,-0.24
186,189,Ryan Hietala,61,60.08,638,1062,-0.23
187,190,David Duval,71,60.06,746,1242,-0.29
188,191,"John Engler, Jr.",69,59.78,721,1206,-0.21
189,192,Mark O'Meara,52,59.44,535,900,-0.23
190,193,Alex Aragon,63,59.11,649,1098,-0.26
191,194,Greg Chalmers,71,59.04,712,1206,-0.26
192,195,Len Mattiace,59,58.85,625,1062,-0.25
193,196,Aaron Baddeley,78,58.26,797,1368,-0.3
194,197,Brad Faxon,78,58.05,815,1404,-0.25
195,199,Hidemichi Tanaka,74,57.91,761,1314,-0.2
196,200,Todd Hamilton,72,56.87,737,1296,-0.24
