RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
99,101,Daisuke Maruyama,83,0.162,0.069,0.224,-0.131,70
100,102,Sean O'Hair,100,0.157,0.234,-0.021,-0.057,76
101,103,Mark Calcavecchia,94,0.139,-0.129,0.324,-0.056,79
102,104,Kris Cox,83,0.117,0.07,0.054,-0.007,72
103,105,Kirk Triplett,58,0.107,-0.057,-0.091,0.255,49
104,106,Joe Ogilvie,95,0.105,0.014,0.009,0.082,78
105,107,Kent Jones,103,0.103,0.026,0.029,0.047,88
106,108,Dudley Hart,83,0.097,-0.365,0.098,0.365,71
107,109,Freddie Jacobson,56,0.096,-0.139,0.157,0.078,54
108,110,Bernhard Langer,77,0.09,-0.229,0.146,0.173,59
109,111,Duffy Waldorf,96,0.088,0.242,0.002,-0.156,82
110,112,David Howell,52,0.074,0.185,-0.018,-0.093,30
111,113,Chris DiMarco,83,0.072,-0.345,0.477,-0.06,61
112,114,Shigeki Maruyama,94,0.067,-0.207,0.025,0.249,80
113,115,Brian Gay,107,0.064,-0.283,0.196,0.151,100
114,116,Robert Gamez,94,0.06,-0.001,0.279,-0.219,82
115,117,Jeff Overton,95,0.056,0.466,-0.219,-0.191,87
116,118,J.P. Hayes,55,0.052,-0.237,0.189,0.1,50
117,119,D.J. Trahan,92,0.049,0.269,0.069,-0.289,76
118,120,Mark Wilson,79,0.03,-0.274,0.059,0.245,72
119,121,Rich Beem,85,0.026,0.353,-0.076,-0.251,65
120,122,Jeff Maggert,81,0.018,0.108,0.08,-0.17,68
121,123,Olin Browne,108,0.005,-0.02,0.072,-0.048,86
122,124,Robert Damron,91,-0.044,-0.253,0.161,0.048,82
123,126,Nicholas Thompson,96,-0.051,0.497,-0.324,-0.223,78
124,127,Thomas Levet,53,-0.058,0.157,0.079,-0.294,48
125,128,John Daly,51,-0.071,0.196,-0.028,-0.239,41
126,129,Matt Hansen,68,-0.076,0.352,-0.105,-0.323,58
T127,T130,Carlos Franco,86,-0.077,-0.272,0.102,0.093,77
T127,T130,Harrison Frazar,95,-0.077,0.379,-0.322,-0.134,75
T129,T132,Ryan Moore,68,-0.083,0.313,-0.274,-0.122,58
T129,T132,Ryan Palmer,101,-0.083,0.318,-0.141,-0.259,82
T131,T134,Skip Kendall,72,-0.104,0.11,-0.16,-0.054,59
T131,T134,Marco Dawson,87,-0.104,-0.114,-0.235,0.245,77
133,137,Daniel Chopra,110,-0.109,0.032,-0.253,0.111,90
134,138,Richard Johnson,94,-0.117,-0.024,-0.038,-0.055,85
135,139,Paul Azinger,87,-0.143,-0.32,-0.125,0.302,80
136,125,Ben Curtis,86,-0.144,-0.118,0.065,-0.09,67
137,140,Jeff Brehaut,100,-0.155,0.074,-0.003,-0.226,85
138,141,Nathan Green,108,-0.156,-0.239,-0.05,0.134,94
139,142,Scott Gutschewski,53,-0.159,0.333,-0.274,-0.218,45
140,143,Paul Stankowski,70,-0.165,0.001,-0.003,-0.162,63
141,144,John Huston,74,-0.168,-0.168,-0.077,0.077,65
142,136,Dean Wilson,115,-0.169,-0.344,-0.007,0.182,93
143,145,Eric Axley,91,-0.171,0.131,0.048,-0.351,79
144,146,Chris Couch,75,-0.173,0.533,-0.176,-0.53,67
145,147,Troy Matteson,101,-0.178,0.135,-0.082,-0.231,88
146,148,Bubba Dickerson,98,-0.193,0.231,-0.195,-0.229,86
147,149,Patrick Sheehan,104,-0.204,-0.014,0.043,-0.233,87
148,150,Tjaart van der Walt,60,-0.205,-0.016,-0.146,-0.042,52
149,151,Brent Geiberger,99,-0.253,0.039,-0.189,-0.104,90
150,152,Henrik Bjornstad,97,-0.279,0.246,-0.304,-0.221,89
151,153,Tim Petrovic,95,-0.281,-0.192,-0.281,0.193,83
152,154,D.A. Points,82,-0.296,-0.291,-0.026,0.022,71
153,155,Bob Tway,81,-0.327,-0.403,0.019,0.057,67
154,156,Michael Allen,84,-0.328,-0.282,-0.232,0.186,72
155,157,Chris Smith,67,-0.33,0.556,-0.456,-0.431,59
156,158,Mark Brooks,90,-0.335,-0.3,-0.243,0.207,74
157,159,Steve Jones,83,-0.337,-0.175,-0.124,-0.038,69
158,160,Tommy Armour III,65,-0.338,0.195,-0.08,-0.453,53
159,161,Jason Gore,86,-0.365,0.191,-0.159,-0.398,72
160,162,Ben Crane,85,-0.369,-0.233,-0.408,0.272,61
161,163,John Cook,67,-0.372,-0.243,-0.223,0.094,55
162,164,Shane Bertsch,104,-0.403,-0.222,-0.047,-0.134,90
163,165,Brian Bateman,69,-0.404,-0.013,-0.248,-0.143,59
164,166,Chris Riley,86,-0.418,-0.077,-0.704,0.362,69
165,167,Danny Ellis,68,-0.447,-0.031,-0.508,0.091,60
166,168,"Wes Short, Jr.",96,-0.449,-0.089,0.066,-0.427,85
167,169,Arjun Atwal,97,-0.459,-0.251,-0.235,0.027,82
168,170,Lee Janzen,79,-0.484,-0.587,0.071,0.031,68
169,171,Aaron Baddeley,78,-0.517,-0.106,-0.607,0.196,68
170,172,Greg Kraft,79,-0.535,-0.113,-0.316,-0.106,67
171,173,Mike Sposa,68,-0.547,-0.049,-0.706,0.208,58
172,174,Todd Fischer,101,-0.577,-0.577,-0.186,0.187,90
173,175,Jon Mills,68,-0.58,-0.09,-0.514,0.024,54
T174,T176,Doug Barron,74,-0.586,-0.282,-0.415,0.112,67
T174,T176,Ron Whittaker,81,-0.586,-0.29,-0.133,-0.163,71
176,178,Ian Leggatt,80,-0.589,-0.345,-0.012,-0.232,70
177,179,J.L. Lewis,57,-0.614,-0.066,-0.428,-0.12,50
178,180,Roger Tambellini,64,-0.624,0.163,-0.388,-0.4,53
179,181,David McKenzie,82,-0.626,-0.027,-0.295,-0.304,69
180,182,Jimmy Walker,60,-0.679,-0.685,-0.172,0.178,56
181,184,Jason Schultz,77,-0.796,-0.303,-0.785,0.293,65
182,185,Michael Connell,51,-0.797,-0.486,-0.203,-0.108,42
183,186,David Duval,71,-0.816,-0.67,0.032,-0.178,53
184,187,Tag Ridings,103,-0.89,-0.025,-0.577,-0.288,90
185,188,Larry Mize,53,-0.903,-0.309,-0.616,0.023,41
186,189,Vance Veazey,59,-0.989,-0.442,-0.424,-0.122,54
187,190,James Driscoll,80,-1.041,-0.047,-1.044,0.05,76
T188,T191,Mark O'Meara,52,-1.105,-0.779,-0.683,0.358,36
T188,T191,Brad Faxon,78,-1.105,-0.903,-0.02,-0.182,73
190,193,Ryan Hietala,61,-1.191,-0.067,-1.04,-0.084,51
191,194,Alex Aragon,63,-1.275,-0.372,-0.507,-0.396,54
192,195,Greg Chalmers,71,-1.399,-0.797,-0.43,-0.172,57
193,196,Todd Hamilton,72,-1.425,-0.492,-0.786,-0.146,56
194,198,Len Mattiace,59,-1.474,-0.449,-0.879,-0.145,52
195,199,"John Engler, Jr.",69,-1.513,-0.463,-1.022,-0.029,63
196,200,Hidemichi Tanaka,74,-1.785,-1.08,-0.788,0.083,65
