RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
T49,51,Scott Verplank,88,70.67,6069,8.608,86
51,53,Charles Warren,93,70.675,6362,- 1.256,90
52,54,Bob Estes,85,70.676,6008,- .567,85
53,55,Corey Pavin,74,70.683,4964,- 16.159,70
54,56,Hunter Mahan,98,70.684,6929,- 1.929,98
55,52,Brett Wetterich,82,70.725,5796,3.426,82
56,57,Richard Johnson,94,70.732,6660,- 11.171,94
57,58,Bart Bryant,87,70.745,6127,- 42.888,86
58,59,Camilo Villegas,95,70.749,6610,- 30.368,93
59,60,Billy Mayfair,94,70.762,6674,- 22.410,94
60,77,Joe Durant,101,70.773,7146,2.061,101
61,61,Ryuji Imada,105,70.781,7218,1.621,102
62,45,Davis Love III,85,70.785,5404,- 24.351,76
63,62,Chris DiMarco,83,70.787,5541,- 19.650,78
64,63,Fred Couples,52,70.789,3586,- 46.566,50
65,64,Tom Lehman,70,70.797,4296,- 48.207,60
66,65,Justin Leonard,83,70.807,5631,- 37.211,79
T67,T66,Daniel Chopra,110,70.834,7560,19.268,107
T67,T66,Ben Crane,85,70.834,5698,- 31.288,80
69,68,Steve Flesch,119,70.838,8141,5.332,115
70,69,Jeff Sluman,101,70.852,7164,- 7.953,101
71,70,Jerry Kelly,100,70.853,7080,5.266,100
72,71,Kevin Sutherland,100,70.855,6785,17.085,96
T73,T72,Joe Ogilvie,95,70.871,6446,3.290,91
T73,T72,Nathan Green,108,70.871,7380,- 9.427,104
75,74,Brandt Jobe,91,70.876,6266,- 28.878,88
76,75,David Howell,52,70.885,3225,- 35.155,45
77,76,Nick Watney,97,70.907,6728,8.153,95
T78,T78,Freddie Jacobson,56,70.922,3994,- 22.358,56
T78,T78,Billy Andrade,78,70.922,5261,- 12.793,74
80,80,Jeff Gove,91,70.925,6154,16.487,87
81,81,Stephen Leaney,84,70.932,5946,12.263,84
82,82,John Cook,67,70.935,4760,- 7.360,67
83,83,Charles Howell III,96,70.946,6646,- 48.056,93
84,84,Bubba Watson,83,70.977,5582,25.198,79
85,85,Greg Owen,79,70.98,5467,- 1.528,77
86,86,Woody Austin,107,70.983,7609,- 13.841,107
87,87,Dudley Hart,83,70.993,5899,- 6.618,83
88,88,Ryan Palmer,101,71.008,7024,5.772,99
89,89,Ryan Moore,68,71.011,4617,- 1.255,65
90,90,Harrison Frazar,95,71.012,6440,22.118,91
91,91,Kent Jones,103,71.033,7176,- 1.654,101
92,92,Heath Slocum,96,71.06,6607,1.564,93
93,93,Steve Lowery,99,71.072,6908,- 14.003,97
94,94,Steve Elkington,52,71.088,3614,11.465,51
95,95,Paul Azinger,87,71.09,6180,4.860,87
96,96,Omar Uresti,61,71.108,4178,17.358,59
97,97,Jeff Overton,95,71.109,6601,12.105,93
98,98,John Rollins,93,71.113,6472,- .734,91
T99,T99,Olin Browne,108,71.117,7420,- 23.850,104
T99,T99,Peter Lonard,77,71.117,5456,- 51.093,76
101,101,Bernhard Langer,77,71.126,5121,.038,72
102,102,Brent Geiberger,99,71.137,6883,17.270,97
103,103,Brian Davis,92,71.14,6400,2.580,90
104,104,Mark Wilson,79,71.141,5381,25.692,76
105,105,Craig Barlow,77,71.171,5199,- 3.497,73
106,107,Daisuke Maruyama,83,71.178,5610,13.073,79
107,108,Bob May,65,71.185,4390,23.471,62
108,106,Ben Curtis,86,71.192,6157,- 34.529,86
109,109,Aaron Baddeley,78,71.197,5427,- 16.039,76
110,110,Duffy Waldorf,96,71.203,6535,15.646,92
111,111,Bill Haas,99,71.216,6812,24.761,96
112,112,J.B. Holmes,81,71.224,5501,- 16.767,77
113,113,Ted Purdy,103,71.227,7221,- 27.113,101
114,114,Marco Dawson,87,71.23,6178,19.036,87
115,115,David Branshaw,98,71.237,6937,44.209,98
116,116,Sean O'Hair,100,71.238,7019,- 37.700,98
117,117,Mathew Goggin,72,71.243,5010,- 23.013,70
118,118,Skip Kendall,72,71.251,5119,11.090,72
119,119,Tim Herron,82,71.269,5808,- 35.231,81
120,120,Mathias Grönberg,92,71.27,6325,18.069,89
121,121,Jerry Smith,94,71.276,6523,34.358,92
122,122,Eric Axley,91,71.286,6322,22.481,89
123,123,Will MacKenzie,91,71.332,6260,17.209,88
124,124,Michael Allen,84,71.333,5969,22.943,84
125,125,Troy Matteson,101,71.335,7192,12.854,101
126,126,Jeff Maggert,81,71.339,5804,- 25.559,81
127,127,Tommy Armour III,65,71.343,4646,- 8.695,65
128,128,Jonathan Kaye,95,71.347,6555,8.950,92
129,129,Alex Cejka,93,71.36,6458,35.734,91
130,130,Pat Perez,50,71.362,3581,- 12.917,50
131,131,Kris Cox,83,71.374,5763,18.322,81
132,132,John Huston,74,71.403,5136,5.042,72
133,133,Paul Stankowski,70,71.404,5003,- 4.730,70
134,134,Joey Sindelar,90,71.42,6444,- 16.215,90
135,135,Shane Bertsch,104,71.421,7272,12.990,102
136,136,Robert Gamez,94,71.43,6722,- 7.574,94
137,137,Paul Goydos,72,71.443,5129,14.890,72
138,138,D.J. Trahan,92,71.459,6433,- 1.678,90
139,139,Rich Beem,85,71.468,5938,- 6.141,83
140,140,Chris Riley,86,71.474,5828,32.898,82
141,141,David McKenzie,82,71.491,5696,23.281,80
142,142,Arjun Atwal,97,71.501,6771,21.584,95
143,143,Patrick Sheehan,104,71.503,7140,10.344,100
144,144,J.P. Hayes,55,71.517,3918,15.410,55
145,145,D.A. Points,82,71.521,5720,1.688,80
146,146,Todd Fischer,101,71.556,7072,11.997,99
147,147,Chris Smith,67,71.567,4782,13.020,67
148,148,Tjaart van der Walt,60,71.576,4070,9.830,57
149,149,Robert Garrigus,85,71.582,5937,4.328,83
T150,T150,Jimmy Walker,60,71.592,4154,- 1.690,58
T150,T150,Bubba Dickerson,98,71.592,6851,21.826,96
152,152,Kirk Triplett,58,71.613,4007,3.321,56
153,153,Henrik Bjornstad,97,71.614,6793,10.313,95
154,154,Tim Petrovic,95,71.624,6523,- 5.176,91
155,155,Mark Calcavecchia,94,71.63,6700,- 38.376,93
156,156,Steve Jones,83,71.634,5887,- 13.005,82
157,157,David Duval,71,71.636,4975,- 32.117,69
158,158,Brian Bateman,69,71.664,4652,6.142,65
159,159,Jeff Brehaut,100,71.668,6852,28.169,96
160,160,Greg Kraft,79,71.683,5370,6.251,75
161,161,Bob Tway,81,71.687,5575,16.568,78
162,162,Ron Whittaker,81,71.728,5656,10.495,79
163,163,Chris Couch,75,71.73,5367,12.759,75
164,164,Robert Damron,91,71.734,6511,16.828,91
165,165,Tag Ridings,103,71.737,7177,- 3.266,100
166,166,Scott Gutschewski,53,71.744,3641,17.942,51
167,167,Danny Ellis,68,71.769,4582,11.205,64
168,169,Larry Mize,53,71.784,3662,- .992,51
169,170,Brad Faxon,78,71.789,5634,- 34.479,78
170,171,Thomas Levet,53,71.848,3674,- 9.766,51
171,173,Lee Janzen,79,71.896,5684,- 4.206,79
172,174,J.L. Lewis,57,71.909,4104,- 5.212,57
173,175,Jason Schultz,77,71.923,5379,15.205,75
174,176,Doug Barron,74,71.935,5248,3.246,73
175,177,Matt Hansen,68,71.965,4737,12.663,66
T176,T178,Vance Veazey,59,71.975,4249,- 2.474,59
T176,T178,Carlos Franco,86,71.975,6181,8.831,86
178,180,Mike Sposa,68,72.008,4668,12.492,65
179,181,Jason Gore,86,72.051,6065,- 12.690,84
180,182,Nicholas Thompson,96,72.057,6693,8.345,93
181,184,Ian Leggatt,80,72.102,5464,15.786,76
182,185,Mark Brooks,90,72.158,6410,12.018,89
183,186,Mark O'Meara,52,72.244,3619,- 6.800,50
184,187,Greg Chalmers,71,72.25,4840,.739,67
185,188,James Driscoll,80,72.254,5785,- 4.699,80
186,189,Jon Mills,68,72.256,4758,10.908,66
187,190,"Wes Short, Jr.",96,72.3,6794,2.156,94
188,191,John Daly,51,72.396,3568,- 20.616,49
189,192,Len Mattiace,59,72.409,4274,- 1.856,59
190,193,Roger Tambellini,64,72.562,4415,11.304,61
191,194,Ryan Hietala,61,72.612,4281,3.126,59
192,196,Michael Connell,51,72.809,3481,13.819,48
193,197,Todd Hamilton,72,72.836,5271,- 26.779,72
194,198,Alex Aragon,63,72.901,4445,1.974,61
195,199,"John Engler, Jr.",69,72.956,4877,11.074,67
196,200,Hidemichi Tanaka,74,73.457,5349,13.351,73
