RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED,COUNTRY
1,3.0,Jordan Spieth,52,12.83,667.31,-218.96,590.31,
2,1.0,Jason Day,40,12.74,509.4,-175.72,452.68,
3,2.0,Rory McIlroy,46,11.52,530.11,-326.88,315.89,
4,4.0,Bubba Watson,46,8.5,390.88,-210.54,252.26,
5,5.0,Rickie Fowler,52,8.05,418.5,-165.33,299.64,
6,6.0,Henrik Stenson,52,7.65,397.67,-289.3,263.47,
7,8.0,Justin Rose,52,7.29,379.06,-215.49,266.79,
8,9.0,Dustin Johnson,40,7.05,281.93,-144.0,266.97,
9,7.0,Jim Furyk,41,6.99,286.68,-188.91,184.18,
10,11.0,Zach Johnson,52,5.24,272.35,-159.03,232.39,
11,10.0,Sergio Garcia,46,5.19,238.79,-208.57,112.55,
12,13.0,Louis Oosthuizen,48,4.53,217.41,-74.04,172.64,
13,12.0,Adam Scott,40,4.49,179.47,-217.46,73.11,
14,14.0,Hideki Matsuyama,52,4.4,228.85,-144.24,163.21,
15,15.0,Matt Kuchar,52,4.39,228.34,-191.74,155.82,
16,16.0,Jimmy Walker,52,4.21,218.99,-156.27,181.9,
17,17.0,Brooks Koepka,52,4.17,216.77,-95.62,157.93,
18,18.0,J.B. Holmes,50,4.0,200.1,-67.97,187.08,
19,19.0,Patrick Reed,52,3.94,204.67,-135.9,165.57,
20,20.0,Martin Kaymer,52,3.82,198.51,-150.42,95.29,
21,22.0,Shane Lowry,49,3.76,184.11,-77.61,123.54,
22,21.0,Branden Grace,52,3.7,192.32,-70.92,171.6,
23,26.0,Paul Casey,52,3.62,188.33,-74.47,166.6,
24,23.0,Phil Mickelson,43,3.54,152.07,-156.91,108.89,
25,24.0,Danny Willett,52,3.48,180.95,-66.63,121.71,
26,25.0,Billy Horschel,52,3.41,177.53,-134.74,80.4,
27,27.0,Chris Kirk,51,3.29,167.68,-118.89,88.97,
28,28.0,Bill Haas,52,3.16,164.5,-115.2,133.15,
29,29.0,Brandt Snedeker,52,3.14,163.43,-97.99,141.99,
30,30.0,Bernd Wiesberger,52,3.07,159.86,-80.72,142.26,
31,31.0,Kevin Na,52,3.05,158.75,-81.93,105.16,
32,44.0,Thongchai Jaidee,52,3.05,158.58,-95.45,107.87,
33,32.0,Robert Streb,51,3.03,154.55,-46.19,118.14,
34,33.0,Kevin Kisner,52,2.97,154.62,-32.09,146.68,
35,34.0,Charley Hoffman,52,2.96,153.68,-69.88,126.91,
36,53.0,Danny Lee,52,2.86,148.73,-27.51,137.85,
37,35.0,Marc Leishman,50,2.85,142.35,-82.08,89.17,
38,36.0,Ryan Palmer,49,2.81,137.6,-88.38,91.82,
39,39.0,Anirban Lahiri,52,2.63,136.66,-65.56,108.78,
40,37.0,Gary Woodland,50,2.63,131.29,-97.86,96.12,
41,41.0,David Lingmerth,52,2.61,135.75,-39.95,122.1,
42,,Ian Poulter,48,2.61,125.17,-109.51,82.77,
43,40.0,Lee Westwood,52,2.59,134.87,-107.66,71.62,
44,43.0,Scott Piercy,42,2.57,108.12,-39.25,106.76,
45,47.0,Daniel Berger,52,2.55,132.84,-26.74,135.56,
46,42.0,Hunter Mahan,52,2.54,131.96,-116.9,61.3,
47,45.0,Charl Schwartzel,52,2.5,130.25,-117.85,92.25,
48,54.0,Jamie Donaldson,52,2.44,126.8,-117.37,66.02,
49,46.0,Webb Simpson,49,2.42,118.43,-108.52,85.81,
50,49.0,Russell Henley,52,2.41,125.36,-77.7,85.92,
51,48.0,Ryan Moore,49,2.41,118.07,-102.07,66.0,
52,50.0,Byeong Hun An,52,2.4,125.05,-35.12,110.44,
53,51.0,Keegan Bradley,52,2.39,124.17,-115.73,75.54,
54,52.0,Brendon Todd,52,2.38,123.74,-81.68,81.46,
55,55.0,Francesco Molinari,52,2.31,120.28,-85.56,84.57,
56,56.0,Marc Warren,52,2.29,119.15,-69.36,84.41,
57,57.0,Victor Dubuisson,49,2.25,110.17,-115.41,40.53,
58,66.0,Steven Bowditch,52,2.23,116.06,-50.64,95.05,
59,58.0,Ben Martin,52,2.19,113.76,-68.81,75.43,
60,59.0,Luke Donald,51,2.14,109.2,-98.89,61.42,
61,61.0,Matt Jones,52,2.14,111.34,-74.07,91.28,
62,60.0,John Senden,52,2.14,111.04,-79.32,60.96,
63,62.0,Kiradech Aphibarnrat,52,2.13,111.0,-53.14,94.53,
64,63.0,Andy Sullivan,52,2.13,110.56,-47.96,99.54,
65,71.0,Søren Kjeldsen,52,2.11,109.76,-24.89,106.17,
66,69.0,Joost Luiten,52,2.09,108.9,-101.29,45.67,
67,68.0,George Coetzee,52,2.08,108.18,-62.0,78.38,
68,65.0,Tommy Fleetwood,52,2.08,108.05,-75.81,57.78,
69,64.0,Miguel Angel Jiménez,50,2.07,103.26,-88.78,62.99,
70,70.0,Cameron Tringale,52,2.06,107.34,-57.26,75.46,
71,67.0,Graeme McDowell,49,2.03,99.47,-128.28,28.21,
72,72.0,Justin Thomas,52,1.97,102.41,-34.98,85.93,
73,73.0,Russell Knox,52,1.87,97.19,-55.4,74.71,
74,74.0,Alexander Levy,52,1.85,96.46,-66.41,35.82,
75,77.0,Harris English,52,1.84,95.58,-82.83,87.07,
76,75.0,Brendan Steele,52,1.82,94.7,-47.52,83.4,
77,76.0,Matt Every,52,1.8,93.59,-75.45,72.56,
78,79.0,Richie Ramsay,44,1.79,78.9,-40.18,51.77,
79,78.0,Brian Harman,52,1.78,92.52,-58.26,68.59,
80,80.0,Alex Noren,40,1.76,70.24,-20.48,82.44,
81,81.0,Tony Finau,52,1.75,91.13,-24.45,68.7,
82,82.0,Hiroshi Iwata,52,1.74,90.64,-43.29,38.85,
83,83.0,Eddie Pepperell,48,1.74,83.43,-34.0,61.86,
84,88.0,James Morrison,52,1.73,89.86,-18.38,85.25,
85,96.0,Sangmoon Bae,52,1.7,88.32,-55.94,54.35,
86,84.0,Jason Bohn,52,1.7,88.17,-43.86,67.58,
87,87.0,Thomas Pieters,48,1.68,80.59,-20.62,70.57,
88,94.0,Troy Merritt,50,1.67,83.7,-21.11,75.3,
89,85.0,Chris Wood,46,1.67,76.92,-40.37,59.98,
90,86.0,Pablo Larrazabal,50,1.66,82.99,-67.16,48.21,
91,90.0,Cameron Smith,40,1.66,66.35,-19.13,48.68,
92,89.0,David Howell,52,1.66,86.23,-48.39,68.77,
93,92.0,Daniel Summerhays,52,1.65,85.91,-49.28,71.55,
94,125.0,K.T. Kim,50,1.64,81.85,-23.73,72.36,
95,93.0,Emiliano Grillo,52,1.64,85.09,-45.39,64.27,
96,91.0,Stephen Gallacher,52,1.63,84.92,-99.21,30.56,
97,95.0,Rafa Cabrera Bello,52,1.62,84.46,-52.81,56.21,
98,97.0,George McNeill,51,1.61,82.16,-44.94,59.28,
99,99.0,Tyrrell Hatton,52,1.59,82.84,-36.92,58.16,
100,100.0,James Hahn,52,1.58,82.35,-29.91,85.47,
101,98.0,Jason Dufner,44,1.58,69.62,-105.86,40.08,
102,102.0,Shawn Stefani,45,1.58,71.03,-41.27,44.25,
103,105.0,Prayad Marksaeng,52,1.54,80.2,-39.07,57.39,
104,101.0,Morgan Hoffmann,52,1.54,79.92,-44.26,57.1,
105,115.0,Ross Fisher,52,1.53,79.73,-64.25,38.52,
106,103.0,Tim Clark,40,1.53,61.24,-57.59,5.6,
107,104.0,Graham DeLaet,46,1.51,69.48,-93.61,43.31,
108,106.0,Matt Fitzpatrick,44,1.5,66.18,-10.87,60.61,
109,107.0,David Hearn,52,1.5,77.87,-46.35,57.13,
110,111.0,Patton Kizzire,40,1.49,59.45,-2.72,62.17,
111,109.0,Kevin Streelman,52,1.47,76.44,-85.01,34.25,
112,108.0,Koumei Oda,52,1.46,76.13,-70.49,27.88,
113,112.0,Marcel Siem,49,1.46,71.33,-57.66,13.14,
114,110.0,Gary Stal,47,1.44,67.89,-27.74,76.4,
115,114.0,Nick Watney,52,1.44,74.65,-61.11,68.54,
116,116.0,Sean O'Hair,52,1.44,74.62,-20.57,75.89,
117,113.0,Mikko Ilonen,48,1.43,68.43,-76.2,14.8,
118,117.0,Geoff Ogilvy,46,1.42,65.22,-45.19,31.61,
119,119.0,Padraig Harrington,52,1.41,73.46,-33.32,70.69,
120,118.0,Pat Perez,51,1.41,71.94,-38.31,66.45,
121,133.0,Rikard Karlberg,44,1.39,61.35,-21.28,50.16,
122,120.0,Patrick Rodgers,40,1.38,55.18,-9.13,57.46,
123,121.0,Brendon de Jonge,52,1.36,70.63,-64.32,42.61,
124,123.0,Kevin Chappell,52,1.35,70.26,-49.4,44.45,
125,122.0,Jerry Kelly,47,1.35,63.38,-42.92,42.1,
126,124.0,Jaco Van Zyl,40,1.34,53.71,-21.6,55.74,
127,126.0,Ricardo Gouveia,40,1.33,53.14,-8.16,44.9,
128,127.0,Boo Weekley,51,1.31,66.92,-55.31,51.25,
129,128.0,Fabrizio Zanotti,48,1.31,62.75,-39.54,25.75,
130,129.0,Ryan Fox,40,1.29,51.41,-15.81,39.04,
131,136.0,Greg Owen,40,1.28,51.04,-17.42,40.92,
132,130.0,Rory Sabbatini,51,1.27,64.61,-41.73,56.93,
133,132.0,Will Wilcox,41,1.26,51.75,-18.84,43.72,
134,157.0,Yuta Ikeda,52,1.26,65.44,-40.82,31.26,
135,131.0,Ernie Els,52,1.26,65.36,-81.91,30.13,
136,135.0,Davis Love III,40,1.25,50.17,-9.73,43.32,
137,134.0,Carl Pettersson,52,1.25,64.9,-32.15,45.14,
138,138.0,Charles Howell III,52,1.23,63.92,-52.22,50.13,
139,139.0,Kristoffer Broberg,52,1.22,63.7,-29.02,39.74,
140,166.0,Toshinori Muto,46,1.22,55.94,-19.67,35.34,
141,140.0,Jonas Blixt,52,1.21,63.12,-80.8,26.07,
142,137.0,Thomas Bjørn,51,1.21,61.77,-106.29,19.08,
143,141.0,David Horsey,52,1.2,62.37,-32.87,43.1,
144,145.0,Jason Gore,51,1.2,60.96,-23.13,42.95,
145,142.0,Fabián Gómez,52,1.19,62.12,-22.19,44.94,
146,143.0,Dean Burmester,48,1.18,56.87,-10.85,58.45,
147,144.0,Seung-Yul Noh,52,1.17,60.7,-49.29,32.87,
148,147.0,Brad Kennedy,47,1.16,54.55,-28.68,40.65,
149,155.0,Lee Slattery,52,1.16,60.28,-16.41,55.26,
150,146.0,Thomas Aiken,52,1.15,59.92,-42.61,44.55,
151,163.0,Richard Green,45,1.15,51.7,-25.21,38.71,
152,152.0,Martin Piller,40,1.15,45.82,-7.89,37.86,
153,158.0,Alejandro Cañizares,45,1.14,51.48,-41.53,46.2,
154,150.0,Camilo Villegas,52,1.14,59.3,-38.34,35.82,
155,149.0,Thorbjørn Olesen,52,1.14,59.13,-54.44,17.69,
156,176.0,Scott Hend,52,1.13,58.88,-46.04,34.22,
157,151.0,Ángel Cabrera,46,1.13,51.98,-61.33,19.79,
158,153.0,Chesson Hadley,52,1.13,58.66,-55.13,45.33,
159,154.0,Erik Compton,52,1.12,58.4,-47.33,26.25,
160,160.0,Zac Blair,52,1.12,58.24,-19.69,45.36,
161,159.0,William McGirt,52,1.12,58.04,-38.97,38.15,
162,148.0,Ryo Ishikawa,52,1.11,57.93,-54.65,40.91,
163,156.0,Robert Karlsson,48,1.11,53.43,-40.49,19.94,
164,161.0,Romain Wattel,51,1.11,56.46,-47.79,25.58,
165,162.0,Prom Meesawat,49,1.09,53.19,-31.84,27.93,
166,224.0,Pelle Edberg,45,1.07,48.22,-7.7,42.49,
167,171.0,Shingo Katayama,40,1.07,42.6,-48.22,11.31,
168,164.0,Jason Kokrak,47,1.06,49.78,-43.49,40.15,
169,169.0,Tomohiro Kondo,47,1.06,49.72,-38.6,11.49,
170,167.0,Steve Stricker,40,1.05,41.89,-84.59,16.83,
171,165.0,Freddie Jacobson,41,1.04,42.79,-45.37,19.35,
172,168.0,Marcus Fraser,40,1.04,41.48,-26.75,28.33,
173,170.0,David Lipsky,50,1.03,51.48,-27.95,21.55,
174,172.0,Scott Brown,52,1.02,52.89,-34.9,37.41,
175,175.0,Raphael Jacquelin,52,1.01,52.57,-28.69,43.65,
176,173.0,Adam Hadwin,52,1.01,52.51,-28.27,31.23,
177,181.0,Benjamin Hebert,45,1.0,45.21,-25.01,16.07,
178,174.0,Andrew Dodt,40,0.99,39.76,-18.94,32.02,
179,176.0,Ashun Wu,45,0.99,44.47,-31.76,31.45,
180,190.0,Yusaku Miyazato,52,0.97,50.58,-31.79,30.19,
181,198.0,Dawie van der Walt,52,0.97,50.37,-28.59,46.36,
182,179.0,Scott Pinckney,51,0.97,49.36,-10.87,46.92,
183,178.0,Andrew Johnston,40,0.97,38.69,-28.0,9.86,
184,180.0,Maximilian Kieffer,52,0.96,50.02,-23.05,45.1,
185,182.0,Grégory Bourdy,52,0.95,49.43,-41.29,42.64,
186,183.0,Alex Cejka,52,0.95,49.41,-26.41,44.42,
187,189.0,Sebastien Gros,40,0.95,37.96,-1.33,37.56,
188,183.0,Chris Stroud,52,0.95,49.3,-54.52,28.44,
189,186.0,Martin Laird,47,0.94,44.31,-39.79,35.47,
190,191.0,Jim Herman,52,0.94,48.97,-19.16,44.52,
191,185.0,Hyung-Sung Kim,52,0.94,48.85,-53.68,21.81,
192,192.0,Carlos Ortiz,50,0.93,46.69,-29.28,27.81,
193,194.0,Johnson Wagner,51,0.93,47.61,-18.33,44.37,
194,197.0,Hur In-hoi,43,0.93,39.94,-26.28,11.2,
195,195.0,Retief Goosen,52,0.92,48.07,-23.89,32.16,
196,187.0,Kevin Stadler,40,0.92,36.95,-66.9,0.0,
197,188.0,Haotong Li,51,0.92,47.08,-19.15,29.56,
198,193.0,Scott Stallings,48,0.92,44.3,-53.23,29.11,
199,196.0,Stewart Cink,49,0.92,45.19,-31.53,31.0,
200,211.0,Hideto Tanihara,47,0.9,42.3,-47.85,11.14,
201,199.0,Hiroyuki Fujita,51,0.9,45.87,-36.31,9.98,
202,203.0,J.J. Henry,52,0.9,46.69,-19.53,43.45,
203,202.0,Bradley Dredge,40,0.89,35.78,-15.53,20.35,
204,201.0,Rod Pampling,49,0.89,43.79,-18.58,25.15,
205,205.0,Bryce Molder,51,0.89,45.27,-28.27,33.06,
206,200.0,K.J. Choi,47,0.89,41.68,-49.13,19.64,
207,206.0,Kyle Reifers,52,0.89,46.08,-15.87,42.03,
208,207.0,Colt Knost,52,0.87,45.46,-16.46,36.21,
209,208.0,Julien Quesne,48,0.87,41.68,-33.59,36.1,
210,204.0,Jeunghun Wang,44,0.87,38.19,-14.56,25.62,
211,209.0,Katsumasa Miyamoto,48,0.87,41.61,-24.32,13.02,
212,210.0,SSP Chawrasia,44,0.86,38.06,-24.34,20.74,
213,227.0,Satoshi Kodaira,44,0.86,37.96,-27.04,15.87,
