RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
T75,T75,Vaughn Taylor,50,289.8,26663,92
T75,T75,Kevin Stadler,83,289.8,45781,158
77,77,Ernie Els,63,289.6,35916,124
T78,T78,Scott Brown,65,289.5,37635,130
T78,T78,Fabián Gómez,65,289.5,37637,130
T80,80,Ricky Barnes,74,289.4,40510,140
T80,T83,Jordan Spieth,82,289.4,47466,164
82,81,John Senden,79,289.3,45127,156
T83,T83,Russell Henley,80,289.0,45082,156
T83,T83,Chris Kirk,89,289.0,51441,178
85,86,Chad Campbell,78,288.9,43914,152
86,87,Aaron Baddeley,68,288.5,38086,132
T87,T88,Scott Gardiner,61,288.4,34037,118
T87,T88,Martin Kaymer,61,288.4,33457,116
89,90,Padraig Harrington,52,288.3,28253,98
90,94,Bill Haas,85,288.2,48412,168
T91,T91,Matt Every,89,288.1,51278,178
T91,T91,Vijay Singh,61,288.1,35154,122
93,93,Phil Mickelson,78,287.9,44907,156
T94,T95,Kevin Streelman,86,287.5,49445,172
T94,T95,Brian Harman,89,287.5,48873,170
T94,T95,Bud Cauley,67,287.5,36225,126
97,99,Freddie Jacobson,63,287.3,34471,120
T98,T100,Robert Karlsson,56,287.2,29865,104
T98,T100,Cameron Tringale,80,287.2,45950,160
100,102,James Driscoll,76,287.1,41348,144
101,103,Y.E. Yang,56,286.7,31828,111
102,104,Marc Leishman,77,286.6,43846,153
103,105,Rickie Fowler,75,286.4,42106,147
T104,T107,Brendon de Jonge,110,286.3,62976,220
T104,106,Tom Gillis,69,286.3,37217,130
106,T107,George McNeill,68,286.0,38893,136
T107,T120,Jason Dufner,78,285.9,44026,154
T107,109,Bo Van Pelt,72,285.9,39743,139
109,110,David Lingmerth,68,285.8,38875,136
110,111,Daniel Summerhays,83,285.7,47421,166
111,T115,Webb Simpson,92,285.4,49937,175
T112,T112,Sangmoon Bae,83,285.3,47365,166
T112,T112,Michael Bradley,56,285.3,29670,104
114,114,Geoff Ogilvy,57,285.1,32496,114
115,T115,Bob Estes,66,285.0,37624,132
T116,T117,Robert Allenby,58,284.9,31910,112
T116,119,Matt Kuchar,93,284.9,49573,174
T116,T117,Will Claxton,67,284.9,35893,126
T119,T120,J.J. Henry,83,284.7,45843,161
T119,T120,Stuart Appleby,88,284.7,47834,168
121,123,Alistair Presnell,59,284.6,32446,114
122,T124,John Merrick,79,284.3,44918,158
123,126,Jonas Blixt,76,283.7,42837,151
T124,T127,Tim Herron,45,283.6,25523,90
T124,130,Steve Stricker,51,283.6,26658,94
T124,T127,Trevor Immelman,73,283.6,39143,138
127,129,Luke Guthrie,82,283.5,46490,164
128,131,Chez Reavie,72,282.8,40721,144
129,132,Rod Pampling,46,282.6,23736,84
T130,134,Ryan Moore,72,282.3,40093,142
T130,133,Roberto Castro,97,282.3,54478,193
132,135,Charlie Wi,75,282.1,40061,142
133,136,John Huh,88,282.0,48792,173
T134,T137,Brian Stuard,78,281.8,41704,148
T134,T137,William McGirt,75,281.8,42266,150
136,139,Ian Poulter,59,281.7,29859,106
137,T146,Brandt Snedeker,79,281.3,44440,158
138,T143,D.A. Points,87,281.1,48905,174
139,140,Ben Crane,62,281.0,32592,116
140,141,D.H. Lee,65,280.9,36522,130
141,142,Stephen Ames,49,280.7,27511,98
142,T143,David Mathis,71,280.6,37598,134
143,145,Casey Wittenberg,72,280.5,39275,140
144,T146,"Ted Potter, Jr.",65,280.3,34194,122
145,148,Doug LaBelle II,72,280.1,39215,140
146,149,Justin Hicks,79,280.0,42003,150
147,150,David Hearn,88,279.7,49231,176
148,151,Michael Thompson,66,279.4,36878,132
T149,T152,Richard Lee,81,279.1,42975,154
T149,T152,Justin Bolli,59,279.1,30706,110
151,154,Ben Kohles,75,279.0,39615,142
152,155,Scott Langley,79,278.9,41834,150
T153,158,Zach Johnson,84,278.8,46275,166
T153,156,Brian Davis,91,278.8,50734,182
155,157,Johnson Wagner,64,278.6,33436,120
156,159,K.J. Choi,85,278.3,46748,168
157,169,Luke Donald,60,278.1,32262,116
158,T160,Mark Wilson,56,278.0,28911,104
159,162,David Lynn,70,277.9,38077,137
160,163,Jeff Maggert,63,277.6,34980,126
161,164,Graeme McDowell,53,277.5,26916,97
162,165,David Toms,49,277.4,24133,87
163,166,Aaron Watkins,46,277.1,24388,88
164,167,Chris Stroud,88,277.0,48753,176
165,168,Greg Chalmers,77,276.8,40414,146
T166,T170,Justin Leonard,86,276.3,47520,172
T166,T170,Jason Bohn,70,276.3,38680,140
168,172,Lee Williams,62,275.6,33068,120
169,T177,Jim Furyk,80,275.3,42952,156
T170,T173,Brian Gay,79,275.1,43193,157
T170,T173,Ken Duke,87,275.1,47871,174
T170,T173,Darron Stiles,51,275.1,26964,98
173,176,Ben Curtis,59,274.9,31333,114
174,T177,Dicky Pride,71,274.8,36825,134
175,179,Tim Clark,64,273.9,33143,121
176,180,Bryce Molder,82,273.8,43801,160
T177,T181,Jerry Kelly,75,273.2,40984,150
T177,T181,Jin Park,52,273.2,27321,100
179,183,Colt Knost,69,271.7,35317,130
180,184,Mike Weir,60,270.5,31380,116
