RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,TOP 10,1ST,2ND,3RD
T34,T32,Boo Weekley,4,1.0,1.0,
T34,T32,Marc Leishman,4,,,
T34,T32,Pat Perez,4,,,
T34,T32,Brian Davis,4,,,
T34,T32,Ryan Palmer,4,,,
T34,T32,Brendon de Jonge,4,,,
T34,T32,Ian Poulter,4,,,1.0
T52,T51,Nicolas Colsaerts,3,,,
T52,T51,Tim Clark,3,,1.0,
T52,T51,Mark Wilson,3,,,1.0
T52,T51,Stewart Cink,3,,,
T52,T51,Freddie Jacobson,3,,,1.0
T52,T51,Padraig Harrington,3,,,
T52,T51,Gonzalo Fernandez-Castaño,3,,,1.0
T52,T51,Bubba Watson,3,,,
T52,T51,D.A. Points,3,1.0,1.0,
T52,T51,Ryan Moore,3,,,
T52,T51,Kevin Stadler,3,,,1.0
T52,T51,Josh Teater,3,,1.0,
T52,T51,Martin Kaymer,3,,,
T52,T51,D.H. Lee,3,,,1.0
T52,T51,Kyle Stanley,3,,,2.0
T52,T51,Morgan Hoffmann,3,,,
T52,T51,Kevin Chappell,3,,1.0,
T52,T51,Michael Thompson,3,1.0,,
T52,T51,Chris Kirk,3,,1.0,
T52,T51,Russell Henley,3,1.0,,
T52,T51,David Lingmerth,3,,2.0,
T73,T73,Richard Lee,2,,,
T73,T73,John Huh,2,,,1.0
T73,T73,Luke Guthrie,2,,,1.0
T73,T73,James Hahn,2,,,1.0
T73,T73,Thorbjørn Olesen,2,,,
T73,T73,Shawn Stefani,2,,,
T73,T73,Hideki Matsuyama,2,,,
T73,T73,Nicholas Thompson,2,,,
T73,T73,William McGirt,2,,1.0,
T73,T73,Gary Woodland,2,1.0,1.0,
T73,T73,Jim Herman,2,,,
T73,T73,Brendan Steele,2,,,
T73,T73,Sangmoon Bae,2,1.0,,
T73,T73,Jeff Overton,2,,,
T73,T73,Martin Flores,2,,,
T73,T73,John Merrick,2,1.0,,
T73,T73,Martin Laird,2,1.0,,
T73,T73,Camilo Villegas,2,,,
T73,T73,Jonas Blixt,2,1.0,,
T73,T73,"Ted Potter, Jr.",2,,,
T73,T73,Brian Harman,2,,,1.0
T73,T73,David Hearn,2,,1.0,
T73,T73,Johnson Wagner,2,,1.0,
T73,T73,Lucas Glover,2,,,
T73,T73,Andres Romero,2,,1.0,
T73,T73,Jonathan Byrd,2,,1.0,
T73,T73,Jason Bohn,2,,1.0,
T73,T73,Ángel Cabrera,2,,1.0,
T73,T73,David Lynn,2,,1.0,
T73,T73,Dicky Pride,2,,,
T73,T73,Greg Chalmers,2,,,
T73,T73,Ken Duke,2,1.0,,
T73,T73,Bob Estes,2,,,
T73,T73,Jeff Maggert,2,,1.0,
T73,T73,Jerry Kelly,2,,,
T73,T73,Aaron Baddeley,2,,,
T73,T73,John Rollins,2,,,
T73,T73,J.J. Henry,2,,,
T73,T73,James Driscoll,2,,,
T73,T73,Ben Crane,2,,,
T73,T73,Justin Bolli,2,,,
T73,T73,K.J. Choi,2,,,
T73,T73,Robert Garrigus,2,,,
T116,T116,D.J. Trahan,1,,,
T116,T116,Bill Lunde,1,,,
T116,T116,Bo Van Pelt,1,,,
T116,T116,Marcel Siem,1,,,
T116,T116,Tag Ridings,1,,,
T116,T116,David Mathis,1,,,
T116,T116,Peter Hanson,1,,,
T116,T116,Vaughn Taylor,1,,,
T116,T116,Trevor Immelman,1,,,
T116,T116,Chris Wood,1,,,
T116,T116,Geoff Ogilvy,1,,1.0,
T116,T116,Nick O'Hern,1,,,
T116,T116,Billy Andrade,1,,,
T116,T116,Woody Austin,1,1.0,,
T116,T116,Justin Leonard,1,,,
T116,T116,Robert Allenby,1,,,
T116,T116,Chad Campbell,1,,,
T116,T116,Cameron Beckman,1,,1.0,
T116,T116,Billy Mayfair,1,,,
T116,T116,Davis Love III,1,,,
T116,T116,Tim Petrovic,1,,,
T116,T116,David Toms,1,,,
T116,T116,Chris DiMarco,1,,,
T116,T116,Ernie Els,1,,,
T116,T116,Retief Goosen,1,,,
T116,T116,Charlie Wi,1,,,
T116,T116,Glen Day,1,,,
T116,T116,Brian Gay,1,1.0,,
T116,T116,Miguel Angel Jiménez,1,,,
T116,T116,Robert Karlsson,1,,,
T116,T116,Stuart Appleby,1,,,
T116,T116,Richard Sterne,1,,,
T116,T116,Erik Compton,1,,,
T116,T116,Francesco Molinari,1,,,
T116,T116,Steven Bowditch,1,,1.0,
T116,T116,Carl Pettersson,1,,,
T116,T116,Justin Hicks,1,,,
T116,T116,Casey Wittenberg,1,,,
T116,T116,Louis Oosthuizen,1,,,
T116,T116,Ross Fisher,1,,,
T116,T116,Fabián Gómez,1,,1.0,
T116,T116,Aaron Watkins,1,,,
T116,T116,Andres Gonzales,1,,,
T116,T116,Brad Fritsch,1,,,
T116,T116,Seung-Yul Noh,1,,,
T116,T116,Kyle Reifers,1,,,
T116,T116,Scott Brown,1,1.0,,
T116,T116,Peter Uihlein,1,,,
T116,T116,Tommy Gainey,1,,,
T116,T116,Ryo Ishikawa,1,,,
T116,T116,Shane Lowry,1,,,
T116,T116,Cameron Tringale,1,,,1.0
T116,T116,Bobby Gates,1,,,
T116,T116,Charlie Beljan,1,,1.0,
T116,T116,John Peterson,1,,,
T116,T116,Ben Kohles,1,,,
T116,T116,Derek Ernst,1,1.0,,
T116,T116,Scott Langley,1,,,1.0
T116,T116,Patrick Cantlay,1,,,
