RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,TOP 10,1ST,2ND,3RD
T1,T1,Bill Haas,9,1.0,,1.0
T1,T1,Brandt Snedeker,9,2.0,2.0,1.0
T1,T3,Jordan Spieth,9,1.0,3.0,
T4,T6,Billy Horschel,8,1.0,1.0,1.0
T4,T6,Steve Stricker,8,,4.0,
T4,T3,Tiger Woods,8,5.0,1.0,
T4,T6,Henrik Stenson,8,2.0,3.0,1.0
T4,T3,Matt Kuchar,8,2.0,2.0,
T4,T6,Zach Johnson,8,1.0,1.0,1.0
T10,T15,Justin Rose,7,1.0,2.0,
T10,T6,Jim Furyk,7,,1.0,2.0
T10,T6,Phil Mickelson,7,2.0,2.0,2.0
T10,T6,Jason Day,7,,1.0,2.0
T10,T6,Graham DeLaet,7,,1.0,2.0
T10,T6,Keegan Bradley,7,,2.0,1.0
T16,T18,Dustin Johnson,6,1.0,1.0,
T16,T15,Adam Scott,6,2.0,,2.0
T16,T15,Lee Westwood,6,,,1.0
T16,T18,Sergio Garcia,6,,,1.0
T20,T18,Luke Donald,5,,,1.0
T20,T18,Rory Sabbatini,5,,,
T20,T18,Charles Howell III,5,,1.0,1.0
T20,T18,Charley Hoffman,5,,,1.0
T20,T18,Hunter Mahan,5,,1.0,
T20,T18,Jimmy Walker,5,,1.0,1.0
T20,T32,Jason Dufner,5,1.0,,
T20,T18,Kevin Streelman,5,1.0,1.0,1.0
T20,T18,Matt Jones,5,,1.0,
T20,T18,Charl Schwartzel,5,,,2.0
T20,T18,Rory McIlroy,5,,1.0,
T20,T32,Webb Simpson,5,,1.0,
T20,T18,Rickie Fowler,5,,,1.0
T20,T18,Patrick Reed,5,1.0,,
T34,T32,Harris English,4,1.0,,
T34,T51,Roberto Castro,4,,1.0,
T34,T32,Brian Stuard,4,,,
T34,T32,Scott Stallings,4,,1.0,
T34,T32,Jason Kokrak,4,,,1.0
T34,T32,Matt Every,4,,,
T34,T32,Nick Watney,4,,1.0,
T34,T32,Chris Stroud,4,,1.0,
T34,T32,Scott Piercy,4,,,1.0
T34,T32,Daniel Summerhays,4,,1.0,
T34,T32,Graeme McDowell,4,1.0,,1.0
