RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
99,99,Jim Herman,59,71.045,3912,- 4.510,55
100,100,Brendan Steele,86,71.053,5825,1.343,82
101,101,Robert Garrigus,69,71.058,4636,- 17.225,65
102,102,Bo Van Pelt,72,71.08,5009,- 33.374,70
103,103,Brad Fritsch,81,71.085,5465,8.560,77
104,104,Nicolas Colsaerts,50,71.088,3387,- 45.886,47
105,105,Robert Streb,75,71.089,5033,14.333,71
106,106,Jason Bohn,70,71.101,4967,10.064,70
107,107,Cameron Percy,68,71.106,4678,14.991,66
108,108,Jonas Blixt,76,71.11,5425,- 20.675,76
109,109,Sangmoon Bae,83,71.111,5909,- 6.789,83
110,110,Shawn Stefani,63,71.114,4483,- 2.796,63
111,111,D.A. Points,87,71.116,6216,- 28.940,87
112,112,David Toms,49,71.134,3132,- 2.106,44
113,113,Scott Stallings,79,71.135,5644,- 24.308,79
114,114,Justin Hicks,79,71.138,5350,- 14.614,75
115,115,Luke Guthrie,82,71.139,5855,- 21.578,82
116,116,Brian Gay,79,71.16,5615,6.642,79
117,117,Tag Ridings,69,71.162,4619,6.537,65
118,118,Charlie Wi,75,71.174,5045,8.355,71
119,119,Brandt Jobe,62,71.175,4142,- 13.827,58
120,120,D.H. Lee,65,71.187,4608,19.174,65
121,121,Jeff Maggert,63,71.208,4465,21.135,63
122,122,James Hahn,78,71.222,5261,9.404,74
123,123,Greg Chalmers,77,71.228,5186,13.632,73
124,124,Chad Campbell,78,71.234,5387,26.784,76
125,125,Scott Brown,65,71.25,4645,- 13.740,65
126,126,Andres Romero,63,71.256,4200,4.079,59
127,127,Scott Langley,79,71.269,5351,- 5.800,75
T128,T128,Carl Pettersson,82,71.273,5726,- 24.142,80
T128,T128,Scott Piercy,78,71.273,5366,- 20.515,75
130,130,Brian Harman,89,71.29,6051,8.673,85
131,131,Dicky Pride,71,71.293,4758,18.664,67
132,132,Michael Thompson,66,71.298,4744,- 38.343,66
133,134,Doug LaBelle II,72,71.317,4984,8.186,70
134,135,Fabián Gómez,65,71.33,4620,16.434,65
135,136,Steven Bowditch,67,71.335,4613,23.802,65
136,137,Ricky Barnes,74,71.341,4980,13.876,70
137,138,Y.E. Yang,56,71.348,4013,- 17.512,56
138,139,Henrik Norlander,70,71.36,4834,18.467,68
139,140,D.J. Trahan,48,71.429,3263,22.738,46
140,141,Bud Cauley,67,71.445,4513,- 11.966,63
141,142,Stephen Ames,49,71.454,3483,18.251,49
142,143,Tim Herron,45,71.479,3224,- 7.444,45
143,144,Robert Karlsson,56,71.482,3737,- 19.929,52
144,145,Ben Kohles,75,71.488,5070,5.675,71
145,146,Trevor Immelman,73,71.491,4949,- 16.102,69
146,147,Aaron Baddeley,68,71.503,4724,- 4.822,66
147,148,Ryo Ishikawa,72,71.515,5015,- 8.961,70
148,149,Ben Curtis,59,71.531,4120,- 42.761,57
149,150,Steve LeBrun,66,71.551,4410,26.147,62
150,151,Greg Owen,73,71.554,5070,10.369,71
151,152,Tom Gillis,69,71.559,4660,- 8.664,65
152,153,Lucas Glover,65,71.577,4676,- 23.497,65
153,154,Geoff Ogilvy,57,71.588,4120,- 39.468,57
154,155,Seung-Yul Noh,71,71.625,4803,- 4.095,67
155,156,Mike Weir,60,71.643,4166,- 10.729,58
156,157,Casey Wittenberg,72,71.659,5024,- 7.897,70
157,158,Andrew Svoboda,46,71.747,3140,16.878,44
158,159,Aaron Watkins,46,71.77,3137,20.887,44
159,160,Jin Park,52,71.777,3580,8.834,50
160,161,Lee Williams,62,71.792,4275,32.534,60
161,162,Charlie Beljan,62,71.839,4457,- 2.955,62
162,163,Kyle Stanley,71,71.842,5119,- 18.200,71
T163,T164,Will Claxton,67,71.889,4519,9.991,63
T163,T164,Troy Matteson,68,71.889,4720,24.695,66
165,166,Tommy Gainey,84,71.892,6047,- 8.105,84
166,167,Rod Pampling,46,71.943,3007,14.618,42
167,168,Darron Stiles,51,71.947,3509,16.415,49
168,169,Alistair Presnell,59,71.951,4095,6.185,57
169,170,Johnson Wagner,64,72.013,4333,- 12.196,60
170,171,Justin Bolli,59,72.034,3961,.845,55
171,172,Robert Allenby,58,72.056,4043,- 7.883,56
172,173,Scott Gardiner,61,72.082,4239,13.832,59
173,174,Sean O'Hair,56,72.107,4042,- 4.009,56
174,176,David Mathis,71,72.222,4812,26.868,67
175,177,Colt Knost,69,72.264,4671,26.131,65
176,178,Derek Ernst,58,72.271,4189,2.710,58
177,179,Michael Bradley,56,72.345,3745,16.933,52
178,180,Eric Meierdierks,48,72.414,3313,18.031,46
179,181,Luke List,65,72.444,4396,23.094,61
180,183,Bobby Gates,49,72.59,3249,17.564,45
