RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:PUTTING,MEASURED ROUNDS
T63,T62,Scott Simpson,55,0.185,9.432,51
T63,T62,Paul Azinger,75,0.185,12.016,65
65,64,Brian Kortan,65,0.183,10.434,57
66,65,Davis Love III,85,0.181,11.016,61
67,60,Steve Flesch,109,0.18,14.798,82
68,67,Joe Ogilvie,104,0.177,15.052,85
69,69,Hidemichi Tanaka,89,0.165,12.864,78
70,70,Dan Olsen,75,0.163,10.615,65
71,71,Mike Heinen,53,0.16,8.18,51
72,72,John Rollins,90,0.159,11.456,72
73,73,Todd Fischer,104,0.158,14.503,92
T74,T74,Dennis Paulson,71,0.15,9.883,66
T74,T74,Daniel Chopra,108,0.15,13.779,92
76,76,Bob Burns,88,0.145,11.31,78
77,77,Billy Andrade,104,0.142,13.024,92
78,79,Ernie Els,62,0.124,5.075,41
79,80,Chris Riley,78,0.122,6.458,53
80,82,Chris DiMarco,105,0.121,9.291,77
81,81,Tim Herron,84,0.12,7.915,66
82,83,Craig Parry,52,0.113,4.173,37
83,84,Shaun Micheel,93,0.109,7.633,70
84,89,Stuart Appleby,84,0.107,6.327,59
T85,T85,Olin Browne,92,0.106,8.399,79
T85,T85,Jay Delsing,76,0.106,6.752,64
87,87,Pat Bates,99,0.1,9.016,90
88,T93,John Daly,79,0.095,6.385,67
89,88,Kirk Triplett,88,0.072,4.743,66
90,90,J.J. Henry,103,0.063,5.702,91
91,91,Craig Bowden,83,0.061,4.585,75
92,T98,Fred Funk,97,0.051,4.231,83
93,T93,Danny Briggs,85,0.042,3.156,75
94,96,Tom Pernice Jr.,103,0.04,3.419,86
95,97,Tim Clark,84,0.038,2.684,71
96,78,K.J. Choi,83,0.033,2.077,63
97,T98,Matt Kuchar,83,0.029,2.216,77
98,100,Russ Cochran,61,0.028,1.524,55
99,T93,Jay Haas,84,0.027,1.676,61
100,101,Kent Jones,99,0.026,2.271,87
101,102,Hank Kuehne,91,0.024,2.05,84
102,103,Deane Pappas,72,0.021,1.33,64
T103,T104,Rod Pampling,98,0.018,1.38,78
T103,T104,Cameron Beckman,99,0.018,1.534,87
105,106,Charles Howell III,104,0.002,0.143,76
106,107,Alex Cejka,76,-0.006,-0.36,57
T107,T109,J.P. Hayes,79,-0.016,-0.999,64
T107,T109,Neal Lancaster,106,-0.016,-1.448,93
109,111,Dudley Hart,60,-0.021,-0.969,46
110,112,Cliff Kresge,89,-0.022,-1.682,75
111,113,Bart Bryant,73,-0.03,-1.923,65
112,114,Arjun Atwal,85,-0.034,-2.537,75
113,115,Kevin Sutherland,86,-0.045,-3.032,67
114,116,John Cook,57,-0.047,-2.245,48
115,117,Ken Duke,89,-0.051,-4.058,80
T116,T118,Spike McRoy,93,-0.052,-4.019,77
T116,T118,Steve Elkington,64,-0.052,-2.928,56
118,120,Guy Boros,64,-0.056,-3.327,59
119,121,Ted Purdy,114,-0.058,-5.96,103
120,123,Arron Oberholser,77,-0.067,-4.144,62
121,92,Kenny Perry,79,-0.069,-4.284,62
122,124,Jason Dufner,79,-0.074,-5.353,72
123,125,Esteban Toledo,92,-0.076,-6.06,80
T124,T126,Blaine McCallister,68,-0.08,-4.966,62
T124,T126,Rich Barcelo,67,-0.08,-4.71,59
126,129,Ryan Palmer,103,-0.082,-7.375,90
127,130,Robert Gamez,103,-0.084,-7.542,90
128,108,Phil Mickelson,83,-0.087,-4.713,54
129,128,Vijay Singh,112,-0.089,-7.937,89
130,131,Tommy Armour III,87,-0.09,-6.843,76
131,133,John Senden,99,-0.097,-8.329,86
132,122,David Toms,80,-0.099,-5.823,59
T133,T134,Kris Cox,73,-0.104,-6.371,61
T133,T134,Chris Couch,55,-0.104,-4.788,46
T133,T134,Mark Wilson,62,-0.104,-6.016,58
136,138,Bob Estes,73,-0.124,-6.3,51
137,139,Mark Calcavecchia,79,-0.125,-7.519,60
T138,T140,Jay Williamson,100,-0.128,-11.561,90
T138,T140,Hirofumi Miyase,65,-0.128,-7.323,57
140,137,Carlos Franco,99,-0.134,-12.076,90
141,143,John Riegger,53,-0.135,-6.614,49
T142,T144,Scott Hoch,52,-0.141,-6.471,46
T142,T144,Kevin Na,100,-0.141,-12.104,86
144,146,Jeff Maggert,60,-0.143,-7.135,50
T145,T147,Mathias Grönberg,91,-0.145,-10.758,74
T145,T147,Tripp Isenhour,55,-0.145,-6.825,47
T147,T149,Craig Perks,75,-0.147,-9.289,63
T147,T149,Steve Allan,102,-0.147,-12.929,88
149,151,Steve Lowery,91,-0.16,-11.827,74
150,152,Steve Pate,71,-0.165,-10.054,61
151,153,Briny Baird,100,-0.167,-13.505,81
152,154,Ben Curtis,56,-0.174,-7.15,41
153,155,J.L. Lewis,106,-0.184,-16.377,89
T154,142,Chad Campbell,100,-0.186,-14.339,77
T154,156,Justin Leonard,90,-0.186,-12.112,65
156,157,Notah Begay III,71,-0.195,-12.279,63
157,158,Tom Lehman,70,-0.201,-11.639,58
158,159,Jason Bohn,98,-0.205,-18.043,88
159,160,D.J. Brigman,79,-0.213,-14.681,69
160,161,David Branshaw,84,-0.225,-16.208,72
161,162,Bernhard Langer,59,-0.229,-9.619,42
162,163,Justin Rose,77,-0.231,-14.543,63
163,164,Pat Perez,102,-0.241,-20.692,86
164,165,Jeff Brehaut,106,-0.242,-22.74,94
165,166,Andre Stolz,53,-0.246,-11.785,48
166,167,Robert Allenby,93,-0.267,-19.243,72
167,168,Scott Hend,81,-0.268,-18.774,70
168,169,Jonathan Kaye,79,-0.269,-16.697,62
169,170,Joey Sindelar,100,-0.272,-24.212,89
T170,T171,Jeff Sluman,98,-0.281,-23.053,82
T170,T171,Roger Tambellini,81,-0.281,-19.692,70
172,173,Chris Smith,105,-0.282,-26.23,93
173,174,Gene Sauers,83,-0.302,-22.028,73
T174,T175,Heath Slocum,92,-0.312,-25.914,83
T174,T175,Lucas Glover,95,-0.312,-26.168,84
176,177,Lee Janzen,84,-0.319,-22.32,70
177,178,Craig Barlow,80,-0.344,-23.726,69
178,179,Niclas Fasth,61,-0.357,-18.581,52
179,180,Grant Waite,79,-0.366,-24.879,68
180,181,Vaughn Taylor,84,-0.387,-29.798,77
181,182,Robert Damron,92,-0.392,-32.964,84
182,183,Billy Mayfair,109,-0.405,-37.644,93
183,184,Dicky Pride,66,-0.408,-24.069,59
184,185,Joe Durant,85,-0.426,-32.344,76
185,186,Fred Couples,54,-0.437,-19.241,44
T186,T187,Omar Uresti,85,-0.438,-33.309,76
T186,T187,Rich Beem,81,-0.438,-26.701,61
188,189,Peter Lonard,68,-0.502,-27.096,54
189,190,Roland Thatcher,66,-0.511,-31.19,61
190,192,Mark Brooks,72,-0.518,-29.53,57
191,193,Woody Austin,94,-0.527,-43.705,83
192,191,Sergio Garcia,65,-0.573,-28.638,50
193,194,Rocco Mediate,53,-0.649,-23.377,36
194,195,John Huston,62,-0.683,-30.724,45
195,196,Kevin Muncrief,50,-0.824,-37.081,45
196,197,David Gossett,57,-0.871,-44.418,51
